GEO_ID,B08128_001E,B08128_001M,B08128_002E,B08128_002M,B08128_003E,B08128_003M,B08128_004E,B08128_004M,B08128_005E,B08128_005M,B08128_006E,B08128_006M,B08128_007E,B08128_007M,B08128_008E,B08128_008M,B08128_009E,B08128_009M,B08128_010E,B08128_010M,B08128_011E,B08128_011M,B08128_012E,B08128_012M,B08128_013E,B08128_013M,B08128_014E,B08128_014M,B08128_015E,B08128_015M,B08128_016E,B08128_016M,B08128_017E,B08128_017M,B08128_018E,B08128_018M,B08128_019E,B08128_019M,B08128_020E,B08128_020M,B08128_021E,B08128_021M,B08128_022E,B08128_022M,B08128_023E,B08128_023M,B08128_024E,B08128_024M,B08128_025E,B08128_025M,B08128_026E,B08128_026M,B08128_027E,B08128_027M,B08128_028E,B08128_028M,B08128_029E,B08128_029M,B08128_030E,B08128_030M,B08128_031E,B08128_031M,B08128_032E,B08128_032M,B08128_033E,B08128_033M,B08128_034E,B08128_034M,B08128_035E,B08128_035M,B08128_036E,B08128_036M,B08128_037E,B08128_037M,B08128_038E,B08128_038M,B08128_039E,B08128_039M,B08128_040E,B08128_040M,B08128_041E,B08128_041M,B08128_042E,B08128_042M,B08128_043E,B08128_043M,B08128_044E,B08128_044M,B08128_045E,B08128_045M,B08128_046E,B08128_046M,B08128_047E,B08128_047M,B08128_048E,B08128_048M,B08128_049E,B08128_049M,B08128_050E,B08128_050M,B08128_051E,B08128_051M,B08128_052E,B08128_052M,B08128_053E,B08128_053M,B08128_054E,B08128_054M,B08128_055E,B08128_055M,B08128_056E,B08128_056M,B08128_057E,B08128_057M,B08128_058E,B08128_058M,B08128_059E,B08128_059M,B08128_060E,B08128_060M,B08128_061E,B08128_061M,B08128_062E,B08128_062M,B08128_063E,B08128_063M,B08128_064E,B08128_064M,B08128_065E,B08128_065M,B08128_066E,B08128_066M,B08128_067E,B08128_067M,B08128_068E,B08128_068M,B08128_069E,B08128_069M,B08128_070E,B08128_070M,NAME,B08128_001EA,B08128_001MA,B08128_002MA,B08128_002EA,B08128_003MA,B08128_003EA,B08128_004EA,B08128_004MA,B08128_005EA,B08128_005MA,B08128_006EA,B08128_006MA,B08128_007MA,B08128_007EA,B08128_008MA,B08128_008EA,B08128_009MA,B08128_009EA,B08128_010EA,B08128_010MA,B08128_011MA,B08128_011EA,B08128_012MA,B08128_012EA,B08128_013MA,B08128_013EA,B08128_014MA,B08128_014EA,B08128_015EA,B08128_015MA,B08128_016EA,B08128_016MA,B08128_017EA,B08128_017MA,B08128_018MA,B08128_018EA,B08128_019MA,B08128_019EA,B08128_020MA,B08128_020EA,B08128_021EA,B08128_021MA,B08128_022EA,B08128_022MA,B08128_023MA,B08128_023EA,B08128_024MA,B08128_024EA,B08128_025EA,B08128_025MA,B08128_026EA,B08128_026MA,B08128_027EA,B08128_027MA,B08128_028EA,B08128_028MA,B08128_029MA,B08128_029EA,B08128_030EA,B08128_030MA,B08128_031MA,B08128_031EA,B08128_032EA,B08128_032MA,B08128_033EA,B08128_033MA,B08128_034MA,B08128_034EA,B08128_035EA,B08128_035MA,B08128_036EA,B08128_036MA,B08128_037EA,B08128_037MA,B08128_038EA,B08128_038MA,B08128_039EA,B08128_039MA,B08128_040MA,B08128_040EA,B08128_041EA,B08128_041MA,B08128_042EA,B08128_042MA,B08128_043EA,B08128_043MA,B08128_044EA,B08128_044MA,B08128_045MA,B08128_045EA,B08128_046MA,B08128_046EA,B08128_047MA,B08128_047EA,B08128_048EA,B08128_048MA,B08128_049EA,B08128_049MA,B08128_050EA,B08128_050MA,B08128_051EA,B08128_051MA,B08128_052MA,B08128_052EA,B08128_053MA,B08128_053EA,B08128_054EA,B08128_054MA,B08128_055MA,B08128_055EA,B08128_056EA,B08128_056MA,B08128_057MA,B08128_057EA,B08128_058MA,B08128_058EA,B08128_059EA,B08128_059MA,B08128_060EA,B08128_060MA,B08128_061EA,B08128_061MA,B08128_062MA,B08128_062EA,B08128_063MA,B08128_063EA,B08128_064MA,B08128_064EA,B08128_065EA,B08128_065MA,B08128_066MA,B08128_066EA,B08128_067MA,B08128_067EA,B08128_068MA,B08128_068EA,B08128_069MA,B08128_069EA,B08128_070EA,B08128_070MA,state
0400000US06,16432358,41929,11545503,42775,11000061,41209,545442,11355,1109695,17812,1201949,16096,689962,14625,480476,10714,1376511,19602,28262,3122,12059924,50107,8638427,46130,8280927,44985,357500,8961,812745,13665,953048,16459,481058,12871,351213,9912,810600,16501,12833,1934,1821450,24221,1298995,20283,1241501,19763,57494,3935,122490,5992,118855,5414,78328,4142,51947,4284,144464,6655,6371,1357,851099,15586,631038,15058,622176,15349,8862,1753,66828,4090,46308,3202,38936,3304,19437,2104,47815,3721,737,448,441486,12725,286454,11522,276958,11263,9496,1413,41809,3230,26176,2825,28157,3264,23351,3244,34518,3678,1021,459,393237,12829,277332,9382,268153,9178,9179,1725,28471,2378,23749,2677,24583,2555,13341,1906,25035,2363,726,512,865162,15704,413257,11275,310346,9416,102911,5571,37352,2822,33813,2474,38900,2840,21187,3311,314079,9887,6574,1284,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2538793,15597,1791828,16250,1669415,16431,122413,4829,199469,6879,168233,5829,106172,5335,108356,5014,161313,5629,3422,898,1889150,18419,1348863,16214,1272568,16059,76295,4018,151361,6100,140432,5173,75630,4113,79861,4728,91355,4332,1648,566,245831,9352,178513,8699,166570,8297,11943,1911,17394,2332,14612,1881,10667,2014,11048,1902,12948,1678,649,408,81980,5100,60576,4312,59727,4322,849,362,6161,1528,3855,978,6642,1500,3019,895,1683,1284,44,73,85695,5233,52290,4408,48006,4314,4284,852,8604,1466,3367,761,5599,1189,10461,1220,5256,1121,118,116,67923,4403,47621,3516,45002,3280,2619,797,5570,1040,3741,837,4288,994,2362,784,4192,1057,149,171,168214,6844,103965,5635,77542,4435,26423,2358,10379,1402,2226,756,3346,798,1605,673,45879,3069,814,497,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1728325,12264,1216434,12809,1162214,12759,54220,3256,169502,6186,124923,4844,76679,4929,31888,2632,106840,5046,2059,689,1358109,13375,957846,12905,919230,12960,38616,2826,131097,4982,110757,4665,63166,3793,23313,2237,70633,3946,1297,641,142303,6353,103303,5350,98725,5254,4578,947,15478,1951,7882,1088,4341,1013,2201,799,8966,1672,132,114,82482,5268,67500,4920,66511,4987,989,397,7466,1455,2155,728,1962,662,1396,506,1886,603,117,152,51475,4279,29196,3378,27884,3311,1312,544,9269,1579,2042,761,5599,1800,3282,850,2036,625,51,85,22416,2678,15122,2114,14829,2052,293,205,3314,923,764,331,654,315,445,332,2107,817,10,23,71540,4258,43467,2896,35035,2757,8432,1185,2878,672,1323,532,957,478,1251,710,21212,2181,452,358,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,421883,5569,304165,6628,290389,6607,13776,1704,33138,2854,12747,1600,38648,2723,14287,1976,18102,2295,796,521,343732,6538,250240,6835,241156,6733,9084,1358,26748,2635,10255,1440,32671,2444,11568,1786,11715,1483,535,442,34036,2891,23853,2585,22823,2441,1030,494,3131,859,1063,534,3264,725,1166,584,1488,679,71,106,10725,1732,7179,1425,7118,1420,61,103,1119,525,754,406,546,239,1045,531,54,63,28,47,9550,1740,6471,1485,6200,1450,271,234,714,363,367,215,1349,604,112,153,532,266,5,9,5273,1134,3518,951,3290,932,228,195,250,205,215,182,351,263,209,139,730,472,0,182,18567,2031,12904,1779,9802,1479,3102,878,1176,538,93,119,467,292,187,154,3583,823,157,241,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,326143,6312,160931,6198,153348,5937,7583,1430,62344,4072,19198,1885,6799,1235,58880,3498,17897,2260,94,120,111088,5103,56627,4124,53609,4063,3018,717,18161,2774,10327,1486,3370,923,16553,1981,6050,1333,0,197,18396,2250,8439,1570,8245,1560,194,130,3676,849,1650,583,476,302,3415,863,740,424,0,197,125890,5558,63729,4228,62606,4414,1123,606,25453,2711,5059,1102,2164,754,25468,2483,3982,1039,35,62,38795,3712,18111,2697,17140,2568,971,492,8985,1531,1410,628,426,247,8699,1639,1164,452,0,197,16845,2756,7640,1704,7341,1664,299,238,4541,1266,550,360,285,272,3029,791,800,385,0,197,15129,1890,6385,1381,4407,926,1978,882,1528,471,202,202,78,91,1716,851,5161,1238,59,98,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8161313,33163,6066307,34406,5604524,32685,461783,11120,510979,11711,606779,14535,263731,8517,228285,8983,474628,14103,10604,1821,6473106,37786,4831990,36016,4521883,34968,310107,9213,413675,11077,526946,13776,218030,8127,186553,8148,290372,10773,5540,1342,795280,17080,598165,16066,550739,15672,47426,4447,49934,3600,51511,3748,26282,2932,18562,2442,49049,4178,1777,741,177143,9552,135209,8699,133018,8652,2191,772,10787,1754,7332,1536,5339,1235,2968,862,15346,3402,162,219,127838,7423,95783,6470,89458,6298,6325,1331,9153,1595,3728,1011,3781,1064,3959,1466,11320,2281,114,110,183659,7268,145453,6883,138265,7073,7188,1662,8951,1542,9117,1651,4614,1233,4756,1176,10432,1920,336,227,404287,11109,259707,8273,171161,6383,88546,5437,18479,2139,8145,1637,5685,1032,11487,2121,98109,5250,2675,896,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4213128,24999,3054041,27057,2883540,25176,170501,7612,238853,8538,289712,9904,207674,7788,192093,6613,222871,7757,7884,1621,3353644,22638,2453703,24081,2337065,22772,116638,6732,194395,8150,249851,8286,166878,7312,152087,6116,132837,4887,3893,1037,439477,13300,319107,11525,303499,10477,15608,2489,23411,2542,27548,3145,20910,2646,15311,2195,30570,3662,2620,1310,82974,5095,61641,4417,60044,4309,1597,799,6787,1482,4117,1000,4792,1053,3764,899,1845,789,28,46,71148,4804,45371,4527,43368,4396,2003,667,4281,1118,2643,1183,6612,1336,6676,1143,5440,1426,125,126,64415,5076,50422,4632,47214,4406,3208,1085,2663,699,2309,761,2785,875,2476,932,3577,1039,183,298,201470,6626,123797,5579,92350,4937,31447,2953,7316,1544,3244,1040,5697,1275,11779,1747,48602,3867,1035,582,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,670355,7481,411962,7390,390717,6988,21245,2453,46406,3501,19035,2216,59307,3041,88822,4195,43418,3740,1405,559,437154,8837,264329,7960,252221,7905,12108,1501,31643,3162,14733,1851,39792,2349,62558,3661,23847,2848,252,220,102542,5152,63286,4248,59631,4005,3655,1048,7945,1261,2372,516,11803,1443,10821,1758,5908,1231,407,250,45177,3416,36389,3444,36128,3441,261,226,2361,672,694,402,3134,703,1923,530,676,346,0,177,31804,2894,18620,2215,18109,2218,511,274,1700,666,415,240,1970,561,7159,1304,1856,775,84,137,24202,2650,15780,2244,15345,2223,435,272,1150,457,671,431,1666,681,3736,950,1044,437,155,183,29476,2735,13558,1838,9283,1486,4275,1047,1607,518,150,226,942,499,2625,1056,10087,1744,507,363,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,697765,7911,488736,8696,458700,8700,30036,3001,43174,3126,48232,3444,40856,3581,21092,2122,53560,3507,2115,672,542709,9910,390674,9493,371136,9463,19538,2119,34116,2694,39869,2943,31286,2942,15557,1832,30168,2861,1039,476,70227,5655,48225,4643,45295,4348,2930,964,3620,730,5831,1341,4725,1221,2822,788,4689,1109,315,206,5925,1058,3495,861,3429,888,66,110,657,511,320,265,179,188,1076,556,198,186,0,187,20109,2007,12642,1538,11623,1545,1019,438,1898,916,1022,508,1868,663,802,350,1629,553,248,225,17778,2592,13260,2462,12641,2352,619,423,1616,712,386,238,1212,565,596,319,632,294,76,124,41017,3189,20440,2598,14576,2120,5864,1748,1267,584,804,369,1586,676,239,187,16244,1955,437,270,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5927604,21876,4339670,23398,4134747,23176,204923,7582,533097,13182,401008,9627,230293,7579,137005,5603,278778,8222,7753,1136,4362024,21463,3217369,21658,3084405,22194,132964,5698,383392,11627,334290,7994,170278,6844,96011,5069,156453,6512,4231,981,526666,12110,399010,10390,380572,10387,18438,2411,43927,3634,26896,2434,19441,2088,11505,2239,24437,2440,1450,540,506351,11780,385619,10582,378163,10383,7456,1438,57435,3712,21493,1977,16416,2249,15458,1921,9904,1526,26,42,186595,7673,119009,7067,111966,6833,7043,1727,27223,2334,9399,1752,12913,2082,7398,1534,9985,1323,668,318,101926,5526,76261,4879,73401,4731,2860,833,8591,1078,4345,953,4129,807,1666,628,6842,1201,92,109,244042,7533,142402,5826,106240,5419,36162,3259,12529,1523,4585,1343,7116,1406,4967,1342,71157,4278,1286,430,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
