GEO_ID,C14007G_001E,C14007G_001M,C14007G_002E,C14007G_002M,C14007G_003E,C14007G_003M,C14007G_004E,C14007G_004M,C14007G_005E,C14007G_005M,C14007G_006E,C14007G_006M,C14007G_007E,C14007G_007M,NAME,C14007G_001EA,C14007G_001MA,C14007G_002EA,C14007G_002MA,C14007G_003EA,C14007G_003MA,C14007G_004MA,C14007G_004EA,C14007G_005MA,C14007G_005EA,C14007G_006EA,C14007G_006MA,C14007G_007EA,C14007G_007MA,state
0400000US25,170406,8413,74626,3928,11677,1499,30715,2841,13007,1724,19227,2345,95780,6594,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,229328,9073,120332,5981,17465,2024,55215,3920,24647,2352,23005,2564,108996,5421,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,120735,6639,69944,4741,10855,1636,34815,3086,13461,1797,10813,1546,50791,3288,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,29861,3357,15076,2527,2568,1013,6708,1559,3631,1269,2169,856,14785,2137,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,127036,6322,65482,4957,10289,1979,29447,2621,11728,1842,14018,1802,61554,4023,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24056,2501,10179,1789,1230,422,5646,1144,1387,428,1916,672,13877,1641,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,34611,3508,19568,2325,4017,872,9137,1463,3423,878,2991,693,15043,1896,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,103501,6864,48479,3882,5969,1257,22165,2310,11392,1549,8953,1648,55022,4709,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22090,2716,11153,1878,1495,602,5648,1489,2039,716,1971,672,10937,1432,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,203252,10800,93871,6570,15780,1837,41119,3322,18238,2401,18734,2277,109381,7011,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,60395,5230,28543,3550,3366,956,12654,2413,5408,1035,7115,1183,31852,2786,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,486538,15825,211085,9331,32211,3102,88184,5104,42087,3474,48603,4108,275453,9759,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,201478,9547,105635,6080,14255,2033,53282,4603,19763,2285,18335,1906,95843,5752,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12234,1985,5296,1224,447,264,2958,967,925,343,966,446,6938,1325,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,238973,9174,131747,6499,18514,1911,63877,4062,28872,2733,20484,2126,107226,5505,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,269651,8033,112071,5054,15564,1462,52870,3312,22299,1671,21338,1766,157580,5436,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,142840,7498,66831,4838,8606,1428,29401,3163,13754,1748,15070,2019,76009,4480,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,237355,10098,120020,6354,20001,2663,53179,4021,23325,2446,23515,2802,117335,6566,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,27221,2927,13101,1875,1845,655,5140,1155,2691,772,3425,994,14120,1931,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,83233,5983,40156,4365,6006,1698,19358,3134,7857,1654,6935,1572,43077,3799,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,15926,2338,7630,1378,1042,421,4673,1189,1028,405,887,418,8296,1569,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,108463,6386,51998,4184,8000,1592,25282,2880,9948,1654,8768,1637,56465,4672,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,558622,18022,273713,12554,40198,4003,123841,7454,54818,3870,54856,4305,284909,9717,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60899,5088,32217,3157,5108,1072,14558,2089,6897,1207,5654,1435,28682,3377,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10746,1060,5015,752,612,274,1618,424,1299,363,1486,515,5731,847,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,236579,11014,121879,7123,19105,2147,52154,4156,23205,2392,27415,3206,114700,5908,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,314934,10469,146320,6925,21664,2459,67428,3905,30658,2448,26570,2350,168614,6942,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,32852,3254,13931,2092,1361,679,6150,1159,2622,826,3798,1209,18921,1966,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,100405,5593,56001,4109,9356,1255,24045,2794,11295,1489,11305,1658,44404,3102,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15741,2276,7096,1580,692,340,4269,1174,981,398,1154,536,8645,1469,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,432171,14888,130756,6772,14839,2076,51788,3158,27624,3087,36505,3498,301415,10762,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,69297,4946,31669,3909,4222,1078,15679,2464,6885,1625,4883,937,37628,2892,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,53189,4082,23644,2596,3097,693,12577,1985,4095,1036,3875,1129,29545,2569,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,172048,9178,86181,6142,12480,1743,40271,4287,16447,1852,16983,2023,85867,5066,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,52657,4299,23637,3150,3742,943,11562,2006,4113,1069,4220,1123,29020,2407,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
