GEO_ID,C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,NAME,C17009_001EA,C17009_001MA,C17009_002MA,C17009_002EA,C17009_003MA,C17009_003EA,C17009_004EA,C17009_004MA,C17009_005EA,C17009_005MA,C17009_006EA,C17009_006MA,C17009_007EA,C17009_007MA,C17009_008MA,C17009_008EA,C17009_009EA,C17009_009MA,state
0400000US06,6676494,53404,1859206,27099,77255,5171,629022,16402,1152929,18950,4817288,41004,2602863,29946,1083821,19802,1130604,15295,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1061264,16630,263577,9275,16527,2354,125127,6563,121923,5924,797687,13467,464157,10425,170911,7575,162619,4661,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,639084,13755,132964,6560,4771,1261,40591,3158,87602,4998,506120,11298,258404,8515,107333,5140,140383,5554,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,171057,6547,40066,3847,1354,572,14443,2256,24269,2527,130991,5562,69063,4876,25240,2949,36688,2803,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,232131,6533,48439,4201,2294,657,17283,2152,28862,3035,183692,5895,126629,5236,33937,3485,23126,1748,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3870063,35129,1053924,20652,52045,4609,334331,12019,667548,15775,2816139,30021,1426726,22431,512591,12839,876822,16002,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1613738,21931,468945,10818,25306,2919,155145,7116,288494,8730,1144793,18322,666711,15966,197094,7260,280988,7929,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,240201,7998,56446,3703,2578,844,16391,1820,37477,3351,183755,6710,101684,4612,38992,3423,43079,3348,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,263938,8642,78966,4407,2936,886,39409,3363,36621,2922,184972,7519,92579,4952,39730,3445,52663,3341,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2299936,23426,584975,13675,25916,2790,208046,8641,351013,9545,1714961,20254,957904,17862,310296,9083,446761,6757,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1169654,17267,324069,9110,19229,2504,132836,6387,172004,6859,845585,15915,437750,11839,163742,7090,244093,6496,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,599487,9226,152491,5710,9209,1490,73655,4638,69627,3501,446996,9000,237839,7137,89797,4145,119360,3642,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,535275,10020,141322,4859,8775,1245,66958,4420,65589,3492,393953,8912,220249,7673,72820,3812,100884,3494,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,779020,12712,260907,9306,11823,1946,82716,5060,166368,6949,518113,10476,266062,9945,89165,4612,162886,5343,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,827951,11518,261058,8782,15879,1901,86890,6350,158289,5848,566893,10239,317740,9125,104277,5782,144876,5478,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,299930,5934,80255,4419,3154,868,27664,2486,49437,3356,219675,4870,105656,4358,51808,3023,62211,2633,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1065776,17010,221045,8107,10251,1646,73942,5518,136852,5279,844731,14665,506112,12346,145110,5327,193509,5817,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1358727,17776,321225,9094,8608,1677,102098,5553,210519,7733,1037502,16084,568266,12739,214028,6627,255208,7005,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1870594,21220,556783,12284,25062,2708,209598,7716,322123,8731,1313811,17952,611973,13684,252150,8716,449688,8485,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1066155,12574,249162,6521,12523,1591,114769,5411,121870,4585,816993,11533,447285,8640,177299,5780,192409,4954,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,467917,10950,164442,6635,7949,1710,43798,3799,112695,5171,303475,9250,156917,8060,50573,3915,95985,4454,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1167644,16996,330293,9143,16433,2084,124470,5504,189390,6939,837351,14808,444439,13439,152956,6654,239956,6112,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,212788,7149,62847,3915,3072,802,29302,2605,30473,2627,149941,6431,73832,4572,34707,2995,41402,2440,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,356746,8045,84379,4596,5515,1264,37502,3188,41362,3246,272367,7065,157675,5708,48814,3437,65878,2695,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,559146,15486,136646,7261,7456,1945,45578,4136,83612,5551,422500,12841,222312,10110,95901,6141,104287,4679,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,261504,8329,49434,3874,2143,717,18814,2139,28477,2740,212070,6758,118330,5836,43080,3357,50660,2683,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1412115,17133,293698,8715,10857,1756,80064,5016,202777,7086,1118417,15170,605898,12426,197628,7059,314891,7400,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,377810,10657,110112,5334,7782,1745,32949,3427,69381,4705,267698,8586,143711,6671,51024,3445,72963,3556,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
