GEO_ID,B27019_001E,B27019_001M,B27019_002E,B27019_002M,B27019_003E,B27019_003M,B27019_004E,B27019_004M,B27019_005E,B27019_005M,B27019_006E,B27019_006M,B27019_007E,B27019_007M,B27019_008E,B27019_008M,B27019_009E,B27019_009M,B27019_010E,B27019_010M,B27019_011E,B27019_011M,B27019_012E,B27019_012M,B27019_013E,B27019_013M,B27019_014E,B27019_014M,B27019_015E,B27019_015M,B27019_016E,B27019_016M,B27019_017E,B27019_017M,B27019_018E,B27019_018M,B27019_019E,B27019_019M,B27019_020E,B27019_020M,B27019_021E,B27019_021M,B27019_022E,B27019_022M,B27019_023E,B27019_023M,B27019_024E,B27019_024M,B27019_025E,B27019_025M,B27019_026E,B27019_026M,B27019_027E,B27019_027M,B27019_028E,B27019_028M,B27019_029E,B27019_029M,B27019_030E,B27019_030M,B27019_031E,B27019_031M,B27019_032E,B27019_032M,B27019_033E,B27019_033M,B27019_034E,B27019_034M,B27019_035E,B27019_035M,B27019_036E,B27019_036M,B27019_037E,B27019_037M,B27019_038E,B27019_038M,B27019_039E,B27019_039M,B27019_040E,B27019_040M,B27019_041E,B27019_041M,B27019_042E,B27019_042M,B27019_043E,B27019_043M,NAME,B27019_001EA,B27019_001MA,B27019_002EA,B27019_002MA,B27019_003EA,B27019_003MA,B27019_004MA,B27019_004EA,B27019_005EA,B27019_005MA,B27019_006EA,B27019_006MA,B27019_007EA,B27019_007MA,B27019_008EA,B27019_008MA,B27019_009MA,B27019_009EA,B27019_010EA,B27019_010MA,B27019_011EA,B27019_011MA,B27019_012EA,B27019_012MA,B27019_013MA,B27019_013EA,B27019_014EA,B27019_014MA,B27019_015MA,B27019_015EA,B27019_016EA,B27019_016MA,B27019_017EA,B27019_017MA,B27019_018MA,B27019_018EA,B27019_019EA,B27019_019MA,B27019_020MA,B27019_020EA,B27019_021MA,B27019_021EA,B27019_022EA,B27019_022MA,B27019_023EA,B27019_023MA,B27019_024MA,B27019_024EA,B27019_025EA,B27019_025MA,B27019_026MA,B27019_026EA,B27019_027EA,B27019_027MA,B27019_028EA,B27019_028MA,B27019_029MA,B27019_029EA,B27019_030EA,B27019_030MA,B27019_031MA,B27019_031EA,B27019_032MA,B27019_032EA,B27019_033EA,B27019_033MA,B27019_034EA,B27019_034MA,B27019_035MA,B27019_035EA,B27019_036EA,B27019_036MA,B27019_037MA,B27019_037EA,B27019_038EA,B27019_038MA,B27019_039MA,B27019_039EA,B27019_040EA,B27019_040MA,B27019_041EA,B27019_041MA,B27019_042MA,B27019_042EA,B27019_043EA,B27019_043MA,state
0400000US06,24383829,7461,19881424,8321,3490750,23142,1865410,19238,1051092,17335,877236,14323,1625340,18049,3974826,32161,2723458,27570,2094701,24330,739025,16041,1251368,17579,6073082,28196,4839561,27951,4164929,28978,877485,17184,1233521,16227,6342766,29698,5682033,30379,5495363,29576,299254,10245,660733,14647,4502405,3414,982914,13313,937759,12923,270808,7418,918404,12976,45155,3648,1022638,13038,1012716,13242,548151,9253,986514,13437,9922,1367,1224714,13172,1215529,13250,772393,10599,1172236,12776,9185,1492,1272139,13902,1258776,13669,841712,11472,1187293,13580,13363,2391,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3370906,3911,2775311,4159,241441,8519,130309,6933,74897,5317,61223,4625,111132,6482,562930,11491,405674,10712,332367,9040,88929,5421,157256,6321,888185,12631,721356,12660,635020,12110,123177,5976,166829,6936,1082755,13394,996735,12871,965086,13164,52622,3534,86020,5375,595595,1720,67884,3351,66206,3360,30088,2209,64860,3313,1678,775,161311,4778,160548,4763,104683,4017,156124,4617,763,401,168067,3907,167844,3914,119265,3557,161815,3942,223,167,198333,4986,197452,4926,141550,4729,187881,4923,881,514,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2411532,2117,1901897,2631,147422,5575,105663,4951,52744,4205,57291,3930,41759,3691,493345,9805,402144,9306,310924,8214,107961,5679,91201,5461,503852,9152,444048,9617,374833,8587,85015,5235,59804,4240,757278,10347,714931,10059,693238,10482,32590,2657,42347,3814,509635,1466,88225,4278,85367,4276,42427,2956,84644,4219,2858,948,170377,4636,169617,4713,112973,3945,165569,4861,760,514,101948,4037,101547,4015,73815,3331,98812,4100,401,364,149085,3711,148137,3697,114942,3497,137458,3474,948,707,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,607059,1131,469855,1371,45491,3584,32912,3363,16580,2344,18613,2451,12579,1822,144001,4883,124262,4914,97045,4822,34635,2539,19739,2408,133395,4786,117851,4253,100135,4186,24191,2617,15544,2261,146968,5752,136115,5618,130424,5557,9476,1591,10853,1844,137204,760,22665,2126,22420,2088,13371,1829,22007,2072,245,300,46181,2516,45410,2476,33116,2403,45134,2469,771,433,33498,2138,33498,2138,26404,2028,32875,2099,0,182,34860,2574,34727,2597,29015,2422,33830,2575,133,151,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,430893,972,361085,1037,35549,3175,30736,2727,11168,1965,22236,2340,4813,1368,61896,4108,53317,3586,30120,2716,27881,2852,8579,1923,59552,3817,53284,3534,36027,3113,22953,2444,6268,1254,204088,4861,195294,4653,189160,4542,9521,1621,8794,1628,69808,467,12135,1278,12094,1265,5503,968,11737,1325,41,69,16129,1436,15924,1442,10274,1125,14680,1313,205,172,14453,1593,14453,1593,9558,1395,13393,1378,0,197,27091,1710,26910,1710,22576,1730,24394,1628,181,204,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13256719,7499,9815405,8275,1120531,25169,568627,17229,312222,11274,285716,11734,551904,16903,2827566,29486,1825560,26956,1421957,24291,489332,15374,1002006,19336,3116711,25272,2324099,22252,2008631,21941,437089,12640,792612,18317,2750597,29060,2366307,26432,2268897,25822,169126,7091,384290,12640,3441314,4139,628549,12610,608420,12231,215125,7422,597081,11873,20129,2628,1105274,15014,1091044,14433,601161,11678,1070303,13794,14230,2755,863287,11355,857047,11384,527866,10724,838486,11203,6240,1600,844204,11574,837915,11539,552508,11133,812166,11186,6289,1574,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6253422,9073,5143449,9027,660611,14961,329792,9468,199129,8221,148961,6677,330819,12057,1392992,17154,948736,15747,784779,14538,211709,7609,444256,13481,1541882,18466,1198843,17214,1077333,17143,185953,7105,343039,11252,1547964,19156,1397892,18182,1369427,17845,65094,3639,150072,8207,1109973,3903,252042,6864,247667,6703,104747,4849,245367,6736,4375,1536,368303,7497,365009,7382,220803,6961,358642,7522,3294,1141,246955,7256,244753,7137,167622,5861,237137,7117,2202,923,242673,7649,241452,7612,177962,6785,232343,7584,1221,647,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,917596,2677,712063,2732,50746,3700,43495,3224,27032,2769,18343,2233,7251,1641,195041,6142,174502,5752,140711,5895,38743,3272,20539,2650,240412,5891,218444,5569,194120,5399,34205,2829,21968,2817,225864,5466,210282,5034,203118,5009,13276,1985,15582,2130,205533,814,37664,2778,36756,2615,20868,2319,35396,2567,908,571,64332,3079,63691,3026,47849,2820,61036,3224,641,379,49964,2364,49863,2368,38763,1982,47099,2382,101,96,53573,2683,53329,2718,43256,2372,50694,2716,244,219,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,996420,3133,789623,3109,70958,4205,37132,3093,23660,2461,16032,2100,33826,2999,210020,7105,145417,5879,121065,5400,31563,3113,64603,4949,300968,9027,238831,8140,215675,7868,37474,3399,62137,3900,207677,7945,189666,7340,183779,7151,13493,1905,18011,2201,206797,1353,29500,2390,29296,2381,15583,1731,28916,2340,204,208,63349,3620,63153,3641,41635,3167,61986,3619,196,185,65189,2993,64820,2969,45080,2774,63493,2914,369,302,48759,3532,48759,3532,35735,3131,47285,3446,0,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8410610,4361,6777799,4892,697794,12729,402409,10350,237164,8716,180563,6977,295385,10073,1688335,22835,1259440,18719,1010259,16514,305543,8331,428895,10182,2055479,18449,1719303,17775,1494401,17716,297671,8825,336176,7649,2336191,19915,2161281,20215,2094102,20842,104532,6132,174910,7470,1632811,3327,317209,8072,306590,8223,144791,5524,301140,8256,10619,1898,574088,8579,570113,8534,391079,7165,559182,8345,3975,1067,382383,7862,380645,7784,273169,6234,369600,7701,1738,729,359131,7167,355958,7168,270023,6310,335101,6919,3173,865,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
