GEO_ID,C08528_001E,C08528_001M,C08528_002E,C08528_002M,C08528_003E,C08528_003M,C08528_004E,C08528_004M,C08528_005E,C08528_005M,C08528_006E,C08528_006M,C08528_007E,C08528_007M,C08528_008E,C08528_008M,C08528_009E,C08528_009M,C08528_010E,C08528_010M,C08528_011E,C08528_011M,C08528_012E,C08528_012M,C08528_013E,C08528_013M,C08528_014E,C08528_014M,C08528_015E,C08528_015M,C08528_016E,C08528_016M,C08528_017E,C08528_017M,C08528_018E,C08528_018M,C08528_019E,C08528_019M,C08528_020E,C08528_020M,C08528_021E,C08528_021M,C08528_022E,C08528_022M,C08528_023E,C08528_023M,C08528_024E,C08528_024M,C08528_025E,C08528_025M,C08528_026E,C08528_026M,C08528_027E,C08528_027M,C08528_028E,C08528_028M,C08528_029E,C08528_029M,C08528_030E,C08528_030M,NAME,C08528_001EA,C08528_001MA,C08528_002MA,C08528_002EA,C08528_003MA,C08528_003EA,C08528_004EA,C08528_004MA,C08528_005EA,C08528_005MA,C08528_006EA,C08528_006MA,C08528_007MA,C08528_007EA,C08528_008MA,C08528_008EA,C08528_009EA,C08528_009MA,C08528_010EA,C08528_010MA,C08528_011EA,C08528_011MA,C08528_012MA,C08528_012EA,C08528_013MA,C08528_013EA,C08528_014EA,C08528_014MA,C08528_015EA,C08528_015MA,C08528_016EA,C08528_016MA,C08528_017EA,C08528_017MA,C08528_018MA,C08528_018EA,C08528_019EA,C08528_019MA,C08528_020EA,C08528_020MA,C08528_021EA,C08528_021MA,C08528_022EA,C08528_022MA,C08528_023MA,C08528_023EA,C08528_024EA,C08528_024MA,C08528_025EA,C08528_025MA,C08528_026EA,C08528_026MA,C08528_027EA,C08528_027MA,C08528_028EA,C08528_028MA,C08528_029MA,C08528_029EA,C08528_030EA,C08528_030MA,state
0400000US06,16425103,41731,12650459,42616,2373421,22497,1373104,19788,28119,3099,12057326,50144,9449746,45495,1786143,22505,808633,16493,12804,1931,1821086,24389,1421671,21170,249334,8803,143766,6646,6315,1362,849623,15671,696059,14984,105154,4724,47687,3756,723,443,831906,18001,632374,15923,138890,6063,58939,4365,1703,658,865162,15704,450609,11966,93900,5256,314079,9887,6574,1284,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2520151,15777,1976556,16512,379741,8672,160494,5524,3360,898,1879015,18048,1491903,16823,294003,7412,91461,4220,1648,566,244255,9043,195194,8907,35790,4026,12684,1585,587,399,81480,5060,66397,4709,13370,1971,1669,1297,44,73,147187,6639,108718,5552,29401,2461,8801,1390,267,202,168214,6844,114344,5677,7177,1275,45879,3069,814,497,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1708374,12362,1370661,13693,230500,6779,105108,4773,2105,703,1358053,13192,1090261,13270,196394,6195,70068,3839,1330,647,143636,6482,120996,6181,13982,1910,8461,1705,197,155,61659,5000,56300,4925,4090,884,1204,483,65,122,73486,5254,56759,4567,12503,2166,4163,1159,61,88,71540,4258,46345,3024,3531,890,21212,2181,452,358,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420429,6747,339462,6571,62269,3597,17930,2260,768,518,344021,7290,278751,6975,53155,3385,11580,1497,535,442,34569,3293,28224,2934,4791,1012,1483,656,71,106,8981,1573,7619,1433,1333,449,29,48,0,184,14291,1861,10788,1689,2243,714,1255,541,5,9,18567,2031,14080,1834,747,356,3583,823,157,241,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,796394,12419,487922,11204,277896,7196,30332,2624,244,226,342010,9070,210277,7092,118009,5063,13672,1737,52,90,79122,5632,44867,4368,32024,3312,2139,766,92,113,292860,8277,179537,7389,106433,4594,6849,1353,41,63,67273,4721,45328,4022,19434,1965,2511,748,0,184,15129,1890,7913,1429,1996,906,5161,1238,59,98,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8114069,32638,6540005,35554,1092954,18826,470788,13989,10322,1770,6441875,36791,5221968,37048,927446,17748,287017,10522,5444,1317,794170,17311,646765,17064,96545,5044,49269,4185,1591,694,175465,9686,144529,8994,15485,2088,15289,3409,162,219,298272,10108,248557,9744,28161,3258,21104,3168,450,268,404287,11109,278186,8887,25317,2905,98109,5250,2675,896,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4210086,26544,3284735,27144,694148,15026,223913,7554,7290,1377,3357492,23171,2646066,22993,573304,13308,134256,4812,3866,1030,436045,13191,339651,11804,64072,4610,30319,3576,2003,806,82719,4978,68314,4844,12575,1651,1802,783,28,46,132360,6552,99591,6598,23477,2403,8934,1731,358,323,201470,6626,131113,5574,20720,2348,48602,3867,1035,582,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,671731,7518,459727,7108,167063,5440,43536,3727,1405,559,438016,8683,296491,7665,117287,4655,23986,2839,252,220,103097,5109,71841,4350,24913,2242,5936,1231,407,250,44827,3451,38557,3494,5594,975,676,346,0,184,56315,3909,37673,3064,15552,2054,2851,895,239,227,29476,2735,15165,1885,3717,1200,10087,1744,507,363,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,675348,8131,514623,8826,105873,5208,52767,3583,2085,655,525800,9840,411382,9506,83814,4498,29565,2879,1039,476,66935,5360,49889,4494,12296,1889,4465,1088,285,197,5580,1048,3838,916,1544,641,198,186,0,184,36016,3008,27807,2843,5590,1184,2295,632,324,253,41017,3189,21707,2630,2629,785,16244,1955,437,270,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5922060,24000,4862556,24688,772456,13114,279302,8149,7746,1154,4357006,21740,3590427,23117,604829,10642,157526,6190,4224,978,520892,11398,436768,10360,58572,3633,24102,2367,1450,540,509177,11777,446491,11521,52674,3274,9986,1503,26,42,290943,9430,233939,8920,39713,3248,16531,1804,760,323,244042,7533,154931,5869,16668,2446,71157,4278,1286,430,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
