GEO_ID,B23006_001E,B23006_001M,B23006_002E,B23006_002M,B23006_003E,B23006_003M,B23006_004E,B23006_004M,B23006_005E,B23006_005M,B23006_006E,B23006_006M,B23006_007E,B23006_007M,B23006_008E,B23006_008M,B23006_009E,B23006_009M,B23006_010E,B23006_010M,B23006_011E,B23006_011M,B23006_012E,B23006_012M,B23006_013E,B23006_013M,B23006_014E,B23006_014M,B23006_015E,B23006_015M,B23006_016E,B23006_016M,B23006_017E,B23006_017M,B23006_018E,B23006_018M,B23006_019E,B23006_019M,B23006_020E,B23006_020M,B23006_021E,B23006_021M,B23006_022E,B23006_022M,B23006_023E,B23006_023M,B23006_024E,B23006_024M,B23006_025E,B23006_025M,B23006_026E,B23006_026M,B23006_027E,B23006_027M,B23006_028E,B23006_028M,B23006_029E,B23006_029M,NAME,B23006_001EA,B23006_001MA,B23006_002MA,B23006_002EA,B23006_003EA,B23006_003MA,B23006_004EA,B23006_004MA,B23006_005EA,B23006_005MA,B23006_006MA,B23006_006EA,B23006_007MA,B23006_007EA,B23006_008MA,B23006_008EA,B23006_009EA,B23006_009MA,B23006_010EA,B23006_010MA,B23006_011EA,B23006_011MA,B23006_012MA,B23006_012EA,B23006_013MA,B23006_013EA,B23006_014MA,B23006_014EA,B23006_015MA,B23006_015EA,B23006_016EA,B23006_016MA,B23006_017MA,B23006_017EA,B23006_018MA,B23006_018EA,B23006_019MA,B23006_019EA,B23006_020MA,B23006_020EA,B23006_021MA,B23006_021EA,B23006_022EA,B23006_022MA,B23006_023MA,B23006_023EA,B23006_024MA,B23006_024EA,B23006_025MA,B23006_025EA,B23006_026MA,B23006_026EA,B23006_027EA,B23006_027MA,B23006_028MA,B23006_028EA,B23006_029MA,B23006_029EA,state
0400000US06,20180391,4517,3577224,22970,2366558,22185,538,387,2366020,22136,2053265,21311,312755,9812,1210666,17346,4054754,32097,2973357,26535,14171,2066,2959186,26567,2579394,24103,379792,10488,1081397,17734,6174408,28063,4797460,26286,38260,3675,4759200,26554,4272875,25760,486325,8864,1376948,16495,6374005,29305,5427743,28306,23438,3544,5404305,28535,5097189,27892,307116,8061,946262,15433,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2833715,3775,253278,8777,165291,7379,0,189,165291,7379,147708,7002,17583,2259,87987,4661,584183,11615,440917,9622,3398,927,437519,9535,400877,8744,36642,3419,143266,5471,905581,12849,731094,11558,10026,1692,721068,11706,668009,11747,53059,4169,174487,5678,1090673,13325,940881,13244,6775,1300,934106,13327,897401,13092,36705,2955,149792,5155,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1925954,2232,153677,5741,97856,4625,0,193,97856,4625,81158,4702,16698,1995,55821,3403,501941,9945,395463,9368,810,512,394653,9319,348968,8732,45685,4006,106478,4934,510691,9181,429389,9182,2054,759,427335,9143,387232,9086,40103,3088,81302,3679,759645,10478,667044,10425,1661,702,665383,10408,634804,10100,30579,2547,92601,3981,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,477799,1293,47474,3660,28998,2892,0,182,28998,2892,24651,2777,4347,841,18476,2042,146977,4767,111088,4610,141,180,110947,4606,99460,4553,11487,1996,35889,2630,135758,4871,112586,4756,1307,706,111279,4729,104338,4618,6941,1322,23172,2195,147590,5754,127094,5310,386,219,126708,5311,121761,4918,4947,1310,20496,1915,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,367630,548,36673,3154,21016,2427,0,197,21016,2427,16378,2219,4638,1117,15657,2016,64456,4140,45948,3689,184,222,45764,3734,37244,3084,8520,1866,18508,1900,60872,3732,46978,3579,417,274,46561,3568,39689,3603,6872,1477,13894,2009,205629,4858,187976,5184,1430,639,186546,5170,180010,5232,6536,1363,17653,2523,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9994920,6964,1174069,25226,720450,19499,93,137,720357,19510,592141,17664,128216,7760,453619,12964,2887296,29463,2096071,24915,3953,1171,2092118,24927,1831466,22961,260652,9102,791225,16320,3164462,25947,2486286,25673,16147,2371,2470139,25693,2235080,24087,235059,8995,678176,12258,2769093,29136,2331721,28770,12790,1914,2318931,28893,2188616,26945,130315,6228,437372,10547,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5264482,8197,693935,14685,397455,12331,0,208,397455,12331,334883,11661,62572,4701,296480,10219,1434606,17061,1008488,18967,3830,834,1004658,18785,893694,17354,110964,5534,426118,10408,1574182,18780,1236188,18972,14862,2065,1221326,18802,1104824,18092,116502,5957,337994,8805,1561759,19264,1333603,18044,10594,1807,1323009,18130,1255609,17923,67400,4814,228156,7938,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,741858,1270,52029,3808,32227,3240,0,177,32227,3240,29091,3081,3136,933,19802,2314,203228,6482,153226,5786,5205,1092,148021,5658,135216,5532,12805,1513,50002,3291,254654,5937,206512,5565,12149,1758,194363,5684,182291,5924,12072,1579,48142,3422,231947,5313,197195,5284,5924,1006,191271,5400,185239,5265,6032,1168,34752,2339,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,801754,2964,72960,4318,48054,3826,0,187,48054,3826,42376,3459,5678,1260,24906,2202,215582,7117,157635,6502,335,301,157300,6506,144917,5893,12383,2165,57947,3259,304757,8914,233594,8207,866,496,232728,8276,217739,7839,14989,2378,71163,4299,208455,8005,173226,7392,526,327,172700,7380,166685,7323,6015,1365,35229,2701,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6863183,4230,723833,13237,453838,10025,0,179,453838,10025,383969,10196,69869,4207,269995,7607,1711321,22640,1295081,20328,320,249,1294761,20358,1144481,19066,150280,6339,416240,10356,2085743,18430,1700421,16773,4333,857,1696088,16785,1544122,16247,151966,5268,385322,9628,2342286,20006,2041510,18748,3499,750,2038011,18695,1940922,19047,97089,4612,300776,8578,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3389519,5625,364876,8973,208354,7023,0,184,208354,7023,176935,6469,31419,3200,156522,5593,1121489,15505,839841,13080,421,268,839420,13085,766662,13329,72758,3613,281648,7762,1054605,14791,855511,14350,2378,804,853133,14485,797383,14073,55750,3351,199094,6011,848549,14226,739594,13141,570,565,739024,13214,713354,13015,25670,2408,108955,4194,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
