GEO_ID,B25115_001E,B25115_001M,B25115_002E,B25115_002M,B25115_003E,B25115_003M,B25115_004E,B25115_004M,B25115_005E,B25115_005M,B25115_006E,B25115_006M,B25115_007E,B25115_007M,B25115_008E,B25115_008M,B25115_009E,B25115_009M,B25115_010E,B25115_010M,B25115_011E,B25115_011M,B25115_012E,B25115_012M,B25115_013E,B25115_013M,B25115_014E,B25115_014M,B25115_015E,B25115_015M,B25115_016E,B25115_016M,B25115_017E,B25115_017M,B25115_018E,B25115_018M,B25115_019E,B25115_019M,B25115_020E,B25115_020M,B25115_021E,B25115_021M,B25115_022E,B25115_022M,B25115_023E,B25115_023M,B25115_024E,B25115_024M,B25115_025E,B25115_025M,B25115_026E,B25115_026M,B25115_027E,B25115_027M,NAME,B25115_001MA,B25115_001EA,B25115_002EA,B25115_002MA,B25115_003EA,B25115_003MA,B25115_004MA,B25115_004EA,B25115_005EA,B25115_005MA,B25115_006EA,B25115_006MA,B25115_007EA,B25115_007MA,B25115_008EA,B25115_008MA,B25115_009MA,B25115_009EA,B25115_010MA,B25115_010EA,B25115_011EA,B25115_011MA,B25115_012EA,B25115_012MA,B25115_013EA,B25115_013MA,B25115_014EA,B25115_014MA,B25115_015EA,B25115_015MA,B25115_016EA,B25115_016MA,B25115_017EA,B25115_017MA,B25115_018EA,B25115_018MA,B25115_019EA,B25115_019MA,B25115_020EA,B25115_020MA,B25115_021MA,B25115_021EA,B25115_022MA,B25115_022EA,B25115_023EA,B25115_023MA,B25115_024EA,B25115_024MA,B25115_025EA,B25115_025MA,B25115_026MA,B25115_026EA,B25115_027MA,B25115_027EA,state
0400000US06,12552658,18433,6781817,25470,5110446,24066,4125793,22278,1624453,15079,2501340,17475,984653,13264,325601,8606,118592,5554,207009,6501,659052,11526,217327,7656,441725,9605,1671371,16687,5770841,24980,3475341,25974,1978306,23481,1163490,16070,814816,15133,1497035,20619,433687,9907,231165,8026,202522,6081,1063348,16679,691738,14128,371610,9404,2295500,22820,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,1278158,11129,924126,10512,777401,9701,297632,6785,479769,8061,146725,5160,48184,3513,21909,2300,26275,2706,98541,4213,45788,3176,52753,3742,354032,7407,717930,9538,354138,9375,197669,7791,114306,5806,83363,4408,156469,6435,44112,3523,26889,3305,17223,2263,112357,5617,82497,5064,29860,2680,363792,8664,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,908452,7756,671652,8121,553912,7328,217676,4813,336236,5574,117740,4699,38731,2993,14357,2123,24374,2380,79009,3699,33042,2908,45967,2824,236800,6305,449360,8680,230717,7244,106964,4987,54949,3648,52015,3337,123753,6072,24486,3011,13839,2126,10647,1730,99267,4929,67453,4232,31814,2856,218643,6665,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,241050,3609,174969,3831,140456,3960,47458,2712,92998,3392,34513,2505,10517,1588,4651,1013,5866,1031,23996,2255,10059,1544,13937,1746,66081,3112,99258,4117,50624,3219,23004,2567,12351,1808,10653,1804,27620,2660,5744,1157,3914,1087,1830,604,21876,2280,14427,2067,7449,1298,48634,3696,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,110681,3549,58566,2755,41356,2145,14778,1547,26578,1838,17210,1746,4172,953,1175,473,2997,856,13038,1425,4000,965,9038,1056,52115,2881,155981,4855,53927,3543,20793,2553,8409,1603,12384,1535,33134,2502,5206,1081,2155,724,3051,768,27928,2431,16051,1773,11877,1584,102054,3797,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,4724428,21345,3245019,19932,2614405,20308,762876,13141,1851529,15443,630614,13386,175981,7323,64232,4231,111749,5672,454633,10519,165351,6671,289282,7775,1479409,18138,2473515,22250,1353203,17721,705215,13247,358471,12774,346744,9852,647988,14287,147920,7579,85515,5588,62405,4356,500068,12068,345324,10442,154744,6800,1120312,16098,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,2248702,19411,1674843,17247,1344355,15378,517183,10579,827172,11635,330488,9796,88273,5293,35118,3345,53155,3379,242215,7709,97288,5426,144927,5888,573859,11035,1284206,16668,731383,15122,349031,11547,198083,7995,150948,6735,382352,10641,78145,4191,42135,3776,36010,2992,304207,10444,213471,8319,90736,4855,552823,10818,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,254770,4107,191699,5037,149782,4815,48199,2894,101583,3271,41917,2907,13637,1493,2890,761,10747,1295,28280,2263,6632,1322,21648,1946,63071,3475,192978,4122,117466,4622,79245,4449,41665,3125,37580,2620,38221,2835,9932,1264,4821,943,5111,1058,28289,2555,17764,2090,10525,1707,75512,3714,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,398671,5979,299335,6077,259047,5521,95263,4239,163784,4110,40288,3138,12642,1836,7720,1564,4922,1064,27646,2538,11619,1602,16027,2121,99336,4520,184435,6150,106573,5557,63178,3828,37914,3422,25264,2108,43395,4009,11692,2303,7154,1879,4538,1344,31703,3031,24478,2851,7225,1404,77862,3410,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,3177104,16645,2332390,14713,1920239,15131,760841,10019,1159398,11201,412151,9398,128555,5092,50902,3224,77653,4057,283596,7860,110690,5142,172906,5592,844714,12658,1593090,15616,788630,12308,369190,10168,198020,7532,171170,6209,419440,8694,91574,5433,50209,4203,41365,3379,327866,7538,227710,6728,100156,4706,804460,11564,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
