GEO_ID,C05003F_001E,C05003F_001M,C05003F_002E,C05003F_002M,C05003F_003E,C05003F_003M,C05003F_004E,C05003F_004M,C05003F_005E,C05003F_005M,C05003F_006E,C05003F_006M,C05003F_007E,C05003F_007M,C05003F_008E,C05003F_008M,C05003F_009E,C05003F_009M,C05003F_010E,C05003F_010M,C05003F_011E,C05003F_011M,C05003F_012E,C05003F_012M,C05003F_013E,C05003F_013M,C05003F_014E,C05003F_014M,C05003F_015E,C05003F_015M,NAME,C05003F_001MA,C05003F_001EA,C05003F_002MA,C05003F_002EA,C05003F_003EA,C05003F_003MA,C05003F_004EA,C05003F_004MA,C05003F_005MA,C05003F_005EA,C05003F_006MA,C05003F_006EA,C05003F_007EA,C05003F_007MA,C05003F_008MA,C05003F_008EA,C05003F_009EA,C05003F_009MA,C05003F_010EA,C05003F_010MA,C05003F_011MA,C05003F_011EA,C05003F_012EA,C05003F_012MA,C05003F_013MA,C05003F_013EA,C05003F_014EA,C05003F_014MA,C05003F_015EA,C05003F_015MA,state
0400000US18,157490,9515,82415,5321,29399,2991,25530,2805,3869,1512,53016,3869,20685,2870,32331,3186,75075,5531,29426,3273,26395,3087,3031,992,45649,3407,22806,2372,22843,2675,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,37670,4870,21301,2982,6995,1688,6392,1507,603,483,14306,1962,3898,1051,10408,1723,16369,2610,6058,1334,5625,1309,433,374,10311,1782,3645,1021,6666,1362,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,57943,7162,31702,3884,9476,2243,8790,2203,686,404,22226,2410,9654,1649,12572,1764,26241,3836,8966,2127,8483,2063,483,300,17275,2076,7414,1491,9861,1464,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38316,5055,21494,3123,6818,1356,6099,1253,719,447,14676,2529,3945,930,10731,2496,16822,2930,7021,1680,6378,1734,643,331,9801,1701,3969,961,5832,1440,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,48697,6896,26862,4307,6532,1716,5868,1703,664,423,20330,3487,8133,1848,12197,2614,21835,3673,6820,1469,5693,1449,1127,585,15015,2809,6193,1866,8822,1841,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2509,768,741,352,342,263,220,227,122,140,399,206,285,189,114,87,1768,682,877,490,706,420,171,263,891,477,730,465,161,130,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,202979,13193,107188,7382,30788,3240,25644,3032,5144,1634,76400,5269,13262,2183,63138,4739,95791,6691,30158,3067,26199,2534,3959,1325,65633,4518,14667,1910,50966,3989,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,269542,11807,133108,6566,38630,3140,34462,3173,4168,1066,94478,4962,49299,4328,45179,3529,136434,7069,38929,2943,35297,2794,3632,991,97505,5328,51401,4305,46104,3380,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,93952,7702,48814,4512,16395,2212,15211,2174,1184,619,32419,3358,16799,2172,15620,2396,45138,4048,14135,2138,12680,1929,1455,701,31003,2783,18662,2064,12341,1654,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,73363,6581,40820,3674,13349,1783,11232,1765,2117,659,27471,2717,9120,1512,18351,2349,32543,3649,12601,1903,10778,1798,1823,709,19942,2280,6370,1422,13572,1861,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22805,4018,13371,2368,4024,1059,3064,975,960,430,9347,1752,2263,840,7084,1752,9434,2053,4325,1358,3491,1150,834,541,5109,1165,2505,917,2604,979,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,70872,6403,36473,3286,11332,1826,10541,1813,791,454,25141,2475,10683,1465,14458,2458,34399,3978,13127,2232,11374,2110,1753,844,21272,2568,10629,1621,10643,1967,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6526,1447,2902,763,687,362,666,361,21,37,2215,727,1418,511,797,531,3624,1075,1199,716,1180,717,19,29,2425,663,2062,682,363,253,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,42754,4948,22851,2615,8105,1511,6956,1452,1149,661,14746,1730,5212,1053,9534,1776,19903,2700,7739,1587,7377,1541,362,391,12164,1619,4379,1164,7785,1588,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,236992,12600,120945,6756,40728,3541,36793,3603,3935,1378,80217,5114,27692,2867,52525,4597,116047,7397,41262,3776,38625,3779,2637,888,74785,4546,28988,3003,45797,3575,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5827,1656,3448,1109,774,409,568,318,206,270,2674,935,1450,697,1224,537,2379,984,1047,477,632,326,415,364,1332,680,593,336,739,526,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,523067,19197,274337,11299,77665,5098,69263,5258,8402,1591,196672,9046,69918,6089,126754,8028,248730,10390,75231,4705,66725,4816,8506,1846,173499,7005,69634,5077,103865,5628,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,255095,13686,130303,7891,35794,4126,34337,3951,1457,856,94509,5471,71137,4835,23372,2674,124792,7479,35792,3339,34000,3334,1792,788,89000,5212,68243,4445,20757,2721,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1644049,29249,813257,17654,227270,8026,203337,7817,23933,3053,585987,13026,228667,8735,357320,11485,830792,15630,218384,7479,197749,7536,20635,2834,612408,11771,260333,9055,352075,10253,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,255939,15642,138951,8282,52404,4149,46335,3936,6069,1429,86547,5905,16480,2428,70067,5197,116988,9273,50103,5246,43692,4796,6411,1682,66885,5097,17693,2235,49192,4283,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3916,1115,2156,661,608,397,531,386,77,91,1548,395,664,285,884,368,1760,756,761,388,651,377,110,100,999,420,435,239,564,374,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,91448,6750,48409,3871,14738,2166,13623,2042,1115,687,33671,3276,19339,2207,14332,2285,43039,4325,15936,2599,14304,2550,1632,719,27103,2885,19136,2529,7967,1530,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,89408,6788,48142,3885,14614,1613,13021,1565,1593,490,33528,3071,13446,1904,20082,2096,41266,3766,14773,2023,13411,1860,1362,536,26493,2280,11817,1472,14676,1842,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,138756,10034,76311,5955,26232,2966,22750,2773,3482,1291,50079,4319,14276,2065,35803,4693,62445,5348,23732,2523,21446,2404,2286,1280,38713,3640,13632,2017,25081,2815,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,245676,11949,125331,7196,42052,3916,38506,3995,3546,1465,83279,5060,53474,3910,29805,4335,120345,6411,40250,3505,37483,3219,2767,1222,80095,3842,54687,3761,25408,3125,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,56524,5934,28381,3477,8125,1509,6925,1509,1200,608,20256,2832,8071,1577,12185,2354,28143,3365,9077,1696,7409,1837,1668,884,19066,2159,7264,1605,11802,1838,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,79046,7125,45845,4365,13760,2477,11678,2382,2082,871,32085,3211,8243,1803,23842,2838,33201,4144,12264,2334,10208,2234,2056,951,20937,2668,6576,1564,14361,2338,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7755,1940,5159,1189,1354,424,1220,415,134,153,3805,1072,2088,853,1717,578,2596,922,917,383,917,383,0,147,1679,703,1198,653,481,281,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,93258,9911,50367,5868,17304,3014,15448,2726,1856,706,33063,3628,9869,1988,23194,3305,42891,4943,15855,2753,13302,2447,2553,956,27036,3073,8834,1566,18202,2877,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1599204,48872,828322,27901,254280,12870,230765,12132,23515,3106,574042,19308,271690,10902,302352,13761,770882,24660,247176,11524,226486,10969,20690,3419,523706,16290,254511,9446,269195,11670,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,119195,9169,59826,4747,21254,2831,20313,2791,941,631,38572,3067,12710,2049,25862,2495,59369,5437,23459,2986,19939,2737,3520,1264,35910,3502,12214,1994,23696,2739,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,1349,566,447,239,52,75,4,15,48,73,395,240,195,150,200,174,902,468,287,232,259,219,28,63,615,328,435,276,180,158,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,187150,12235,96003,7491,22891,3196,20535,3015,2356,813,73112,5535,18445,2809,54667,5502,91147,6616,28015,3303,25149,3172,2866,863,63132,4379,18991,2742,44141,4366,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,255271,11767,139874,7233,47176,4252,43191,4069,3985,1306,92698,5127,32886,3779,59812,4679,115397,6122,43684,4101,38684,4233,5000,1332,71713,3830,28138,3010,43575,2962,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,4404,1681,1996,722,500,334,500,334,0,182,1496,499,815,308,681,401,2408,1097,1110,775,899,677,211,179,1298,515,770,400,528,383,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,96143,8869,53459,4943,19348,2559,16654,2254,2694,967,34111,3090,12293,1811,21818,2653,42684,4584,15223,2343,14014,2176,1209,649,27461,2734,12588,1498,14873,2399,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,11161,2503,5918,1586,2129,1038,2129,1038,0,185,3789,989,3376,994,413,280,5243,1219,838,516,808,515,30,51,4405,1132,3658,1000,747,404,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,351940,16069,179422,8417,47991,3807,47883,3804,108,131,131431,6963,125092,6922,6339,1270,172518,9313,38287,3672,38225,3673,62,104,134231,7051,127761,6708,6470,1589,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,52468,6702,27442,3956,10398,2297,8053,2120,2345,977,17044,2467,3305,1257,13739,2328,25026,3654,10920,2130,8846,1888,2074,850,14106,2118,3665,1005,10441,1722,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,6796,1596,3721,939,1185,526,1055,460,130,153,2536,684,1786,604,750,380,3075,981,820,480,808,483,12,25,2255,650,1585,564,670,319,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,420902,17783,216662,9560,69662,5732,65533,5674,4129,1294,147000,6333,81255,5123,65745,4906,204240,10370,66088,5203,61670,5017,4418,1332,138152,6915,73813,4634,64339,4724,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,58865,5169,31464,3221,12156,1875,10375,1945,1781,908,19308,1958,6204,1608,13104,1923,27401,2770,10843,1681,8983,1754,1860,837,16558,1786,6131,1259,10427,1702,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
