GEO_ID,B01001I_001E,B01001I_001M,B01001I_002E,B01001I_002M,B01001I_003E,B01001I_003M,B01001I_004E,B01001I_004M,B01001I_005E,B01001I_005M,B01001I_006E,B01001I_006M,B01001I_007E,B01001I_007M,B01001I_008E,B01001I_008M,B01001I_009E,B01001I_009M,B01001I_010E,B01001I_010M,B01001I_011E,B01001I_011M,B01001I_012E,B01001I_012M,B01001I_013E,B01001I_013M,B01001I_014E,B01001I_014M,B01001I_015E,B01001I_015M,B01001I_016E,B01001I_016M,B01001I_017E,B01001I_017M,B01001I_018E,B01001I_018M,B01001I_019E,B01001I_019M,B01001I_020E,B01001I_020M,B01001I_021E,B01001I_021M,B01001I_022E,B01001I_022M,B01001I_023E,B01001I_023M,B01001I_024E,B01001I_024M,B01001I_025E,B01001I_025M,B01001I_026E,B01001I_026M,B01001I_027E,B01001I_027M,B01001I_028E,B01001I_028M,B01001I_029E,B01001I_029M,B01001I_030E,B01001I_030M,B01001I_031E,B01001I_031M,NAME,B01001I_001MA,B01001I_001EA,B01001I_002EA,B01001I_002MA,B01001I_003MA,B01001I_003EA,B01001I_004MA,B01001I_004EA,B01001I_005EA,B01001I_005MA,B01001I_006MA,B01001I_006EA,B01001I_007EA,B01001I_007MA,B01001I_008MA,B01001I_008EA,B01001I_009MA,B01001I_009EA,B01001I_010EA,B01001I_010MA,B01001I_011EA,B01001I_011MA,B01001I_012EA,B01001I_012MA,B01001I_013EA,B01001I_013MA,B01001I_014MA,B01001I_014EA,B01001I_015MA,B01001I_015EA,B01001I_016MA,B01001I_016EA,B01001I_017EA,B01001I_017MA,B01001I_018MA,B01001I_018EA,B01001I_019EA,B01001I_019MA,B01001I_020EA,B01001I_020MA,B01001I_021MA,B01001I_021EA,B01001I_022EA,B01001I_022MA,B01001I_023MA,B01001I_023EA,B01001I_024MA,B01001I_024EA,B01001I_025EA,B01001I_025MA,B01001I_026EA,B01001I_026MA,B01001I_027MA,B01001I_027EA,B01001I_028EA,B01001I_028MA,B01001I_029MA,B01001I_029EA,B01001I_030EA,B01001I_030MA,B01001I_031EA,B01001I_031MA,state
0400000US06,14537661,-555555555,7347254,1395,695429,731,674861,9391,663401,9446,408925,1150,275211,1438,682883,1863,623487,1284,588133,1149,1064774,1441,828639,1163,483840,971,219173,783,104144,2388,34354,2261,7190407,1392,666991,787,656622,8992,630970,8988,390530,882,260979,1322,625331,1305,558181,875,547386,928,1027647,1353,820793,1385,524230,742,273086,980,149205,3258,58456,3015,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1088742,-555555555,554800,2024,56496,1477,58741,2911,51958,2950,28372,722,21467,1463,45780,1467,45143,1373,46961,1733,80495,1963,56544,1539,35797,930,18072,758,7132,673,1842,524,533942,2025,53868,1435,56462,2730,50916,2751,25210,578,20097,1243,43987,1663,39961,1211,41386,1151,73923,1351,56074,1107,38350,983,20399,827,9854,781,3455,684,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,510647,-555555555,255325,891,24322,409,23731,1830,22824,1803,14274,549,10534,771,23239,728,21836,594,22342,758,36810,826,29119,894,15495,508,7318,415,2795,406,686,393,255322,891,22764,569,22145,1876,23559,1845,12611,548,8652,413,22396,764,19343,594,22531,771,37861,803,30382,719,17876,678,9849,630,4018,580,1335,601,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,78813,-555555555,41232,659,4307,218,3253,784,5591,824,1809,312,1217,233,4148,809,3867,712,3141,362,5517,922,4823,901,2225,317,814,283,438,198,82,90,37581,659,4822,218,4266,691,2833,610,2028,547,1758,589,2713,369,3562,529,2873,545,5745,696,3677,586,1607,160,976,298,645,368,76,108,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,62726,-555555555,32291,-555555555,3145,-555555555,2027,425,1529,425,898,-555555555,743,503,3376,503,3993,-555555555,4144,-555555555,5638,-555555555,3555,-555555555,1969,-555555555,917,218,263,228,94,167,30435,-555555555,3133,-555555555,1950,439,1519,439,863,-555555555,1569,618,2258,618,3707,-555555555,3396,-555555555,4655,-555555555,3121,-555555555,2293,-555555555,1208,-555555555,736,51,27,51,District of Columbia,*****,null,null,*****,*****,null,null,null,null,null,*****,null,null,null,null,null,*****,null,null,*****,null,*****,null,*****,null,*****,null,null,null,null,null,null,null,*****,*****,null,null,null,null,null,*****,null,null,null,null,null,*****,null,null,*****,null,*****,*****,null,null,*****,*****,null,null,null,null,null,11
0400000US12,4484201,-555555555,2217588,3202,161895,1688,167921,5447,155755,5147,96331,1302,70651,2175,184756,2632,173726,1470,172658,1947,346689,2514,301056,2897,185404,1540,116972,1703,64275,2968,19499,2053,2266613,3202,153682,1610,157735,5486,154876,5691,93766,1691,67200,1918,165369,2467,156501,1726,164276,1834,342339,2303,313842,1824,218132,1690,149557,1800,92157,3296,37181,3242,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,904343,3608,484322,4242,57579,2382,54358,3033,41537,2580,21535,1814,18762,1946,40176,2818,48584,3092,50525,2324,75808,2824,45226,2667,19114,1632,6800,1137,3532,1017,786,474,420021,3938,54090,1843,45891,2852,44787,3115,18077,1573,14172,2063,31528,2377,35284,1961,40280,2327,66283,2506,37252,2449,16985,1393,8728,1787,4559,1107,2105,755,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,131743,-555555555,68430,654,8574,221,7223,861,5754,844,3610,491,2371,152,7088,578,6684,492,6391,794,8103,770,5363,648,4822,380,1652,311,557,348,238,175,63313,654,7731,221,5807,889,5892,879,3116,486,2231,353,5951,419,5492,191,4699,454,8183,629,6116,582,4437,110,2178,249,1097,292,383,235,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,185159,-555555555,96128,1948,10585,894,12123,1624,9790,1629,5255,1138,3974,1133,7749,1064,9002,1215,7760,1042,14033,1353,7511,1116,5453,851,2042,663,761,500,90,112,89031,1948,10564,1043,10273,1541,10814,1415,4728,1130,3220,1133,8948,1583,7335,1294,5369,778,12045,1678,8668,1392,3574,582,2464,583,999,476,30,59,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2100008,1920,1083676,2340,106026,1397,105633,4216,105268,4296,57184,1178,38419,1262,91092,1634,93119,1359,95407,1409,168557,1329,114266,1278,65423,1021,28716,979,11256,1159,3310,817,1016332,2442,102268,1137,109065,3960,93507,3804,53677,1013,33199,1065,82450,1366,82367,1223,85154,1620,153248,1443,105724,1290,63275,819,31731,625,15019,1274,5648,1159,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
