GEO_ID,B07004G_001E,B07004G_001M,B07004G_002E,B07004G_002M,B07004G_003E,B07004G_003M,B07004G_004E,B07004G_004M,B07004G_005E,B07004G_005M,B07004G_006E,B07004G_006M,NAME,B07004G_001MA,B07004G_001EA,B07004G_002MA,B07004G_002EA,B07004G_003MA,B07004G_003EA,B07004G_004EA,B07004G_004MA,B07004G_005EA,B07004G_005MA,B07004G_006MA,B07004G_006EA,state
0400000US06,1636516,30998,1322994,28461,221718,10818,56506,6598,24294,3397,11004,2335,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,168691,8672,125410,7753,21879,3066,11243,2525,7904,1932,2255,1037,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,91943,5763,74858,5035,10168,2274,1236,471,4364,1649,1317,1168,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23187,3565,19429,3237,2440,979,30,50,1010,577,278,337,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,15403,2769,12686,2549,757,408,0,197,1403,663,557,287,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,443993,15691,346417,14262,60768,7666,17585,2618,14703,2602,4520,1618,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,195073,12141,149937,11037,22289,6068,12317,2367,9433,2289,1097,523,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,315611,12196,270663,10968,34329,4548,1991,840,7616,1755,1012,512,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,38313,4008,29035,3344,4602,1422,1691,756,2820,1698,165,221,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,272989,11521,227940,10685,29675,4116,8179,2216,5553,1196,1642,612,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,137570,7120,108228,6056,19017,3493,4985,1146,4431,1314,909,555,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
