GEO_ID,B25096_001E,B25096_001M,B25096_002E,B25096_002M,B25096_003E,B25096_003M,B25096_004E,B25096_004M,B25096_005E,B25096_005M,B25096_006E,B25096_006M,B25096_007E,B25096_007M,B25096_008E,B25096_008M,B25096_009E,B25096_009M,B25096_010E,B25096_010M,B25096_011E,B25096_011M,B25096_012E,B25096_012M,B25096_013E,B25096_013M,B25096_014E,B25096_014M,B25096_015E,B25096_015M,B25096_016E,B25096_016M,B25096_017E,B25096_017M,NAME,B25096_001EA,B25096_001MA,B25096_002EA,B25096_002MA,B25096_003EA,B25096_003MA,B25096_004MA,B25096_004EA,B25096_005MA,B25096_005EA,B25096_006MA,B25096_006EA,B25096_007EA,B25096_007MA,B25096_008EA,B25096_008MA,B25096_009EA,B25096_009MA,B25096_010MA,B25096_010EA,B25096_011MA,B25096_011EA,B25096_012EA,B25096_012MA,B25096_013EA,B25096_013MA,B25096_014EA,B25096_014MA,B25096_015MA,B25096_015EA,B25096_016MA,B25096_016EA,B25096_017MA,B25096_017EA,state
0400000US06,6781817,25470,5013594,26823,83303,3933,203599,6950,363228,8606,465211,10753,901652,13565,1428400,15877,1568201,14083,1768223,13924,194143,5389,135660,5646,122597,5679,132064,4416,255077,7207,407885,8301,520797,8329,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278158,11129,945039,10533,24248,2074,46458,2893,107831,4641,170473,4881,268968,6588,222929,5487,104132,4144,333119,5691,40174,2706,25823,2022,34207,2507,50922,3088,79807,3293,62355,3076,39831,2623,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,908452,7756,642602,8945,8748,1411,19035,2011,54772,3638,103444,4298,185612,5701,167115,5595,103876,3684,265850,5449,9530,1313,11237,1484,21921,1751,42285,2317,76440,3435,61653,3116,42784,2279,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,241050,3609,168064,4422,5106,1056,5917,999,17129,1695,33926,2543,57634,2809,38970,2804,9382,1134,72986,2939,10321,1310,5912,1047,7494,1351,11276,1238,19893,1737,12179,1096,5911,885,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110681,3549,87104,3340,832,347,642,364,1753,623,4771,940,13392,1548,26473,1844,39241,2450,23577,2090,237,176,601,306,419,222,1608,504,3735,838,6615,1044,10362,1435,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4724428,21345,2888716,18233,169630,6913,611020,12403,578616,10357,513147,11325,513092,11461,337055,8171,166156,5383,1835712,18176,335293,8232,419945,8608,273444,7346,243099,7027,267046,7709,174017,5603,122868,5792,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2248702,19411,1560580,18192,103523,5569,321298,8931,339470,9925,279025,7973,267937,8334,175238,6753,74089,3669,688122,12099,154378,6149,160558,5634,107433,4555,92436,3874,85855,4229,56786,3108,30676,2147,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,254770,4107,172799,4553,1216,487,2028,624,3381,805,6595,1278,20941,2006,53186,3261,85452,3370,81971,3305,2897,690,2284,632,3892,971,3801,1005,8899,1231,19452,1939,40746,2332,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398671,5979,270378,6063,8167,1607,42803,3115,72318,4219,57311,4145,53249,3409,26293,2440,10237,1571,128293,4525,20249,1851,22025,2038,24816,2182,21274,2153,20650,2126,13321,1991,5958,921,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3177104,16645,2153509,15842,94763,4156,341954,8642,385557,8162,383149,8831,461534,7636,329234,7285,157318,5054,1023595,11279,134242,4525,196042,4986,170046,5255,163657,5709,179780,6318,119745,4453,60083,2983,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1720780,14241,1170188,12303,78538,4486,315357,6733,308643,7522,206871,6629,163689,5522,75126,4312,21964,2047,550592,8158,106803,3634,154143,4670,110825,4225,78726,3530,60360,3306,26535,2164,13200,1222,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,882584,7833,545782,7661,39046,2570,135275,4802,130346,4531,102025,3858,89205,3595,39932,2767,9953,1378,336802,6166,61021,3095,91536,3470,68915,2984,51914,2943,36567,2235,18229,2105,8620,1141,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,739191,7686,461942,6490,36661,2285,101101,3204,104646,4087,87152,3835,81250,3880,39548,2490,11584,1454,277249,4891,68613,3098,71649,3358,47135,2465,37959,2095,30819,1929,13613,1522,7461,885,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1144309,10967,696216,10218,57096,3084,156847,4746,182384,6726,125806,4585,102593,4033,53665,2721,17825,1523,448093,6959,123965,5375,115909,4035,78470,3326,50731,2675,46170,2735,21180,1760,11668,1147,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130134,10390,626821,10062,54040,3969,101829,4407,129905,6154,134895,5954,124666,5180,61291,3601,20195,1999,503313,7795,124952,5054,117586,4653,78527,3791,70570,3426,64955,3463,31755,2268,14968,1823,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,396014,5199,252865,4954,10944,1372,33980,2072,46151,2691,55198,3448,59673,3855,35688,2258,11231,1396,143149,3603,19864,1690,27453,1768,19736,1783,23255,1566,26887,1918,16748,1727,9206,1041,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
