GEO_ID,B08007_001E,B08007_001M,B08007_002E,B08007_002M,B08007_003E,B08007_003M,B08007_004E,B08007_004M,B08007_005E,B08007_005M,B08007_006E,B08007_006M,B08007_007E,B08007_007M,B08007_008E,B08007_008M,B08007_009E,B08007_009M,B08007_010E,B08007_010M,B08007_011E,B08007_011M,B08007_012E,B08007_012M,B08007_013E,B08007_013M,B08007_014E,B08007_014M,B08007_015E,B08007_015M,NAME,B08007_001EA,B08007_001MA,B08007_002EA,B08007_002MA,B08007_003EA,B08007_003MA,B08007_004MA,B08007_004EA,B08007_005MA,B08007_005EA,B08007_006MA,B08007_006EA,B08007_007EA,B08007_007MA,B08007_008EA,B08007_008MA,B08007_009MA,B08007_009EA,B08007_010MA,B08007_010EA,B08007_011EA,B08007_011MA,B08007_012EA,B08007_012MA,B08007_013EA,B08007_013MA,B08007_014EA,B08007_014MA,B08007_015MA,B08007_015EA,state
0400000US06,16432358,41929,16349891,41713,13547912,44984,2801979,26607,82467,5129,8992041,28301,8934972,27845,7225403,28639,1709569,20262,57069,4043,7440317,30556,7414919,30571,6322509,30789,1092410,14225,25398,2921,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2538793,15597,2501352,15566,1664222,15627,837130,12277,37441,2762,1379413,9108,1351396,9193,871987,10994,479409,8546,28017,2128,1159380,11180,1149956,11121,792235,10075,357721,7760,9424,1425,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1728325,12264,1617894,11962,1276899,12222,340995,8286,110431,4803,889917,7941,816433,8004,627910,8260,188523,5826,73484,3751,838408,7584,801461,7826,648989,7272,152472,5260,36947,2307,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,421883,5569,357603,5915,329100,6322,28503,2805,64280,3903,212811,4063,174314,4065,157491,4586,16823,2026,38497,2688,209072,4068,183289,4479,171609,4607,11680,1640,25783,2642,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,326143,6312,246634,6137,246634,6137,0,197,79509,3784,158512,4247,115456,3796,115456,3796,0,197,43056,2802,167631,4130,131178,4315,131178,4315,0,197,36453,2530,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8161313,33163,8055748,32773,6636498,34051,1419250,24434,105565,5736,4265063,22027,4186810,21504,3385099,20743,801711,16108,78253,5341,3896250,23174,3868938,23348,3251399,24530,617539,14699,27312,2481,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4213128,24999,4091175,25307,2468753,21450,1622422,18741,121953,6210,2234226,16807,2155268,17020,1253778,15886,901490,15419,78958,5010,1978902,15634,1935907,15874,1214975,14815,720932,11922,42995,3387,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,670355,7481,666625,7477,663758,7444,2867,794,3730,811,366971,5262,364528,5313,362591,5430,1937,624,2443,748,303384,5182,302097,5216,301167,5197,930,395,1287,536,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,697765,7911,658553,8003,551206,8978,107347,5933,39212,3244,379789,4962,354626,4911,288384,6067,66242,4284,25163,2440,317976,6373,303927,6390,262822,6068,41105,3149,14049,1765,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5927604,21876,5721592,22132,4330799,22009,1390793,14066,206012,6364,3094556,13251,2970434,13966,2175484,14900,794950,9399,124122,4626,2833048,16063,2751158,15650,2155315,15519,595843,9847,81890,4025,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
