GEO_ID,C27004_001E,C27004_001M,C27004_002E,C27004_002M,C27004_003E,C27004_003M,C27004_004E,C27004_004M,C27004_005E,C27004_005M,C27004_006E,C27004_006M,C27004_007E,C27004_007M,C27004_008E,C27004_008M,C27004_009E,C27004_009M,C27004_010E,C27004_010M,C27004_011E,C27004_011M,C27004_012E,C27004_012M,C27004_013E,C27004_013M,C27004_014E,C27004_014M,C27004_015E,C27004_015M,C27004_016E,C27004_016M,C27004_017E,C27004_017M,C27004_018E,C27004_018M,C27004_019E,C27004_019M,C27004_020E,C27004_020M,C27004_021E,C27004_021M,NAME,C27004_001EA,C27004_001MA,C27004_002EA,C27004_002MA,C27004_003EA,C27004_003MA,C27004_004EA,C27004_004MA,C27004_005MA,C27004_005EA,C27004_006EA,C27004_006MA,C27004_007EA,C27004_007MA,C27004_008EA,C27004_008MA,C27004_009EA,C27004_009MA,C27004_010MA,C27004_010EA,C27004_011MA,C27004_011EA,C27004_012EA,C27004_012MA,C27004_013EA,C27004_013MA,C27004_014EA,C27004_014MA,C27004_015MA,C27004_015EA,C27004_016MA,C27004_016EA,C27004_017EA,C27004_017MA,C27004_018EA,C27004_018MA,C27004_019EA,C27004_019MA,C27004_020MA,C27004_020EA,C27004_021MA,C27004_021EA,state
0400000US06,37524274,5678,18510580,6787,4711947,3872,2191258,23935,2520689,24079,11816597,6723,6380245,29683,5436352,28495,1982036,3012,735856,9376,1246180,8795,19013694,5371,4511541,3767,2109812,20629,2401729,20772,11981784,4242,6534261,31257,5447523,31027,2520369,2794,805179,9175,1715190,9451,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,2528913,4620,626825,2688,326193,8698,300632,8405,1633437,3669,959262,11657,674175,11215,268651,1391,103430,3158,165221,3357,2565853,3561,602183,2712,312668,7416,289515,7479,1636726,2764,980512,9765,656214,9752,326944,1422,112862,3671,214082,3401,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,1715299,2409,405052,1503,254561,5615,150491,5549,1091233,2202,733166,7397,358067,7159,219014,1191,101323,3181,117691,3117,1819320,2365,386773,1500,238526,5326,148247,5371,1141926,1728,776741,7637,365185,7641,290621,1391,117531,3936,173090,4047,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,434398,1313,104302,816,59080,3296,45222,3397,268894,960,176357,3646,92537,3567,61202,569,34455,1539,26747,1598,468517,1018,100192,812,58172,3016,42020,3098,292323,787,191359,3862,100964,4006,76002,683,38584,1856,37418,1796,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,290874,931,54766,360,25645,2177,29121,2129,207898,794,133878,3748,74020,3614,28210,316,15907,1046,12303,1088,330506,735,54416,271,24944,2237,29472,2247,234492,636,149536,3949,84956,3922,41598,482,22899,1289,18699,1345,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,9208249,7257,2032111,5212,842808,14749,1189303,15656,5633240,5919,2777186,26013,2856054,26246,1542898,3018,495351,8493,1047547,8240,9802821,7129,1959032,5430,810918,14886,1148114,15185,5945373,4955,3077760,21300,2867613,22001,1898416,3412,526865,9066,1371551,9365,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,4691533,8342,1273249,6100,587330,13666,685919,15616,2939296,6247,1673764,16068,1265532,16623,478988,2652,190672,4838,288316,4383,5027878,8176,1218912,6320,561764,11721,657148,10928,3177981,6012,1832018,14831,1345963,14954,630985,2925,212667,5770,418318,6283,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,659117,2704,155075,898,79544,3868,75531,3790,412707,2804,281659,5624,131048,5393,91335,939,53328,2169,38007,2068,682591,1728,147490,907,74036,3210,73454,3299,420903,1332,275432,4340,145471,4569,114198,669,59585,2413,54613,2514,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,784512,3345,216859,2382,114089,4509,102770,4880,470784,2062,265774,5517,205010,5831,96869,875,28328,2140,68541,2217,791170,3288,207067,2312,104566,5127,102501,5005,474175,2041,271213,5834,202962,5664,109928,1077,30889,2054,79039,2169,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,6204342,5323,1560473,3036,849420,11648,711053,11947,3940161,4352,2493479,16694,1446682,16643,703708,1879,295937,5423,407771,5157,6494029,5389,1498582,3071,814686,12030,683896,12082,4066344,4048,2575745,14491,1490599,14789,929103,2947,334297,6312,594806,6520,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6437142,986,3151875,3967,811985,3384,465314,8402,346671,8472,1966997,3612,1258095,11876,708902,11633,372893,1829,152290,4364,220603,4150,3285267,3952,773450,3192,435760,7568,337690,7938,2031261,3030,1298716,11725,732545,11795,480556,1774,166916,4185,313640,4575,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3028864,500,1499872,3681,369206,3079,226839,4952,142367,5007,934508,2170,639407,6469,295101,6299,196158,1233,63038,2031,133120,2113,1528992,3772,351221,2776,217723,5069,133498,5994,928245,2381,636420,6356,291825,6166,249526,1767,70205,2573,179321,2789,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2825416,2092,1391359,3671,365907,2249,204112,4956,161795,5513,858686,3378,561553,7147,297133,6929,166766,1405,54089,2741,112677,2620,1434057,3294,354010,2408,192707,4802,161303,4716,871150,2218,572370,6361,298780,6669,208897,1411,57305,2773,151592,2817,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4292718,1736,2092010,4500,521137,3113,267857,6575,253280,6857,1312286,3160,774147,8950,538139,8288,258587,1428,100690,3059,157897,3227,2200708,3991,494889,3001,249799,7425,245090,7687,1373449,2430,818949,7581,554500,7649,332370,1942,118165,3590,214205,3835,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4498884,1484,2168498,4615,568608,3620,240498,7632,328110,7778,1350133,3164,733943,10768,616190,10165,249757,1748,94801,3349,154956,3556,2330386,4247,548819,3506,223557,7048,325262,8113,1454698,2702,781402,10813,673296,11079,326869,2005,106103,3813,220766,4463,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1315703,427,643219,2135,136829,1165,70671,3304,66158,3497,407162,1759,237112,4798,170050,4822,99228,833,36066,2011,63162,1977,672484,2098,128666,1260,68148,2811,60518,2997,423605,1328,254040,4662,169565,4543,120213,813,39454,1849,80759,2066,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5788196,2269,2779107,3466,682492,2030,412428,8312,270064,8600,1777886,2905,1191894,10779,585992,10692,318729,1490,178937,3848,139792,3729,3009089,3422,658626,2282,388297,7403,270329,7342,1930360,2180,1316789,12620,613571,12283,420103,1837,202428,4456,217675,4574,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6566851,897,3172658,2546,713061,1704,466907,7172,246154,7323,2064653,2069,1441010,10785,623643,10494,394944,1935,183887,4478,211057,4541,3394193,2443,684911,1887,460655,5932,224256,6097,2182282,1844,1521858,10788,660424,10894,527000,1981,215213,5438,311787,5672,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9772550,789,4775215,4271,1158749,2727,647056,9127,511693,9628,2997541,3167,1882727,13578,1114814,13608,618925,1602,329733,3863,289192,4131,4997335,4207,1104922,3074,620841,8017,484081,8029,3107208,2399,1971047,13244,1136161,13345,785205,2188,382157,5221,403048,5323,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5319783,751,2635101,3232,650872,2652,423679,6845,227193,7343,1672402,2683,1150023,9378,522379,8972,311827,1371,106351,2940,205476,2891,2684682,3147,624637,2559,415148,6301,209489,6259,1671682,2476,1162275,8958,509407,8691,388363,1791,113985,2797,274378,3242,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2918405,1292,1389814,4196,378144,3485,144109,5834,234035,5622,846611,2937,445163,7744,401448,7522,165059,1346,47910,2548,117149,2514,1528591,4162,367459,3611,134773,5246,232686,6309,937233,3081,494967,8139,442266,7966,223899,1441,55223,2842,168676,2907,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5908769,1421,2878473,4638,720216,3668,384191,7798,336025,7347,1784694,3323,1096162,10250,688532,10155,373563,2172,138536,3860,235027,3728,3030296,4618,679458,3551,362057,7217,317401,7613,1876763,3298,1173245,11265,703518,11681,474075,2571,148771,4233,325304,4650,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,989823,845,493958,2193,112192,1110,50869,2981,61323,3173,308349,1747,164436,3738,143913,3769,73417,713,23918,1646,49499,1687,495865,1890,107006,1355,46380,2989,60626,3169,308447,1508,170369,4082,138078,3855,80412,884,22286,1409,58126,1528,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1826832,904,905129,1778,237222,1499,135725,3761,101497,4074,559297,1512,364678,5394,194619,5065,108610,909,35758,1871,72852,1806,921703,1912,224087,1365,128622,3604,95465,3921,561709,1590,366412,5132,195297,4841,135907,980,36735,1921,99172,2141,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
