B08126_090M,B08126_091E,B08126_091M,B08126_092E,B08126_092M,B08126_093E,B08126_093M,B08126_094E,B08126_094M,B08126_095E,B08126_095M,B08126_096E,B08126_096M,B08126_097E,B08126_097M,B08126_098E,B08126_098M,B08126_099E,B08126_099M,B08126_100E,B08126_100M,B08126_101E,B08126_101M,B08126_102E,B08126_102M,B08126_103E,B08126_103M,B08126_104E,B08126_104M,B08126_105E,B08126_105M,GEO_ID,B08126_001E,B08126_001M,B08126_002E,B08126_002M,B08126_003E,B08126_003M,B08126_004E,B08126_004M,B08126_005E,B08126_005M,B08126_006E,B08126_006M,B08126_007E,B08126_007M,B08126_008E,B08126_008M,B08126_009E,B08126_009M,B08126_010E,B08126_010M,B08126_011E,B08126_011M,B08126_012E,B08126_012M,B08126_013E,B08126_013M,B08126_014E,B08126_014M,B08126_015E,B08126_015M,B08126_016E,B08126_016M,B08126_017E,B08126_017M,B08126_018E,B08126_018M,B08126_019E,B08126_019M,B08126_020E,B08126_020M,B08126_021E,B08126_021M,B08126_022E,B08126_022M,B08126_023E,B08126_023M,B08126_024E,B08126_024M,B08126_025E,B08126_025M,B08126_026E,B08126_026M,B08126_027E,B08126_027M,B08126_028E,B08126_028M,B08126_029E,B08126_029M,B08126_030E,B08126_030M,B08126_031E,B08126_031M,B08126_032E,B08126_032M,B08126_033E,B08126_033M,B08126_034E,B08126_034M,B08126_035E,B08126_035M,B08126_036E,B08126_036M,B08126_037E,B08126_037M,B08126_038E,B08126_038M,B08126_039E,B08126_039M,B08126_040E,B08126_040M,B08126_041E,B08126_041M,B08126_042E,B08126_042M,B08126_043E,B08126_043M,B08126_044E,B08126_044M,B08126_045E,B08126_045M,B08126_046E,B08126_046M,B08126_047E,B08126_047M,B08126_048E,B08126_048M,B08126_049E,B08126_049M,B08126_050E,B08126_050M,B08126_051E,B08126_051M,B08126_052E,B08126_052M,B08126_053E,B08126_053M,B08126_054E,B08126_054M,B08126_055E,B08126_055M,B08126_056E,B08126_056M,B08126_057E,B08126_057M,B08126_058E,B08126_058M,B08126_059E,B08126_059M,B08126_060E,B08126_060M,B08126_061E,B08126_061M,B08126_062E,B08126_062M,B08126_063E,B08126_063M,B08126_064E,B08126_064M,B08126_065E,B08126_065M,B08126_066E,B08126_066M,B08126_067E,B08126_067M,B08126_068E,B08126_068M,B08126_069E,B08126_069M,B08126_070E,B08126_070M,B08126_071E,B08126_071M,B08126_072E,B08126_072M,B08126_073E,B08126_073M,B08126_074E,B08126_074M,B08126_075E,B08126_075M,B08126_076E,B08126_076M,B08126_077E,B08126_077M,B08126_078E,B08126_078M,B08126_079E,B08126_079M,B08126_080E,B08126_080M,B08126_081E,B08126_081M,B08126_082E,B08126_082M,B08126_083E,B08126_083M,B08126_084E,B08126_084M,B08126_085E,B08126_085M,B08126_086E,B08126_086M,B08126_087E,B08126_087M,B08126_088E,B08126_088M,B08126_089E,B08126_089M,B08126_090E,B08126_090MA,B08126_091EA,B08126_091MA,B08126_092EA,B08126_092MA,B08126_093EA,B08126_093MA,B08126_094EA,B08126_094MA,B08126_095MA,B08126_095EA,B08126_096EA,B08126_096MA,B08126_097EA,B08126_097MA,B08126_098EA,B08126_098MA,B08126_099EA,B08126_099MA,B08126_100EA,B08126_100MA,B08126_101MA,B08126_101EA,B08126_102MA,B08126_102EA,B08126_103MA,B08126_103EA,B08126_104EA,B08126_104MA,B08126_105MA,B08126_105EA,NAME,B08126_001EA,B08126_001MA,B08126_002MA,B08126_002EA,B08126_003MA,B08126_003EA,B08126_004MA,B08126_004EA,B08126_005EA,B08126_005MA,B08126_006MA,B08126_006EA,B08126_007MA,B08126_007EA,B08126_008MA,B08126_008EA,B08126_009MA,B08126_009EA,B08126_010EA,B08126_010MA,B08126_011EA,B08126_011MA,B08126_012EA,B08126_012MA,B08126_013MA,B08126_013EA,B08126_014MA,B08126_014EA,B08126_015MA,B08126_015EA,B08126_016EA,B08126_016MA,B08126_017EA,B08126_017MA,B08126_018MA,B08126_018EA,B08126_019MA,B08126_019EA,B08126_020EA,B08126_020MA,B08126_021EA,B08126_021MA,B08126_022EA,B08126_022MA,B08126_023EA,B08126_023MA,B08126_024MA,B08126_024EA,B08126_025EA,B08126_025MA,B08126_026MA,B08126_026EA,B08126_027EA,B08126_027MA,B08126_028EA,B08126_028MA,B08126_029MA,B08126_029EA,B08126_030EA,B08126_030MA,B08126_031EA,B08126_031MA,B08126_032EA,B08126_032MA,B08126_033EA,B08126_033MA,B08126_034EA,B08126_034MA,B08126_035MA,B08126_035EA,B08126_036EA,B08126_036MA,B08126_037EA,B08126_037MA,B08126_038EA,B08126_038MA,B08126_039EA,B08126_039MA,B08126_040MA,B08126_040EA,B08126_041EA,B08126_041MA,B08126_042EA,B08126_042MA,B08126_043EA,B08126_043MA,B08126_044EA,B08126_044MA,B08126_045EA,B08126_045MA,B08126_046MA,B08126_046EA,B08126_047EA,B08126_047MA,B08126_048EA,B08126_048MA,B08126_049EA,B08126_049MA,B08126_050EA,B08126_050MA,B08126_051MA,B08126_051EA,B08126_052MA,B08126_052EA,B08126_053MA,B08126_053EA,B08126_054EA,B08126_054MA,B08126_055EA,B08126_055MA,B08126_056EA,B08126_056MA,B08126_057MA,B08126_057EA,B08126_058MA,B08126_058EA,B08126_059MA,B08126_059EA,B08126_060EA,B08126_060MA,B08126_061MA,B08126_061EA,B08126_062MA,B08126_062EA,B08126_063MA,B08126_063EA,B08126_064MA,B08126_064EA,B08126_065EA,B08126_065MA,B08126_066EA,B08126_066MA,B08126_067EA,B08126_067MA,B08126_068MA,B08126_068EA,B08126_069MA,B08126_069EA,B08126_070MA,B08126_070EA,B08126_071EA,B08126_071MA,B08126_072EA,B08126_072MA,B08126_073MA,B08126_073EA,B08126_074MA,B08126_074EA,B08126_075EA,B08126_075MA,B08126_076EA,B08126_076MA,B08126_077EA,B08126_077MA,B08126_078EA,B08126_078MA,B08126_079MA,B08126_079EA,B08126_080EA,B08126_080MA,B08126_081MA,B08126_081EA,B08126_082EA,B08126_082MA,B08126_083EA,B08126_083MA,B08126_084MA,B08126_084EA,B08126_085EA,B08126_085MA,B08126_086EA,B08126_086MA,B08126_087EA,B08126_087MA,B08126_088EA,B08126_088MA,B08126_089EA,B08126_089MA,B08126_090EA,state
311,28231,2626,1514,659,3590,1279,2045,718,811,494,1490,646,1919,772,871,462,1917,735,4668,1109,4045,999,1956,826,2420,710,535,322,450,270,0400000US28,1178427,11475,35644,3195,74560,4531,156649,7439,29510,2989,135670,6287,66355,4564,14375,2154,56739,4570,72698,3596,283541,7737,113855,6671,55953,4243,71984,4737,10894,1292,984238,13196,25922,2568,52472,4094,132038,6515,25236,2940,119707,5925,56360,4133,11799,1945,50303,4317,59410,3396,244559,7652,91166,6150,45249,3639,63979,4388,6038,1164,125832,6507,5602,1584,16541,2435,18623,2539,2560,907,11344,1645,5045,1172,1492,614,2999,887,7202,1383,26377,2976,16375,2281,4793,1283,6299,1603,580,433,5266,1060,94,163,126,156,574,424,159,247,130,141,502,420,0,198,62,110,230,212,2461,794,415,273,199,161,314,310,0,198,20079,2202,657,415,809,515,1485,753,127,159,1745,557,798,847,18,31,1324,729,491,293,3300,756,2265,671,3002,818,567,331,3491,341,14781,2020,1855,665,1022,625,1884,689,617,409,1254,580,1731,659,195,186,134,135,697,454,2799,1128,1678,718,290,294,290,247,335,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
69,120239,5316,9375,1410,8275,1768,7555,1311,3614,877,8564,1564,4247,1206,2673,686,10654,1741,23600,2109,18920,1941,4481,852,7799,1364,1089,397,9393,664,0400000US29,2734275,14847,47341,3243,159810,6041,315282,9327,72482,4251,329803,10236,132781,5111,54242,3716,188784,6057,251685,7314,656842,11740,250535,7961,131500,5212,123372,5399,19816,1425,2223496,16471,30258,2496,125113,4965,254174,8362,61649,4076,280408,9007,111728,5064,46485,3345,158682,5321,190497,7157,545024,10142,196806,7739,106296,4663,106994,5010,9382,1326,265496,8184,5058,927,22170,2557,42620,3936,5593,1166,28708,2794,11078,2032,3040,932,14008,1940,23257,2747,58936,3933,28629,3093,9953,1387,11718,1562,728,657,35244,2643,139,141,694,414,2321,706,590,432,2474,839,1151,530,685,345,2225,787,5527,1286,10088,1506,6429,1264,1530,524,1391,579,0,177,52783,2866,1413,448,952,359,3795,880,761,639,6037,1102,1308,496,378,253,2094,710,4138,999,17089,1838,10011,1605,3194,719,1359,594,254,237,37017,3816,1098,419,2606,1044,4817,1110,275,195,3612,1178,3269,873,981,554,1121,533,4666,1308,6785,1222,4179,935,2728,1048,821,490,59,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
376,31067,2361,7094,909,1969,565,1585,517,714,537,1810,568,762,324,533,255,1253,558,5607,1286,5143,1021,2568,711,1534,429,336,253,159,443,0400000US30,475299,5526,34060,2604,37838,2881,22075,2346,10771,1681,55868,3186,21703,2310,8824,1319,23604,1964,41293,3287,106578,4754,56546,4199,19980,1965,32844,2558,3315,845,353661,6654,18353,1869,28763,2409,17028,2147,8714,1522,43776,2720,17782,2120,6728,1149,19627,1919,27982,2686,81079,3929,40023,3821,14929,1799,26668,2340,2209,572,50885,3716,4024,880,5473,993,1881,623,795,338,6441,1346,2237,815,775,431,1967,687,4281,1180,10477,1490,6449,1631,1488,512,4020,1048,577,452,4520,1172,986,563,80,98,246,327,0,157,302,211,117,141,0,157,156,184,173,207,1162,683,1096,624,64,108,138,124,0,157,22947,2436,2466,562,811,359,821,493,510,335,2410,747,350,214,355,358,278,140,1373,622,5749,967,4927,1412,1649,565,1117,448,131,193,12219,1632,1137,519,742,437,514,283,38,66,1129,466,455,244,433,309,323,226,1877,678,2968,807,1483,621,316,266,565,338,239,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
150,46201,2718,11662,983,2800,810,1592,419,1164,533,3160,928,1454,561,723,294,3351,661,5151,1037,9396,1387,2541,856,2418,665,757,360,32,55,0400000US31,946684,6595,44144,2479,61412,3133,105007,5720,26161,2378,108859,4374,53024,2989,19378,1967,68180,3123,77579,4122,216961,5561,76506,4004,42357,2673,41885,2518,5231,905,759340,7419,26926,2044,48063,2965,84721,4879,21753,2026,90366,3902,45897,2883,16024,1696,58128,2960,61512,3569,175281,4928,57434,3557,32756,2293,35770,2387,4709,873,94886,4253,2849,580,8693,1518,15241,1839,2559,663,10726,1474,3742,804,1526,640,4863,962,8362,1287,19887,1969,9015,1444,3452,756,3718,716,253,156,6142,1494,120,135,258,204,436,285,83,85,539,278,89,129,163,195,173,138,372,242,2148,1113,1290,509,235,177,236,172,0,149,26578,1805,2210,509,1002,359,1564,556,259,144,2432,662,715,221,768,347,847,351,1186,481,7824,1148,4706,1018,2203,594,770,356,92,97,13537,1604,377,227,596,429,1453,543,343,251,1636,520,1127,416,174,164,818,446,996,425,2425,732,1520,562,1293,608,634,258,145,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
94,37564,3975,665,527,1325,495,1199,479,1448,507,2995,1065,733,344,1563,669,3812,1058,12192,1848,5453,1122,2938,1166,2771,855,429,242,41,70,0400000US32,1216345,9798,19967,2151,72591,4303,51295,4152,23352,2696,145636,6490,61428,4601,19420,2359,64362,3667,135822,6471,182525,8328,313251,9652,59859,4515,57872,3791,8965,1569,949121,9397,10499,1739,56859,4436,38852,3801,19794,2558,113054,6096,50488,4353,15767,2404,50726,3372,97643,5892,149933,7109,244848,8355,44173,3762,48640,3618,7845,1548,132358,5916,3640,777,10126,1817,6783,1366,1740,686,14169,1997,5277,1419,1082,388,5191,1160,14372,2404,19117,2299,37013,4051,6600,1375,6847,1507,401,261,44047,3386,3342,954,1743,808,1329,583,101,97,6635,1468,1344,675,609,477,1812,982,5812,1642,3297,938,14843,1772,2267,887,645,477,268,247,27904,2842,1226,670,754,447,860,552,189,156,5023,1223,1122,492,107,102,2042,873,3300,1077,3143,861,7345,1347,1843,907,619,391,331,217,25351,2769,595,413,1784,832,2272,778,80,130,3760,1069,2464,738,292,216,779,424,2503,839,1582,526,6264,1544,2205,841,692,425,79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
181,39485,3256,1019,491,4024,1286,3479,681,1976,813,2413,727,579,365,1205,431,3209,959,9834,1470,5391,949,2037,744,3228,917,941,499,150,183,0400000US33,677232,6684,4814,1083,47454,3235,84936,4143,20568,2544,83862,5009,26882,2633,13590,1382,45301,3252,69182,3662,164774,5178,59744,3849,29270,3114,25354,2546,1501,562,554808,8274,2990,856,37021,2976,71981,3873,16513,2206,71680,3865,23935,2544,10858,1338,38684,3104,52254,3393,136846,5019,46302,3313,22509,2635,22198,2321,1037,538,48989,3838,285,167,5271,1201,6618,1118,1212,590,5181,1381,912,418,1083,504,2367,766,3652,791,12911,1683,6210,1581,1713,740,1397,408,177,417,4522,861,26,45,91,108,431,250,0,181,420,252,325,258,82,135,473,375,541,434,1574,595,274,267,195,242,90,147,0,181,21007,2038,342,195,569,384,1198,606,354,288,3169,834,369,217,263,184,508,353,1821,792,6994,1114,3809,946,1061,451,413,364,137,154,8421,1427,152,200,478,324,1229,525,513,414,999,514,762,368,99,128,60,100,1080,468,1058,396,1112,608,564,449,315,289,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
167,168645,6305,788,447,10242,1893,11698,1687,8741,1682,10494,1524,3477,819,9760,1385,18211,2231,52698,3616,24778,2135,6849,1262,8639,1367,1856,703,414,445,0400000US34,4113910,18968,13098,1890,229553,7468,360592,8994,138549,6541,470290,11315,229667,8647,116313,5675,357412,9415,527636,11191,964814,15082,343592,11482,184731,7471,170417,5745,7246,1156,2962771,22382,8349,1647,156571,6501,270733,7318,97126,5062,349276,9380,182352,7424,76760,4713,231921,7410,331444,9125,765340,14069,215137,8694,130095,6183,141814,4896,5853,1068,340842,10825,1860,949,33414,3424,35289,3741,13778,2011,38546,3085,16443,1972,6973,1318,17679,2506,38946,3377,70324,4007,38823,4106,16322,2311,12311,1840,134,142,435665,11064,137,136,17400,2082,25450,2274,11621,2186,44500,3838,18905,2304,19661,1887,79151,5137,82580,5122,65931,4654,42282,3903,16585,2605,11462,1934,0,192,125193,5842,1002,544,4114,1244,7279,1101,3184,1103,18570,2119,3790,1002,1813,476,8010,1212,9899,1953,28698,2425,27167,3027,8681,1632,2243,661,743,342,80794,6150,962,713,7812,1552,10143,2581,4099,1179,8904,1430,4700,1297,1346,597,2440,794,12069,2061,9743,1892,13334,2485,4409,1195,731,432,102,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
161,39294,3079,2442,921,2605,862,2022,703,1680,839,3100,740,553,300,843,508,2967,704,7872,1445,9135,1499,2461,763,2567,775,1047,405,0,185,0400000US35,865474,10171,37953,3610,60260,4290,44482,3887,18478,2600,96124,4911,36792,3332,11850,1855,37605,3250,91370,4614,222322,6811,90175,5346,41401,3346,68347,4217,8315,1440,682940,10511,26882,2754,46312,3646,35333,3233,15083,2405,79260,4419,32026,3091,9509,1871,29649,2926,67520,4300,178983,6621,68952,4771,31647,3080,54620,3744,7164,1349,97996,5484,6871,1443,9672,1557,5911,1729,1081,407,8280,1421,2381,720,521,325,2781,812,10311,1453,21845,2331,12473,2110,4945,1046,10238,2360,686,399,9839,1954,47,84,285,345,88,104,173,253,985,597,283,249,51,65,49,81,1246,746,2988,902,2019,1002,569,549,1056,582,0,185,19615,2166,671,358,796,407,584,332,315,243,2882,846,429,287,201,227,1750,925,1791,599,5749,975,2480,875,935,437,801,451,231,186,15790,1970,1040,594,590,392,544,346,146,169,1617,583,1120,493,725,601,409,324,2630,704,3622,950,1790,802,738,482,585,324,234,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
385,349533,8358,8789,1692,15589,1837,16958,2263,12326,1883,26217,3197,8711,1663,18100,2751,40232,3612,85026,5021,62239,3836,30365,3205,19624,2143,3461,821,1896,536,0400000US36,8916499,27186,50711,4141,497379,11959,604975,12151,219604,6140,997246,18240,440875,9992,253625,8536,715201,15171,1003303,15608,2408940,25539,834936,17037,447103,11305,418256,8947,24345,2028,4785225,28852,27896,2244,292718,9028,400132,9109,136120,5243,539903,12433,283450,7852,100194,4609,313519,9600,422689,9810,1407893,17820,349361,9811,216196,7498,280942,6693,14212,1784,612325,13047,4328,1017,53635,3456,59112,4025,15907,2246,69676,5061,26699,2697,8656,1556,30280,2529,58733,4250,159297,6595,63395,4369,34441,2694,26027,2533,2139,791,2429897,20382,3070,1734,113712,5857,94138,5762,43773,3583,263162,9141,96237,4987,104925,5808,268607,9051,357552,11352,579197,12092,283967,10272,129946,6981,90575,4420,1036,566,568540,14225,5046,1139,13268,2023,24810,2985,8746,1599,79389,5179,12914,1663,14519,2193,49640,4360,57610,5348,167881,6772,81640,5519,37854,3293,10862,1959,4361,630,170979,8102,1582,621,8457,1775,9825,1751,2732,979,18899,3046,12864,1755,7231,1704,12923,2122,21693,2670,32433,2763,26208,3177,9042,1598,6389,1442,701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
548,191369,7966,5240,1004,13121,1899,15362,2258,9389,1986,15265,2421,4160,1079,8011,1547,22371,2117,48955,3414,23322,2267,8124,1416,10728,1534,2185,763,5136,1519,0400000US37,4263889,22148,65928,5291,287747,9863,523271,11540,112536,5891,494866,14391,172958,7513,74444,4688,258309,7238,414477,9931,986823,16509,400233,9192,209439,6904,179085,6859,83773,3457,3434930,23683,40941,3852,198021,8224,433429,11024,89832,4791,415989,12701,148188,6968,59603,4165,208279,6562,307566,7953,835944,14774,309294,7508,167660,6828,160841,5872,59343,3303,449216,9843,13739,2421,67361,6138,60222,5227,9566,2093,44069,4408,12921,1785,4738,1232,15975,2012,40988,4019,85676,5397,52391,4433,21257,3046,11644,1817,8669,1476,48895,3694,155,156,769,411,3514,1172,995,471,7172,1742,1279,603,301,321,4496,1259,4111,1080,13457,1899,8922,2085,2273,855,1348,583,103,113,82256,4535,4386,1638,3887,1201,4176,1020,1597,900,7733,1447,1290,594,920,400,4885,1276,7408,1627,18364,2127,11474,1695,5839,1289,1717,742,8580,1277,57223,4229,1467,804,4588,1180,6568,1492,1157,603,4638,1235,5120,1274,871,483,2303,722,5449,1441,10060,1388,10028,1790,1682,762,1350,586,1942,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
