GEO_ID,C08406_001E,C08406_001M,C08406_002E,C08406_002M,C08406_003E,C08406_003M,C08406_004E,C08406_004M,C08406_005E,C08406_005M,C08406_006E,C08406_006M,C08406_007E,C08406_007M,C08406_008E,C08406_008M,C08406_009E,C08406_009M,C08406_010E,C08406_010M,C08406_011E,C08406_011M,C08406_012E,C08406_012M,C08406_013E,C08406_013M,C08406_014E,C08406_014M,C08406_015E,C08406_015M,C08406_016E,C08406_016M,C08406_017E,C08406_017M,C08406_018E,C08406_018M,C08406_019E,C08406_019M,C08406_020E,C08406_020M,C08406_021E,C08406_021M,C08406_022E,C08406_022M,C08406_023E,C08406_023M,C08406_024E,C08406_024M,C08406_025E,C08406_025M,C08406_026E,C08406_026M,C08406_027E,C08406_027M,C08406_028E,C08406_028M,C08406_029E,C08406_029M,C08406_030E,C08406_030M,C08406_031E,C08406_031M,C08406_032E,C08406_032M,C08406_033E,C08406_033M,NAME,C08406_001MA,C08406_001EA,C08406_002MA,C08406_002EA,C08406_003EA,C08406_003MA,C08406_004EA,C08406_004MA,C08406_005EA,C08406_005MA,C08406_006MA,C08406_006EA,C08406_007MA,C08406_007EA,C08406_008MA,C08406_008EA,C08406_009EA,C08406_009MA,C08406_010EA,C08406_010MA,C08406_011EA,C08406_011MA,C08406_012MA,C08406_012EA,C08406_013MA,C08406_013EA,C08406_014EA,C08406_014MA,C08406_015EA,C08406_015MA,C08406_016EA,C08406_016MA,C08406_017MA,C08406_017EA,C08406_018MA,C08406_018EA,C08406_019MA,C08406_019EA,C08406_020EA,C08406_020MA,C08406_021EA,C08406_021MA,C08406_022EA,C08406_022MA,C08406_023MA,C08406_023EA,C08406_024MA,C08406_024EA,C08406_025EA,C08406_025MA,C08406_026EA,C08406_026MA,C08406_027EA,C08406_027MA,C08406_028MA,C08406_028EA,C08406_029MA,C08406_029EA,C08406_030EA,C08406_030MA,C08406_031MA,C08406_031EA,C08406_032EA,C08406_032MA,C08406_033EA,C08406_033MA,state
0400000US06,16425103,41731,13878412,45502,12057326,50144,1821086,24389,1370956,20784,260687,10273,189443,7751,849623,15671,439169,12710,392737,12472,865162,15704,8990524,27197,7630292,31085,6625685,33890,1004607,15133,741602,12568,148579,7842,114426,6550,428478,11816,234169,9149,270286,8878,427299,11519,7434579,30571,6248120,31629,5431641,32765,816479,14850,629354,12892,112108,6388,75017,4221,421145,10585,205000,8103,122451,5959,437863,10506,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2520151,15777,2123270,17333,1879015,18048,244255,9043,184580,7892,33493,3345,26182,2883,81480,5060,83892,5174,63295,3909,168214,6844,1365175,9658,1146175,11699,1007375,12350,138800,6046,102700,5361,19478,2379,16622,2407,41109,3243,48638,4108,44347,3163,84906,4957,1154976,11242,977095,11269,871640,11540,105455,5435,81880,4478,14015,1832,9560,1595,40371,3723,35254,2565,18948,2008,83308,4127,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1708374,12362,1501689,13277,1358053,13192,143636,6482,111373,5629,16780,2277,15483,2426,61659,5000,50695,4250,22791,2801,71540,4258,870142,8653,766778,8841,691321,8865,75457,4623,56140,3339,10116,1850,9201,1812,28423,3099,26702,2720,12729,1978,35510,2711,838232,7865,734911,9105,666732,8811,68179,4040,55233,3862,6664,1082,6282,1528,33236,3363,23993,2699,10062,1781,36030,2984,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420429,6747,378590,6962,344021,7290,34569,3293,27493,3064,3141,827,3935,973,8981,1573,9137,1659,5154,1133,18567,2031,210666,4575,189015,4641,172428,4643,16587,2361,13020,2102,1429,598,2138,794,4052,1049,4529,1133,3579,943,9491,1563,209763,4775,189575,5000,171593,5304,17982,1936,14473,1763,1712,483,1797,562,4929,987,4608,1196,1575,571,9076,1333,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,796394,12419,421132,10118,342010,9070,79122,5632,52457,4764,14444,2235,12221,2014,292860,8277,41068,3918,26205,3223,15129,1890,408152,8281,223672,6339,183365,6056,40307,3259,26554,2714,7118,1181,6635,1445,138914,5686,21288,2811,17054,2475,7224,1344,388242,7845,197460,6706,158645,5847,38815,3414,25903,2981,7326,1716,5586,1124,153946,5948,19780,2150,9151,1880,7905,1493,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8114069,32638,7236045,34118,6441875,36791,794170,17311,625014,15072,103250,6971,65906,4867,175465,9686,125162,7069,173110,7542,404287,11109,4226807,21257,3722371,23267,3300476,24873,421895,13132,324414,10872,56429,5171,41052,4624,84325,6758,71939,5219,123473,6186,224699,8111,3887262,23418,3513674,22818,3141399,22983,372275,10233,300600,8044,46821,3888,24854,2565,91140,5987,53223,4215,49637,4279,179588,6830,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4210086,26544,3793537,25523,3357492,23171,436045,13191,320887,11274,68122,5329,47036,5205,82719,4978,70311,4845,62049,5215,201470,6626,2229982,18960,1998277,16436,1752899,16489,245378,9625,174295,7123,39838,4387,31245,4645,41879,3889,42424,3974,42342,3865,105060,5714,1980104,15756,1795260,17698,1604593,16436,190667,7655,146592,7383,28284,2699,15791,2089,40840,3455,27887,2639,19707,2572,96410,4772,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,671731,7518,541113,8473,438016,8683,103097,5109,76575,4765,16853,1991,9669,1647,44827,3451,31752,2823,24563,2564,29476,2735,368238,5288,296298,5316,245065,5035,51233,3471,38884,3106,7981,1323,4368,880,19556,1989,20120,2295,16861,2105,15403,2061,303493,5204,244815,5281,192951,5628,51864,3273,37691,2854,8872,1350,5301,1215,25271,2743,11632,1613,7702,1394,14073,1678,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,675348,8131,592735,9495,525800,9840,66935,5360,50455,4789,9008,1770,7472,1514,5580,1048,19883,1991,16133,2382,41017,3189,364692,5288,316415,5776,277420,5808,38995,3404,28432,3247,5379,1198,5184,1318,3942,863,11394,1360,12335,1948,20606,2415,310656,6444,276320,6943,248380,6893,27940,3083,22023,2720,3629,935,2288,599,1638,645,8489,1463,3798,1112,20411,2200,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5922060,24000,4877898,23668,4357006,21740,520892,11398,406647,10160,69359,4477,44886,3751,509177,11777,185430,7906,105513,5484,244042,7533,3101067,14543,2558228,16612,2281717,15607,276511,7722,212876,6704,39498,3148,24137,2551,245261,8564,98362,6245,72072,4715,127144,5338,2820993,16798,2319670,17616,2075289,17794,244381,8219,193771,7267,29861,3021,20749,2690,263916,7966,87068,4692,33441,2786,116898,4791,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
