GEO_ID,B27012_001E,B27012_001M,B27012_002E,B27012_002M,B27012_003E,B27012_003M,B27012_004E,B27012_004M,B27012_005E,B27012_005M,B27012_006E,B27012_006M,B27012_007E,B27012_007M,B27012_008E,B27012_008M,B27012_009E,B27012_009M,B27012_010E,B27012_010M,B27012_011E,B27012_011M,B27012_012E,B27012_012M,B27012_013E,B27012_013M,B27012_014E,B27012_014M,B27012_015E,B27012_015M,B27012_016E,B27012_016M,B27012_017E,B27012_017M,B27012_018E,B27012_018M,B27012_019E,B27012_019M,B27012_020E,B27012_020M,B27012_021E,B27012_021M,B27012_022E,B27012_022M,B27012_023E,B27012_023M,B27012_024E,B27012_024M,B27012_025E,B27012_025M,B27012_026E,B27012_026M,B27012_027E,B27012_027M,B27012_028E,B27012_028M,B27012_029E,B27012_029M,B27012_030E,B27012_030M,B27012_031E,B27012_031M,B27012_032E,B27012_032M,B27012_033E,B27012_033M,B27012_034E,B27012_034M,B27012_035E,B27012_035M,B27012_036E,B27012_036M,B27012_037E,B27012_037M,B27012_038E,B27012_038M,B27012_039E,B27012_039M,B27012_040E,B27012_040M,B27012_041E,B27012_041M,B27012_042E,B27012_042M,B27012_043E,B27012_043M,B27012_044E,B27012_044M,B27012_045E,B27012_045M,B27012_046E,B27012_046M,B27012_047E,B27012_047M,B27012_048E,B27012_048M,B27012_049E,B27012_049M,B27012_050E,B27012_050M,B27012_051E,B27012_051M,B27012_052E,B27012_052M,B27012_053E,B27012_053M,B27012_054E,B27012_054M,B27012_055E,B27012_055M,B27012_056E,B27012_056M,B27012_057E,B27012_057M,B27012_058E,B27012_058M,B27012_059E,B27012_059M,B27012_060E,B27012_060M,B27012_061E,B27012_061M,B27012_062E,B27012_062M,B27012_063E,B27012_063M,B27012_064E,B27012_064M,B27012_065E,B27012_065M,B27012_066E,B27012_066M,B27012_067E,B27012_067M,B27012_068E,B27012_068M,B27012_069E,B27012_069M,B27012_070E,B27012_070M,B27012_071E,B27012_071M,B27012_072E,B27012_072M,B27012_073E,B27012_073M,B27012_074E,B27012_074M,B27012_075E,B27012_075M,B27012_076E,B27012_076M,B27012_077E,B27012_077M,B27012_078E,B27012_078M,B27012_079E,B27012_079M,B27012_080E,B27012_080M,B27012_081E,B27012_081M,B27012_082E,B27012_082M,B27012_083E,B27012_083M,B27012_084E,B27012_084M,B27012_085E,B27012_085M,B27012_086E,B27012_086M,B27012_087E,B27012_087M,B27012_088E,B27012_088M,B27012_089E,B27012_089M,B27012_090E,B27012_090M,B27012_091E,B27012_091M,B27012_092E,B27012_092M,B27012_093E,B27012_093M,B27012_094E,B27012_094M,NAME,B27012_001EA,B27012_001MA,B27012_002MA,B27012_002EA,B27012_003MA,B27012_003EA,B27012_004EA,B27012_004MA,B27012_005EA,B27012_005MA,B27012_006EA,B27012_006MA,B27012_007EA,B27012_007MA,B27012_008MA,B27012_008EA,B27012_009MA,B27012_009EA,B27012_010EA,B27012_010MA,B27012_011EA,B27012_011MA,B27012_012EA,B27012_012MA,B27012_013MA,B27012_013EA,B27012_014MA,B27012_014EA,B27012_015EA,B27012_015MA,B27012_016EA,B27012_016MA,B27012_017EA,B27012_017MA,B27012_018EA,B27012_018MA,B27012_019MA,B27012_019EA,B27012_020MA,B27012_020EA,B27012_021EA,B27012_021MA,B27012_022EA,B27012_022MA,B27012_023EA,B27012_023MA,B27012_024MA,B27012_024EA,B27012_025MA,B27012_025EA,B27012_026EA,B27012_026MA,B27012_027EA,B27012_027MA,B27012_028EA,B27012_028MA,B27012_029EA,B27012_029MA,B27012_030MA,B27012_030EA,B27012_031EA,B27012_031MA,B27012_032MA,B27012_032EA,B27012_033EA,B27012_033MA,B27012_034EA,B27012_034MA,B27012_035MA,B27012_035EA,B27012_036MA,B27012_036EA,B27012_037EA,B27012_037MA,B27012_038MA,B27012_038EA,B27012_039EA,B27012_039MA,B27012_040EA,B27012_040MA,B27012_041MA,B27012_041EA,B27012_042EA,B27012_042MA,B27012_043MA,B27012_043EA,B27012_044EA,B27012_044MA,B27012_045EA,B27012_045MA,B27012_046EA,B27012_046MA,B27012_047MA,B27012_047EA,B27012_048EA,B27012_048MA,B27012_049EA,B27012_049MA,B27012_050EA,B27012_050MA,B27012_051EA,B27012_051MA,B27012_052MA,B27012_052EA,B27012_053EA,B27012_053MA,B27012_054EA,B27012_054MA,B27012_055EA,B27012_055MA,B27012_056MA,B27012_056EA,B27012_057EA,B27012_057MA,B27012_058MA,B27012_058EA,B27012_059EA,B27012_059MA,B27012_060EA,B27012_060MA,B27012_061MA,B27012_061EA,B27012_062EA,B27012_062MA,B27012_063MA,B27012_063EA,B27012_064MA,B27012_064EA,B27012_065EA,B27012_065MA,B27012_066EA,B27012_066MA,B27012_067MA,B27012_067EA,B27012_068EA,B27012_068MA,B27012_069MA,B27012_069EA,B27012_070EA,B27012_070MA,B27012_071EA,B27012_071MA,B27012_072MA,B27012_072EA,B27012_073EA,B27012_073MA,B27012_074MA,B27012_074EA,B27012_075MA,B27012_075EA,B27012_076EA,B27012_076MA,B27012_077EA,B27012_077MA,B27012_078MA,B27012_078EA,B27012_079EA,B27012_079MA,B27012_080MA,B27012_080EA,B27012_081EA,B27012_081MA,B27012_082MA,B27012_082EA,B27012_083EA,B27012_083MA,B27012_084EA,B27012_084MA,B27012_085MA,B27012_085EA,B27012_086EA,B27012_086MA,B27012_087MA,B27012_087EA,B27012_088EA,B27012_088MA,B27012_089EA,B27012_089MA,B27012_090MA,B27012_090EA,B27012_091MA,B27012_091EA,B27012_092EA,B27012_092MA,B27012_093MA,B27012_093EA,B27012_094EA,B27012_094MA,state
0400000US06,28300786,5990,11135482,39916,6548334,30482,6316910,30798,5063165,26659,4415691,26080,538602,12659,21576,2471,218106,8816,1253745,19041,231424,5893,225374,5565,135176,4619,47677,2980,179619,4971,12366,1474,6050,1249,4587148,23906,4443247,23133,3825160,25377,3384920,24390,350238,8937,16429,2462,180787,5548,618087,14169,143901,5717,140999,5722,92803,4206,26713,2007,107576,5278,8723,1538,2902,905,7400403,37523,3429631,24965,3171029,23891,1946588,19727,1299304,16749,359034,10749,36571,3191,325506,9867,1224441,21918,258602,5954,252150,5611,102352,4212,64166,3356,240518,5491,22294,2458,6452,1182,3970772,28839,3726540,26983,2730956,25476,1833690,21014,467614,9842,39726,3153,499487,11141,995584,15185,244232,6585,240621,6310,97557,4170,73180,3716,225861,6168,22099,2081,3611,906,9764901,40563,3820668,24348,2328658,23686,1581659,19757,665250,13091,258829,9047,254920,7371,629514,13495,746999,16257,1492010,7387,1472899,7866,498328,7756,337965,7202,1447487,8473,309201,8040,19111,2360,5944233,30884,3811997,28076,2748984,22150,1315651,20065,427567,9219,259330,7700,1026822,13466,1063013,21087,2132236,9008,2092737,9475,614819,8842,530010,8210,2057720,9390,521529,9110,39499,3050,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3865758,2996,1751392,14674,1017863,11269,981317,10729,829210,10213,706058,10525,100294,5147,3639,887,25968,2837,152107,6200,36546,2479,36111,2457,20607,1903,8309,1338,29384,2009,1705,496,435,366,733529,10057,713375,10042,631245,9700,547029,8715,67294,3714,1895,612,26302,2676,82130,4710,20154,1706,19734,1646,12475,1586,5029,933,15050,1396,592,347,420,381,1072989,15408,489387,10707,444839,9855,293470,8712,191524,7071,61579,4435,7024,1550,38175,3487,151369,7019,44548,2737,43853,2679,16420,1512,15100,1464,42690,2737,3202,794,695,396,583602,9931,538595,9743,422666,8590,277775,7336,80668,4271,7533,1317,62204,3940,115929,5429,45007,2502,44850,2543,15924,1635,16270,1807,43019,2484,3619,800,157,234,1041377,13314,394838,7642,207281,6583,153176,5623,61680,3726,26756,2652,32790,2750,52408,3700,54105,3683,187557,3332,186768,3295,66403,2737,61135,2918,183545,3175,20924,1750,789,408,646539,9944,384756,9699,301392,8336,155708,5889,51483,3170,35587,3061,85545,5570,83364,4648,261783,2242,260734,2212,84463,3273,97660,3239,255881,2407,39143,2259,1049,488,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2742794,1530,1186018,11334,674002,8214,645013,8106,579634,7172,522657,7306,54544,3251,1960,794,21607,2723,65379,4658,28989,1786,28709,1795,19624,1498,6240,1037,23383,1702,1113,467,280,279,512016,7354,494017,7231,458237,7528,416373,6792,34413,2585,2166,654,25339,2640,35780,3391,17999,1720,17714,1678,13345,1489,3823,717,12598,1519,918,313,285,339,744302,11274,311922,7337,276890,7018,212759,5989,154199,5267,29490,2406,6259,1098,37512,3151,64131,4076,35032,2275,34758,2283,17546,1603,10552,1139,33701,2337,2708,559,274,208,432380,7152,393982,7020,340710,6598,245785,6109,42127,3117,6273,1125,63020,3534,53272,3679,38398,2212,38179,2244,18367,1610,14276,1545,36311,2163,3199,784,219,252,812474,10782,324323,7265,169330,6637,135733,6316,56310,3974,17318,2237,24309,2191,56304,4195,33597,3345,154993,2408,153746,2461,64153,2695,51940,2454,152097,2603,21231,1764,1247,610,488151,7230,253927,6504,219009,6108,114583,4729,28887,2661,26811,2389,75446,4353,34918,3102,234224,3031,231562,3061,85819,3732,85456,3783,228181,3203,40901,2403,2662,902,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,698421,815,300009,5999,160699,4371,155480,4259,139004,3622,124722,3635,10381,1532,808,401,6384,1303,16476,2159,5219,872,5132,855,3984,689,1074,409,4402,754,281,212,87,133,139310,3723,134531,3678,125922,3416,112850,3354,7872,1504,460,239,8638,1638,8609,1552,4779,825,4660,805,3486,678,903,334,4113,823,513,464,119,152,174916,5166,76303,3964,66542,3846,51296,2934,34019,2465,8330,1337,1398,616,10678,1511,15246,2657,9761,1067,9652,1037,5228,814,2662,575,9283,1009,752,285,109,148,98613,4243,89138,3851,75185,3419,48807,3063,8794,1488,1602,586,19526,2235,13953,2288,9475,1283,9475,1283,4786,906,2921,719,9333,1253,711,303,0,182,223496,4891,93094,3387,46872,3188,38901,2710,17616,1910,3750,1036,9709,1419,16785,2158,7971,1975,46222,1467,45984,1520,25243,1499,13603,1419,45785,1534,4743,855,238,210,130402,4078,68654,3931,59329,3522,29702,2410,5159,759,9225,1314,24194,2623,9325,1702,61748,1565,61152,1641,30312,1750,20158,1700,60930,1649,9319,1192,596,357,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,512198,740,245250,5310,122802,3730,117392,3603,110328,3484,95693,3364,13408,1846,985,558,7896,1738,7064,1547,5410,913,5371,898,4240,819,858,351,4333,840,492,440,39,64,122448,3880,117694,3806,112929,3680,98321,3869,12465,2153,562,396,9601,1267,4765,1085,4754,841,4713,833,3982,766,826,430,3684,778,286,264,41,69,122796,5231,53185,3554,49031,3411,42145,3075,26004,2461,9034,1674,715,361,11338,1677,6886,1922,4154,817,4090,793,2024,567,976,336,4019,785,388,197,64,105,69611,3850,65553,3746,59696,3448,35850,2776,12494,1686,656,347,15951,1909,5857,1050,4058,928,4058,928,2217,651,1178,461,3625,936,825,480,0,197,144152,5914,60121,3628,41475,3183,35567,3009,12181,1976,6574,1349,4324,1044,20535,2032,5908,1427,18646,1093,18646,1093,9643,1009,4182,803,17655,1095,4997,942,0,197,84031,3810,51245,3401,47168,3245,15365,1927,6791,1341,4352,977,28811,2527,4077,1080,32786,1247,32503,1260,16700,1397,8544,1205,30861,1207,9657,1240,283,236,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15019927,4591,5749328,29253,3159004,20638,3028187,21095,2306253,21334,1979401,20164,277456,9013,10957,1939,73534,4639,721934,16918,130817,5679,127791,5485,70221,3974,26179,2501,107937,5366,8221,1551,3026,1111,2590324,19814,2496810,19297,2043398,18404,1803341,18725,204123,7318,10886,1823,79745,5176,453412,12765,93514,4242,92273,4164,51070,3071,17532,2108,76389,3963,5116,1254,1241,601,3395137,26253,1574484,17274,1394740,17221,758431,15076,486573,12457,148793,6425,20849,2459,109251,5935,636309,16330,179744,5513,175870,5232,58782,3368,53963,3419,172277,5040,13512,1508,3874,1492,1820653,19579,1653866,18366,1091110,14690,716851,14063,198984,6834,18395,2258,179358,8586,562756,14728,166787,6011,163934,6052,50515,2944,50065,3518,158914,6241,11923,1565,2853,838,5875462,28487,2442650,19356,1210313,18215,797128,13563,311212,8361,112394,5665,185130,7114,301219,10514,413185,12108,1232337,7605,1220569,7644,366348,7585,358893,7693,1203506,7851,175812,6749,11768,2441,3432812,20992,1794697,20976,1249507,18704,557568,11971,219420,8281,204117,7094,429774,12247,545190,15497,1638115,7795,1613989,8281,425280,9040,499255,10359,1594755,8315,280289,8125,24126,3221,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7227250,5374,3060195,22590,1705077,15178,1652421,14832,1339876,16511,1207269,15684,138295,6969,5511,1287,20357,2407,312545,9780,52656,3484,52002,3461,31571,2381,11641,1622,45613,3270,3139,698,654,414,1355118,16841,1320863,16705,1133124,15919,1034438,15009,98474,6092,5791,1476,28895,2945,187739,7572,34255,2498,34018,2495,21456,2199,6831,1018,26829,2146,1871,572,237,293,1633984,19634,731941,13593,671146,12211,384896,10139,281981,8507,69877,3821,8454,1538,33084,3455,286250,9204,60795,3414,60288,3383,27015,2389,18215,1826,58560,3343,4067,850,507,279,902043,13580,845921,13629,588028,12967,430955,11313,91804,5762,8298,1536,67819,4191,257893,9180,56122,2833,55304,2814,23046,2018,18050,1485,53505,2746,4525,753,818,440,2533071,22858,981266,13637,615729,12768,408366,10643,184514,8031,51435,3912,101939,5432,137681,6368,207363,7969,365537,4719,363054,4623,132086,4883,104211,3677,359453,4760,58380,3308,2483,843,1551805,16742,1011197,17011,701721,15031,366625,9971,91454,5294,108869,4971,214667,8535,309476,10466,540608,4352,534215,4192,168165,5365,159565,4822,528503,4440,113241,4919,6393,1918,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1039143,2521,446687,7474,246341,5702,232619,5592,221362,5532,193266,5182,24181,2488,663,272,7476,1307,11257,1847,13722,1297,13450,1362,10479,977,2683,761,10377,1354,491,227,272,383,200346,4611,190356,4072,182162,3719,163926,3700,20078,2380,492,233,7118,1272,8194,1406,9990,1207,9990,1207,7574,1035,2345,759,7758,1051,435,247,0,177,253800,6802,118655,4946,106790,4793,85567,4381,62925,3638,11683,1813,1228,556,12929,1878,21223,2599,11865,1185,11614,1157,7725,987,3430,689,11078,1135,902,351,251,222,135145,4332,124814,4168,110607,4468,72362,3493,14912,1638,1200,525,20106,2329,14207,1939,10331,1238,10303,1242,6380,1055,2587,638,9602,1165,981,372,28,46,338656,6337,139046,4307,73298,4024,60551,3679,25468,2419,9924,1187,7567,1171,24088,2641,12747,1900,65748,1777,65416,1802,35124,2103,17040,1375,64168,1816,8406,1109,332,227,199610,4499,105733,4154,93380,3841,39144,2727,14933,1559,8339,1066,29720,2899,12353,1631,93877,1668,92866,1749,45631,2454,26790,1911,90831,1810,15066,1401,1011,656,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1151756,1357,455325,8119,272965,5831,264290,5722,216757,6159,188655,5713,36502,3147,727,453,4293,981,47533,3663,8675,1109,8662,1108,4340,850,3395,687,7744,1072,441,265,13,25,182360,5882,177244,5959,153120,5054,135157,5112,21657,2464,398,248,4983,1238,24124,2612,5116,948,5046,926,3054,658,1485,438,4043,799,335,228,70,117,339266,9274,151962,5354,135637,5515,87357,4947,56846,4294,22463,2543,1773,705,9338,1753,48280,2963,16325,1571,16235,1560,4745,933,7037,1043,15843,1537,1000,376,90,143,187304,6513,175261,6079,124708,5681,89020,4881,25055,2232,3995,1152,14840,1974,50553,3601,12043,1669,12002,1658,3556,955,5993,1111,11903,1638,738,318,41,51,357165,7414,142726,4042,70857,4000,54300,3320,20273,2181,8091,1410,17244,2198,20886,2300,16557,2230,71869,1846,71714,1864,19243,1884,30190,2326,70491,1914,7400,1312,155,185,214439,5440,121670,5352,90772,4532,47036,3368,20534,2330,14503,1875,22825,2726,30898,2591,92769,2251,92369,2307,24279,1792,42432,2587,91327,2226,12978,1582,400,261,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9639316,2624,4200644,20759,2373029,13901,2294327,14335,1978283,14522,1794118,14396,191513,6194,7667,1186,64300,3433,316044,8926,78702,3557,77869,3517,50627,2621,19610,1485,63659,3144,3347,748,833,375,1827615,15408,1770471,15346,1595780,14490,1439305,12783,129344,4564,7350,1350,91522,5317,174691,6242,57144,3248,55944,3173,39780,3036,12676,1284,43455,2691,2514,618,1200,535,2413214,22044,1067545,13252,967577,13057,650000,10783,483231,10151,105366,4126,13897,1771,77288,3942,317577,8797,99968,4272,99393,4306,45398,2653,37039,2446,96950,4200,6456,1182,575,298,1345669,15404,1245962,14828,1009710,13464,712570,11381,144997,5788,16023,1670,186301,6313,236252,7516,99707,3968,97807,3972,42668,2587,38214,2798,94161,3962,6615,1117,1900,707,3025458,18803,1203295,10924,678257,10465,464405,8413,216130,6330,69635,4250,92926,4046,149577,5978,213852,7382,525038,5011,518945,5323,199912,4824,183572,4145,512906,5323,62706,3446,6093,1360,1822163,14812,1049911,13666,806833,12739,423870,9295,109075,4829,98087,5264,268858,7241,243078,6819,772252,5401,763348,5652,251849,5153,302974,5370,752357,5841,120101,3413,8904,1425,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
