GEO_ID,B07409_001E,B07409_001M,B07409_002E,B07409_002M,B07409_003E,B07409_003M,B07409_004E,B07409_004M,B07409_005E,B07409_005M,B07409_006E,B07409_006M,B07409_007E,B07409_007M,B07409_008E,B07409_008M,B07409_009E,B07409_009M,B07409_010E,B07409_010M,B07409_011E,B07409_011M,B07409_012E,B07409_012M,B07409_013E,B07409_013M,B07409_014E,B07409_014M,B07409_015E,B07409_015M,B07409_016E,B07409_016M,B07409_017E,B07409_017M,B07409_018E,B07409_018M,B07409_019E,B07409_019M,B07409_020E,B07409_020M,B07409_021E,B07409_021M,B07409_022E,B07409_022M,B07409_023E,B07409_023M,B07409_024E,B07409_024M,B07409_025E,B07409_025M,B07409_026E,B07409_026M,B07409_027E,B07409_027M,B07409_028E,B07409_028M,B07409_029E,B07409_029M,B07409_030E,B07409_030M,NAME,B07409_001EA,B07409_001MA,B07409_002MA,B07409_002EA,B07409_003EA,B07409_003MA,B07409_004EA,B07409_004MA,B07409_005MA,B07409_005EA,B07409_006EA,B07409_006MA,B07409_007MA,B07409_007EA,B07409_008EA,B07409_008MA,B07409_009EA,B07409_009MA,B07409_010MA,B07409_010EA,B07409_011MA,B07409_011EA,B07409_012MA,B07409_012EA,B07409_013MA,B07409_013EA,B07409_014EA,B07409_014MA,B07409_015MA,B07409_015EA,B07409_016MA,B07409_016EA,B07409_017MA,B07409_017EA,B07409_018MA,B07409_018EA,B07409_019EA,B07409_019MA,B07409_020EA,B07409_020MA,B07409_021MA,B07409_021EA,B07409_022MA,B07409_022EA,B07409_023MA,B07409_023EA,B07409_024MA,B07409_024EA,B07409_025EA,B07409_025MA,B07409_026MA,B07409_026EA,B07409_027MA,B07409_027EA,B07409_028MA,B07409_028EA,B07409_029MA,B07409_029EA,B07409_030EA,B07409_030MA,state
0400000US18,4276458,10243,532327,10610,1507498,15910,1233443,15869,643763,11739,359427,9672,3765184,17031,452528,9342,1344156,15924,1078940,13908,567586,11725,321974,9449,305785,10387,51735,4110,106170,5413,93062,5631,38271,3521,16547,2421,120671,6410,18661,2125,37674,3166,36162,3698,20581,2783,7593,1317,84818,5586,9403,1766,19498,2686,25279,3040,17325,2033,13313,2000,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2030111,6042,169333,5090,656721,9224,668860,8671,368410,7555,166787,5474,1807876,8178,145398,4455,595092,9185,592556,7848,327270,7106,147560,4898,134160,5950,14629,1952,39484,3163,49071,3614,21592,2111,9384,1771,48620,2877,5951,925,13442,1389,16397,1810,8940,1404,3890,1114,39455,3554,3355,1054,8703,1698,10836,1749,10608,1667,5953,1218,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1865072,7282,182180,6021,508876,9226,605665,9182,363142,7638,205209,7892,1611443,10214,151823,6249,441611,8776,522839,9030,316260,7217,178910,6977,145673,8061,18631,2410,39495,3407,51164,4148,23785,2768,12598,1810,53152,3594,6834,1240,16314,1978,16076,1656,9661,1599,4267,925,54804,4412,4892,1311,11456,1690,15586,2239,13436,1967,9434,2059,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2920295,6979,473917,9286,995327,12085,815374,12433,376034,8629,259643,7431,2575421,10618,411712,8437,884429,11471,708781,12677,336522,8145,233977,6604,198418,8170,38909,3912,66462,4278,59360,3744,20235,2335,13452,2082,85157,5158,16948,1937,27288,2650,26925,3075,8945,1468,5051,1232,61299,4647,6348,1363,17148,2382,20308,2531,10332,1950,7163,1757,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2998329,7609,507849,11647,1028103,13349,806220,13586,430853,9224,225304,7703,2656159,11921,442485,11243,915716,12803,714024,12841,381181,8692,202753,6869,199863,9027,40159,3650,68946,5221,53244,4018,26804,2798,10710,1868,86359,5772,18589,2252,28817,3022,21885,2732,12194,2042,4874,1349,55948,4449,6616,1578,14624,2531,17067,2132,10674,2161,6967,1290,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,948606,3494,79564,3904,331197,6639,275805,6367,169763,5138,92277,4492,842137,6138,70125,3535,294504,6086,241548,6011,152222,4484,83738,4082,66031,4879,6652,1231,23767,2627,21918,2377,9284,1838,4410,1102,19379,2274,1453,539,6996,1661,5540,1142,4096,893,1294,416,21059,2829,1334,770,5930,1643,6799,1540,4161,1031,2835,855,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3942336,8728,431032,11251,1030651,15929,1031553,12230,789300,14565,659800,11057,3526532,12674,379454,10763,929114,15044,917306,11870,704097,13478,596561,11180,234925,10193,35791,3652,64061,4766,63577,4816,39308,4078,32188,3251,92250,5878,9981,1812,20343,2929,28180,2857,22400,2830,11346,1541,88629,5688,5806,1630,17133,2395,22490,2681,23495,2559,19705,2643,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4533567,9152,465727,10330,1178611,16263,1111842,16399,1005514,13665,771873,12844,4051914,13136,411478,9610,1069958,15141,1003438,14485,880976,13416,686064,12433,291349,11169,39253,3697,76508,5457,69551,5009,64708,5621,41329,3766,100975,6418,9546,1732,17139,2144,20648,2345,31775,3838,21867,2671,89329,6936,5450,1106,15006,2562,18205,2808,28055,3389,22613,2665,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6620394,8817,712640,11408,2027129,15029,2161802,16544,1059139,11783,659684,11146,5841178,16557,613169,11336,1796363,15651,1899453,15012,940340,11278,591853,9822,488380,13261,70165,4452,150921,7757,169718,6422,63208,4511,34368,3153,189596,7134,22095,2224,55855,3547,61799,4073,34290,3359,15557,1781,101240,5855,7211,1422,23990,2907,30832,3624,21301,2592,17906,2670,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3589487,7024,268464,6932,952569,11772,1180535,13940,802942,11779,384977,8680,3176771,11473,226800,6733,849386,10762,1045478,13032,710843,11315,344264,7960,229609,8167,26125,2775,58185,3889,75894,3998,50274,3786,19131,2079,122204,6814,10699,1500,31903,2451,41429,3466,26746,2894,11427,1924,60903,4869,4840,1114,13095,2318,17734,2220,15079,2362,10155,1473,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1906044,7551,337767,9252,582207,11017,592130,13186,248844,8753,145096,5431,1697482,10650,299924,9126,518877,10596,524164,12457,224433,8764,130084,5071,115170,7814,21977,2873,37095,3973,37050,3758,11605,1943,7443,1804,57353,4006,11186,1713,16906,2146,19073,2218,6423,1199,3765,1163,36039,4110,4680,1271,9329,1385,11843,2275,6383,1797,3804,1208,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4006050,10101,479573,9909,1269242,16416,1199447,15597,667306,11386,390482,10879,3490355,14818,403766,9379,1113838,15513,1036307,13435,586305,10054,350139,9987,294346,10345,45923,3629,92348,5438,94129,5863,42008,3958,19938,2402,136444,7770,22607,2096,42811,3112,42202,3529,20622,2847,8202,1339,84905,6262,7277,1237,20245,2977,26809,3062,18371,2320,12203,1848,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,685795,4575,49207,3226,203382,5287,230739,5836,139316,4815,63151,3620,598132,5428,42444,2904,178333,5144,200102,5338,121966,4562,55287,3132,49789,4111,4534,1149,15687,2177,16890,1865,8886,1476,3792,1049,17697,2542,1288,641,5035,1051,6320,1456,3760,1129,1294,436,20177,3361,941,516,4327,1017,7427,2065,4704,1045,2778,1224,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1208706,3995,115942,3761,333032,6291,407521,7367,234305,5670,117906,4215,1059175,5621,95996,3507,296309,6061,356976,6406,206057,5409,103837,3835,91717,5131,13607,2200,24040,2283,31321,2879,15653,1962,7096,1201,29133,2676,2604,670,8187,1363,11347,1752,4869,834,2126,674,28681,3318,3735,1272,4496,1021,7877,1609,7726,1595,4847,1343,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1814683,8088,273886,7845,521460,10847,615721,12099,268708,8178,134908,5440,1471667,12920,216416,8391,424565,11009,494338,10220,220046,6821,116302,4507,264896,10574,47780,5043,76555,5581,92602,5580,35729,4238,12230,2320,15741,2426,2773,976,5019,1489,6203,1517,1350,484,396,269,62379,5598,6917,1776,15321,2684,22578,3264,11583,1617,5980,1149,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,908877,4480,74223,5334,268201,7229,253998,7578,197398,6388,115057,5675,817339,5492,64497,4591,242831,6357,228024,6485,177320,6092,104667,5529,52527,5237,7111,1740,15202,2344,16124,2750,9665,1644,4425,1066,17062,2448,1386,621,6344,1240,4054,1029,3338,914,1940,612,21949,2330,1229,705,3824,757,5796,1269,7075,1242,4025,995,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6051315,8997,706092,13992,1732784,17952,1413671,18288,1364933,15271,833835,14751,5514624,13129,635061,12825,1600357,17064,1289570,17626,1233879,14334,755757,14650,299659,11612,49180,4475,81814,5061,71057,4632,64857,4938,32751,3121,116378,6270,13138,1784,29353,3346,25991,2396,29699,3162,18197,2509,120654,7490,8713,1788,21260,2858,27053,3144,36498,3749,27130,3315,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1359006,5639,210763,7148,358709,9867,435227,9455,201943,7914,152364,5574,1196464,8722,191127,7000,315705,8837,379000,8501,175226,7490,135406,5457,95866,5804,12835,1774,28946,3979,32864,3069,13420,2006,7801,1461,26757,3383,3533,1009,6285,1406,10809,2152,4069,1255,2061,700,39919,3607,3268,926,7773,1333,12554,2102,9228,1421,7096,1715,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,13315999,14785,1948318,20266,3590019,31529,3342384,28544,2524117,21544,1911161,21832,12013251,23798,1750898,21064,3273811,31786,3020768,26477,2248331,21147,1719443,20390,785169,19691,127350,6326,207605,7404,199365,8423,153450,8961,97399,6286,272938,10351,46120,3703,60929,3796,66486,4446,60446,4855,38957,3819,244641,10287,23950,2927,47674,4621,55765,4103,61890,5263,55362,4538,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6439680,12647,959534,18453,1753891,19444,1978627,18974,1150410,15449,597218,9541,5671813,19733,834528,15826,1562419,18124,1731968,17815,1016550,16065,526348,9781,448786,14708,81462,6574,114617,6211,148230,7324,72095,4769,32382,3550,182161,8453,31423,3657,45161,3616,57272,4300,31011,3510,17294,2381,136920,8135,12121,1935,31694,3642,41157,3679,30754,3251,21194,3121,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,451587,3774,37449,2146,126272,3907,160899,4297,89429,4262,37538,3045,391788,4363,33028,2069,111434,3558,140258,4687,75640,3786,31428,2620,30894,2484,2406,630,7177,1287,11300,1602,7154,1223,2857,947,14757,1858,1495,427,4372,1084,4820,1016,2521,775,1549,775,14148,2401,520,324,3289,832,4521,1315,4114,1075,1704,790,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7750284,11354,864614,14065,2682565,20927,2248833,16934,1235927,14584,718345,12850,6849994,17088,744136,12163,2393328,19686,1959854,16046,1104638,14870,648038,11477,583931,13571,85073,5340,202431,7037,192440,7321,72334,4336,31653,2773,198184,8410,26286,2430,60653,4522,63082,4624,31572,2672,16591,2504,118175,7025,9119,1530,26153,3239,33457,3349,27383,3150,22063,2830,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2475098,8108,330205,7066,781635,10366,774460,9933,391009,7182,197789,5946,2138556,8432,277294,6675,678277,9759,665798,9015,343194,6658,173993,5422,195649,7180,32637,3286,61771,3705,63617,3496,26761,2893,10863,1796,84840,4073,12872,1366,27779,2600,27388,2061,11459,1668,5342,1081,56053,5200,7402,1684,13808,2486,17657,2723,9595,1819,7591,1313,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2650420,8159,270979,9407,666327,10971,923389,13124,492724,10122,297001,7996,2270713,12211,227766,9587,571682,10323,785567,12189,423948,10330,261750,7440,240491,9656,29043,3764,61991,4212,89217,5969,41072,3598,19168,2561,74936,5216,9050,2016,19073,2416,27894,3047,12208,2167,6711,1229,64280,5143,5120,1422,13581,2097,20711,2508,15496,1933,9372,1637,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8747039,9128,963207,14251,3222211,23076,2128337,16462,1483416,16106,949868,16106,7902283,16856,858196,12496,2940360,21406,1915687,16016,1330170,14548,857870,15217,535814,12550,75278,3904,192067,7920,138751,6744,82879,5089,46839,3430,171502,8256,19585,1974,56804,4151,41467,3206,34894,2993,18752,2803,137440,7539,10148,1989,32980,3841,32432,3108,35473,3212,26407,3354,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,709020,4397,97928,5037,196990,8203,190927,6004,133339,5332,89836,4430,633272,6159,86967,4891,177813,7780,168484,5703,117875,5223,82133,4282,45941,5082,8562,1619,13570,2441,13643,2465,6783,1446,3383,1070,12403,2238,1057,552,2863,895,4838,1178,2857,1023,788,386,17404,2616,1342,624,2744,764,3962,1206,5824,1527,3532,808,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3127967,9653,474769,10148,932731,13777,936455,14028,501095,11224,282917,8290,2749693,13633,415279,8766,825783,14001,815050,14236,440438,10719,253143,7791,217749,8364,39812,3470,66102,4615,70471,4659,29592,3492,11772,2159,84451,5617,13064,1864,24784,3337,25345,3240,12777,1928,8481,1564,76074,5716,6614,1381,16062,2547,25589,3010,18288,2689,9521,1800,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,541141,2983,50565,2685,177386,4650,170122,4929,98993,3720,44075,3463,469819,5173,42857,2590,156204,4562,144685,4661,87165,3347,38908,3123,38371,3517,5076,1254,13016,1720,15130,2220,4331,942,818,314,19530,2835,1797,660,5569,1321,5994,1277,3587,1013,2583,1051,13421,2109,835,505,2597,746,4313,977,3910,1134,1766,672,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
