GEO_ID,C17014_001E,C17014_001M,C17014_002E,C17014_002M,C17014_003E,C17014_003M,C17014_004E,C17014_004M,C17014_005E,C17014_005M,C17014_006E,C17014_006M,C17014_007E,C17014_007M,C17014_008E,C17014_008M,C17014_009E,C17014_009M,C17014_010E,C17014_010M,C17014_011E,C17014_011M,NAME,C17014_001EA,C17014_001MA,C17014_002EA,C17014_002MA,C17014_003EA,C17014_003MA,C17014_004EA,C17014_004MA,C17014_005MA,C17014_005EA,C17014_006MA,C17014_006EA,C17014_007EA,C17014_007MA,C17014_008EA,C17014_008MA,C17014_009EA,C17014_009MA,C17014_010MA,C17014_010EA,C17014_011MA,C17014_011EA,state
0400000US06,8585787,27380,1111400,15617,368819,9369,556721,10665,154901,6324,30959,2729,7474387,28093,804022,12069,2441543,25031,3202298,24776,1026524,15845,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278264,10500,118607,5656,31257,2909,65829,4244,18117,1893,3404,977,1159657,11072,118299,3560,354833,7482,565400,9094,121125,4882,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,902369,9154,70924,4265,28805,2472,35363,3590,6136,1221,620,333,831445,8840,83502,3332,251638,7161,381257,6856,115048,4658,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,225593,4537,18399,2121,6315,1236,8924,1597,2571,728,589,560,207194,4348,28455,1643,62879,3274,88851,3875,27009,2752,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112493,3951,15690,1571,7260,1147,6804,1060,1390,686,236,211,96803,3781,9003,1240,32109,2554,48192,2883,7499,1243,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4598222,24279,580789,12915,216700,9174,288964,10130,67703,4499,7422,1325,4017433,24594,736015,10455,1312992,19123,1600933,20100,367493,8955,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2406226,16700,361820,10541,127867,6611,188242,7279,40287,3138,5424,1195,2044406,15943,238144,6939,702919,13717,912951,12866,190392,6867,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309165,5759,26514,2112,8755,1393,13224,1725,4043,915,492,301,282651,5838,29920,1934,80819,3247,119013,4406,52899,2884,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,405908,6386,47558,3550,12831,2032,25330,2553,7787,1376,1610,743,358350,6909,47893,2709,108014,4650,165949,5551,36494,2778,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3121020,16046,339595,8078,112745,4436,178450,5864,41863,3012,6537,1170,2781425,15435,304224,5105,829109,12034,1277773,14521,370319,8749,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1648172,14329,186201,5877,56470,3613,103698,5031,22634,2038,3399,892,1461971,13691,184251,4372,444941,10039,675407,10773,157372,5679,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
