GEO_ID,C18106_001E,C18106_001M,C18106_002E,C18106_002M,C18106_003E,C18106_003M,C18106_004E,C18106_004M,C18106_005E,C18106_005M,C18106_006E,C18106_006M,C18106_007E,C18106_007M,C18106_008E,C18106_008M,C18106_009E,C18106_009M,C18106_010E,C18106_010M,C18106_011E,C18106_011M,C18106_012E,C18106_012M,C18106_013E,C18106_013M,C18106_014E,C18106_014M,C18106_015E,C18106_015M,C18106_016E,C18106_016M,C18106_017E,C18106_017M,C18106_018E,C18106_018M,C18106_019E,C18106_019M,C18106_020E,C18106_020M,C18106_021E,C18106_021M,NAME,C18106_001EA,C18106_001MA,C18106_002EA,C18106_002MA,C18106_003MA,C18106_003EA,C18106_004MA,C18106_004EA,C18106_005EA,C18106_005MA,C18106_006EA,C18106_006MA,C18106_007EA,C18106_007MA,C18106_008MA,C18106_008EA,C18106_009MA,C18106_009EA,C18106_010MA,C18106_010EA,C18106_011EA,C18106_011MA,C18106_012EA,C18106_012MA,C18106_013EA,C18106_013MA,C18106_014MA,C18106_014EA,C18106_015MA,C18106_015EA,C18106_016MA,C18106_016EA,C18106_017MA,C18106_017EA,C18106_018EA,C18106_018MA,C18106_019EA,C18106_019MA,C18106_020MA,C18106_020EA,C18106_021MA,C18106_021EA,state
0400000US06,34987590,6369,17214375,7363,3415742,3971,39751,3471,3375991,5127,11816597,6723,179614,6287,11636983,9028,1982036,3012,163706,6106,1818330,6597,17773215,5251,3271062,3334,22273,2295,3248789,3874,11981784,4242,198497,6360,11783287,7028,2520369,2794,312493,8099,2207876,8478,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4757771,3181,2356351,4248,454263,2288,3835,866,450428,2362,1633437,3669,20916,2452,1612521,4230,268651,1391,13065,1744,255586,2295,2401420,3085,437750,2208,2978,978,434772,2432,1636726,2764,24506,2573,1612220,3665,326944,1422,25507,2408,301437,2629,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3341549,1439,1615753,2355,305506,1227,4115,1308,301391,1726,1091233,2202,14939,1840,1076294,2685,219014,1191,10583,1175,208431,1459,1725796,2163,293249,1287,2660,757,290589,1278,1141926,1728,17017,2034,1124909,2518,290621,1391,26215,2049,264406,2265,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,846730,949,405952,1340,75856,827,502,297,75354,869,268894,960,5253,1040,263641,1428,61202,569,3675,923,57527,1019,440778,994,72453,800,348,227,72105,786,292323,787,5250,1003,287073,1183,76002,683,5524,846,70478,1016,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,582431,742,271038,908,34930,285,630,445,34300,520,207898,794,2950,940,204948,1130,28210,316,2211,711,25999,762,311393,733,35303,275,259,193,35044,372,234492,636,4320,862,230172,1112,41598,482,3189,824,38409,933,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17942110,5061,8663556,7270,1487418,4578,15829,1909,1471589,5139,5633240,5919,111648,5812,5521592,8708,1542898,3018,95331,4478,1447567,5503,9278554,6785,1434765,4789,10794,1815,1423971,4983,5945373,4955,113369,5077,5832004,6765,1898416,3412,170746,6686,1727670,7636,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9048306,5197,4349611,7837,931327,5485,8388,1864,922939,6028,2939296,6247,58584,4213,2880712,7020,478988,2652,38106,2769,440882,3555,4698695,7526,889729,5171,4470,1032,885259,5379,3177981,6012,61349,4205,3116632,6978,630985,2925,75544,4194,555441,5543,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1252695,2462,613364,2678,109322,808,1185,436,108137,1006,412707,2804,7138,1395,405569,3012,91335,939,6361,1095,84974,1437,639331,1698,104230,766,911,415,103319,826,420903,1332,5311,1282,415592,1801,114198,669,10181,1731,104017,1729,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1461946,2051,726443,3153,158790,2209,2687,1275,156103,2692,470784,2062,9110,1703,461674,2664,96869,875,6805,1195,90064,1479,735503,2818,151400,1837,1435,787,149965,1971,474175,2041,8805,1384,465370,2726,109928,1077,10025,1781,99903,1863,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11884344,2275,5788916,5557,1145047,3007,13457,1849,1131590,3422,3940161,4352,64847,4116,3875314,5047,703708,1879,44814,2602,658894,3417,6095428,5363,1099981,2692,9179,1519,1090802,2887,4066344,4048,68644,4027,3997700,5573,929103,2947,89747,4245,839356,5322,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6012985,2770,2935336,3740,595446,3097,7533,1400,587913,3643,1966997,3612,39796,3000,1927201,4770,372893,1829,24477,2044,348416,2812,3077649,3788,565832,2878,5205,1128,560627,2823,2031261,3030,39235,2891,1992026,4340,480556,1774,40930,2257,439626,2590,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2832867,2224,1400046,3469,269380,2555,3295,777,266085,2637,934508,2170,13272,1544,921236,2654,196158,1233,11480,1372,184678,1859,1432821,3265,255050,2343,2670,788,252380,2544,928245,2381,14240,1382,914005,2389,249526,1767,17514,1387,232012,2026,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2623998,2455,1288852,3563,263400,2151,3229,1027,260171,2277,858686,3378,13837,1501,844849,3755,166766,1405,9516,1398,157250,2071,1335146,2914,255099,1985,1797,526,253302,2086,871150,2218,16507,1789,854643,2840,208897,1411,16989,1827,191908,2239,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4016045,2807,1951423,3984,380550,2290,5310,1017,375240,2396,1312286,3160,36427,2744,1275859,4417,258587,1428,21922,1783,236665,2150,2064622,3273,358803,2324,3708,820,355095,2500,1373449,2430,37594,2998,1335855,3575,332370,1942,34976,2323,297394,2650,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4189604,3158,2013682,4450,413792,3316,5773,1251,408019,3536,1350133,3164,31175,2739,1318958,4122,249757,1748,20382,1712,229375,2525,2175922,3522,394355,2607,3163,853,391192,2767,1454698,2702,34901,2634,1419797,3784,326869,2005,45221,2675,281648,3112,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1249513,1039,609177,2113,102787,1081,1822,605,100965,1317,407162,1759,9225,1424,397937,2392,99228,833,4824,875,94404,1222,640336,2135,96518,1261,1242,466,95276,1227,423605,1328,8190,1041,415415,1734,120213,813,8573,1208,111640,1542,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5423575,2495,2593483,3265,496868,2004,5385,1185,491483,2216,1777886,2905,24063,2016,1753823,3567,318729,1490,19294,1870,299435,2275,2830092,3112,479629,1960,3735,1143,475894,2445,1930360,2180,26773,2446,1903587,3205,420103,1837,37394,2794,382709,3234,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6202992,1199,2985943,2335,526346,1493,8604,1656,517742,2127,2064653,2069,32646,3218,2032007,3767,394944,1935,27383,2243,367561,2912,3217049,2264,507767,1616,4404,850,503363,1583,2182282,1844,35963,3713,2146319,4130,527000,1981,48119,2855,478881,3455,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9200954,1869,4482676,3982,866210,2013,9912,1394,856298,2517,2997541,3167,70183,3912,2927358,4895,618925,1602,43544,2161,575381,2694,4718278,3664,825865,2353,5097,842,820768,2556,3107208,2399,76970,3746,3030238,3985,785205,2188,75841,3156,709364,3461,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4972434,1821,2459009,3135,474780,2314,6354,1076,468426,2525,1672402,2683,24359,2088,1648043,3243,311827,1371,17584,1804,294243,2294,2513425,3232,453380,2104,4146,898,449234,2420,1671682,2476,26822,2319,1644860,3462,388363,1791,28304,2317,360059,2883,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2716009,2665,1289340,4152,277670,3279,2621,855,275049,3357,846611,2937,23492,2373,823119,3473,165059,1346,15861,1805,149198,2271,1426669,3585,265537,2923,1414,572,264123,2985,937233,3081,26191,2597,911042,3692,223899,1441,29717,2414,194182,2684,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5534195,2761,2686011,4992,527754,3639,6307,1336,521447,3771,1784694,3323,38395,3286,1746299,4658,373563,2172,25548,2356,348015,3118,2848184,4223,497346,2725,3754,940,493592,2861,1876763,3298,41719,2678,1835044,3851,474075,2571,42319,2979,431756,3752,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
