GEO_ID,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,NAME,B25072_001EA,B25072_001MA,B25072_002MA,B25072_002EA,B25072_003MA,B25072_003EA,B25072_004MA,B25072_004EA,B25072_005MA,B25072_005EA,B25072_006EA,B25072_006MA,B25072_007EA,B25072_007MA,B25072_008MA,B25072_008EA,B25072_009MA,B25072_009EA,B25072_010EA,B25072_010MA,B25072_011EA,B25072_011MA,B25072_012EA,B25072_012MA,B25072_013MA,B25072_013EA,B25072_014MA,B25072_014EA,B25072_015EA,B25072_015MA,B25072_016MA,B25072_016EA,B25072_017EA,B25072_017MA,B25072_018EA,B25072_018MA,B25072_019MA,B25072_019EA,B25072_020EA,B25072_020MA,B25072_021EA,B25072_021MA,B25072_022EA,B25072_022MA,B25072_023EA,B25072_023MA,B25072_024MA,B25072_024EA,B25072_025MA,B25072_025EA,B25072_026EA,B25072_026MA,B25072_027EA,B25072_027MA,B25072_028EA,B25072_028MA,B25072_029EA,B25072_029MA,state
0400000US06,5770841,24980,391947,7925,36845,3544,32789,2786,30924,2440,29508,2621,233966,7044,27915,2778,1474774,16131,296107,8835,199310,8709,164666,6625,134094,6828,619214,12595,61383,4406,3207419,21261,635446,11765,380047,10500,344637,9874,278260,6940,1420178,15352,148851,5953,696701,11384,77469,3783,48163,2921,76376,3968,64604,3877,373390,8040,56699,2983,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,717930,9538,90476,4059,10527,1726,9408,1540,8114,1582,8177,1627,50844,3285,3406,953,211132,5890,53873,3527,30136,2744,27849,2713,20802,2250,72408,4508,6064,1142,341259,8017,86865,4549,44955,3562,38664,3076,29191,2706,124671,5599,16913,2053,75063,3778,10777,1569,6119,1085,7830,1264,6739,1181,35974,2561,7624,1297,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,449360,8680,28373,2929,2972,747,3509,883,2560,989,2316,680,14764,1834,2252,899,113394,4210,29598,2532,16350,2214,10665,1532,9105,1222,42300,2747,5376,1518,230024,7662,54965,4107,23939,2407,26044,3061,17371,2345,94634,3854,13071,1922,77569,3251,10055,1399,5236,1011,11761,1683,8139,1348,34301,2579,8077,1410,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,99258,4117,10691,1680,1326,684,915,514,1697,905,1213,674,4752,1091,788,416,23557,1946,7100,1358,2971,1012,2334,763,2227,751,8474,1256,451,321,51087,3562,13304,2026,6320,1406,6541,1618,3613,986,18403,2398,2906,892,13923,1408,2727,771,952,334,1710,587,1514,640,5100,948,1920,566,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,155981,4855,12127,1433,1310,537,488,221,1130,408,1057,595,7398,1015,744,377,50600,2761,12480,1586,7910,1487,7323,1338,4326,1081,16444,1956,2117,880,74694,3671,19883,2246,8205,1435,9393,1499,5028,1043,27884,2359,4301,1009,18560,1558,4322,831,1451,686,3042,829,1291,430,7945,1282,509,323,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2473515,22250,203038,8287,20628,2589,14542,2286,17944,2064,15454,1839,113896,6162,20574,2657,604829,10545,103074,5762,80914,4746,72040,4801,56427,4438,256568,9914,35806,3539,1306163,17420,252309,8707,151418,7493,129073,5690,109484,6261,575440,13222,88439,4707,359485,8801,43023,3382,26762,2335,33818,2875,28511,2463,185150,6837,42221,3106,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1284206,16668,130780,6342,14085,1860,11185,1832,10714,2019,11203,2269,68143,4989,15450,2227,361194,8650,80450,4971,47369,3881,39173,3897,31101,3267,136769,6983,26332,2723,660944,13046,155986,6808,69725,4413,71373,4703,48690,4153,250918,9470,64252,4187,131288,4720,18094,2084,11168,1778,12932,1704,10918,1547,55456,3062,22720,2348,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,192978,4122,14725,1703,1608,674,1729,714,835,424,1222,524,7630,1170,1701,692,50054,2502,7517,1305,6074,1367,5343,1059,4164,1080,23449,1983,3507,873,102750,3092,20413,2267,13745,1617,10680,1601,9803,1609,39402,3279,8707,1512,25449,1947,5040,814,2183,620,3230,942,2063,495,9276,1154,3657,805,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,184435,6150,31169,2484,7023,1419,3366,1049,3182,912,3133,970,13264,1808,1201,713,51416,3730,15453,2075,4939,1184,5018,1140,3895,1144,18972,2557,3139,822,77886,4037,21494,2467,9412,1848,6930,1270,7663,1656,24760,2587,7627,1611,23964,2330,2930,893,2048,716,3060,990,2733,810,10106,1270,3087,824,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1593090,15616,149042,5446,19817,2405,12662,1377,13253,1860,10943,1571,77228,3954,15139,2108,447217,8602,121697,5223,62344,3953,46986,3795,34689,3063,155884,7079,25617,2879,779546,11554,198488,7335,92417,4623,84902,5005,58365,3414,288387,8395,56987,3416,217285,6514,31591,2561,16382,1646,25770,2366,20352,1788,102492,5366,20698,1767,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,759297,12471,101736,4525,15772,1970,11095,1918,8492,1389,7750,1364,49940,3314,8687,1473,199366,6042,53178,3981,25754,2681,22535,2541,15175,1819,70209,4060,12515,1705,363274,8663,103912,4846,40619,3123,38047,3220,29325,2564,123208,4873,28163,2416,94921,3977,14604,1616,9837,1298,11491,1350,9504,1289,39280,2580,10205,1343,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,344464,7798,58926,3087,12630,2039,5586,960,4998,927,4195,978,28649,2219,2868,707,91466,4140,34308,2791,12008,1525,7811,1363,5403,1049,27018,2894,4918,1087,141733,5241,45444,3243,17761,1879,13880,1768,10053,1478,41940,3066,12655,1397,52339,2629,9791,1115,4974,819,6094,851,6086,972,19506,1720,5888,664,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,374720,6600,55004,2617,9280,1222,6894,1318,5285,1070,4247,937,24886,2212,4412,1186,102006,3504,31181,2381,13825,1659,13608,1931,7577,1288,29608,2931,6207,942,166495,5523,51354,3302,19953,1979,19658,2204,12818,1564,49273,3146,13439,1515,51215,2529,8962,1269,4978,890,6190,1139,4154,907,20805,1922,6126,954,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,562695,7784,65703,3537,10067,1738,7466,1775,5689,1273,6647,1779,29371,2409,6463,1273,137604,4600,38339,2662,18328,2500,11531,1515,11023,2085,44553,3129,13830,2006,286280,7128,76932,3876,32721,2874,27518,2825,20682,2647,95484,4865,32943,2442,73108,2948,11349,1454,7980,1444,9245,1327,6649,1224,25650,2372,12235,1382,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,589339,11722,65987,3998,9706,1979,6183,1269,3584,1044,4295,1141,34289,2939,7930,1515,163233,6990,43217,3656,17379,2300,14457,1719,11760,1993,60675,4323,15745,2067,296719,7691,72086,4516,27998,2657,27441,2929,20072,2159,108372,5285,40750,3354,63400,3285,10019,1319,4984,1048,6035,1188,6407,1161,23408,2076,12547,1446,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
