GEO_ID,C19101A_001E,C19101A_001M,C19101A_002E,C19101A_002M,C19101A_003E,C19101A_003M,C19101A_004E,C19101A_004M,C19101A_005E,C19101A_005M,C19101A_006E,C19101A_006M,C19101A_007E,C19101A_007M,C19101A_008E,C19101A_008M,C19101A_009E,C19101A_009M,C19101A_010E,C19101A_010M,C19101A_011E,C19101A_011M,NAME,C19101A_001MA,C19101A_001EA,C19101A_002EA,C19101A_002MA,C19101A_003MA,C19101A_003EA,C19101A_004EA,C19101A_004MA,C19101A_005EA,C19101A_005MA,C19101A_006MA,C19101A_006EA,C19101A_007MA,C19101A_007EA,C19101A_008EA,C19101A_008MA,C19101A_009MA,C19101A_009EA,C19101A_010EA,C19101A_010MA,C19101A_011EA,C19101A_011MA,state
0400000US34,1589409,10632,39962,3246,27880,2663,72071,3489,95360,4867,143827,5163,255868,7106,229619,6880,339607,7282,185175,5491,200040,4691,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,381358,6901,23140,2331,16372,2194,38082,3002,40269,2786,51761,3062,70336,3379,53175,3046,54325,3049,20127,2148,13771,1574,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3123455,14395,100297,4338,77455,4226,192995,8264,220851,6225,332829,6691,554456,9522,448674,7154,598090,10051,275224,6535,322584,7905,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1816289,13188,74161,4759,49376,3617,154016,6435,177011,5868,258680,6740,373705,7811,277151,7252,268391,7530,89737,4298,94061,4267,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,162341,3688,3857,829,2848,649,9725,1461,11825,1433,20705,1798,34556,2523,28441,2140,30637,1958,9522,1345,10225,1277,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2495012,12942,100495,4561,71911,3411,183640,6110,219622,7173,362335,8077,542620,8998,391507,8938,385364,8429,125466,4919,112052,4552,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,746411,6407,34189,2450,22515,1550,65480,2789,77532,2784,112381,3914,158839,4702,109613,3971,101918,3287,33243,2400,30701,1980,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,853707,7961,41472,3366,27563,2620,70187,4084,77279,3332,123557,4510,177563,6202,125313,5019,133787,4770,40746,2767,36240,2373,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2740168,12810,86958,4214,61996,2890,181130,5586,234153,6011,362635,8224,569613,9132,448419,8782,469981,7741,170101,5414,155182,3984,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,218095,5046,8069,1353,3756,985,12444,1473,15920,1842,25191,2268,41198,2989,34664,2752,44690,2349,17076,1749,15087,1637,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,854371,9053,36730,3178,22705,2297,74386,4708,81394,4187,125632,4923,181835,5594,124605,4659,125779,4912,42855,2847,38450,2949,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,186155,3818,4823,1008,3638,816,12921,1614,16706,1751,28593,2484,42599,2366,34343,2235,28015,2206,7739,1180,6778,1113,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1336175,11565,59808,3987,48435,3658,121912,5773,145202,6127,207038,7933,278514,7228,186767,6334,174721,6445,57060,3547,56718,3317,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4816510,22294,220090,7526,169540,6576,424888,9740,453527,11002,631370,12196,898604,13179,655802,14493,757129,11346,298496,8529,307064,7638,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,602965,6836,19080,2244,13007,2117,38201,2593,47440,2535,85161,3852,141271,5066,100994,4210,100903,3937,30918,2220,25990,2340,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,156056,3178,4747,904,4075,969,10035,1323,12637,1289,23251,1708,33555,1826,26428,1817,26496,1758,7225,1028,7607,829,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1485916,11826,41237,3313,28419,2946,80609,4178,104250,3924,167920,6295,262396,7948,225153,6929,276948,6502,139800,4825,159184,4363,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1389978,13580,47837,3641,30836,2990,84542,4911,99943,4685,173107,6100,285891,7769,213098,6247,265018,6437,98889,4119,90817,4093,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,449072,7505,26227,2369,17581,1838,46634,3390,52649,2887,72542,3706,95037,4294,63986,3421,50148,3400,13744,1486,10524,1321,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1312543,10083,37801,3048,27157,2540,78339,3645,107448,3890,184082,4835,296802,5250,231644,6239,230444,4684,62586,3087,56240,2819,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,137373,3486,5201,958,2893,833,7642,1414,10468,1415,18247,1793,29192,2445,25392,2232,24766,2258,8946,1340,4626,1010,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,619447,10783,141783,5822,63352,3811,123473,4876,83477,4998,85157,4566,66784,4295,26513,2334,17105,1936,7286,1199,4517,1128,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,897376,8498,37596,2613,30526,2713,78570,4113,87499,4263,125587,4847,184667,6432,137973,5699,133686,5210,46151,2902,35121,2749,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,122905,3509,2049,544,1692,610,5345,1140,6111,1144,9838,1240,23628,2077,22492,2311,29039,2301,12424,1252,10287,1220,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1285882,12926,62289,3719,42636,3126,107535,4487,130409,5929,192925,6659,261890,8482,174024,7098,193415,6345,63966,3330,56793,3290,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,617261,7679,29061,2454,22871,1970,65410,3823,70858,3823,95226,4258,135028,5292,81312,3643,76644,3936,21065,2260,19786,2057,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
