GEO_ID,B25055_001E,B25055_001M,B25055_002E,B25055_002M,B25055_003E,B25055_003M,B25055_004E,B25055_004M,B25055_005E,B25055_005M,B25055_006E,B25055_006M,B25055_007E,B25055_007M,B25055_008E,B25055_008M,B25055_009E,B25055_009M,B25055_010E,B25055_010M,B25055_011E,B25055_011M,B25055_012E,B25055_012M,B25055_013E,B25055_013M,NAME,B25055_001EA,B25055_001MA,B25055_002EA,B25055_002MA,B25055_003MA,B25055_003EA,B25055_004MA,B25055_004EA,B25055_005EA,B25055_005MA,B25055_006EA,B25055_006MA,B25055_007EA,B25055_007MA,B25055_008MA,B25055_008EA,B25055_009MA,B25055_009EA,B25055_010EA,B25055_010MA,B25055_011EA,B25055_011MA,B25055_012EA,B25055_012MA,B25055_013MA,B25055_013EA,state
0400000US06,5593677,26085,4239753,20119,17811,2357,4221942,20503,704314,11239,5179,1170,699135,10959,346764,7216,8646,1515,338118,7278,302846,7372,62774,3832,240072,6133,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,693762,9655,552063,9170,1846,671,550217,9283,73479,3592,946,634,72533,3496,34143,2448,1109,567,33034,2531,34077,2220,12279,1463,21798,1830,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,430621,8583,305497,7673,1221,691,304276,7707,54353,3402,482,300,53871,3364,32798,2466,654,479,32144,2415,37973,2203,7454,1261,30519,2109,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,95026,4125,70370,4080,303,274,70067,4083,12493,1427,81,104,12412,1438,6122,1100,198,161,5924,1072,6041,1038,1525,617,4516,855,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,152845,4814,114592,4412,378,293,114214,4389,20055,1793,270,222,19785,1765,10883,1089,434,499,10449,1070,7315,1160,1025,472,6290,1116,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2353001,22182,1740206,20989,4903,1082,1735303,20958,290597,8351,1837,789,288760,8346,165079,6678,4655,1213,160424,6561,157119,6256,48105,3631,109014,4569,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1199599,16251,953494,14830,4919,1196,948575,14728,135338,5399,693,381,134645,5457,61497,3574,506,299,60991,3642,49270,3098,12036,1742,37234,2533,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,179409,3944,132386,3462,618,385,131768,3514,25001,2270,75,71,24926,2270,13085,1383,20,32,13065,1379,8937,1274,1092,393,7845,1206,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,172082,6051,136650,6131,605,442,136045,6085,14169,1529,177,267,13992,1513,10923,1522,494,354,10429,1449,10340,1510,3804,998,6536,1221,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1519883,15942,1135157,14492,5537,1378,1129620,14474,184852,5519,1164,479,183688,5520,96908,4510,3850,952,93058,4486,102966,3884,27363,2541,75603,3215,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,719233,12078,548066,10252,2395,770,545671,10131,85420,4642,424,314,84996,4586,41027,2778,1094,573,39933,2800,44720,2768,10879,1507,33841,2327,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,323489,7763,241191,6506,375,341,240816,6494,35147,2560,71,85,35076,2550,16854,1607,741,384,16113,1516,30297,2004,9030,1364,21267,1634,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,350761,6548,267003,6011,373,257,266630,6040,38067,2469,431,311,37636,2470,19169,1844,427,221,18742,1864,26522,1859,9338,1323,17184,1559,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,509045,7776,382723,7565,1169,548,381554,7547,65034,3419,290,284,64744,3448,35762,2304,831,494,34931,2385,25526,1831,5623,985,19903,1631,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,527568,11369,410274,9666,2186,792,408088,9559,66196,3938,364,356,65832,3966,31189,2264,677,446,30512,2261,19909,1908,3888,938,16021,1667,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,146751,4251,102783,3759,302,213,102481,3759,19161,1733,42,71,19119,1740,10528,1399,228,216,10300,1316,14279,1331,3128,860,11151,1145,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,699266,9573,519423,8920,1581,570,517842,8859,86371,4177,413,276,85958,4123,44715,2404,1192,625,43523,2220,48757,2572,14987,1596,33770,2237,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,919291,10799,637799,10727,2580,954,635219,10639,123195,5394,493,365,122702,5406,76129,3682,1399,639,74730,3691,82168,3623,13596,1832,68572,3071,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1044542,13840,763581,12055,3403,1104,760178,12063,133665,4452,1200,649,132465,4394,70014,3387,1915,642,68099,3320,77282,3366,19809,2007,57473,3015,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,574365,9048,425428,8124,1710,573,423718,8194,59736,3237,989,344,58747,3301,30035,2308,1743,540,28292,2247,59166,2886,18778,1887,40388,2567,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,298549,8571,230736,7632,385,367,230351,7648,37517,2563,458,411,37059,2628,17361,1935,308,309,17053,1870,12935,1537,1871,519,11064,1488,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,715241,11681,530051,10135,2060,633,527991,10162,87883,3879,575,331,87308,3832,46752,2960,949,448,45803,2919,50555,3228,14569,1782,35986,2661,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,122509,4097,89939,3896,234,170,89705,3875,15763,1652,234,187,15529,1665,7798,1029,161,134,7637,1018,9009,1220,3672,903,5337,881,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,231912,5262,176194,4630,928,460,175266,4668,24400,2094,227,194,24173,2089,10942,1146,552,228,10390,1130,20376,1451,7580,1110,12796,1219,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,438537,7814,331841,7025,1364,679,330477,7218,57204,3108,698,371,56506,3125,29783,2063,412,233,29371,2047,19709,1856,3548,852,16161,1679,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,144882,5536,104216,5030,64,110,104152,5024,16576,2119,170,183,16406,2072,11499,1494,216,269,11283,1437,12591,1475,2854,887,9737,1434,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1080817,12619,769727,11535,3568,1155,766159,11484,147723,5224,513,329,147210,5208,82089,3466,1435,571,80654,3425,81278,3595,13278,1738,68000,3676,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,228984,6805,175502,5780,1196,668,174306,5767,28244,2116,121,131,28123,2109,13607,1691,218,198,13389,1638,11631,1793,2523,771,9108,1569,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3238859,20537,2220981,17826,10486,1546,2210495,17778,466306,8845,4002,1324,462304,8875,283488,6497,2624,886,280864,6566,268084,6353,22249,2133,245835,6152,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1194189,14186,930915,13864,4196,976,926719,13895,132912,5528,949,406,131963,5494,72707,3953,2081,628,70626,3864,57655,3551,15886,1891,41769,2900,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,93671,3991,68974,3288,309,292,68665,3303,9677,1384,224,299,9453,1388,5200,974,160,158,5040,960,9820,1031,2399,552,7421,1075,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1454504,11496,1065328,11364,5231,1049,1060097,11290,190118,6026,1481,658,188637,5921,98280,5188,3019,886,95261,4993,100778,3747,24507,2552,76271,2967,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,442579,5894,342570,5096,1668,497,340902,5173,49503,2190,810,479,48693,2050,26167,1997,655,316,25512,1935,24339,1572,7029,1024,17310,1293,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,555909,9237,410497,7958,1391,681,409106,8066,67635,4421,936,494,66699,4419,34906,2745,1829,735,33077,2615,42871,2558,17983,1903,24888,2004,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1452194,11717,1003964,10570,5057,1009,998907,10465,186603,4924,1695,607,184908,4921,111665,4038,3069,771,108596,3953,149962,4137,38298,2669,111664,4062,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,160588,4481,108498,3870,228,306,108270,3880,24064,2178,569,553,23495,2168,12993,1542,97,114,12896,1525,15033,1484,2521,907,12512,1468,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,516387,8921,399146,8131,1185,620,397961,8137,68559,4039,680,452,67879,3901,28231,2533,796,421,27435,2563,20451,2058,6155,1180,14296,1606,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,96921,4136,70161,3780,24,44,70137,3779,10295,1333,331,349,9964,1316,5586,1091,300,246,5286,1084,10879,1119,2477,602,8402,1077,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,754900,11651,579823,9834,3255,944,576568,9568,95584,4758,668,300,94916,4784,45894,2841,1334,658,44560,2639,33599,2637,8543,1618,25056,2272,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3193169,21151,2585596,17271,12784,2471,2572812,17442,320417,7899,2320,700,318097,7733,161416,6536,4211,1130,157205,6496,125740,4772,33443,2551,92297,4133,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,259174,6097,213908,5861,1476,652,212432,5967,22669,2409,333,222,22336,2367,12026,1670,625,356,11401,1608,10571,1279,3091,663,7480,1099,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,69963,2944,50806,2679,130,120,50676,2688,7809,1150,87,89,7722,1154,5022,710,45,57,4977,712,6326,1102,1664,699,4662,789,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,969687,12047,757326,10132,2027,804,755299,10105,107056,4658,203,167,106853,4664,53108,3542,2518,843,50590,3334,52197,2938,16441,1791,35756,2522,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,954331,12872,724533,10801,1647,780,722886,10810,109713,5268,1243,633,108470,5280,58449,3157,3777,1178,54672,2832,61636,2870,23187,2080,38449,2610,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
