GEO_ID,B25006_001E,B25006_001M,B25006_002E,B25006_002M,B25006_003E,B25006_003M,B25006_004E,B25006_004M,B25006_005E,B25006_005M,B25006_006E,B25006_006M,B25006_007E,B25006_007M,B25006_008E,B25006_008M,B25006_009E,B25006_009M,B25006_010E,B25006_010M,NAME,B25006_001MA,B25006_001EA,B25006_002MA,B25006_002EA,B25006_003EA,B25006_003MA,B25006_004EA,B25006_004MA,B25006_005MA,B25006_005EA,B25006_006MA,B25006_006EA,B25006_007MA,B25006_007EA,B25006_008EA,B25006_008MA,B25006_009MA,B25006_009EA,B25006_010MA,B25006_010EA,state
0400000US06,12552658,18433,8457578,25556,819829,9082,91250,4122,1585165,11631,38143,2412,1184391,13540,376302,9010,84440,4306,291862,7670,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,1751085,8859,72416,2908,15410,1613,46156,2440,1682,443,66659,3832,42680,2939,8213,1269,34467,2475,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,1110308,7231,130674,3385,3154,748,44295,1927,692,488,48100,3125,20589,2194,4702,1247,15887,1894,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,251901,3214,67325,2279,1311,431,8915,685,39,47,6185,1341,4632,987,657,346,3975,1000,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,119050,2969,124481,2767,1121,397,9195,1166,0,197,7734,1517,5081,979,917,474,4164,830,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,5806844,22331,984074,9997,18256,2069,150071,4771,4353,1508,123629,6557,110716,4747,24373,2259,86343,4301,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,2246577,12282,1060959,9116,8603,1641,98633,3193,1284,536,73875,3889,42977,3389,6634,1467,36343,2705,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,151669,3006,10013,1218,1664,563,174746,3493,35118,1806,4693,1076,69845,3643,2318,899,67527,3615,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,547085,5471,2898,1018,6517,1097,6014,1134,325,212,11342,1710,8925,1246,501,308,8424,1222,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,3654879,12665,660432,6744,9340,1353,202196,4226,767,554,183275,5543,59305,3826,10806,1358,48499,3481,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
