B27004_036E,B27004_036M,B27004_037E,B27004_037M,B27004_038E,B27004_038M,B27004_039E,B27004_039M,B27004_040E,B27004_040M,B27004_041E,B27004_041M,B27004_042E,B27004_042M,B27004_043E,B27004_043M,B27004_044E,B27004_044M,B27004_045E,B27004_045M,B27004_046E,B27004_046M,B27004_047E,B27004_047M,B27004_048E,B27004_048M,B27004_049E,B27004_049M,B27004_050E,B27004_050M,B27004_051E,B27004_051M,B27004_052E,B27004_052M,B27004_053E,B27004_053M,B27004_054E,B27004_054M,B27004_055E,B27004_055M,B27004_056E,B27004_056M,B27004_057E,B27004_057M,GEO_ID,B27004_001E,B27004_001M,B27004_002E,B27004_002M,B27004_003E,B27004_003M,B27004_004E,B27004_004M,B27004_005E,B27004_005M,B27004_006E,B27004_006M,B27004_007E,B27004_007M,B27004_008E,B27004_008M,B27004_009E,B27004_009M,B27004_010E,B27004_010M,B27004_011E,B27004_011M,B27004_012E,B27004_012M,B27004_013E,B27004_013M,B27004_014E,B27004_014M,B27004_015E,B27004_015M,B27004_016E,B27004_016M,B27004_017E,B27004_017M,B27004_018E,B27004_018M,B27004_019E,B27004_019M,B27004_020E,B27004_020M,B27004_021E,B27004_021M,B27004_022E,B27004_022M,B27004_023E,B27004_023M,B27004_024E,B27004_024M,B27004_025E,B27004_025M,B27004_026E,B27004_026M,B27004_027E,B27004_027M,B27004_028E,B27004_028M,B27004_029E,B27004_029M,B27004_030E,B27004_030M,B27004_031E,B27004_031M,B27004_032E,B27004_032M,B27004_033E,B27004_033M,B27004_034E,B27004_034M,B27004_035E,B27004_035M,B27004_036EA,B27004_036MA,B27004_037EA,B27004_037MA,B27004_038MA,B27004_038EA,B27004_039MA,B27004_039EA,B27004_040EA,B27004_040MA,B27004_041MA,B27004_041EA,B27004_042EA,B27004_042MA,B27004_043EA,B27004_043MA,B27004_044MA,B27004_044EA,B27004_045EA,B27004_045MA,B27004_046MA,B27004_046EA,B27004_047EA,B27004_047MA,B27004_048EA,B27004_048MA,B27004_049EA,B27004_049MA,B27004_050MA,B27004_050EA,B27004_051EA,B27004_051MA,B27004_052EA,B27004_052MA,B27004_053EA,B27004_053MA,B27004_054EA,B27004_054MA,B27004_055MA,B27004_055EA,B27004_056EA,B27004_056MA,B27004_057EA,B27004_057MA,NAME,B27004_001EA,B27004_001MA,B27004_002EA,B27004_002MA,B27004_003EA,B27004_003MA,B27004_004MA,B27004_004EA,B27004_005EA,B27004_005MA,B27004_006MA,B27004_006EA,B27004_007EA,B27004_007MA,B27004_008EA,B27004_008MA,B27004_009MA,B27004_009EA,B27004_010EA,B27004_010MA,B27004_011MA,B27004_011EA,B27004_012MA,B27004_012EA,B27004_013EA,B27004_013MA,B27004_014EA,B27004_014MA,B27004_015MA,B27004_015EA,B27004_016EA,B27004_016MA,B27004_017MA,B27004_017EA,B27004_018EA,B27004_018MA,B27004_019EA,B27004_019MA,B27004_020MA,B27004_020EA,B27004_021EA,B27004_021MA,B27004_022MA,B27004_022EA,B27004_023EA,B27004_023MA,B27004_024MA,B27004_024EA,B27004_025EA,B27004_025MA,B27004_026EA,B27004_026MA,B27004_027MA,B27004_027EA,B27004_028MA,B27004_028EA,B27004_029EA,B27004_029MA,B27004_030MA,B27004_030EA,B27004_031EA,B27004_031MA,B27004_032EA,B27004_032MA,B27004_033MA,B27004_033EA,B27004_034EA,B27004_034MA,B27004_035MA,B27004_035EA,state
211005,5980,327777,2848,189911,4948,137866,5051,412304,2890,238976,5228,173328,4480,411335,2445,271836,4462,139499,4057,463483,2124,321313,4809,142170,5304,416362,1975,276680,4474,139682,4407,258080,1336,93632,3032,164448,3004,222476,1733,73284,3002,149192,3189,0400000US18,6437142,986,3151875,3967,261958,3523,135915,4249,126043,4290,550027,4607,329399,6954,220628,6750,330439,3175,194311,4928,136128,5029,399099,3474,229910,5557,169189,5702,398428,3013,265886,5359,132542,5036,450112,2682,305719,5382,144393,5042,388919,1813,262269,5063,126650,4810,227287,1455,91993,3500,135294,3323,145606,1527,60297,3071,85309,3050,3285267,3952,252619,3797,125934,4879,126685,4919,520831,4027,309826,6675,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
83753,4460,152865,1663,99496,3111,53369,2864,190974,1727,120978,3409,69996,3434,177428,1998,128662,2599,48766,2585,210864,1480,150345,2846,60519,3100,196114,1091,136939,2414,59175,2487,124381,1295,38368,1758,86013,2002,125145,1220,31837,2044,93308,2038,0400000US19,3028864,500,1499872,3681,119250,2421,68517,2731,50733,2784,249956,3011,158322,4475,91634,4016,158842,1794,104367,3130,54475,2829,193291,2467,124740,3898,68551,3990,178048,1863,127752,3070,50296,2743,210403,1920,149092,3322,61311,3077,193924,1228,133456,2849,60468,2786,112566,980,38169,2011,74397,1976,83592,868,24869,1487,58723,1667,1528992,3772,117017,2711,67272,3536,49745,3208,234204,3060,150451,4205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
98804,3795,142642,1933,82009,3294,60633,3540,185298,1969,112791,2883,72507,3113,169316,1679,114838,3180,54478,3167,195909,1489,139561,3020,56348,2764,177985,1476,123171,2854,54814,2548,107244,1218,33209,2089,74035,2287,101653,1410,24096,1566,77557,1842,0400000US20,2825416,2092,1391359,3671,124893,2756,59745,2844,65148,3307,241014,2760,144367,4371,96647,4609,148813,2479,86037,3602,62776,3622,184437,2443,111633,3478,72804,3001,167216,2079,115019,2781,52197,3020,188610,1619,131008,3011,57602,2934,169610,1174,117856,2386,51754,2186,97143,1305,32640,2052,64503,1886,69623,1110,21449,1671,48174,1613,1434057,3294,119012,2379,56513,2731,62499,2965,234998,2189,136194,3906,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
155920,5772,207551,2032,107127,3692,100424,3848,277573,2394,151372,3894,126201,4429,281209,1886,177742,3121,103467,3333,317930,1791,205545,3496,112385,3161,289186,1444,177163,3525,112023,3600,187236,1323,70195,2597,117041,2899,145134,1321,47970,2117,97164,2302,0400000US21,4292718,1736,2092010,4500,172651,2978,79190,3536,93461,3542,348486,3103,188667,5028,159819,5422,205384,2414,110672,4285,94712,4313,262621,2585,145039,3974,117582,4191,272065,2406,167350,4271,104715,4630,302594,2475,187211,3846,115383,4016,269622,1612,163875,3300,105747,3469,163277,980,63763,2295,99514,2445,95310,1105,36927,1936,58383,2089,2200708,3991,165547,3294,76377,3862,89170,4501,329342,3111,173422,5501,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
206170,6418,235615,2984,111141,4916,124474,5206,321355,3846,152326,5389,169029,5829,283951,3055,165130,4951,118821,4830,320953,2750,189209,3913,131744,4163,292824,1583,163596,4769,129228,4464,181894,1519,63823,2774,118071,3087,144975,1832,42280,2531,102695,2965,0400000US22,4498884,1484,2168498,4615,186694,3966,68676,4622,118018,4927,381914,4781,171822,7212,210092,6161,227413,3154,110133,3872,117280,4164,297070,4227,144701,4684,152369,5321,260729,3715,152347,4522,108382,4873,298181,3268,173211,5419,124970,5562,266740,1937,153551,4260,113189,4154,156033,1727,62113,2813,93920,2711,93724,1658,32688,1842,61036,2499,2330386,4247,188482,3978,69390,3294,119092,4862,360337,3939,154167,5863,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
39286,2321,57549,980,31472,2094,26077,2209,73910,1154,37113,2244,36797,2187,82260,876,50667,2074,31593,2036,106726,723,70451,2082,36275,2064,103160,827,64337,2240,38823,2235,64154,608,22097,1317,42057,1448,56059,638,17357,1402,38702,1529,0400000US23,1315703,427,643219,2135,42223,1529,20248,1855,21975,2065,94606,1606,50423,2509,44183,2980,57230,1000,30627,1948,26603,2094,71355,1036,35260,2232,36095,2178,78552,913,47234,1890,31318,1872,102475,942,65709,1981,36766,1982,97550,925,58282,2094,39268,1921,59704,523,21666,1511,38038,1487,39524,722,14400,1344,25124,1281,672484,2098,39141,1214,17909,1599,21232,1681,89525,1529,50239,2365,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
168788,5929,274832,2038,168347,4319,106485,4376,403694,2273,248393,5188,155301,5059,399876,2132,283907,4647,115969,5010,464560,1791,337071,4574,127489,4842,387398,1455,279071,4290,108327,4242,229968,1299,120889,3330,109079,3534,190135,1479,81539,2823,108596,2934,0400000US24,5788196,2269,2779107,3466,230225,3442,126317,4167,103908,4794,452267,3635,286111,7144,166156,6978,278847,2716,175152,5326,103695,5168,375163,2880,227365,5507,147798,5539,361403,2963,246735,4982,114668,4664,418637,2535,297336,4747,121301,5194,343836,1412,245306,3998,98530,4003,195122,1297,112675,3033,82447,3031,123607,1366,66262,2545,57345,2304,3009089,3422,216993,3107,115452,3999,101541,3953,441633,3350,272845,5867,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
144501,5065,343558,1751,226695,4561,116863,4653,446883,1459,290839,5332,156044,5302,437773,1329,312734,4953,125039,4728,512755,1306,376091,4746,136664,4621,441313,1234,315499,4630,125814,4623,270576,1069,120061,3584,150515,3599,256424,1781,95152,4092,161272,4351,0400000US25,6566851,897,3172658,2546,224046,3220,139767,3646,84279,3474,489015,3561,327140,6265,161875,5867,338606,1996,218740,4899,119866,4862,429216,1756,276576,5967,152640,5896,411745,1855,301667,5294,110078,5021,483380,1766,355472,5264,127908,4716,401706,1385,288555,4478,113151,4467,232348,1223,113809,3611,118539,3606,162596,1484,70078,2321,92518,2490,3394193,2443,214079,3201,134324,4367,79755,3760,470832,3506,326331,5356,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
316023,7348,488217,1996,283837,5914,204380,5757,584254,2559,316967,5458,267287,5496,616574,2025,397698,5422,218876,5385,738028,1886,506582,5581,231446,5544,680135,1499,465963,5155,214172,5053,416249,1670,205077,3496,211172,3810,368956,1921,177080,3694,191876,3806,0400000US26,9772550,789,4775215,4271,354079,4491,176344,4458,177735,5120,804670,4537,470712,7302,333958,7585,494097,2706,290891,5674,203206,5706,567048,3181,306629,6553,260419,6498,594278,2751,377384,5490,216894,5484,706105,2369,471961,5159,234144,4843,636013,1583,435862,5127,200151,5173,371082,1386,198734,3561,172348,3630,247843,1377,130999,3213,116844,3592,4997335,4207,334756,3538,166698,5195,168058,5026,770166,4488,454143,7569,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
131185,4639,246251,1730,160596,3112,85655,3337,362614,2178,239221,4380,123393,4204,330327,2011,240028,3276,90299,3349,393787,1966,289606,3705,104181,3328,338703,1489,232824,3237,105879,3052,202725,1229,63402,1996,139323,2205,185638,1575,50583,2010,135055,2531,0400000US27,5319783,751,2635101,3232,214319,3067,133985,3709,80334,3691,436553,3421,289694,5783,146859,5956,250257,1864,163588,3080,86669,3423,366139,2489,235692,4912,130447,4542,334362,2048,237841,4154,96521,3815,388672,1817,281250,3790,107422,3688,332972,1310,231652,3110,101320,2986,184341,1040,66358,2237,117983,2241,127486,1285,39993,1734,87493,1670,2684682,3147,208405,2984,130101,3919,78304,3679,416232,2904,285047,5019,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
148125,5608,160412,3521,68560,3766,91852,3575,191865,3036,93627,3705,98238,4006,189759,3202,109440,4589,80319,4184,205720,2308,123572,3866,82148,3645,189477,1436,99768,3280,89709,3132,123786,1451,32341,1951,91445,2348,100113,1654,22882,2332,77231,2667,0400000US28,2918405,1292,1389814,4196,124443,3359,40845,3208,83598,3900,253701,4089,103264,5127,150437,4745,153624,3306,69744,3856,83880,3866,165974,4647,83465,3979,82509,4396,173903,4058,97918,4122,75985,3982,183519,2441,104765,3382,78754,3443,169591,1229,89271,3506,80320,3397,104963,1631,31352,2247,73611,2272,60096,1356,16558,1559,43538,1960,1528591,4162,124292,3604,39731,2965,84561,3852,243167,4000,95042,4320,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
202667,5871,290389,2593,164948,4173,125441,4222,393322,3266,229881,5137,163441,5649,366870,2627,236907,4403,129963,4217,431349,2421,290021,4986,141328,4835,394833,1706,251488,4348,143345,4539,255810,1607,85761,3270,170049,3212,218265,2027,63010,3097,155255,3816,0400000US29,5908769,1421,2878473,4638,232102,3546,109634,3997,122468,4682,488114,4719,274557,6653,213557,5916,285487,2940,162351,4080,123136,4090,377214,3184,217519,5298,159695,5549,350865,2564,223222,4892,127643,4395,411193,2106,263868,3805,147325,3979,359935,1717,229202,3473,130733,3611,226071,1425,85363,3401,140708,3281,147492,1710,53173,2566,94319,2463,3030296,4618,222269,3488,107535,3721,114734,4352,457189,3770,254522,5734,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
38962,2565,47116,1106,23094,1682,24022,1775,59683,1008,31387,1745,28296,1856,56011,1161,32421,2123,23590,2029,71237,1099,41316,1709,29921,1876,74400,1078,42151,1641,32249,1703,43878,679,12795,1045,31083,1269,36534,703,9491,1099,27043,1086,0400000US30,989823,845,493958,2193,37313,1321,16354,1533,20959,1697,74879,1477,34515,2276,40364,2355,48539,1286,22406,1540,26133,1757,61346,1363,30264,1679,31082,2025,56670,1261,32073,1797,24597,2083,68493,1008,39832,1931,28661,1798,73301,777,39861,1609,33440,1696,44939,546,14669,1328,30270,1448,28478,496,9249,961,19229,947,495865,1890,35347,1188,13683,1516,21664,1459,71659,1445,32697,2349,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
59480,2892,90721,1295,52734,2528,37987,2767,121483,1602,75486,2630,45997,2300,109729,1592,75074,2323,34655,2227,125290,1165,86980,2096,38310,2062,114486,963,76138,1861,38348,1863,67845,866,19753,1400,48092,1569,68062,985,16982,1329,51080,1541,0400000US31,1826832,904,905129,1778,83824,2015,44832,2387,38992,2482,153398,2060,90893,2910,62505,3300,92313,1201,58716,2600,33597,2488,122825,1784,74349,2641,48476,3148,109440,1683,75566,2133,33874,1668,122746,1584,81623,2392,41123,2241,111973,951,74424,1990,37549,1873,63033,684,22356,1517,40677,1594,45577,713,13402,1054,32175,1053,921703,1912,75635,1787,39650,2215,35985,2214,148452,1583,88972,2657,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
98257,4695,122991,1410,64035,3179,58956,3011,190813,1812,99448,3810,91365,4126,186092,1492,111451,3969,74641,3715,182653,1285,112463,3241,70190,3391,168605,933,99994,3138,68611,2921,113185,728,37696,2179,75489,2180,73793,906,17592,1311,56201,1545,0400000US32,2723965,1559,1363626,2499,116848,2484,53428,3076,63420,3339,224426,2808,117556,4824,106870,5186,125428,1398,63696,3619,61732,3440,192220,2001,94059,3949,98161,3948,187545,1513,110961,3729,76584,3569,188954,1453,116672,3471,72282,3419,160428,1071,91623,3105,68805,3294,107204,919,38444,2328,68760,2279,60573,603,20179,1585,40394,1722,1360339,2115,107811,2077,48225,3368,59586,3509,214396,2254,116139,4642,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
32021,2563,63192,1428,44339,1706,18853,1766,72891,1107,48374,2285,24517,2142,84665,1027,62003,1940,22662,2017,111195,1128,84323,2272,26872,2010,96602,762,70820,2165,25782,2045,55737,721,23797,1685,31940,1541,46316,790,16430,1398,29886,1475,0400000US33,1306026,548,639606,2048,40691,1479,24480,1993,16211,2073,98050,1828,62570,3144,35480,3216,61557,1116,42155,2298,19402,2265,72938,1334,45482,2263,27456,2426,82294,1477,59438,2141,22856,2094,107166,1227,78108,2637,29058,2479,92077,749,66808,1961,25269,2089,52253,828,23257,1524,28996,1459,32580,548,14298,1283,18282,1343,666420,1903,39481,1591,23464,1972,16017,1818,96341,1742,64320,2693,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
246198,6792,378011,1495,234492,5097,143519,5069,561092,1742,342509,5392,218583,5155,607884,1324,422537,5824,185347,5975,698802,1282,505579,6098,193223,6240,572839,1220,401074,6081,171765,5985,361836,1309,158537,4019,203299,3994,334692,1813,113179,3273,221513,3597,0400000US34,8756542,1146,4249042,3165,326820,3861,190855,4592,135965,4654,704986,3884,459981,8918,245005,8573,395524,1941,244140,5801,151384,5524,549609,2720,319675,5226,229934,5686,576918,2148,388539,6589,188379,6481,657340,1837,473201,6078,184139,6285,522610,1491,377215,5321,145395,5235,304129,1707,159016,3745,145113,3766,211106,1716,91281,3293,119825,3264,4507500,2870,312172,3581,184596,4537,127576,4380,680172,3690,433974,6857,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
96891,3676,101241,1869,42711,2951,58530,2818,132462,2259,58936,3038,73526,3559,122187,1773,64287,2704,57900,3185,140997,1459,81618,2792,59379,2892,137917,674,74352,2912,63565,2947,88470,976,29779,2012,58691,2204,69058,1061,21975,1673,47083,2079,0400000US35,2051805,1427,1008424,3158,88045,2400,29048,2557,58997,2595,176247,2822,72852,3907,103395,4181,101204,2280,44764,3261,56440,3322,133099,2755,56768,3139,76331,3440,118655,2387,60091,2499,58564,3064,132036,2183,74157,2646,57879,2946,127086,1037,67082,2844,60004,2629,79458,1126,28342,2014,51116,2324,52594,1097,18843,1503,33751,1508,1043381,2668,85581,2357,27131,2877,58450,3478,165468,2461,68577,3364,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
606451,9824,982870,3342,539757,7131,443113,7062,1386964,3042,789968,7552,596996,7379,1288737,2367,821425,8806,467312,8600,1456240,2529,982657,8590,473583,8285,1262618,2088,838516,8335,424102,8145,804810,1925,351812,5640,452998,5221,732097,2562,254022,5668,478075,5058,0400000US36,19316728,2028,9321215,5208,709872,4742,353843,6104,356029,6674,1461772,4992,809771,10153,652001,10203,983323,3254,537353,7627,445970,6873,1328369,3489,714625,9066,613744,9580,1219386,3004,766406,8572,452980,8627,1356367,2835,902358,8926,454009,9473,1137703,2179,762827,8025,374876,7673,661643,1741,330167,5655,331476,5509,462780,2186,202742,3889,260038,3884,9995513,4792,681687,5550,338520,6478,343167,6608,1399490,5697,793039,9782,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
404905,7664,474218,3312,219788,6246,254430,6575,625554,4343,316816,6354,308738,7011,673623,4000,395337,8449,278286,8484,699433,3497,434547,5852,264886,5578,628657,1950,374716,6163,253941,6360,415897,2355,154007,4380,261890,4694,321276,2277,100285,3511,220991,3919,0400000US37,9552529,3461,4596966,6236,383250,5471,145509,5571,237741,6768,781389,6500,360161,8586,421228,9926,456701,5019,219023,6388,237678,6494,572027,5297,274543,5924,297484,6757,628186,4498,362631,7662,265555,7880,648671,4850,388504,7060,260167,6783,559340,2542,326907,5480,232433,5186,358171,2508,136287,3652,221884,3965,209231,2555,74196,2624,135035,3693,4955563,5581,364958,5453,134821,5848,230137,6575,751947,5245,347042,7610,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
16297,1671,39762,1358,24600,1549,15162,1706,46408,1111,30756,1583,15652,1691,36423,685,26698,1463,9725,1241,44752,457,33276,1396,11476,1322,42485,424,28781,1203,13704,1082,26031,477,7347,773,18684,850,26283,454,6214,846,20069,935,0400000US38,684776,917,348379,1796,29078,1198,19291,1520,9787,1314,50374,1571,33085,1969,17289,1595,44746,1214,29977,1946,14769,2310,49512,1145,34334,1357,15178,1583,39664,1123,28399,1501,11265,1381,47374,866,33305,1340,14069,1410,44915,650,29401,1323,15514,1253,24361,409,8693,895,15668,925,18355,454,4660,749,13695,862,336397,1508,25996,1034,17143,1192,8853,997,48257,1223,31960,1862,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
