GEO_ID,B12502_001E,B12502_001M,B12502_002E,B12502_002M,B12502_003E,B12502_003M,B12502_004E,B12502_004M,B12502_005E,B12502_005M,B12502_006E,B12502_006M,B12502_007E,B12502_007M,B12502_008E,B12502_008M,B12502_009E,B12502_009M,B12502_010E,B12502_010M,B12502_011E,B12502_011M,NAME,B12502_001EA,B12502_001MA,B12502_002EA,B12502_002MA,B12502_003MA,B12502_003EA,B12502_004EA,B12502_004MA,B12502_005MA,B12502_005EA,B12502_006EA,B12502_006MA,B12502_007EA,B12502_007MA,B12502_008MA,B12502_008EA,B12502_009EA,B12502_009MA,B12502_010EA,B12502_010MA,B12502_011EA,B12502_011MA,state
0400000US24,4773742,1569,2283540,2041,849000,9505,1434540,9481,8353,1188,1426187,9580,2490202,1916,817345,11141,1672857,11401,17722,1820,1655135,11617,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5498140,1151,2633255,1961,1016940,10353,1616315,10131,6859,1191,1609456,9896,2864885,1938,960603,9324,1904282,9100,20021,2114,1884261,9409,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8030918,2914,3903780,3370,1397772,12553,2506008,12024,15681,1441,2490327,11906,4127138,2744,1216379,9369,2910759,9376,34668,2227,2876091,9749,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4315429,2202,2128478,2890,730632,7863,1397846,7375,6213,921,1391633,7614,2186951,2529,618111,6901,1568840,7014,13499,1387,1555341,7040,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2359979,2427,1126405,2978,405014,7684,721391,7924,4725,939,716666,7976,1233574,2826,383857,7564,849717,6901,11613,1486,838104,7121,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4856639,3289,2353637,3931,775598,9165,1578039,9702,10661,1452,1567378,9775,2503002,3702,675076,9009,1827926,9583,21167,1829,1806759,9737,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,821687,1373,409851,1741,129043,4013,280808,3772,1523,608,279285,3781,411836,1429,97860,3093,313976,3127,4016,673,309960,3180,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1465286,1438,723059,1533,240484,4835,482575,4911,2950,642,479625,4949,742227,1484,192087,4683,550140,4904,6751,939,543389,4915,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2204567,1038,1106923,1454,398862,7633,708061,7605,3727,713,704334,7626,1097644,1466,312613,6422,785031,6449,7643,1164,777388,6680,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1098030,1607,536129,1767,175494,5396,360635,4937,1794,656,358841,5019,561901,1726,149351,3784,412550,4153,4656,957,407894,4132,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7196853,1468,3470727,2067,1297728,10779,2172999,10832,12819,1527,2160180,10744,3726126,2062,1151256,10777,2574870,10386,27386,1999,2547484,10465,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1654214,1986,813641,2404,293989,6062,519652,5440,2788,618,516864,5483,840573,1945,253816,5861,586757,5605,6963,1019,579794,5781,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,16062969,2436,7693458,4097,3159656,19468,4533802,19068,24546,2002,4509256,19560,8369511,3162,2951737,16827,5417774,17053,63123,3547,5354651,16729,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7840375,4317,3777517,5045,1285644,11482,2491873,12850,14275,1667,2477598,12747,4062858,3941,1123288,11510,2939570,10433,32265,2679,2907305,10313,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,569837,1064,290980,1205,104080,3723,186900,3663,1029,340,185871,3675,278857,1290,75246,2834,203611,2824,2436,674,201175,2849,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9351828,3177,4522537,3583,1549927,13175,2972610,12624,18191,2185,2954419,12968,4829291,2927,1369638,11974,3459653,11696,42290,3027,3417363,12387,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3026600,1666,1486394,2078,460031,6269,1026363,6282,6217,846,1020146,6288,1540206,2087,372220,5066,1167986,4870,13642,1400,1154344,5400,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3185235,2171,1564026,2459,527989,7708,1036037,7781,5198,1177,1030839,7775,1621209,2527,434057,6429,1187152,6524,14670,1616,1172482,6966,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10519780,1904,5081824,3231,1846843,12545,3234981,12457,21670,2015,3213311,13012,5437956,2777,1646017,12602,3791939,12394,48262,2769,3743677,12542,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,872769,752,416431,1086,163962,3974,252469,3849,954,368,251515,3815,456338,1009,146902,3547,309436,3459,4466,820,304970,3453,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3818052,2664,1833320,2910,634399,7786,1198921,7932,7802,1363,1191119,7770,1984732,3100,583658,8018,1401074,7415,17951,1760,1383123,7370,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,662015,1193,330119,1568,112651,3245,217468,3380,893,373,216575,3420,331896,1498,89401,3699,242495,3386,2689,727,239806,3375,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5216402,3336,2512605,3567,808819,10293,1703786,9709,10867,1474,1692919,9750,2703797,3404,713167,10385,1990630,10384,24021,2288,1966609,10264,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20202653,5368,9953055,7374,3469917,23903,6483138,22636,31774,2506,6451364,22936,10249598,6903,2914409,19329,7335189,20368,73644,3798,7261545,21144,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2100869,1366,1048088,1685,340438,6576,707650,6888,2818,756,704832,7013,1052781,1569,279786,5489,772995,5090,5250,902,767745,5130,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,525211,837,256714,1026,86346,2460,170368,2515,632,266,169736,2477,268497,947,75169,2121,193328,2312,1550,445,191778,2359,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6642567,3280,3227240,4134,1122846,13395,2104394,12555,10757,1410,2093637,12803,3415327,3966,987200,11399,2428127,11730,26037,1927,2402090,11813,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5576731,2245,2762858,2432,942136,10652,1820722,11191,9747,1430,1810975,11333,2813873,2415,768444,9867,2045429,9782,16724,1907,2028705,9863,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1535612,1651,749711,2264,232165,4846,517546,4816,3707,787,513839,4967,785901,2046,188180,5268,597721,4734,8280,1140,589441,4770,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4634334,2460,2284469,2885,781943,9263,1502526,9198,6823,946,1495703,9167,2349865,2373,665400,7446,1684465,7162,18346,1496,1666119,7280,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,461254,1243,233110,1641,70774,3302,162336,3562,1075,544,161261,3641,228144,1461,54550,2647,173594,2566,1707,472,171887,2615,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2978546,394,1402866,1978,587937,7168,814929,6878,4021,1052,810908,6947,1575680,1984,550748,9095,1024932,8958,13924,1480,1011008,9054,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,3886060,2566,1858893,3124,599765,9074,1259128,8699,8869,1393,1250259,8953,2027167,2786,537885,8113,1489282,8081,20350,1676,1468932,8068,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,574398,969,300043,1307,117582,3747,182461,3499,980,460,181481,3506,274355,1371,78101,3111,196254,3086,1001,399,195253,3186,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5203019,1460,2570325,1893,937330,9363,1632995,9532,7108,1155,1625887,9848,2632694,1840,766043,11526,1866651,10827,18636,2062,1848015,10784,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2353968,2778,1141359,2652,346371,7698,794988,7286,5008,915,789980,7258,1212609,2478,287878,6180,924731,5946,9899,1284,914832,6074,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
