GEO_ID,B19001I_001E,B19001I_001M,B19001I_002E,B19001I_002M,B19001I_003E,B19001I_003M,B19001I_004E,B19001I_004M,B19001I_005E,B19001I_005M,B19001I_006E,B19001I_006M,B19001I_007E,B19001I_007M,B19001I_008E,B19001I_008M,B19001I_009E,B19001I_009M,B19001I_010E,B19001I_010M,B19001I_011E,B19001I_011M,B19001I_012E,B19001I_012M,B19001I_013E,B19001I_013M,B19001I_014E,B19001I_014M,B19001I_015E,B19001I_015M,B19001I_016E,B19001I_016M,B19001I_017E,B19001I_017M,NAME,B19001I_001MA,B19001I_001EA,B19001I_002EA,B19001I_002MA,B19001I_003EA,B19001I_003MA,B19001I_004MA,B19001I_004EA,B19001I_005EA,B19001I_005MA,B19001I_006EA,B19001I_006MA,B19001I_007EA,B19001I_007MA,B19001I_008EA,B19001I_008MA,B19001I_009EA,B19001I_009MA,B19001I_010MA,B19001I_010EA,B19001I_011EA,B19001I_011MA,B19001I_012EA,B19001I_012MA,B19001I_013EA,B19001I_013MA,B19001I_014EA,B19001I_014MA,B19001I_015MA,B19001I_015EA,B19001I_016EA,B19001I_016MA,B19001I_017EA,B19001I_017MA,state
0400000US18,104739,3221,11007,1818,6125,1394,7015,1329,7053,1425,7150,1345,5493,1199,7125,1362,8134,1414,4477,1250,9005,1573,9858,1533,11573,1538,5151,1030,1909,847,2720,908,944,605,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,40398,2070,3765,993,2179,801,2766,849,3134,966,4261,1231,2914,870,2436,828,2513,980,2544,766,3361,868,4269,1063,2864,789,1461,511,966,433,324,232,641,451,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,78362,2784,5066,1107,5406,1066,5258,1179,6169,1119,5587,1179,7087,1388,5888,1236,6035,1130,4337,1029,6970,1389,8043,1161,6482,1244,3240,821,798,327,971,467,1025,471,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,35992,2037,4162,952,2957,793,1775,607,3511,1014,2535,786,2754,750,1061,511,2800,949,1674,746,2492,784,3350,1047,3880,989,1815,645,427,247,362,280,437,281,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,61528,3188,6409,1224,5280,1091,4164,1055,4429,1060,4518,1081,2921,887,3210,970,3289,889,3375,1048,5078,1078,5366,1100,6442,1375,2770,718,1232,500,1518,586,1527,545,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5178,792,581,328,305,337,420,360,237,155,418,332,317,226,328,351,698,429,125,172,336,277,391,251,526,388,116,148,3,6,97,136,280,256,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,123041,3452,4075,1106,3452,1064,4425,1421,6063,1190,4516,1104,6141,1283,6506,1390,6651,1428,6496,1258,14691,1903,15199,2043,14850,1897,10923,1737,5991,1176,7827,1506,5235,1005,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,198367,4421,34639,3003,18639,1943,15619,1850,12018,1674,10345,1543,11547,1565,9330,1613,9992,1766,7761,1499,11760,1670,17042,2412,13992,1711,10914,1521,4170,847,6332,1221,4267,1144,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,122621,3920,13663,1743,8823,1477,10526,1670,10770,1983,8248,1306,6588,1184,6537,1190,8341,1405,6040,1190,10237,1824,8368,1362,10518,1401,6094,1123,2745,856,2722,719,2401,612,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,65332,2581,4580,1055,4120,882,4953,885,3974,957,4335,1023,4356,1086,4731,1037,3525,811,2947,929,6787,1310,5768,1302,6576,1155,3121,892,1975,700,1797,672,1787,661,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18156,1776,1781,675,1121,577,2261,932,1394,596,1989,797,1695,653,727,405,1188,534,667,434,541,303,1497,564,1370,531,818,440,83,138,497,369,527,384,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,58621,2753,8037,1540,3876,999,3698,932,4699,1149,3070,927,5113,1104,3905,985,4069,975,2214,783,2984,814,5018,1021,6095,1194,2317,613,757,362,1366,518,1403,500,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,9888,1036,624,395,816,389,709,391,707,367,1020,513,915,546,1142,596,249,184,252,208,629,417,412,257,845,471,1219,657,14,25,249,203,86,112,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,45782,2193,2264,801,3894,1050,3091,872,4267,994,3488,998,3958,984,2961,878,3193,966,2596,878,5020,1014,4974,1115,3336,738,1621,646,539,286,350,254,230,168,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,195853,4685,15359,2007,11319,1734,12235,1874,14954,1817,14100,1994,14664,1979,13576,1673,13095,2024,9533,1724,19617,2038,22030,2421,18540,2018,8720,1300,3797,962,3128,847,1186,649,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10748,1282,936,573,472,380,529,441,278,188,1001,583,367,322,803,649,588,403,906,579,663,377,677,403,1320,528,1060,526,451,237,399,253,298,242,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,471544,6441,42257,3405,30294,2969,26116,2415,25859,2977,26860,2560,27094,3014,25805,2431,20134,2250,22942,2630,38977,2929,47265,3466,52498,3862,32361,2937,18653,2355,22080,2254,12349,1760,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,310136,4705,38639,3039,25193,2290,25131,2151,21908,2466,23940,2551,20603,1996,16847,2202,16873,2191,11997,1700,21293,2839,27229,2400,29964,2474,14454,1634,6521,1147,6520,1339,3024,694,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1055634,8546,146914,5872,82065,4930,80395,4864,69660,4428,58967,4381,56352,4209,50330,4076,51356,4184,43253,3358,79146,4540,86415,4704,100843,4787,60358,3852,31025,2277,30839,2439,27716,2682,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,207630,4672,16828,2193,15636,2522,20403,2868,18951,2354,19270,2318,16391,2419,13566,2222,14182,2040,10062,1660,16418,2410,14645,1967,16844,2243,6164,1330,3764,1133,2215,733,2291,667,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4565,657,313,255,94,84,210,173,204,171,440,399,290,242,350,223,523,346,435,347,260,229,521,248,642,313,202,176,49,84,0,141,32,36,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,104091,3413,13355,1863,8363,1554,7131,1146,8512,1196,8186,1516,7209,1292,6516,1201,5929,1217,5388,1193,8113,1132,8179,1564,7008,1296,3577,810,1982,624,2220,665,2423,663,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,88501,2552,9113,1340,5494,911,6894,1224,8113,1279,7270,930,8265,1371,5965,1003,6415,1001,4648,895,6622,934,6061,810,7400,1061,2782,658,1207,460,1166,550,1086,427,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,114726,3451,9825,1521,8497,1723,8241,1760,11711,1883,8913,1646,6198,1582,6959,1452,5921,1426,4858,1120,10852,1951,10229,1807,10284,1831,5381,1087,3310,1046,1913,550,1634,643,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,217328,4626,32889,2596,20073,2143,15453,2106,17432,1949,18352,2241,13372,1913,12054,1881,9706,1774,8888,1641,14932,1954,16867,2271,16364,1949,8889,1320,5457,1328,3864,1029,2736,676,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,38833,1853,7252,1261,3835,963,2869,944,3309,933,1999,688,1957,742,1673,653,1631,579,2008,751,2960,942,3571,997,2208,675,1410,552,1017,618,372,307,762,487,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,63368,2812,6557,1560,3341,1097,4734,1137,5824,1640,5183,1359,3558,1158,3274,927,3846,1145,3058,856,4643,1083,6845,1553,6752,1493,2581,874,1254,632,908,501,1010,558,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,6004,1010,783,524,93,75,483,329,495,311,379,309,168,198,236,202,333,260,687,362,652,433,387,281,526,285,179,146,467,350,72,99,64,57,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,77593,3119,6221,1257,6069,1606,9271,2063,6533,1342,6323,1190,5316,1295,5469,1439,4198,1155,3439,1127,5857,1656,6981,1329,4845,1276,3222,1062,1196,558,1115,662,1538,721,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2695186,14612,250719,6792,193419,6133,203129,6691,207774,7206,184346,7366,177482,6616,161948,6539,145746,6726,129249,7070,226500,7420,255643,8526,262235,9457,141431,6072,65499,4332,53179,4011,36887,3125,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,90798,3058,6653,1572,6412,1528,6791,1422,8257,1763,7194,1343,7702,1718,5108,1112,5450,1148,3677,1065,7758,1379,9468,1982,7345,1175,4009,943,2634,969,1550,598,790,460,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2703,497,212,163,207,183,172,165,114,109,130,144,182,149,326,297,115,123,178,147,191,150,175,122,154,151,302,199,28,44,107,97,110,135,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,175098,4996,8370,1706,4740,1025,8257,1636,8827,1825,9368,1675,9545,1947,9432,1573,10193,1787,8807,1715,13052,2082,20481,2402,23102,2655,14738,2071,8421,1469,9734,1508,8031,1322,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,208017,4342,16405,2239,12323,1840,11683,1956,16674,2667,14907,2460,14576,2307,14464,1731,13235,2036,9832,1542,19846,2189,20508,2352,20527,2344,11136,1757,5626,1130,3501,916,2774,723,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,6562,936,1054,522,496,329,612,402,605,327,116,118,263,187,112,139,220,213,77,76,600,309,774,410,296,209,464,415,176,216,353,271,344,259,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,90310,2816,8178,1217,5330,994,7787,1263,7875,1378,8507,1461,7013,1337,6163,1349,4543,1007,5647,1107,7230,1176,7680,1310,8158,1526,3665,913,951,427,689,335,894,580,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,16292,1512,1477,565,1289,564,809,419,979,514,1346,723,830,405,1953,804,453,309,684,471,1869,764,1255,566,1608,557,588,389,552,466,400,272,200,219,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1251027,9024,363318,8340,142400,5041,135043,5944,104119,4262,83193,4848,70210,4267,60047,3699,51267,3517,41233,3144,57329,4780,56956,3345,42897,3077,18092,2080,8444,1206,10130,1793,6349,1304,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,44830,2642,3674,950,4527,1345,4343,1342,4278,1279,4178,1308,2528,1012,3118,1076,2373,869,1731,664,2301,815,4034,920,4595,1236,1767,645,749,436,460,308,174,169,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,12160,1205,615,415,263,204,516,405,791,397,885,545,623,359,829,480,405,301,688,504,1097,606,1659,652,1491,672,889,399,279,234,572,281,558,331,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,521581,6856,53818,3921,40194,3072,39019,3111,41309,3381,33951,3023,39712,3627,30973,3178,30306,2746,23744,2685,42373,2934,50792,4096,43404,3396,26086,2549,11196,1776,8865,1832,5839,1250,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,50783,2448,4661,1053,3002,1000,5103,1425,4892,1002,5466,1218,3456,1080,3087,980,4064,1187,2211,845,4065,1137,3786,1066,3905,1094,1725,701,431,310,558,365,371,386,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
