GEO_ID,B08101_001E,B08101_001M,B08101_002E,B08101_002M,B08101_003E,B08101_003M,B08101_004E,B08101_004M,B08101_005E,B08101_005M,B08101_006E,B08101_006M,B08101_007E,B08101_007M,B08101_008E,B08101_008M,B08101_009E,B08101_009M,B08101_010E,B08101_010M,B08101_011E,B08101_011M,B08101_012E,B08101_012M,B08101_013E,B08101_013M,B08101_014E,B08101_014M,B08101_015E,B08101_015M,B08101_016E,B08101_016M,B08101_017E,B08101_017M,B08101_018E,B08101_018M,B08101_019E,B08101_019M,B08101_020E,B08101_020M,B08101_021E,B08101_021M,B08101_022E,B08101_022M,B08101_023E,B08101_023M,B08101_024E,B08101_024M,B08101_025E,B08101_025M,B08101_026E,B08101_026M,B08101_027E,B08101_027M,B08101_028E,B08101_028M,B08101_029E,B08101_029M,B08101_030E,B08101_030M,B08101_031E,B08101_031M,B08101_032E,B08101_032M,B08101_033E,B08101_033M,B08101_034E,B08101_034M,B08101_035E,B08101_035M,B08101_036E,B08101_036M,B08101_037E,B08101_037M,B08101_038E,B08101_038M,B08101_039E,B08101_039M,B08101_040E,B08101_040M,B08101_041E,B08101_041M,B08101_042E,B08101_042M,B08101_043E,B08101_043M,B08101_044E,B08101_044M,B08101_045E,B08101_045M,B08101_046E,B08101_046M,B08101_047E,B08101_047M,B08101_048E,B08101_048M,B08101_049E,B08101_049M,B08101_050E,B08101_050M,B08101_051E,B08101_051M,B08101_052E,B08101_052M,B08101_053E,B08101_053M,B08101_054E,B08101_054M,B08101_055E,B08101_055M,B08101_056E,B08101_056M,NAME,B08101_001EA,B08101_001MA,B08101_002EA,B08101_002MA,B08101_003MA,B08101_003EA,B08101_004EA,B08101_004MA,B08101_005MA,B08101_005EA,B08101_006EA,B08101_006MA,B08101_007EA,B08101_007MA,B08101_008MA,B08101_008EA,B08101_009EA,B08101_009MA,B08101_010EA,B08101_010MA,B08101_011EA,B08101_011MA,B08101_012EA,B08101_012MA,B08101_013EA,B08101_013MA,B08101_014MA,B08101_014EA,B08101_015MA,B08101_015EA,B08101_016MA,B08101_016EA,B08101_017EA,B08101_017MA,B08101_018EA,B08101_018MA,B08101_019EA,B08101_019MA,B08101_020MA,B08101_020EA,B08101_021MA,B08101_021EA,B08101_022EA,B08101_022MA,B08101_023EA,B08101_023MA,B08101_024EA,B08101_024MA,B08101_025EA,B08101_025MA,B08101_026MA,B08101_026EA,B08101_027MA,B08101_027EA,B08101_028EA,B08101_028MA,B08101_029MA,B08101_029EA,B08101_030EA,B08101_030MA,B08101_031MA,B08101_031EA,B08101_032MA,B08101_032EA,B08101_033EA,B08101_033MA,B08101_034EA,B08101_034MA,B08101_035EA,B08101_035MA,B08101_036MA,B08101_036EA,B08101_037MA,B08101_037EA,B08101_038MA,B08101_038EA,B08101_039EA,B08101_039MA,B08101_040MA,B08101_040EA,B08101_041MA,B08101_041EA,B08101_042MA,B08101_042EA,B08101_043MA,B08101_043EA,B08101_044EA,B08101_044MA,B08101_045EA,B08101_045MA,B08101_046EA,B08101_046MA,B08101_047MA,B08101_047EA,B08101_048MA,B08101_048EA,B08101_049MA,B08101_049EA,B08101_050EA,B08101_050MA,B08101_051EA,B08101_051MA,B08101_052MA,B08101_052EA,B08101_053MA,B08101_053EA,B08101_054EA,B08101_054MA,B08101_055EA,B08101_055MA,B08101_056EA,B08101_056MA,state
0400000US06,16432358,41929,405084,8009,1658017,15874,7554115,27330,3683649,16805,1477100,15887,955377,13788,699016,11587,12059924,50107,238912,7711,1144392,15484,5588695,32193,2771913,19422,1104160,14213,709086,11977,502766,9949,1821450,24221,66478,4068,210387,8971,876419,17030,390187,9706,140277,5759,80639,4297,57063,3294,851099,15586,27965,2909,109931,6027,416459,10757,156509,6990,68571,4149,43830,3111,27834,2272,441486,12725,39988,3565,91167,5624,171762,8306,68427,4327,31789,2601,21300,2571,17053,1899,393237,12829,17722,2384,62247,4627,180881,8084,75455,4458,28590,2830,18102,2341,10240,1501,865162,15704,14019,1889,39893,4201,319899,10325,221158,7170,103713,5441,82420,4729,84060,4678,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2538793,15597,85608,3593,246445,6166,1135851,10315,558448,6001,240539,5668,157481,4539,114421,3924,1889150,18419,53365,3359,168945,5485,850640,11449,427447,7386,185562,5740,119056,3852,84135,3387,245831,9352,13443,1955,27555,2879,123331,5627,48128,3498,17604,2180,8930,1372,6840,1133,81980,5100,4612,1080,12738,2228,35665,3427,15225,2173,6338,1031,4371,915,3031,891,85695,5233,8488,1265,21211,1957,31366,3376,12504,1652,4991,983,4514,998,2621,609,67923,4403,3926,1039,10412,1821,28766,2763,13207,1585,5415,1215,3930,870,2267,691,168214,6844,1774,631,5584,1420,66083,4555,41937,2858,20629,2020,16680,1861,15527,1763,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1728325,12264,62609,3418,145588,4524,671304,7190,438599,4734,185848,5048,127992,4182,96385,3517,1358109,13375,36240,2558,102401,4341,524464,7881,359456,5087,155658,5048,105263,4500,74627,3213,142303,6353,10535,1542,14610,2145,65096,5333,27798,2087,11054,1598,7305,1100,5905,1012,82482,5268,3807,1031,8383,1438,35793,3105,19997,2224,6268,1034,5101,989,3133,763,51475,4279,9197,1430,13436,2227,15375,2322,6655,1455,2446,893,1352,430,3014,765,22416,2678,1699,706,3650,1136,9689,1901,4177,1073,1593,612,891,427,717,369,71540,4258,1131,508,3108,962,20887,1969,20516,1871,8829,1373,8080,1217,8989,1272,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,421883,5569,13923,1791,38553,1957,174505,3578,102680,2628,41425,2450,27157,2419,23640,1853,343732,6538,9813,1722,29742,2240,141587,4338,85562,2987,34880,2330,22645,1971,19503,1713,34036,2891,1952,497,3750,1034,15324,2188,7792,1224,2436,733,1474,527,1308,486,10725,1732,525,334,915,458,4958,1289,2141,727,671,276,1051,471,464,424,9550,1740,1196,455,2936,973,2707,907,1315,483,710,368,353,214,333,193,5273,1134,123,116,696,424,2463,834,1061,440,539,469,148,145,243,194,18567,2031,314,307,514,320,7466,1694,4809,934,2189,754,1486,538,1789,509,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,326143,6312,6838,1801,32238,2387,177941,3579,54064,1856,22110,1740,17556,1955,15396,1612,111088,5103,291,241,6497,1228,55691,3505,24006,1980,10225,1295,7106,1280,7272,1141,18396,2250,213,183,554,373,10074,1755,3689,913,2085,684,1177,482,604,358,125890,5558,3329,1883,15288,2102,73308,4550,16807,1856,6634,1123,6405,1198,4119,970,38795,3712,2485,875,6608,1602,21535,2638,4282,924,1485,501,1014,433,1386,690,16845,2756,43,98,2166,792,10748,2131,2311,1030,337,222,590,346,650,298,15129,1890,477,374,1125,629,6585,1111,2969,1192,1344,510,1264,407,1365,446,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8161313,33163,209283,7276,772737,12025,3452101,19613,1940907,14570,800665,13037,549743,10013,435877,9808,6473106,37786,140500,6522,580991,12400,2753400,21513,1570644,16625,646093,12030,441183,9550,340295,8659,795280,17080,35296,3650,96582,6720,361892,12057,169587,7287,65302,4463,38810,3208,27811,2849,177143,9552,7805,1573,33297,3904,69259,6158,35136,3513,13923,1986,10201,1757,7522,1351,127838,7423,10994,1673,20256,2414,51002,5075,23256,2936,8538,1246,6511,1244,7281,1384,183659,7268,7480,1323,24818,3167,76589,4943,38306,2674,15887,1836,10842,1673,9737,1382,404287,11109,7208,1419,16793,2470,139959,7326,103978,6001,50922,3452,42196,3226,43231,3015,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4213128,24999,126078,6355,395253,9485,1944977,18505,979437,9240,374856,7126,233231,6809,159296,5109,3353644,22638,81306,5126,293057,9070,1551207,17405,798489,9583,313199,6786,191036,5862,125350,4518,439477,13300,19512,2531,54110,4237,221362,10318,89141,5846,24929,2214,17175,1801,13248,1883,82974,5095,3599,1050,10887,2224,39820,3616,15457,2192,6690,1685,4083,891,2438,718,71148,4804,10867,1623,18454,2823,21919,2846,11886,2130,3947,1039,2305,630,1770,585,64415,5076,2390,1027,8168,1647,31555,3557,13430,2115,4123,1100,3014,912,1735,631,201470,6626,8404,1586,10577,1699,79114,4695,51034,3938,21968,2274,15618,1690,14755,1623,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,670355,7481,20079,1923,70029,2215,287852,3528,142438,2973,62028,3013,50129,2754,37800,2132,437154,8837,8087,1373,40486,2903,194936,5064,95641,3701,42139,2370,33918,2741,21947,1656,102542,5152,4468,1032,9647,1662,44326,3179,24225,2175,8295,1242,5546,874,6035,1412,45177,3416,3112,995,5657,1279,16434,2051,7986,1233,4364,911,3884,632,3740,928,31804,2894,2212,696,6705,1100,12619,1670,3908,942,2136,627,2654,768,1570,476,24202,2650,995,585,4116,1142,9690,1511,5265,1167,2069,725,1206,492,861,501,29476,2735,1205,583,3418,1288,9847,1859,5413,1057,3025,824,2921,741,3647,737,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,697765,7911,32387,2938,74534,3448,297830,5662,152226,3747,64996,3030,45565,3051,30227,2388,542709,9910,24275,2795,56887,3890,229755,5353,122042,4171,50116,2745,36651,2631,22983,2028,70227,5655,4291,1361,8236,1755,33468,3212,14236,2416,5337,1179,2966,805,1693,595,5925,1058,42,89,264,217,2917,930,1358,502,652,392,635,334,57,74,20109,2007,1779,613,3975,1237,8039,1333,1541,539,2387,757,919,361,1469,462,17778,2592,638,375,3554,1051,6832,1525,3979,1098,1207,458,1087,516,481,272,41017,3189,1362,714,1618,698,16819,2229,9070,1640,5297,1054,3307,756,3544,754,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5927604,21876,188336,5805,551807,8550,2617572,11650,1362787,10049,569424,9108,372459,7732,265219,6502,4362024,21463,123434,5340,369841,8272,1893389,15088,1050765,10596,437804,8477,288757,6913,198034,6405,526666,12110,26990,2404,57149,4141,247325,7475,105589,5422,44445,3245,25507,2455,19661,2216,506351,11780,12028,1802,61367,3893,259634,7829,95876,4953,39722,2846,23112,2089,14612,1709,186595,7673,16438,1873,40605,4214,74486,5345,26544,2966,11801,1410,8973,1364,7748,1263,101926,5526,4771,923,12351,1990,47439,4057,21138,2118,8489,1467,4406,889,3332,815,244042,7533,4675,1087,10494,1747,95299,5771,62875,3603,27163,2707,21704,2281,21832,1721,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
