GEO_ID,C25032G_001E,C25032G_001M,C25032G_002E,C25032G_002M,C25032G_003E,C25032G_003M,C25032G_004E,C25032G_004M,C25032G_005E,C25032G_005M,NAME,C25032G_001EA,C25032G_001MA,C25032G_002EA,C25032G_002MA,C25032G_003EA,C25032G_003MA,C25032G_004MA,C25032G_004EA,C25032G_005MA,C25032G_005EA,state
0400000US06,376302,9010,222344,6798,36053,2941,106021,5433,11884,1493,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,42680,2939,27536,2588,2379,732,11351,1925,1414,464,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,20589,2194,9672,1583,5539,1217,5213,1208,165,200,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,4632,987,2595,739,444,449,889,326,704,335,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,5081,979,1573,471,532,401,2976,801,0,197,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,110716,4747,64204,3649,8506,1434,28396,2878,9610,1418,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,42977,3389,26462,2813,3144,1008,10027,1680,3344,893,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,69845,3643,46841,3291,5679,1158,17223,2083,102,173,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8925,1246,6653,1268,879,379,588,360,805,394,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,59305,3826,30253,2235,9971,1638,17581,2122,1500,623,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25488,2010,17804,1865,2546,769,3903,995,1235,471,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,11496,1765,7505,1409,1261,510,2002,706,728,440,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20653,2174,13640,1527,1577,588,4885,1333,551,314,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19367,1813,11864,1657,1967,685,3047,799,2489,791,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,20000,2288,11527,1500,2181,607,3380,1055,2912,903,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,6635,1225,3572,823,846,482,1444,626,773,330,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38550,2788,26630,2090,2681,888,8789,1254,450,207,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,44348,3214,15122,1646,15281,2361,13892,1665,53,82,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,53412,2618,35092,2239,4125,913,11487,1630,2708,608,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,25063,2399,13873,1676,2749,763,7121,1310,1320,356,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,6950,1349,5038,1151,394,259,763,458,755,425,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,29849,2976,19261,2316,4051,1050,4001,1055,2536,762,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6939,1051,4393,771,925,483,862,446,759,350,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8708,1316,4936,1060,1138,618,2407,766,227,163,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,24767,2685,15291,2000,2247,842,6560,1348,669,403,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5750,1037,3192,796,834,430,1372,619,352,314,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,49976,2928,25056,2196,11777,1708,12609,1911,534,402,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,16399,1721,9246,1207,1737,581,2915,950,2501,688,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,131429,4749,41748,3063,28799,2666,59123,3273,1759,510,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,47062,3179,29186,2603,3381,915,8299,1552,6196,1343,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2330,645,847,312,210,197,902,499,371,256,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,57381,4214,34304,2901,8402,1636,11826,1794,2849,869,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,79575,2774,57431,2151,4508,827,10405,1531,7231,908,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,37939,3326,24085,2386,2958,883,8001,1487,2895,820,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,53349,3330,33835,2588,8479,1492,9612,1654,1423,537,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,6119,1111,2709,614,2198,669,1212,529,0,200,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18184,2478,11182,1807,918,399,2733,1060,3351,1083,South Carolina,null,null,null,null,null,null,null,null,null,null,45
