GEO_ID,B16010_001E,B16010_001M,B16010_002E,B16010_002M,B16010_003E,B16010_003M,B16010_004E,B16010_004M,B16010_005E,B16010_005M,B16010_006E,B16010_006M,B16010_007E,B16010_007M,B16010_008E,B16010_008M,B16010_009E,B16010_009M,B16010_010E,B16010_010M,B16010_011E,B16010_011M,B16010_012E,B16010_012M,B16010_013E,B16010_013M,B16010_014E,B16010_014M,B16010_015E,B16010_015M,B16010_016E,B16010_016M,B16010_017E,B16010_017M,B16010_018E,B16010_018M,B16010_019E,B16010_019M,B16010_020E,B16010_020M,B16010_021E,B16010_021M,B16010_022E,B16010_022M,B16010_023E,B16010_023M,B16010_024E,B16010_024M,B16010_025E,B16010_025M,B16010_026E,B16010_026M,B16010_027E,B16010_027M,B16010_028E,B16010_028M,B16010_029E,B16010_029M,B16010_030E,B16010_030M,B16010_031E,B16010_031M,B16010_032E,B16010_032M,B16010_033E,B16010_033M,B16010_034E,B16010_034M,B16010_035E,B16010_035M,B16010_036E,B16010_036M,B16010_037E,B16010_037M,B16010_038E,B16010_038M,B16010_039E,B16010_039M,B16010_040E,B16010_040M,B16010_041E,B16010_041M,B16010_042E,B16010_042M,B16010_043E,B16010_043M,B16010_044E,B16010_044M,B16010_045E,B16010_045M,B16010_046E,B16010_046M,B16010_047E,B16010_047M,B16010_048E,B16010_048M,B16010_049E,B16010_049M,B16010_050E,B16010_050M,B16010_051E,B16010_051M,B16010_052E,B16010_052M,B16010_053E,B16010_053M,NAME,B16010_001MA,B16010_001EA,B16010_002EA,B16010_002MA,B16010_003EA,B16010_003MA,B16010_004EA,B16010_004MA,B16010_005EA,B16010_005MA,B16010_006EA,B16010_006MA,B16010_007EA,B16010_007MA,B16010_008EA,B16010_008MA,B16010_009EA,B16010_009MA,B16010_010EA,B16010_010MA,B16010_011MA,B16010_011EA,B16010_012MA,B16010_012EA,B16010_013EA,B16010_013MA,B16010_014EA,B16010_014MA,B16010_015EA,B16010_015MA,B16010_016EA,B16010_016MA,B16010_017MA,B16010_017EA,B16010_018EA,B16010_018MA,B16010_019EA,B16010_019MA,B16010_020MA,B16010_020EA,B16010_021EA,B16010_021MA,B16010_022MA,B16010_022EA,B16010_023MA,B16010_023EA,B16010_024EA,B16010_024MA,B16010_025EA,B16010_025MA,B16010_026EA,B16010_026MA,B16010_027MA,B16010_027EA,B16010_028MA,B16010_028EA,B16010_029EA,B16010_029MA,B16010_030EA,B16010_030MA,B16010_031MA,B16010_031EA,B16010_032MA,B16010_032EA,B16010_033MA,B16010_033EA,B16010_034MA,B16010_034EA,B16010_035EA,B16010_035MA,B16010_036EA,B16010_036MA,B16010_037MA,B16010_037EA,B16010_038MA,B16010_038EA,B16010_039MA,B16010_039EA,B16010_040EA,B16010_040MA,B16010_041EA,B16010_041MA,B16010_042MA,B16010_042EA,B16010_043MA,B16010_043EA,B16010_044MA,B16010_044EA,B16010_045EA,B16010_045MA,B16010_046EA,B16010_046MA,B16010_047MA,B16010_047EA,B16010_048MA,B16010_048EA,B16010_049MA,B16010_049EA,B16010_050MA,B16010_050EA,B16010_051EA,B16010_051MA,B16010_052EA,B16010_052MA,B16010_053MA,B16010_053EA,state
0400000US06,24779784,3987,4586733,26712,2458457,22726,386997,11573,1841615,19284,42194,3401,174992,6912,12659,2230,2128276,21248,618507,12604,1125065,16197,97309,6297,266335,8459,21060,2505,5107967,32360,3099726,26819,1603114,18602,1105996,18975,105333,6076,259593,9087,25690,3170,2008241,20853,1307036,16070,404086,9510,100956,5019,177895,6980,18268,2796,7424555,29590,5031432,28674,3298216,26056,1062554,16038,190772,7184,435123,9828,44767,3813,2393123,17755,1772484,17406,300346,8918,102764,4693,196775,6100,20754,2438,7660529,34102,5762433,30356,3738784,25310,558403,13969,477781,13317,912259,14076,75206,5084,1898096,19672,1277327,17031,119745,5747,163770,6710,313462,9491,23792,2479,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3444654,3718,323935,9397,173777,7483,69249,4964,93866,4697,2417,744,6064,1566,2181,712,150158,5473,82908,4096,54873,3295,4331,1267,6346,1350,1700,671,752200,13142,467775,9591,385423,9982,63828,4603,6813,1185,7076,1417,4635,1204,284425,8140,242082,6791,29717,2511,5018,866,5146,1257,2462,826,1077513,13205,765511,11317,673979,10045,59503,4565,14607,2023,11493,1790,5929,1732,312002,6238,278558,6086,19567,2417,7049,1211,4831,1115,1997,668,1291006,15098,996793,14203,892613,12963,37726,2964,36316,3903,22125,2529,8013,2231,294213,7022,265115,6688,11661,1670,10466,1363,5022,1105,1949,658,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2457978,1904,249186,8063,106757,4912,47896,3332,39936,3567,13074,1874,4839,1240,1012,431,142429,5553,83767,4308,34774,2837,20488,2508,2204,761,1196,537,682207,10667,424508,9940,323694,8142,57064,3837,34941,3619,5937,1262,2872,1083,257699,6418,212291,6128,21072,2042,20597,2032,2505,786,1234,553,615448,10227,454666,9393,366430,9619,46552,4074,30090,2647,6801,1279,4793,1392,160782,4269,134608,4122,10860,1615,12216,1711,1525,626,1573,755,911137,10938,711612,10545,581977,10446,37314,3112,58833,4163,25198,2366,8290,1860,199525,5174,165281,4993,7453,1707,16878,1915,8123,1373,1790,635,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,618612,1103,71301,4396,31064,2926,21289,2475,8438,1695,738,297,580,518,19,35,40237,3008,34175,2856,3143,974,2205,649,608,438,106,135,194904,5422,119196,4682,107916,4669,7306,1351,1717,634,1529,745,728,730,75708,3608,70551,3487,2711,726,1420,508,863,482,163,160,169718,5306,119422,4982,108272,4860,5860,1044,3422,945,1012,498,856,407,50296,3020,45745,2806,1933,842,1947,702,555,317,116,122,182689,6890,136069,5746,113709,5441,6030,1415,8364,1463,5868,1174,2098,771,46620,3421,40801,3132,1482,622,2238,581,1865,611,234,253,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,439531,534,50139,3050,22822,2456,14127,2408,6829,1474,400,262,338,251,1128,558,27317,2326,23992,2196,1991,803,453,318,571,282,310,259,81081,4421,47983,3822,38930,3377,5262,1261,775,509,378,280,2638,1171,33098,2631,30548,2414,1074,526,755,569,413,502,308,299,75520,3882,50101,3722,42667,3271,3752,988,1478,675,640,352,1564,710,25419,2368,21945,2078,1403,598,845,454,87,102,1139,914,232791,5122,197873,5491,165549,4626,10534,1666,13273,2093,4041,932,4476,1534,34918,2878,28292,2382,1841,702,3084,1175,939,448,762,474,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13503747,6413,1821458,27349,777695,19521,368284,13054,328187,12225,58203,4690,19241,2678,3780,1331,1043763,16974,636160,12608,309073,9119,73500,4808,18409,2152,6621,1822,4020195,33058,2229773,24960,1565051,20441,517728,13712,110618,7342,27149,3073,9227,1681,1790422,22166,1442249,18809,250543,9301,78090,5537,13988,2152,5552,1172,4039025,26953,2632495,25542,1952064,19823,515488,15759,121116,7523,28702,2953,15125,2594,1406530,14816,1159195,13096,161742,7509,59979,4354,17098,2476,8516,1689,3623069,29636,2493394,30092,1771073,22378,472410,11471,154264,7427,72165,5107,23482,3007,1129675,14657,901239,14425,126123,5797,66493,4776,24892,2701,10928,2247,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6403838,8246,960025,16688,419179,12255,263664,8489,131747,7505,7047,1584,12656,2508,4065,1040,540846,12326,462704,10950,55579,4732,11915,2230,7958,1618,2690,813,1810866,18967,1056945,19315,926363,16858,85356,5448,18799,3091,18080,2693,8347,2348,753921,11930,701224,11690,30415,4051,10132,1832,9203,1985,2947,1046,1825672,20945,1284378,19379,1162174,19659,59459,4650,32478,3593,18189,2717,12078,2814,541294,11514,497278,10921,20862,2629,11353,1519,8736,1552,3065,974,1807275,21417,1392734,18857,1206628,18565,51918,3932,68506,5717,50359,3715,15323,2172,414541,10481,358406,8727,12637,1941,20772,2869,18384,2592,4342,1047,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,952281,1173,91486,5236,36568,3605,14792,2001,1722,1087,125,126,19720,2615,209,229,54918,3569,26319,2687,596,406,612,346,27368,2613,23,38,269304,7500,164244,5777,120007,5391,1735,667,1581,684,40765,3556,156,160,105060,4548,76403,4180,549,259,1561,634,26368,2465,179,188,305275,6708,218348,5805,164441,5061,5007,1292,2312,740,46386,3185,202,170,86927,4186,67574,3768,1117,485,1413,705,16823,1745,0,177,286216,5969,211080,5465,166611,4733,3886,795,6747,1549,33226,2655,610,486,75136,3249,57503,2810,1106,564,2334,680,14078,1536,115,136,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1012786,2996,103357,5122,51429,3904,25898,3101,22542,2308,1001,628,1899,890,89,93,51928,3546,41128,3152,8501,1450,1331,699,731,525,237,151,280462,8113,165838,6540,147942,6047,13315,2211,2548,1211,1565,668,468,274,114624,4761,108186,4865,4225,1057,1221,531,592,389,400,248,371074,9684,244385,8299,228709,8278,10624,2170,2017,556,2025,855,1010,606,126689,5147,121027,4957,2574,716,1479,426,713,416,896,399,257893,9377,183664,7701,170951,7412,5364,1426,3934,942,2845,825,570,342,74229,4245,69752,4071,1975,658,1621,551,762,410,119,83,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8558895,4172,1061131,15535,482747,10548,180070,6140,261312,7864,23933,2569,13239,1922,4193,1149,578384,10586,369144,8356,143086,5818,43077,3637,15442,1750,7635,2266,2313202,24171,1378022,20473,1059571,17090,207038,6567,78870,4560,21536,2871,11007,2638,935180,13491,807483,11614,62040,4704,48925,4166,10801,1657,5931,1379,2477209,19468,1777202,17251,1486501,17332,159105,6539,87274,5803,29728,3103,14594,1940,700007,11857,611599,10357,33847,2967,34660,3795,13591,1951,6310,1539,2707353,20516,2143448,18808,1718911,16919,104479,4987,180516,8427,116103,5175,23439,2604,563905,9837,443049,8540,21046,2504,54483,3664,38013,3029,7314,1589,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
