GEO_ID,B18101_001E,B18101_001M,B18101_002E,B18101_002M,B18101_003E,B18101_003M,B18101_004E,B18101_004M,B18101_005E,B18101_005M,B18101_006E,B18101_006M,B18101_007E,B18101_007M,B18101_008E,B18101_008M,B18101_009E,B18101_009M,B18101_010E,B18101_010M,B18101_011E,B18101_011M,B18101_012E,B18101_012M,B18101_013E,B18101_013M,B18101_014E,B18101_014M,B18101_015E,B18101_015M,B18101_016E,B18101_016M,B18101_017E,B18101_017M,B18101_018E,B18101_018M,B18101_019E,B18101_019M,B18101_020E,B18101_020M,B18101_021E,B18101_021M,B18101_022E,B18101_022M,B18101_023E,B18101_023M,B18101_024E,B18101_024M,B18101_025E,B18101_025M,B18101_026E,B18101_026M,B18101_027E,B18101_027M,B18101_028E,B18101_028M,B18101_029E,B18101_029M,B18101_030E,B18101_030M,B18101_031E,B18101_031M,B18101_032E,B18101_032M,B18101_033E,B18101_033M,B18101_034E,B18101_034M,B18101_035E,B18101_035M,B18101_036E,B18101_036M,B18101_037E,B18101_037M,B18101_038E,B18101_038M,B18101_039E,B18101_039M,NAME,B18101_001EA,B18101_001MA,B18101_002EA,B18101_002MA,B18101_003EA,B18101_003MA,B18101_004MA,B18101_004EA,B18101_005MA,B18101_005EA,B18101_006EA,B18101_006MA,B18101_007EA,B18101_007MA,B18101_008EA,B18101_008MA,B18101_009MA,B18101_009EA,B18101_010MA,B18101_010EA,B18101_011MA,B18101_011EA,B18101_012EA,B18101_012MA,B18101_013EA,B18101_013MA,B18101_014MA,B18101_014EA,B18101_015MA,B18101_015EA,B18101_016EA,B18101_016MA,B18101_017EA,B18101_017MA,B18101_018EA,B18101_018MA,B18101_019EA,B18101_019MA,B18101_020MA,B18101_020EA,B18101_021EA,B18101_021MA,B18101_022MA,B18101_022EA,B18101_023EA,B18101_023MA,B18101_024EA,B18101_024MA,B18101_025MA,B18101_025EA,B18101_026MA,B18101_026EA,B18101_027EA,B18101_027MA,B18101_028EA,B18101_028MA,B18101_029EA,B18101_029MA,B18101_030EA,B18101_030MA,B18101_031MA,B18101_031EA,B18101_032EA,B18101_032MA,B18101_033MA,B18101_033EA,B18101_034EA,B18101_034MA,B18101_035EA,B18101_035MA,B18101_036MA,B18101_036EA,B18101_037MA,B18101_037EA,B18101_038EA,B18101_038MA,B18101_039EA,B18101_039MA,state
0400000US06,37524274,5678,18510580,6787,1296205,2473,8952,1487,1287253,2737,3415742,3971,168057,5775,3247685,7094,4690216,6825,226799,7188,4463417,9800,7126381,5933,723655,12976,6402726,13255,1163816,2547,273609,6559,890207,6839,818220,2646,402141,5163,416079,5075,19013694,5371,1240479,2396,9241,1873,1231238,2898,3271062,3334,96031,5224,3175031,5676,4574937,3413,182168,7224,4392769,8074,7406847,3472,758773,12648,6648074,12762,1347910,2438,335985,7925,1011925,7903,1172459,2953,636127,7185,536332,7091,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,2528913,4620,172562,2030,2868,941,169694,2174,454263,2288,22973,2042,431290,2849,619699,3533,30274,3042,589425,4448,1013738,3151,108192,5183,905546,6115,168926,1211,38967,2381,129959,2433,99725,1230,47042,2333,52683,2290,2565853,3561,164433,2154,1037,627,163396,2388,437750,2208,15773,1985,421977,2722,603726,2494,28171,2902,575555,3695,1033000,2453,110134,5374,922866,6070,185499,1542,39170,2405,146329,2733,141445,1522,67937,2761,73508,2665,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,1715299,2409,99546,993,685,541,98861,1087,305506,1227,18841,2064,286665,2339,375873,1816,21654,2767,354219,2976,715360,1950,72324,3016,643036,3444,128363,850,25151,1719,103212,1925,90651,906,39547,1995,51104,2005,1819320,2365,93524,834,721,316,92803,893,293249,1287,10998,1578,282251,2067,378717,1592,17733,2234,360984,2614,763209,1627,72078,3914,691131,4177,149678,1028,30068,1895,119610,2224,140943,1185,66818,2191,74125,2296,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,434398,1313,28446,344,382,362,28064,492,75856,827,4563,1114,71293,1367,98955,895,5160,942,93795,1448,169939,909,20009,2230,149930,2223,37599,604,7863,1005,29736,1095,23603,506,10934,1185,12669,1218,468517,1018,27739,277,668,559,27071,625,72453,800,2198,530,70255,843,103201,685,5173,900,98028,1156,189122,996,26060,1988,163062,2175,42604,513,9099,1163,33505,1275,33398,785,16038,1233,17360,1176,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,290874,931,19836,279,123,136,19713,308,34930,285,3228,847,31702,872,99374,745,4600,1058,94774,1348,108524,844,14932,1719,93592,1792,17199,376,4377,917,12822,917,11011,369,3952,810,7059,810,330506,735,19113,33,178,227,18935,230,35303,275,2187,775,33116,873,118676,384,4693,943,113983,982,115816,532,17720,1692,98096,1773,22029,324,6074,782,15955,803,19569,458,9027,994,10542,1018,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,9208249,7257,544693,3113,3915,1335,540778,3185,1487418,4578,92868,5361,1394550,6433,2015338,5494,119433,7545,1895905,9473,3617902,6414,461933,10862,3155969,12198,877145,3068,209443,7208,667702,7091,665753,3224,292421,6777,373332,7164,9802821,7129,524267,3362,3047,902,521220,3403,1434765,4789,59494,4094,1375271,6463,2052883,4782,99832,6373,1953051,7139,3892490,4537,472576,11508,3419914,12223,1006554,2839,215209,6526,791345,6914,891862,3134,430167,8379,461695,8028,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,4691533,8342,341922,4139,3609,1239,338313,4138,931327,5485,60494,4320,870833,6729,1105808,5449,70681,4993,1035127,7245,1833488,5933,249243,8919,1584245,10359,312163,2983,92603,4339,219560,4206,166825,2708,82209,3435,84616,3495,5027878,8176,329183,4145,2355,1102,326828,3897,889729,5171,31749,3450,857980,6598,1166909,5679,63619,4810,1103290,7953,2011072,4907,262189,7985,1748883,9153,364383,2756,98501,3603,265882,4105,266602,2430,151233,3566,115369,3516,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,659117,2704,45753,259,23,51,45730,264,109322,808,5635,1192,103687,1444,151413,2393,7214,1675,144199,3039,261294,1602,29419,2643,231875,2999,53534,634,12425,1400,41109,1447,37801,885,18685,1132,19116,1047,682591,1728,43260,390,108,112,43152,416,104230,766,2865,843,101365,1107,151548,1062,5697,1172,145851,1695,269355,827,24938,2506,244417,2662,57878,480,11815,1524,46063,1572,56320,651,27798,1695,28522,1616,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,784512,3345,58069,1489,347,415,57722,1558,158790,2209,12673,2232,146117,3061,181234,2210,12534,1845,168700,2873,289550,1657,41829,3146,247721,3259,59858,866,16158,1449,43700,1214,37011,656,19613,1415,17398,1366,791170,3288,55667,1309,124,111,55543,1291,151400,1837,6143,1526,145257,2293,179184,1885,10368,1944,168816,2633,294991,1827,38758,3162,256233,3820,62053,919,13498,1703,48555,1818,47875,738,23249,1596,24626,1686,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,6204342,5323,415426,2218,3871,1219,411555,2512,1145047,3007,63995,3651,1081052,4229,1489427,4180,79423,5035,1410004,6858,2450734,4024,258301,7077,2192433,7166,421499,2035,100007,3546,321492,3811,282209,1493,131214,3285,150995,3587,6494029,5389,398601,1957,2706,719,395895,2125,1099981,2692,38907,3184,1061074,3635,1494316,3315,60456,3372,1433860,4460,2572028,3571,276913,8149,2295115,8416,491313,1655,119019,4052,372294,3918,437790,2809,221801,4700,215989,4862,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
