GEO_ID,B25101_001E,B25101_001M,B25101_002E,B25101_002M,B25101_003E,B25101_003M,B25101_004E,B25101_004M,B25101_005E,B25101_005M,B25101_006E,B25101_006M,B25101_007E,B25101_007M,B25101_008E,B25101_008M,B25101_009E,B25101_009M,B25101_010E,B25101_010M,B25101_011E,B25101_011M,B25101_012E,B25101_012M,B25101_013E,B25101_013M,B25101_014E,B25101_014M,B25101_015E,B25101_015M,B25101_016E,B25101_016M,B25101_017E,B25101_017M,B25101_018E,B25101_018M,B25101_019E,B25101_019M,B25101_020E,B25101_020M,B25101_021E,B25101_021M,B25101_022E,B25101_022M,B25101_023E,B25101_023M,B25101_024E,B25101_024M,B25101_025E,B25101_025M,B25101_026E,B25101_026M,B25101_027E,B25101_027M,B25101_028E,B25101_028M,B25101_029E,B25101_029M,B25101_030E,B25101_030M,B25101_031E,B25101_031M,B25101_032E,B25101_032M,B25101_033E,B25101_033M,B25101_034E,B25101_034M,B25101_035E,B25101_035M,B25101_036E,B25101_036M,B25101_037E,B25101_037M,B25101_038E,B25101_038M,B25101_039E,B25101_039M,B25101_040E,B25101_040M,B25101_041E,B25101_041M,B25101_042E,B25101_042M,B25101_043E,B25101_043M,B25101_044E,B25101_044M,B25101_045E,B25101_045M,NAME,B25101_001EA,B25101_001MA,B25101_002EA,B25101_002MA,B25101_003MA,B25101_003EA,B25101_004EA,B25101_004MA,B25101_005MA,B25101_005EA,B25101_006MA,B25101_006EA,B25101_007EA,B25101_007MA,B25101_008EA,B25101_008MA,B25101_009EA,B25101_009MA,B25101_010MA,B25101_010EA,B25101_011MA,B25101_011EA,B25101_012EA,B25101_012MA,B25101_013EA,B25101_013MA,B25101_014MA,B25101_014EA,B25101_015MA,B25101_015EA,B25101_016MA,B25101_016EA,B25101_017MA,B25101_017EA,B25101_018EA,B25101_018MA,B25101_019EA,B25101_019MA,B25101_020EA,B25101_020MA,B25101_021MA,B25101_021EA,B25101_022MA,B25101_022EA,B25101_023EA,B25101_023MA,B25101_024EA,B25101_024MA,B25101_025EA,B25101_025MA,B25101_026MA,B25101_026EA,B25101_027MA,B25101_027EA,B25101_028EA,B25101_028MA,B25101_029MA,B25101_029EA,B25101_030EA,B25101_030MA,B25101_031EA,B25101_031MA,B25101_032MA,B25101_032EA,B25101_033EA,B25101_033MA,B25101_034EA,B25101_034MA,B25101_035EA,B25101_035MA,B25101_036EA,B25101_036MA,B25101_037MA,B25101_037EA,B25101_038MA,B25101_038EA,B25101_039EA,B25101_039MA,B25101_040EA,B25101_040MA,B25101_041EA,B25101_041MA,B25101_042EA,B25101_042MA,B25101_043EA,B25101_043MA,B25101_044EA,B25101_044MA,B25101_045EA,B25101_045MA,state
0400000US06,6781817,25470,5013594,26823,244785,7437,656,395,2255,756,241874,7346,379074,9462,7553,961,19564,2066,351957,9131,480259,10618,18484,1743,65494,3175,396281,10186,856188,13637,88326,4207,223442,6786,544420,10970,3016791,23346,1204436,16453,1063375,12510,748980,13869,36497,3332,1768223,13924,290101,7975,56719,3429,53379,3499,180003,6285,312634,7176,169324,5277,77836,3933,65474,3453,252821,6471,199181,5592,39574,3098,14066,1837,310313,5676,284435,5966,20138,2033,5740,1102,577792,10085,569466,9790,6818,1017,1508,531,24562,2681,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278158,11129,945039,10533,44915,2801,90,126,770,369,44055,2793,77427,4377,1334,453,7900,1079,68193,4418,105293,4727,5655,1026,27267,2428,72371,4061,190870,5460,36785,2651,80884,3931,73201,4157,521440,9400,312490,7534,163197,5870,45753,3152,5094,1051,333119,5691,54973,3148,10249,1356,13275,1450,31449,2643,63200,3755,40820,2901,16152,1700,6228,1126,51016,2953,46209,2767,4349,913,458,254,56805,2904,55477,2891,1169,434,159,125,103655,3897,103114,3881,501,233,40,66,3470,887,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,908452,7756,642602,8945,21694,2021,0,193,155,164,21539,1981,38668,2980,297,279,1004,390,37367,2872,52993,3183,1007,438,4828,909,47158,3153,108733,4890,7332,1044,29660,2206,71741,4291,417949,7708,192093,5879,155053,5036,70803,3677,2565,797,265850,5449,31871,2449,881,333,1499,541,29491,2441,41178,2603,4823,748,12016,1413,24339,1938,35709,2556,12626,1480,16731,1846,6352,1139,45763,2882,33763,2400,9809,1327,2191,602,108612,4177,104646,4334,3322,794,644,291,2717,685,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,241050,3609,168064,4422,8823,1567,0,182,160,142,8663,1547,13240,1454,303,208,1163,360,11774,1424,19941,2141,1504,455,4030,990,14407,1677,35134,2373,6832,968,14250,1496,14052,1589,90175,3634,54543,3070,28889,2784,6743,1179,751,384,72986,2939,12397,1315,2245,533,2567,697,7585,991,14068,1575,8576,1142,3593,803,1899,500,11637,1374,9901,1298,1403,506,333,209,12533,1499,12243,1514,248,155,42,68,21478,1961,21436,1957,42,69,0,182,873,361,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110681,3549,87104,3340,3573,829,0,197,87,99,3486,810,4591,1161,45,75,114,111,4432,1157,5328,912,181,156,719,315,4428,862,11374,1652,1052,373,4022,1009,6300,1131,61664,2989,32567,1929,19997,2117,9100,1410,574,320,23577,2090,3359,784,509,296,179,139,2671,748,2589,643,1482,411,643,397,464,228,2933,644,2134,538,436,324,363,221,3202,752,2894,695,176,171,132,110,11135,1314,11080,1311,55,71,0,197,359,275,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4724428,21345,2888716,18233,249445,7401,536,327,3234,798,245675,7253,383699,9667,8985,1406,42901,3180,331813,9049,418065,10791,36616,2971,112141,5254,269308,8909,600486,11821,141557,5773,226520,6928,232409,8895,1213571,15232,693109,12475,361296,9468,159166,6660,23450,2513,1835712,18176,386734,9109,78996,3714,78215,3962,229523,7306,380045,9197,217890,6704,101376,4614,60779,3798,278383,7425,230105,6823,34813,2620,13465,1501,317813,8837,296488,8200,15851,2300,5474,860,434904,9909,423710,10009,8908,1296,2286,711,37833,2969,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2248702,19411,1560580,18192,116446,5856,260,363,1900,706,114286,5688,166394,6521,4482,1078,18781,2173,143131,6047,192363,7830,17583,2148,67885,4214,106895,6185,334477,11693,94898,5051,145707,7404,93872,5689,736524,12446,498299,9912,188658,7298,49567,3845,14376,2672,688122,12099,145870,5955,32210,2359,39726,2646,73934,4312,140899,6258,100262,4907,28792,2467,11845,1531,107976,4976,98633,4801,7406,1251,1937,605,116946,4081,113899,4082,2675,856,372,211,164108,6453,162905,6377,1163,512,40,67,12323,1554,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,254770,4107,172799,4553,8720,1264,0,177,58,81,8662,1243,9021,1040,15,28,216,147,8790,1029,14934,1669,710,354,1871,817,12353,1494,29881,2380,2336,651,6026,1004,21519,2204,109291,3726,38160,2182,39602,2266,31529,2518,952,534,81971,3305,10903,1547,1929,692,1304,427,7670,1346,11034,1556,5063,1099,3613,929,2358,689,10679,1293,8533,1227,1738,457,408,250,15173,1372,14171,1287,848,382,154,206,32673,2218,32313,2209,252,187,108,106,1509,554,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398671,5979,270378,6063,19036,2344,94,116,288,210,18654,2325,36274,2435,1054,386,6405,1224,28815,2233,40856,3114,5705,919,16394,1831,18757,2326,70593,4119,22944,2334,31598,2803,16051,2184,102207,4087,72496,3659,24004,2430,5707,1224,1412,557,128293,4525,25533,1993,7734,1172,6609,1232,11190,1679,29080,2104,24371,1982,2968,660,1741,645,21151,1693,20244,1728,800,325,107,94,23905,2183,23776,2162,129,125,0,187,27449,2354,27449,2354,0,187,0,187,1175,475,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3177104,16645,2153509,15842,115821,4939,510,250,1007,357,114304,4946,183454,5826,5098,1018,21953,1943,156403,5547,236137,7629,22273,1866,58211,3034,155653,6243,428374,9734,93192,4294,150893,5637,184289,6535,1180742,12747,659844,10655,375134,8979,145764,5394,8981,1333,1023595,11279,167844,4200,24157,1568,33102,1724,110585,3768,193342,6145,92891,4189,58039,3385,42412,2757,158860,4755,117190,4435,32866,2263,8804,1256,186651,5578,167161,5458,15672,1990,3818,921,305081,6601,299978,6557,4355,786,748,368,11817,1527,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
