GEO_ID,B18140_001E,B18140_001M,B18140_002E,B18140_002M,B18140_003E,B18140_003M,B18140_004E,B18140_004M,B18140_005E,B18140_005M,B18140_006E,B18140_006M,B18140_007E,B18140_007M,NAME,B18140_001MA,B18140_001EA,B18140_002EA,B18140_002MA,B18140_003EA,B18140_003MA,B18140_004MA,B18140_004EA,B18140_005MA,B18140_005EA,B18140_006MA,B18140_006EA,B18140_007EA,B18140_007MA,state
0400000US06,30537,105,21158,434,24309,820,17708,847,30854,104,35374,201,26067,171,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,31364,234,21141,1001,24600,2046,16786,1780,31777,243,37420,573,26711,371,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,37081,387,21054,1677,25345,3148,17725,1995,38242,824,46758,771,31131,417,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,31755,625,21839,2648,22169,6755,21666,3350,32219,690,38359,2696,28760,1539,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,45191,1954,26522,5455,26650,7955,26387,6514,46284,1426,50026,2370,42295,1904,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,26641,154,19259,764,21324,765,16588,651,27017,160,30798,208,24390,315,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,28383,419,20486,626,24055,1826,16526,936,29194,443,33399,914,25009,331,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,31457,347,23299,3499,27496,4811,20257,5065,31709,342,36104,617,28593,963,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23823,662,16999,1987,22072,2641,12599,1493,24426,693,30838,475,19160,850,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,31400,153,20956,579,24528,1496,17665,922,31819,161,39185,638,26279,225,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
