GEO_ID,B10053_001E,B10053_001M,B10053_002E,B10053_002M,B10053_003E,B10053_003M,B10053_004E,B10053_004M,B10053_005E,B10053_005M,B10053_006E,B10053_006M,B10053_007E,B10053_007M,B10053_008E,B10053_008M,B10053_009E,B10053_009M,B10053_010E,B10053_010M,B10053_011E,B10053_011M,NAME,B10053_001EA,B10053_001MA,B10053_002MA,B10053_002EA,B10053_003EA,B10053_003MA,B10053_004EA,B10053_004MA,B10053_005EA,B10053_005MA,B10053_006EA,B10053_006MA,B10053_007MA,B10053_007EA,B10053_008EA,B10053_008MA,B10053_009EA,B10053_009MA,B10053_010EA,B10053_010MA,B10053_011EA,B10053_011MA,state
0400000US42,242192,9969,210568,9214,85854,5222,58813,4067,27041,2284,124714,6892,31624,3784,5710,1487,3965,1262,1745,700,25914,3245,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18371,2391,13471,2177,4888,1156,3387,1087,1501,579,8583,1699,4900,1008,1395,555,1023,552,372,264,3505,1024,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,123970,5986,115434,5635,57701,4452,35445,3650,22256,2585,57733,4572,8536,1850,2590,1026,2231,998,359,288,5946,1402,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11217,1351,10514,1286,5150,890,3450,746,1700,510,5364,1218,703,471,161,192,79,87,82,131,542,412,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,153707,7749,145474,7567,75906,5203,49076,4262,26830,2528,69568,4980,8233,1587,2011,772,1394,599,617,444,6222,1472,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,739851,17490,465747,13168,236630,9123,157495,7923,79135,4816,229117,10305,274104,11317,80738,5790,58872,5197,21866,2616,193366,9599,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,57807,3897,47272,3527,17424,2340,9799,1646,7625,1734,29848,2705,10535,2111,1652,770,1573,756,79,93,8883,1864,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8895,1435,8286,1400,3665,913,2934,866,731,353,4621,1080,609,338,334,273,159,168,175,194,275,200,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,174297,7404,134899,6003,58885,3500,36928,2976,21957,2384,76014,5121,39398,3898,6630,1626,3864,1075,2766,1089,32768,3696,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,129354,5133,86716,5025,34446,3195,21671,2815,12775,1861,52270,3986,42638,3766,9190,1843,6434,1776,2756,833,33448,3392,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,33428,2959,32955,2918,18772,2189,12051,1847,6721,1163,14183,1940,473,277,163,158,137,156,26,40,310,240,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,71600,3948,62148,3472,25405,2197,16777,2096,8628,1369,36743,2826,9452,1490,1982,754,1589,691,393,238,7470,1291,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,7733,1391,7532,1337,3698,888,1860,592,1838,686,3834,974,201,210,113,180,0,185,113,180,88,94,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,108183,5625,104214,5528,47913,3867,27847,2726,20066,2494,56301,3963,3969,1028,1874,728,1345,635,529,385,2095,724,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,119715,6690,114254,6443,68054,4548,44937,3562,23117,2185,46200,3671,5461,1408,1688,771,1216,645,472,301,3773,1189,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16935,1972,14638,1942,6782,1224,4957,1149,1825,405,7856,1423,2297,853,986,754,219,312,767,682,1311,428,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,160720,6106,103498,5085,48867,3822,31359,3372,17508,1896,54631,4250,57222,4211,17400,2516,12924,2218,4476,1073,39822,3532,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,72556,4390,67441,4141,39071,3527,26248,2793,12823,2063,28370,2766,5115,1433,1442,763,1280,759,162,159,3673,1178,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
