GEO_ID,B10053_001E,B10053_001M,B10053_002E,B10053_002M,B10053_003E,B10053_003M,B10053_004E,B10053_004M,B10053_005E,B10053_005M,B10053_006E,B10053_006M,B10053_007E,B10053_007M,B10053_008E,B10053_008M,B10053_009E,B10053_009M,B10053_010E,B10053_010M,B10053_011E,B10053_011M,NAME,B10053_001EA,B10053_001MA,B10053_002MA,B10053_002EA,B10053_003EA,B10053_003MA,B10053_004EA,B10053_004MA,B10053_005EA,B10053_005MA,B10053_006EA,B10053_006MA,B10053_007MA,B10053_007EA,B10053_008EA,B10053_008MA,B10053_009EA,B10053_009MA,B10053_010EA,B10053_010MA,B10053_011EA,B10053_011MA,state
0400000US06,1111316,19895,407212,10912,148679,6196,85347,5233,63332,3848,258533,8939,704104,16849,145685,7487,96098,5919,49587,3694,558419,15281,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,88294,6236,65220,5016,30042,3327,21252,2821,8790,1465,35178,3220,23074,2832,5685,1521,3979,1343,1706,652,17389,2696,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,65405,4403,45720,3731,17667,2511,11593,2001,6074,1540,28053,2911,19685,2754,2965,783,2240,722,725,337,16720,2500,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,26483,3422,23441,3153,9396,1775,5703,1277,3693,1155,14045,2746,3042,856,775,430,262,249,513,329,2267,814,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10341,1736,8100,1350,2727,1018,1833,893,894,436,5373,1031,2241,905,235,365,0,197,235,365,2006,870,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,463879,13582,282008,10916,125049,7065,76797,6084,48252,4114,156959,7552,181871,8506,36915,3816,22637,3285,14278,2340,144956,7451,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,265530,12042,221712,10223,114345,7597,75151,6086,39194,3811,107367,6748,43818,5260,10150,1949,6925,1651,3225,1058,33668,4788,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,54874,3546,34919,3089,10309,1865,6621,1668,3688,756,24610,2519,19955,2075,4866,1025,2252,869,2614,785,15089,1934,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23116,2838,19397,2434,8757,1680,5075,1238,3682,1031,10640,1640,3719,1382,1121,729,922,716,199,213,2598,1002,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,275433,9970,181056,7478,79409,4406,51440,4001,27969,2128,101647,5593,94377,6213,18449,2580,14030,2428,4419,950,75928,5616,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,126036,7073,115317,6284,54118,4344,36484,3661,17634,2089,61199,4910,10719,1794,2462,796,1842,706,620,395,8257,1627,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,39482,3176,34355,2853,15659,1960,10162,1494,5497,1015,18696,2260,5127,1338,1083,530,411,297,672,436,4044,1089,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,47220,3512,38965,3027,19845,2146,11445,1547,8400,1473,19120,2353,8255,1466,2914,826,2561,834,353,256,5341,1310,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,102902,5492,100070,5448,56165,3960,37326,3372,18839,2196,43905,3672,2832,946,749,505,597,483,152,147,2083,765,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,119416,5520,114078,5323,65535,4450,45395,4524,20140,2318,48543,3586,5338,1252,2454,867,1380,776,1074,580,2884,783,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18412,2425,17397,2405,7652,1672,5592,1374,2060,679,9745,1551,1015,462,167,171,92,136,75,85,848,433,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,141040,6767,104954,6095,40928,4247,24985,3560,15943,1870,64026,4628,36086,3044,7696,1601,4652,1265,3044,912,28390,2939,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,122541,6382,81533,5869,27149,4072,17640,3743,9509,1671,54384,3989,41008,3893,9244,1963,4984,1399,4260,1161,31764,3409,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,184352,6894,161429,6424,71889,4343,47884,3811,24005,2065,89540,4961,22923,2821,4244,915,2890,783,1354,442,18679,2651,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,62502,3606,48645,3630,18168,2219,11926,1812,6242,1108,30477,2597,13857,1789,2565,724,2081,619,484,327,11292,1639,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,93428,5146,91686,5078,51656,4061,35042,3423,16614,2070,40030,3509,1742,689,681,372,472,334,209,200,1061,594,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,112192,6245,104988,5674,44858,3586,29438,2822,15420,1814,60130,4116,7204,1565,1297,473,782,310,515,314,5907,1442,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14972,1860,14485,1776,7982,1379,4923,1187,3059,772,6503,1220,487,276,253,183,128,122,125,138,234,168,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24365,2437,19748,2013,10050,1531,6608,1299,3442,953,9698,1291,4617,1007,1389,491,952,369,437,326,3228,924,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,66279,4691,40336,3387,17229,2312,9458,1570,7771,1579,23107,2780,25943,2875,6423,1434,3973,1062,2450,834,19520,2716,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20281,2451,18043,2248,5981,1246,3898,1044,2083,625,12062,1829,2238,807,825,490,578,429,247,215,1413,613,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,184314,7178,102063,5244,33701,2959,19896,2248,13805,1883,68362,4669,82251,5295,14849,1818,7693,1454,7156,1218,67402,4848,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54669,3742,42887,3343,23342,2742,14558,1983,8784,1684,19545,2158,11782,2095,5766,1622,4681,1487,1085,526,6016,1468,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,426725,11094,213052,7941,74834,4358,44917,3156,29917,2595,138218,6454,213673,7516,53379,4491,28852,3264,24527,2571,160294,6522,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,201666,8347,179086,8307,95320,5789,62794,4573,32526,2798,83766,5793,22580,2856,5718,1618,4866,1423,852,432,16862,2684,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7263,1314,5992,960,3076,532,2045,525,1031,392,2916,713,1271,976,487,771,3,8,484,771,784,627,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,217143,7828,203687,7642,102107,6314,69773,5232,32334,2977,101580,5091,13456,1871,2786,1081,1765,884,1021,610,10670,1565,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,81153,3814,72560,3218,40052,2488,23939,2196,16113,1653,32508,2432,8593,1512,2971,854,1587,690,1384,593,5622,1240,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,70167,5316,54324,4724,22462,3203,12764,2271,9698,1953,31862,3287,15843,2278,4513,1444,3677,1320,836,492,11330,1980,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
