GEO_ID,C08513_001E,C08513_001M,C08513_002E,C08513_002M,C08513_003E,C08513_003M,C08513_004E,C08513_004M,C08513_005E,C08513_005M,C08513_006E,C08513_006M,C08513_007E,C08513_007M,C08513_008E,C08513_008M,C08513_009E,C08513_009M,C08513_010E,C08513_010M,C08513_011E,C08513_011M,C08513_012E,C08513_012M,C08513_013E,C08513_013M,C08513_014E,C08513_014M,C08513_015E,C08513_015M,C08513_016E,C08513_016M,C08513_017E,C08513_017M,C08513_018E,C08513_018M,C08513_019E,C08513_019M,C08513_020E,C08513_020M,C08513_021E,C08513_021M,C08513_022E,C08513_022M,C08513_023E,C08513_023M,C08513_024E,C08513_024M,C08513_025E,C08513_025M,C08513_026E,C08513_026M,C08513_027E,C08513_027M,C08513_028E,C08513_028M,C08513_029E,C08513_029M,C08513_030E,C08513_030M,NAME,C08513_001EA,C08513_001MA,C08513_002MA,C08513_002EA,C08513_003EA,C08513_003MA,C08513_004MA,C08513_004EA,C08513_005MA,C08513_005EA,C08513_006EA,C08513_006MA,C08513_007MA,C08513_007EA,C08513_008EA,C08513_008MA,C08513_009EA,C08513_009MA,C08513_010MA,C08513_010EA,C08513_011MA,C08513_011EA,C08513_012EA,C08513_012MA,C08513_013EA,C08513_013MA,C08513_014EA,C08513_014MA,C08513_015MA,C08513_015EA,C08513_016MA,C08513_016EA,C08513_017EA,C08513_017MA,C08513_018EA,C08513_018MA,C08513_019EA,C08513_019MA,C08513_020EA,C08513_020MA,C08513_021EA,C08513_021MA,C08513_022MA,C08513_022EA,C08513_023EA,C08513_023MA,C08513_024EA,C08513_024MA,C08513_025EA,C08513_025MA,C08513_026EA,C08513_026MA,C08513_027MA,C08513_027EA,C08513_028MA,C08513_028EA,C08513_029EA,C08513_029MA,C08513_030EA,C08513_030MA,state
0400000US06,16425103,41731,9084830,38439,7340273,35239,4068068,30073,3272205,28134,12057326,50144,6893583,40225,5163743,37745,3056468,26102,2107275,26283,1821086,24389,763802,16961,1057284,19165,483396,13539,573888,13593,849623,15671,377904,9976,471719,12894,202414,8857,269305,9185,831906,18001,460888,12621,371018,12356,171411,6687,199607,9420,865162,15704,588653,13235,276509,7693,154379,6294,122130,4638,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2520151,15777,2115347,16538,404804,11402,244340,9656,160464,6346,1879015,18048,1602534,17186,276481,10508,171894,8108,104587,5246,244255,9043,181204,7704,63051,4715,31846,3308,31205,3442,81480,5060,58051,4375,23429,3049,11051,1969,12378,2105,147187,6639,124304,6271,22883,2524,15627,2005,7256,1466,168214,6844,149254,6334,18960,2559,13922,1998,5038,1225,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1708374,12362,1335149,12111,373225,8241,226490,6366,146735,6612,1358053,13192,1096818,12367,261235,7865,172205,6530,89030,5483,143636,6482,88131,4510,55505,4187,24471,2518,31034,3657,61659,5000,37427,3620,24232,3114,10712,1721,13520,2519,73486,5254,50156,3759,23330,2814,12481,2010,10849,2269,71540,4258,62617,3860,8923,1346,6621,1158,2302,584,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420429,6747,364076,6748,56353,4066,36899,3750,19454,2424,344021,7290,303094,7215,40927,3460,26685,3163,14242,2067,34569,3293,25974,2543,8595,1751,4984,1196,3611,1190,8981,1573,7129,1289,1852,854,1488,807,364,298,14291,1861,11800,1820,2491,802,1790,634,701,494,18567,2031,16079,1848,2488,735,1952,672,536,377,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,796394,12419,605399,10746,190995,7062,130229,6060,60766,4395,342010,9070,256294,8455,85716,4794,59485,3734,26231,2897,79122,5632,53262,4442,25860,2936,14429,1848,11431,2225,292860,8277,227732,7223,65128,4109,45676,3647,19452,2390,67273,4721,55323,4093,11950,2011,8880,1573,3070,1129,15129,1890,12788,1745,2341,724,1759,655,582,355,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8114069,32638,5648006,27970,2466063,24859,1458844,22177,1007219,15857,6441875,36791,4593221,27466,1848654,23724,1163420,20089,685234,15609,794170,17311,464993,13383,329177,12311,156184,7245,172993,9902,175465,9686,86115,6094,89350,6517,35059,3921,54291,5325,298272,10108,196843,7111,101429,6717,43204,3871,58225,5323,404287,11109,306834,9428,97453,5888,60977,4745,36476,3466,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4210086,26544,3605494,27174,604592,14576,334059,10523,270533,12001,3357492,23171,2944564,25483,412928,12461,250125,8908,162803,7967,436045,13191,316272,10331,119773,8641,45100,4295,74673,7717,82719,4978,65312,4500,17407,2736,7160,1542,10247,2174,132360,6552,102509,5785,29851,3499,14116,2191,15735,2892,201470,6626,176837,5891,24633,2875,17558,2499,7075,1658,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,671731,7518,501509,7677,170222,7214,85680,5227,84542,5122,438016,8683,341667,7616,96349,6193,54776,3948,41573,3704,103097,5109,75464,3907,27633,2640,13504,1841,14129,1989,44827,3451,21666,2111,23161,2418,7212,1137,15949,2045,56315,3909,39962,3030,16353,2130,6370,1085,9983,1889,29476,2735,22750,2198,6726,1639,3818,1420,2908,801,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,675348,8131,599524,9137,75824,4472,42693,3445,33131,2694,525800,9840,469863,9406,55937,3887,33693,3251,22244,2293,66935,5360,55572,4743,11363,2099,4354,1028,7009,1753,5580,1048,5326,1032,254,235,134,173,120,163,36016,3008,30030,2759,5986,1542,3123,941,2863,1075,41017,3189,38733,3242,2284,1137,1389,791,895,543,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5922060,24000,4551408,23867,1370652,16352,789541,16430,581111,14028,4357006,21740,3434028,21048,922978,14985,551737,13053,371241,10994,520892,11398,324962,8072,195930,7903,85104,4814,110826,6150,509177,11777,375443,9532,133734,6450,83383,5542,50351,4264,290943,9430,212158,7620,78785,5718,42837,3962,35948,3819,244042,7533,204817,6821,39225,3734,26480,2846,12745,2016,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
