GEO_ID,B25073_001E,B25073_001M,B25073_002E,B25073_002M,B25073_003E,B25073_003M,B25073_004E,B25073_004M,B25073_005E,B25073_005M,B25073_006E,B25073_006M,B25073_007E,B25073_007M,B25073_008E,B25073_008M,B25073_009E,B25073_009M,B25073_010E,B25073_010M,B25073_011E,B25073_011M,B25073_012E,B25073_012M,B25073_013E,B25073_013M,B25073_014E,B25073_014M,B25073_015E,B25073_015M,B25073_016E,B25073_016M,B25073_017E,B25073_017M,B25073_018E,B25073_018M,B25073_019E,B25073_019M,B25073_020E,B25073_020M,B25073_021E,B25073_021M,B25073_022E,B25073_022M,B25073_023E,B25073_023M,B25073_024E,B25073_024M,B25073_025E,B25073_025M,B25073_026E,B25073_026M,B25073_027E,B25073_027M,B25073_028E,B25073_028M,B25073_029E,B25073_029M,B25073_030E,B25073_030M,B25073_031E,B25073_031M,B25073_032E,B25073_032M,B25073_033E,B25073_033M,B25073_034E,B25073_034M,B25073_035E,B25073_035M,B25073_036E,B25073_036M,B25073_037E,B25073_037M,B25073_038E,B25073_038M,B25073_039E,B25073_039M,B25073_040E,B25073_040M,B25073_041E,B25073_041M,B25073_042E,B25073_042M,B25073_043E,B25073_043M,B25073_044E,B25073_044M,B25073_045E,B25073_045M,B25073_046E,B25073_046M,B25073_047E,B25073_047M,B25073_048E,B25073_048M,B25073_049E,B25073_049M,B25073_050E,B25073_050M,NAME,B25073_001EA,B25073_001MA,B25073_002EA,B25073_002MA,B25073_003EA,B25073_003MA,B25073_004EA,B25073_004MA,B25073_005EA,B25073_005MA,B25073_006EA,B25073_006MA,B25073_007MA,B25073_007EA,B25073_008MA,B25073_008EA,B25073_009EA,B25073_009MA,B25073_010EA,B25073_010MA,B25073_011EA,B25073_011MA,B25073_012EA,B25073_012MA,B25073_013MA,B25073_013EA,B25073_014EA,B25073_014MA,B25073_015EA,B25073_015MA,B25073_016EA,B25073_016MA,B25073_017MA,B25073_017EA,B25073_018MA,B25073_018EA,B25073_019MA,B25073_019EA,B25073_020MA,B25073_020EA,B25073_021EA,B25073_021MA,B25073_022EA,B25073_022MA,B25073_023MA,B25073_023EA,B25073_024MA,B25073_024EA,B25073_025MA,B25073_025EA,B25073_026EA,B25073_026MA,B25073_027EA,B25073_027MA,B25073_028MA,B25073_028EA,B25073_029MA,B25073_029EA,B25073_030MA,B25073_030EA,B25073_031MA,B25073_031EA,B25073_032EA,B25073_032MA,B25073_033EA,B25073_033MA,B25073_034MA,B25073_034EA,B25073_035MA,B25073_035EA,B25073_036EA,B25073_036MA,B25073_037EA,B25073_037MA,B25073_038EA,B25073_038MA,B25073_039MA,B25073_039EA,B25073_040MA,B25073_040EA,B25073_041EA,B25073_041MA,B25073_042MA,B25073_042EA,B25073_043EA,B25073_043MA,B25073_044EA,B25073_044MA,B25073_045MA,B25073_045EA,B25073_046EA,B25073_046MA,B25073_047EA,B25073_047MA,B25073_048EA,B25073_048MA,B25073_049EA,B25073_049MA,B25073_050MA,B25073_050EA,state
0400000US06,5770841,24980,2132490,19206,386966,9564,243470,7655,217416,7773,174966,6184,947098,13471,162574,6402,882415,15726,166888,6336,99340,4720,91116,5363,77767,4901,422349,10600,24955,2318,1306492,18901,244998,8466,154231,7025,142034,6593,119194,5675,608883,12480,37152,3346,569282,12950,101681,4842,67458,5105,65807,4156,50314,3509,263793,7501,20229,2296,749488,13789,120708,5380,82880,5004,89758,4673,74257,4142,347985,8792,33900,3451,124622,4972,23405,2261,12459,2048,10389,1782,9389,1719,54435,3293,14545,1629,6052,1461,1221,621,471,358,83,120,579,433,2205,922,1493,661,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,717930,9538,272425,7793,62845,4135,31053,3180,29983,3026,25367,2458,101942,5193,21235,2162,78968,4338,18009,2042,10556,1720,7926,1572,7580,1206,33142,2812,1755,546,175044,7148,39874,3148,23597,2707,21646,2540,15946,2002,69389,4950,4592,1146,88957,5078,20258,2581,12056,1989,9906,1678,8119,1321,35974,3332,2644,786,79564,3592,16781,1900,10165,1454,10889,1447,6136,1098,33636,2692,1957,726,22481,2257,4150,928,3191,1041,2028,754,1761,719,9527,1656,1824,496,491,447,125,207,0,189,79,125,0,189,287,374,0,189,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,449360,8680,91445,4521,20567,2338,10988,1624,7216,1474,6502,1134,33703,2583,12469,1761,167781,5682,38202,3660,16939,1860,16529,2343,12549,2028,75061,3944,8501,1369,94374,4841,19615,2525,11420,1791,13493,2053,7350,1325,39172,2922,3324,887,37400,3601,7891,1371,4407,1134,4649,1141,4126,949,15094,2341,1233,521,56457,3182,11089,1670,5280,1192,9143,1640,6059,1191,22171,2412,2715,902,1853,762,226,207,0,193,0,193,345,231,748,530,534,530,50,78,0,193,0,193,0,193,0,193,50,78,0,193,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,99258,4117,38787,2788,9565,1596,4732,1300,4061,933,2689,831,14360,1977,3380,824,12025,1744,2510,697,1275,732,1983,913,1326,669,4598,1224,333,220,29839,2546,8212,1464,3041,1091,4150,1276,3080,987,10723,1800,633,399,4261,741,1255,514,275,163,312,221,325,211,1870,575,224,219,7412,1123,1617,513,926,406,984,471,709,387,2686,691,490,271,6934,1434,1298,564,909,549,792,542,438,263,2492,905,1005,554,0,182,0,182,0,182,0,182,0,182,0,182,0,182,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,155981,4855,23107,2223,6547,1334,1916,561,2747,793,1927,568,7606,1477,2364,717,24452,2073,6065,1186,3011,1000,2986,787,1364,485,9852,1443,1174,522,40899,2655,8519,1440,5125,1215,4152,985,2879,687,18197,1976,2027,799,15997,1966,3500,935,1539,626,2587,713,1208,546,6167,1126,996,747,51438,3058,13329,2205,6463,1311,8416,1421,4324,1103,17849,2082,1057,504,53,86,0,197,0,197,0,197,0,197,0,197,53,86,35,58,35,58,0,197,0,197,0,197,0,197,0,197,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2473515,22250,917873,14548,164961,7142,103096,6189,88203,4937,72896,4680,387340,10761,101377,5926,323246,7381,50388,4019,37615,3977,33090,2676,28037,2764,159406,6254,14710,1690,554730,12909,92700,5793,63065,4552,59931,4428,52079,4438,262666,9283,24289,2902,241990,9776,37848,3440,27422,2999,29027,3131,19918,2542,116370,6675,11405,1910,285031,7973,44198,3664,27929,2168,32564,3071,26215,2644,139393,5068,14732,2061,148009,6734,28457,2814,14173,2129,9795,1699,10467,2047,65270,4500,19847,2520,2636,848,482,308,336,338,265,331,264,238,609,415,680,447,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1284206,16668,517865,12512,109240,6151,56071,4212,47245,3580,37074,3503,196129,7276,72106,4793,167223,6194,30696,3166,18559,2583,15494,1980,14495,1764,76564,4746,11415,1679,310569,9498,63600,4353,33745,3651,36418,3637,27888,3179,134118,7128,14800,2045,78459,5154,17253,2785,10337,1988,11862,2482,7231,2170,28376,3370,3400,1049,87679,4415,21611,2438,9863,1350,12505,1784,7153,1180,32151,3271,4396,998,121251,5057,25922,2520,10810,2006,10468,1881,8071,1794,43481,3798,22499,2179,1160,680,293,270,62,106,200,317,0,208,467,465,138,177,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,192978,4122,86616,3886,14716,1788,9452,1396,9257,1376,7389,1401,34262,2520,11540,1588,25657,2541,3504,792,2487,796,2062,724,2759,828,13196,1832,1649,664,31047,2611,6669,1248,4580,1200,3018,957,2433,865,12556,1681,1791,651,16009,2165,3064,922,1735,740,1966,544,1386,652,7199,1272,659,456,33630,2584,6625,1226,5477,1193,3785,947,3285,963,12525,1840,1933,735,19,33,0,177,0,177,0,177,0,177,19,33,0,177,0,177,0,177,0,177,0,177,0,177,0,177,0,177,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,184435,6150,89702,4897,25060,3015,9601,1705,8933,1357,7332,1604,28706,3051,10070,1262,35215,3064,8869,1755,4520,1246,3254,890,4654,1059,13234,1848,684,337,28820,3046,6093,1508,2743,897,2956,847,2139,751,13743,1965,1146,731,8379,1371,1099,505,750,384,1373,775,1518,773,3156,914,483,439,7456,1597,1385,909,784,642,845,463,826,532,3484,969,132,187,14760,2089,4394,1331,1264,532,829,379,955,470,4779,1082,2539,1142,103,129,0,187,103,129,0,187,0,187,0,187,0,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1593090,15616,425464,8444,99240,4741,47303,3427,37683,3266,29136,2719,158255,5593,53847,3052,416682,8783,97965,4257,49928,3459,44235,3622,31307,2692,169592,6747,23655,2291,377079,9529,95531,5436,46997,3881,40645,3344,30067,2575,146643,6547,17196,2129,118658,4771,27368,2927,13228,1742,13590,1943,9572,1455,48831,4039,6069,1211,224891,6218,43228,3898,24410,2646,32368,2910,22189,2130,89214,5177,13482,2464,29519,2647,8107,1300,1939,585,2354,718,2078,817,11002,1688,4039,898,797,371,154,171,0,179,36,60,0,179,454,305,153,164,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
