GEO_ID,B18102_001E,B18102_001M,B18102_002E,B18102_002M,B18102_003E,B18102_003M,B18102_004E,B18102_004M,B18102_005E,B18102_005M,B18102_006E,B18102_006M,B18102_007E,B18102_007M,B18102_008E,B18102_008M,B18102_009E,B18102_009M,B18102_010E,B18102_010M,B18102_011E,B18102_011M,B18102_012E,B18102_012M,B18102_013E,B18102_013M,B18102_014E,B18102_014M,B18102_015E,B18102_015M,B18102_016E,B18102_016M,B18102_017E,B18102_017M,B18102_018E,B18102_018M,B18102_019E,B18102_019M,B18102_020E,B18102_020M,B18102_021E,B18102_021M,B18102_022E,B18102_022M,B18102_023E,B18102_023M,B18102_024E,B18102_024M,B18102_025E,B18102_025M,B18102_026E,B18102_026M,B18102_027E,B18102_027M,B18102_028E,B18102_028M,B18102_029E,B18102_029M,B18102_030E,B18102_030M,B18102_031E,B18102_031M,B18102_032E,B18102_032M,B18102_033E,B18102_033M,B18102_034E,B18102_034M,B18102_035E,B18102_035M,B18102_036E,B18102_036M,B18102_037E,B18102_037M,B18102_038E,B18102_038M,B18102_039E,B18102_039M,NAME,B18102_001EA,B18102_001MA,B18102_002MA,B18102_002EA,B18102_003MA,B18102_003EA,B18102_004EA,B18102_004MA,B18102_005EA,B18102_005MA,B18102_006EA,B18102_006MA,B18102_007MA,B18102_007EA,B18102_008MA,B18102_008EA,B18102_009MA,B18102_009EA,B18102_010EA,B18102_010MA,B18102_011EA,B18102_011MA,B18102_012EA,B18102_012MA,B18102_013EA,B18102_013MA,B18102_014EA,B18102_014MA,B18102_015MA,B18102_015EA,B18102_016MA,B18102_016EA,B18102_017EA,B18102_017MA,B18102_018EA,B18102_018MA,B18102_019EA,B18102_019MA,B18102_020MA,B18102_020EA,B18102_021MA,B18102_021EA,B18102_022EA,B18102_022MA,B18102_023EA,B18102_023MA,B18102_024EA,B18102_024MA,B18102_025MA,B18102_025EA,B18102_026MA,B18102_026EA,B18102_027MA,B18102_027EA,B18102_028EA,B18102_028MA,B18102_029EA,B18102_029MA,B18102_030MA,B18102_030EA,B18102_031MA,B18102_031EA,B18102_032EA,B18102_032MA,B18102_033EA,B18102_033MA,B18102_034EA,B18102_034MA,B18102_035EA,B18102_035MA,B18102_036MA,B18102_036EA,B18102_037EA,B18102_037MA,B18102_038MA,B18102_038EA,B18102_039EA,B18102_039MA,state
0400000US06,37524274,5678,18510580,6787,1296205,2473,5255,1176,1290950,2660,3415742,3971,20951,2346,3394791,4767,4690216,6825,35670,3394,4654546,7266,7126381,5933,182183,6458,6944198,8903,1163816,2547,125188,4645,1038628,5029,818220,2646,218709,5258,599511,5335,19013694,5371,1240479,2396,6045,1527,1234434,2765,3271062,3334,15636,2274,3255426,4163,4574937,3413,27484,2887,4547453,4716,7406847,3472,118171,6167,7288676,7124,1347910,2438,79954,4036,1267956,4321,1172459,2953,235661,6787,936798,7402,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,2528913,4620,172562,2030,1981,801,170581,2156,454263,2288,3168,918,451095,2493,619699,3533,5514,1357,614185,3865,1013738,3151,39309,3467,974429,4548,168926,1211,22076,1694,146850,2016,99725,1230,31560,2043,68165,2208,2565853,3561,164433,2154,685,550,163748,2374,437750,2208,2591,966,435159,2287,603726,2494,4436,1158,599290,2781,1033000,2453,18063,1765,1014937,2887,185499,1542,12349,1752,173150,2190,141445,1522,27621,2084,113824,2358,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,1715299,2409,99546,993,565,521,98981,1073,305506,1227,2427,1043,303079,1642,375873,1816,3590,1408,372283,2295,715360,1950,19086,2051,696274,2599,128363,850,11249,1319,117114,1522,90651,906,21613,1651,69038,1758,1819320,2365,93524,834,425,270,93099,844,293249,1287,1532,583,291717,1351,378717,1592,2535,804,376182,1733,763209,1627,11519,1569,751690,2153,149678,1028,5909,1039,143769,1573,140943,1185,25009,1535,115934,1891,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,434398,1313,28446,344,267,361,28179,488,75856,827,123,124,75733,854,98955,895,689,368,98266,975,169939,909,4254,1019,165685,1411,37599,604,3419,767,34180,979,23603,506,5601,997,18002,1086,468517,1018,27739,277,413,392,27326,463,72453,800,242,208,72211,757,103201,685,1037,543,102164,895,189122,996,3676,956,185446,1289,42604,513,1643,575,40961,788,33398,785,5865,970,27533,1141,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,290874,931,19836,279,123,136,19713,308,34930,285,455,366,34475,463,99374,745,1048,538,98326,969,108524,844,1386,523,107138,1023,17199,376,1619,605,15580,618,11011,369,967,404,10044,561,330506,735,19113,33,178,227,18935,230,35303,275,144,159,35159,317,118676,384,365,284,118311,449,115816,532,1613,560,114203,792,22029,324,978,436,21051,494,19569,458,2754,780,16815,879,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,9208249,7257,544693,3113,1736,791,542957,3054,1487418,4578,8700,1881,1478718,4728,2015338,5494,15148,2602,2000190,6025,3617902,6414,116191,5467,3501711,8007,877145,3068,97942,5186,779203,5454,665753,3224,162480,5004,503273,6359,9802821,7129,524267,3362,1932,821,522335,3330,1434765,4789,7193,1565,1427572,5267,2052883,4782,11222,1739,2041661,5263,3892490,4537,68488,4487,3824002,6519,1006554,2839,51725,3866,954829,4247,891862,3134,160909,5830,730953,6072,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,4691533,8342,341922,4139,2972,1186,338950,4136,931327,5485,6917,1873,924410,5944,1105808,5449,9588,1924,1096220,5653,1833488,5933,66093,3921,1767395,7060,312163,2983,43897,3066,268266,4026,166825,2708,44415,2515,122410,3482,5027878,8176,329183,4145,847,477,328336,4257,889729,5171,4658,1095,885071,5492,1166909,5679,7948,1681,1158961,5782,2011072,4907,34585,2786,1976487,5731,364383,2756,20307,2172,344076,3599,266602,2430,53382,2935,213220,3856,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,659117,2704,45753,259,23,51,45730,264,109322,808,694,396,108628,800,151413,2393,1220,605,150193,2418,261294,1602,9262,1553,252032,2010,53534,634,6385,1152,47149,1177,37801,885,11668,1167,26133,1278,682591,1728,43260,390,57,86,43203,406,104230,766,329,241,103901,796,151548,1062,1043,481,150505,1162,269355,827,4332,875,265023,1266,57878,480,3029,865,54849,929,56320,651,9707,1200,46613,1329,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,784512,3345,58069,1489,347,415,57722,1558,158790,2209,1855,1122,156935,2535,181234,2210,1762,830,179472,2311,289550,1657,16908,2039,272642,2447,59858,866,10368,1256,49490,1289,37011,656,13176,1457,23835,1467,791170,3288,55667,1309,63,71,55604,1306,151400,1837,567,424,150833,1890,179184,1885,1259,565,177925,1945,294991,1827,7610,1499,287381,2260,62053,919,3198,799,58855,1170,47875,738,10184,1340,37691,1624,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,6204342,5323,415426,2218,2450,979,412976,2445,1145047,3007,7472,1288,1137575,3060,1489427,4180,12802,1850,1476625,4591,2450734,4024,65684,3284,2385050,4972,421499,2035,42428,2679,379071,3039,282209,1493,69611,2507,212598,2950,6494029,5389,398601,1957,1920,675,396681,2111,1099981,2692,7064,1676,1092917,2969,1494316,3315,7555,1285,1486761,3507,2572028,3571,40669,3255,2531359,4513,491313,1655,23427,2271,467886,2616,437790,2809,75361,2878,362429,3692,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
