GEO_ID,B08513_001E,B08513_001M,B08513_002E,B08513_002M,B08513_003E,B08513_003M,B08513_004E,B08513_004M,B08513_005E,B08513_005M,B08513_006E,B08513_006M,B08513_007E,B08513_007M,B08513_008E,B08513_008M,B08513_009E,B08513_009M,B08513_010E,B08513_010M,B08513_011E,B08513_011M,B08513_012E,B08513_012M,B08513_013E,B08513_013M,B08513_014E,B08513_014M,B08513_015E,B08513_015M,B08513_016E,B08513_016M,B08513_017E,B08513_017M,B08513_018E,B08513_018M,B08513_019E,B08513_019M,B08513_020E,B08513_020M,B08513_021E,B08513_021M,B08513_022E,B08513_022M,B08513_023E,B08513_023M,B08513_024E,B08513_024M,B08513_025E,B08513_025M,B08513_026E,B08513_026M,B08513_027E,B08513_027M,B08513_028E,B08513_028M,B08513_029E,B08513_029M,B08513_030E,B08513_030M,B08513_031E,B08513_031M,B08513_032E,B08513_032M,B08513_033E,B08513_033M,B08513_034E,B08513_034M,B08513_035E,B08513_035M,B08513_036E,B08513_036M,B08513_037E,B08513_037M,B08513_038E,B08513_038M,B08513_039E,B08513_039M,B08513_040E,B08513_040M,B08513_041E,B08513_041M,B08513_042E,B08513_042M,B08513_043E,B08513_043M,B08513_044E,B08513_044M,B08513_045E,B08513_045M,B08513_046E,B08513_046M,B08513_047E,B08513_047M,B08513_048E,B08513_048M,B08513_049E,B08513_049M,B08513_050E,B08513_050M,B08513_051E,B08513_051M,B08513_052E,B08513_052M,B08513_053E,B08513_053M,B08513_054E,B08513_054M,B08513_055E,B08513_055M,B08513_056E,B08513_056M,NAME,B08513_001MA,B08513_001EA,B08513_002MA,B08513_002EA,B08513_003MA,B08513_003EA,B08513_004MA,B08513_004EA,B08513_005EA,B08513_005MA,B08513_006EA,B08513_006MA,B08513_007EA,B08513_007MA,B08513_008MA,B08513_008EA,B08513_009MA,B08513_009EA,B08513_010MA,B08513_010EA,B08513_011EA,B08513_011MA,B08513_012EA,B08513_012MA,B08513_013MA,B08513_013EA,B08513_014MA,B08513_014EA,B08513_015MA,B08513_015EA,B08513_016EA,B08513_016MA,B08513_017EA,B08513_017MA,B08513_018EA,B08513_018MA,B08513_019MA,B08513_019EA,B08513_020MA,B08513_020EA,B08513_021MA,B08513_021EA,B08513_022EA,B08513_022MA,B08513_023EA,B08513_023MA,B08513_024MA,B08513_024EA,B08513_025MA,B08513_025EA,B08513_026MA,B08513_026EA,B08513_027EA,B08513_027MA,B08513_028EA,B08513_028MA,B08513_029EA,B08513_029MA,B08513_030MA,B08513_030EA,B08513_031MA,B08513_031EA,B08513_032MA,B08513_032EA,B08513_033EA,B08513_033MA,B08513_034EA,B08513_034MA,B08513_035MA,B08513_035EA,B08513_036MA,B08513_036EA,B08513_037MA,B08513_037EA,B08513_038EA,B08513_038MA,B08513_039EA,B08513_039MA,B08513_040EA,B08513_040MA,B08513_041MA,B08513_041EA,B08513_042MA,B08513_042EA,B08513_043MA,B08513_043EA,B08513_044EA,B08513_044MA,B08513_045EA,B08513_045MA,B08513_046MA,B08513_046EA,B08513_047MA,B08513_047EA,B08513_048MA,B08513_048EA,B08513_049EA,B08513_049MA,B08513_050EA,B08513_050MA,B08513_051MA,B08513_051EA,B08513_052MA,B08513_052EA,B08513_053MA,B08513_053EA,B08513_054EA,B08513_054MA,B08513_055EA,B08513_055MA,B08513_056EA,B08513_056MA,state
0400000US06,16425103,41731,9084830,38439,4693807,29386,2416076,25399,2277731,22783,2646466,23787,1651992,22810,994474,16082,12057326,50144,6893583,40225,3261780,29730,1837965,21550,1423815,22428,1901963,20654,1218503,19253,683460,12920,1821086,24389,763802,16961,720935,15156,297029,10858,423906,11280,336349,10204,186367,7398,149982,7170,849623,15671,377904,9976,319317,10640,111826,6566,207491,8104,152402,6881,90588,5387,61814,4051,439169,12710,238742,10107,131824,6825,56121,4088,75703,4920,68603,4384,38761,3052,29842,2805,392737,12472,222146,7594,120549,8236,44172,4188,76377,6586,50042,4171,32357,3389,17685,2658,865162,15704,588653,13235,139402,6965,68963,5357,70439,4108,137107,5965,85416,4606,51691,3533,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2520151,15777,2115347,16538,273120,7700,150551,6539,122569,5493,131684,6735,93789,6056,37895,3242,1879015,18048,1602534,17186,183838,7542,105039,5468,78799,4575,92643,5752,66855,5131,25788,2799,244255,9043,181204,7704,47510,4229,22571,2777,24939,3153,15541,1937,9275,1416,6266,1238,81480,5060,58051,4375,15636,2299,6063,1238,9573,1919,7793,1782,4988,1467,2805,856,83892,5174,69678,4645,9245,1928,5759,1302,3486,1167,4969,1209,3728,927,1241,607,63295,3909,54626,3598,6113,1440,3924,1096,2189,812,2556,667,2216,664,340,199,168214,6844,149254,6334,10778,1982,7195,1413,3583,1176,8182,1428,6727,1330,1455,629,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1708374,12362,1335149,12111,181446,6308,98971,5214,82475,5462,191779,6024,127519,5425,64260,4174,1358053,13192,1096818,12367,120018,6072,73961,4863,46057,4151,141217,5812,98244,4903,42973,3712,143636,6482,88131,4510,29840,3409,11821,1861,18019,2870,25665,2995,12650,1896,13015,2209,61659,5000,37427,3620,15906,2869,5765,1343,10141,2474,8326,1543,4947,1078,3379,979,50695,4250,35370,3021,7695,2024,3387,1179,4308,1563,7630,1615,5394,1276,2236,1025,22791,2801,14786,2054,4748,1270,1769,686,2979,966,3257,1028,1931,784,1326,744,71540,4258,62617,3860,3239,911,2268,789,971,435,5684,944,4353,817,1331,430,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420429,6747,364076,6748,28009,2808,15638,2521,12371,2027,28344,2685,21261,2477,7083,1305,344021,7290,303094,7215,20371,2475,11491,2213,8880,1694,20556,2220,15194,1976,5362,1180,34569,3293,25974,2543,4297,1219,1739,675,2558,1061,4298,1057,3245,1004,1053,442,8981,1573,7129,1289,1029,600,751,549,278,275,823,455,737,438,86,103,9137,1659,7607,1534,932,494,768,449,164,195,598,317,527,304,71,86,5154,1133,4193,1046,616,500,150,206,466,457,345,276,345,276,0,184,18567,2031,16079,1848,764,481,739,480,25,24,1724,601,1213,531,511,375,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,796394,12419,605399,10746,78465,5237,45198,4240,33267,3456,112530,5608,85031,4947,27499,2775,342010,9070,256294,8455,31908,3315,20074,2610,11834,1967,53808,3920,39411,3304,14397,2091,79122,5632,53262,4442,12167,2164,5216,1324,6951,1503,13693,2256,9213,1494,4480,1555,292860,8277,227732,7223,28958,3416,16221,2424,12737,2319,36170,2986,29455,2734,6715,1027,41068,3918,33811,3460,2679,1012,1604,667,1075,681,4578,1277,3620,1074,958,537,26205,3223,21512,2776,1830,717,1486,648,344,340,2863,813,2170,612,693,472,15129,1890,12788,1745,923,461,597,336,326,282,1418,594,1162,575,256,190,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8114069,32638,5648006,27970,1842084,20945,1061638,16055,780446,14670,623979,15512,397206,12200,226773,9924,6441875,36791,4593221,27466,1381278,19282,856741,14644,524537,14378,467376,14367,306679,11186,160697,8387,794170,17311,464993,13383,249798,11058,113378,6340,136420,9091,79379,6090,42806,4063,36573,3971,175465,9686,86115,6094,59593,5961,20571,2945,39022,4730,29757,3625,14488,2835,15269,2523,125162,7069,77088,4743,37348,4759,14539,2121,22809,3777,10726,1668,7152,1342,3574,1168,173110,7542,119755,6240,41798,4087,14871,2173,26927,3810,11557,1837,6642,1320,4915,1356,404287,11109,306834,9428,72269,5132,41538,3941,30731,3132,25184,2826,19439,2517,5745,1247,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4210086,26544,3605494,27174,343284,9343,163275,7017,180009,8891,261308,9618,170784,7268,90524,6139,3357492,23171,2944564,25483,215300,8290,115926,5947,99374,5940,197628,8976,134199,7015,63429,4724,436045,13191,316272,10331,86658,7132,29569,3760,57089,6416,33115,4448,15531,2520,17584,3658,82719,4978,65312,4500,10551,2051,3127,972,7424,1916,6856,1549,4033,1111,2823,949,70311,4845,54952,4666,9336,2115,3342,1229,5994,1800,6023,1392,4014,1071,2009,848,62049,5215,47557,4258,10623,2203,4229,1424,6394,1794,3869,1152,2531,864,1338,703,201470,6626,176837,5891,10816,1832,7082,1600,3734,1229,13817,2270,10476,1875,3341,1216,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,671731,7518,501509,7677,14639,2219,10036,1816,4603,1185,155583,7177,75644,4982,79939,4957,438016,8683,341667,7616,9301,1895,6709,1481,2592,1091,87048,5908,48067,3670,38981,3512,103097,5109,75464,3907,2191,616,1630,508,561,461,25442,2589,11874,1746,13568,1930,44827,3451,21666,2111,624,444,425,266,199,312,22537,2407,6787,1128,15750,2037,31752,2823,21961,2277,1383,608,679,399,704,401,8408,1588,3356,836,5052,1341,24563,2564,18001,2308,369,260,257,239,112,130,6193,1341,2078,578,4115,1167,29476,2735,22750,2198,771,439,336,230,435,357,5955,1688,3482,1408,2473,745,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,675348,8131,599524,9137,55608,3843,28511,3065,27097,2589,20216,2593,14182,1992,6034,1522,525800,9840,469863,9406,41770,3216,23192,2720,18578,1998,14167,2122,10501,1826,3666,1134,66935,5360,55572,4743,7993,1916,2621,999,5372,1619,3370,1124,1733,820,1637,669,5580,1048,5326,1032,216,228,96,160,120,163,38,65,38,65,0,184,19883,1991,17228,2186,2035,862,831,480,1204,644,620,374,568,377,52,87,16133,2382,12802,2063,2694,1192,1150,689,1544,847,637,355,574,344,63,110,41017,3189,38733,3242,900,679,621,618,279,212,1384,666,768,372,616,503,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5922060,24000,4551408,23867,772605,12322,398539,11087,374066,11085,598047,13441,391002,12610,207045,7789,4357006,21740,3434028,21048,510915,10803,276990,8236,233925,8711,412063,11829,274747,10273,137316,6456,520892,11398,324962,8072,126229,6506,48700,4073,77529,5460,69701,5225,36404,3240,33297,4007,509177,11777,375443,9532,76238,4549,43337,4063,32901,2921,57496,5161,40046,4197,17450,2498,185430,7906,134261,6165,27072,3360,13019,2226,14053,2181,24097,2921,15485,2242,8612,1890,105513,5484,77897,4357,16712,3084,6965,2126,9747,2294,10904,1874,7368,1541,3536,959,244042,7533,204817,6821,15439,2200,9528,1586,5911,1359,23786,2578,16952,2173,6834,1336,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
