GEO_ID,C24090_001E,C24090_001M,C24090_002E,C24090_002M,C24090_003E,C24090_003M,C24090_004E,C24090_004M,C24090_005E,C24090_005M,C24090_006E,C24090_006M,C24090_007E,C24090_007M,C24090_008E,C24090_008M,C24090_009E,C24090_009M,C24090_010E,C24090_010M,C24090_011E,C24090_011M,C24090_012E,C24090_012M,C24090_013E,C24090_013M,C24090_014E,C24090_014M,C24090_015E,C24090_015M,C24090_016E,C24090_016M,C24090_017E,C24090_017M,C24090_018E,C24090_018M,C24090_019E,C24090_019M,NAME,C24090_001EA,C24090_001MA,C24090_002EA,C24090_002MA,C24090_003EA,C24090_003MA,C24090_004EA,C24090_004MA,C24090_005EA,C24090_005MA,C24090_006EA,C24090_006MA,C24090_007EA,C24090_007MA,C24090_008MA,C24090_008EA,C24090_009EA,C24090_009MA,C24090_010EA,C24090_010MA,C24090_011EA,C24090_011MA,C24090_012EA,C24090_012MA,C24090_013MA,C24090_013EA,C24090_014EA,C24090_014MA,C24090_015EA,C24090_015MA,C24090_016EA,C24090_016MA,C24090_017EA,C24090_017MA,C24090_018MA,C24090_018EA,C24090_019MA,C24090_019EA,state
0400000US06,11064931,39611,6510256,29693,4945118,29527,4648382,28946,296736,7886,305279,7844,382045,9822,212772,6535,190148,7063,474894,10509,4554675,24508,3076569,23244,2973381,24201,103188,4687,437589,11754,437441,9187,256267,8148,109526,4918,237283,7218,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1741899,14366,1012533,11137,774425,11135,710884,10972,63541,3166,49227,3504,59621,3946,33678,2917,41791,3514,53791,3293,729366,10130,479534,9512,455932,9357,23602,2108,85598,4236,68538,3466,42262,3521,25289,2399,28145,2248,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1179823,11447,670617,8201,513798,6551,481039,6404,32759,2443,39481,2481,33409,2260,28429,2192,12091,1694,43409,3230,509206,7377,339708,6483,331819,6537,7889,1163,71779,3699,44641,2747,26741,2386,8800,1198,17537,1868,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,297786,5911,159390,4330,123705,4589,116480,4367,7225,1188,7978,1499,4091,973,11084,1662,6231,1404,6301,1272,138396,3698,91856,3844,89914,3809,1942,552,15440,1814,4440,857,18722,1718,4031,958,3907,930,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,243294,5286,121646,3716,63084,3718,59399,3643,3685,1091,19233,2298,6008,983,2774,755,24811,2449,5736,1027,121648,3837,52921,2965,50991,3055,1930,667,28593,2541,9096,1371,2532,750,24754,2317,3752,970,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5711050,29624,3137455,20523,2449695,22852,2195004,21616,254691,8171,126475,5189,220289,9006,84304,4532,98217,5474,158475,8082,2573595,19659,1814864,20801,1724749,20104,90115,4495,237117,9051,251960,7949,119016,5163,60008,3959,90630,5437,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3040931,22698,1695974,15356,1316656,18333,1223605,17341,93051,5476,61344,4347,100056,6151,61876,4169,71587,4764,84455,5651,1344957,16793,912781,15779,880843,15635,31938,2327,108120,4788,134182,6072,98240,5337,52709,4576,38925,3132,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,444093,7503,245461,5807,161223,4800,151610,4693,9613,1555,13582,1858,10711,1556,15080,1373,31610,2708,13255,2087,198632,4635,119977,4478,114212,4038,5765,1280,20849,2003,4967,917,30717,2061,13556,1608,8566,1215,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,453589,8283,271680,5888,202519,5678,185389,5130,17130,2284,10938,1610,15013,1886,13295,1660,10688,1292,19227,2089,181909,5937,114346,4716,109526,4712,4820,1139,16897,1940,18697,2205,16445,1781,5355,1217,10169,1469,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4176588,20851,2359993,14089,1855549,15268,1737211,15286,118338,5205,129779,5918,138019,4900,70481,4104,62003,3938,104162,4349,1816595,15444,1241510,12731,1204485,12898,37025,3474,237669,7702,148881,6630,92490,4357,43838,3393,52207,3116,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2033121,16512,1168187,10815,941190,9840,892632,10315,48558,3552,61090,3841,55727,3347,32677,2936,23467,2252,54036,3255,864934,12508,606323,11434,593838,11302,12485,1590,119583,4534,55803,3852,41755,3266,17775,2061,23695,2343,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1069078,9282,616561,6287,472647,7149,439331,7269,33316,2291,28226,2364,30808,2155,24067,2153,13247,1828,47566,2966,452517,6815,295170,5999,285445,5904,9725,1700,56983,3084,36406,2979,34935,2343,10275,1237,18748,1662,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,975197,7744,563880,6430,416416,6431,390018,6374,26398,1788,26038,1873,37453,2679,26055,1975,20143,2174,37775,2273,411317,5938,255902,5844,248312,5866,7590,1169,51173,2785,39444,2628,36214,2724,13839,1876,14745,1507,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1298428,12818,722751,9752,549313,9193,515649,9200,33664,2678,36056,2461,34332,2125,38229,3042,21347,1953,43474,3110,575677,7485,372334,8304,363074,7984,9260,1392,65841,4029,42619,3224,62882,3413,16474,2144,15527,1867,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1419878,12652,790832,9051,612547,8967,576039,9114,36508,2945,30528,2912,49983,4190,34629,3363,21346,2200,41799,3257,629046,8850,413515,8510,402464,8695,11051,1664,56788,3560,63130,4129,63006,4004,16373,1885,16234,1969,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,417260,6131,236877,4397,167076,4263,151842,4163,15234,1569,18144,2016,14252,1829,9251,1180,7610,1237,20544,2132,180383,4548,103678,3841,99102,3818,4576,915,36888,2843,16234,1772,11148,1505,4900,928,7535,1246,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2137196,16146,1160500,9435,779670,10154,725534,10897,54136,3126,77245,3445,65240,4067,42167,3030,149983,5518,46195,2711,976696,11880,547081,10082,527743,9728,19338,2161,129266,5697,81184,3686,53685,3973,132545,5053,32935,2900,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2205244,18049,1238971,13307,910564,12151,855624,12246,54940,3383,109790,5382,70994,3589,48476,3108,31439,2842,67708,3844,966273,10761,612075,10749,596230,10572,15845,1958,173910,6873,77965,3881,49455,2928,18729,1936,34139,2446,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2764105,19191,1583180,12886,1257972,13222,1176748,13075,81224,3365,89926,4443,74782,3953,51820,3481,32396,2533,76284,3540,1180925,11777,801064,10066,777860,10158,23204,1919,166132,5181,78415,4053,74493,3826,27032,2081,33789,1987,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1862922,13852,1069462,9084,821931,9789,758871,9814,63060,2844,72002,4272,53153,3074,34221,2045,22197,2012,65958,3117,793460,9514,525158,8722,509671,8437,15487,1498,122683,4601,61149,2910,41087,2939,13157,1559,30226,2358,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,843826,11416,459243,8341,336977,7774,312753,7529,24224,2614,19200,2012,24573,2748,30265,2755,21361,3037,26867,2450,384583,7270,238738,6631,230993,6548,7745,1510,28415,2808,32834,3445,58939,4190,14460,2389,11197,1703,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1915298,15225,1051171,10601,789286,9863,742399,9868,46887,3175,68224,3873,58269,3509,39121,3182,29336,2510,66935,4189,864127,9630,566892,9656,550855,9557,16037,1753,125275,5032,62790,3820,57060,3422,24523,2156,27587,2349,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,312786,5718,181163,4171,119771,4118,103348,3808,16423,1514,10789,1517,11461,1642,12802,1665,8992,1133,17348,1621,131623,4076,71760,3687,67369,3567,4391,758,17475,1719,12166,1475,12988,1716,8186,1403,9048,1111,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,675188,6291,389003,4644,282428,4901,261317,4809,21111,1942,19008,1480,23072,2029,19125,2053,11361,1624,34009,2011,286185,4265,182566,4007,176228,3905,6338,932,38396,2123,25036,1968,17706,1546,8061,993,14420,1532,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,836482,11029,472228,7590,379206,7709,360680,7393,18526,2003,12088,1691,28388,2473,15275,1824,16411,2098,20860,2826,364254,7146,279976,7108,272817,7057,7159,1286,15481,1739,30724,3036,17899,2144,8933,1217,11241,1603,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,468476,7641,267492,4585,203289,4807,191108,4710,12181,1691,16065,1548,13970,2142,7271,1326,7760,1442,19137,2190,200984,5555,122385,5277,119074,5333,3311,688,35333,2751,20862,2311,9200,1381,4892,863,8312,1359,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2956043,18890,1692298,12436,1321203,13451,1220519,14323,100684,4525,78463,4566,102087,4547,63135,2933,46182,3513,81228,4516,1263745,12732,895605,12249,867359,12406,28246,2540,123928,4806,109515,4985,76997,4011,27061,2601,30639,2368,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,603208,10531,340761,6995,226636,7273,213506,6871,13130,1894,16421,2002,27898,3336,20441,2141,28973,2654,20392,2106,262447,6948,147675,6029,140550,5840,7125,1189,27388,2559,27921,2608,29812,2291,17744,1806,11907,1591,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,6366830,29774,3541318,21107,2580061,21725,2387461,21670,192600,7675,234450,7027,300794,9246,148285,4972,86779,4716,190949,7604,2825512,18943,1776111,16981,1716719,17367,59392,3413,388762,8024,338255,9195,162168,5297,56604,3528,103612,4723,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
