GEO_ID,B05003H_001E,B05003H_001M,B05003H_002E,B05003H_002M,B05003H_003E,B05003H_003M,B05003H_004E,B05003H_004M,B05003H_005E,B05003H_005M,B05003H_006E,B05003H_006M,B05003H_007E,B05003H_007M,B05003H_008E,B05003H_008M,B05003H_009E,B05003H_009M,B05003H_010E,B05003H_010M,B05003H_011E,B05003H_011M,B05003H_012E,B05003H_012M,B05003H_013E,B05003H_013M,B05003H_014E,B05003H_014M,B05003H_015E,B05003H_015M,B05003H_016E,B05003H_016M,B05003H_017E,B05003H_017M,B05003H_018E,B05003H_018M,B05003H_019E,B05003H_019M,B05003H_020E,B05003H_020M,B05003H_021E,B05003H_021M,B05003H_022E,B05003H_022M,B05003H_023E,B05003H_023M,NAME,B05003H_001EA,B05003H_001MA,B05003H_002MA,B05003H_002EA,B05003H_003MA,B05003H_003EA,B05003H_004EA,B05003H_004MA,B05003H_005MA,B05003H_005EA,B05003H_006MA,B05003H_006EA,B05003H_007MA,B05003H_007EA,B05003H_008MA,B05003H_008EA,B05003H_009MA,B05003H_009EA,B05003H_010EA,B05003H_010MA,B05003H_011EA,B05003H_011MA,B05003H_012MA,B05003H_012EA,B05003H_013MA,B05003H_013EA,B05003H_014MA,B05003H_014EA,B05003H_015EA,B05003H_015MA,B05003H_016MA,B05003H_016EA,B05003H_017MA,B05003H_017EA,B05003H_018MA,B05003H_018EA,B05003H_019MA,B05003H_019EA,B05003H_020EA,B05003H_020MA,B05003H_021EA,B05003H_021MA,B05003H_022MA,B05003H_022EA,B05003H_023MA,B05003H_023EA,state
0400000US06,14904055,7593,7432023,4264,1261854,2585,1235202,4153,26652,2937,7656,1657,18996,2389,6170169,2868,5542363,13568,627806,13199,399411,9702,228395,9378,7472032,4421,1193606,2457,1166407,3701,27199,2969,7360,1783,19839,2390,6278426,3323,5578857,14381,699569,13757,464933,10934,234636,7919,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3599838,2504,1795962,2245,361729,1392,359009,1598,2720,912,845,395,1875,823,1434233,1698,1389006,4144,45227,3692,26065,2775,19162,2508,1803876,1804,343210,1404,340245,1729,2965,903,652,380,2313,848,1460666,1043,1401485,4432,59181,4254,36931,3145,22250,2325,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2512773,2534,1222367,1650,241466,805,236577,1669,4889,1422,1623,725,3266,1219,980901,1319,900029,4400,80872,4368,47770,3439,33102,2987,1290406,1336,229204,593,225846,1284,3358,1106,1236,522,2122,927,1061202,1104,970906,4629,90296,4717,53035,3572,37261,3267,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,589642,1421,285719,862,54484,238,53852,593,632,553,558,542,74,121,231235,818,225740,1302,5495,1146,3917,1049,1578,563,303923,658,51874,141,51545,385,329,357,301,352,28,46,252049,631,245006,1179,7043,1187,5136,1001,1907,652,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,222975,786,110393,609,11105,159,10691,389,414,370,0,197,414,370,99288,559,89808,1907,9480,1703,3702,871,5778,1341,112582,342,10631,119,10409,239,222,217,23,38,199,213,101951,298,92315,1743,9636,1666,3903,959,5733,1224,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10966711,7126,5375076,4881,912515,2910,897464,3668,15051,2773,4174,1221,10877,2619,4462561,2762,4184312,10071,278249,10074,152481,5961,125768,6630,5591635,3721,869890,2354,856635,3468,13255,2361,3936,1040,9319,2146,4721745,2722,4392258,9529,329487,9065,192518,7104,136969,6243,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5460416,2425,2688279,3380,589633,2787,585308,2866,4325,1226,870,358,3455,1136,2098646,1495,2041055,5345,57591,5141,28965,2695,28626,3894,2772137,2819,559621,2716,554914,3097,4707,1606,1238,608,3469,1452,2212516,1213,2146115,4473,66401,4303,37298,3015,29103,2988,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,317032,544,173541,458,20478,452,20064,536,414,328,23,37,391,327,153063,206,142906,1713,10157,1633,4800,938,5357,1220,143491,531,19760,443,19339,607,421,345,0,177,421,345,123731,270,114912,1276,8819,1248,4042,853,4777,1000,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1330942,1001,662306,1012,166688,839,165792,998,896,836,107,126,789,851,495618,540,486277,2033,9341,1989,5144,1194,4197,1440,668636,911,158503,799,158171,908,332,325,160,160,172,250,510133,440,497016,2226,13117,2160,8347,1925,4770,988,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8093687,3763,3964466,3052,824006,1201,814342,1940,9664,1746,3954,1063,5710,1476,3140460,2736,2924158,7945,216302,7183,137546,5185,78756,4960,4129221,2416,781533,1264,772812,2594,8721,2061,3022,926,5699,1599,3347688,1660,3108769,8259,238919,7996,160569,6441,78350,4839,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
