GEO_ID,B25027_001E,B25027_001M,B25027_002E,B25027_002M,B25027_003E,B25027_003M,B25027_004E,B25027_004M,B25027_005E,B25027_005M,B25027_006E,B25027_006M,B25027_007E,B25027_007M,B25027_008E,B25027_008M,B25027_009E,B25027_009M,B25027_010E,B25027_010M,B25027_011E,B25027_011M,B25027_012E,B25027_012M,B25027_013E,B25027_013M,B25027_014E,B25027_014M,B25027_015E,B25027_015M,B25027_016E,B25027_016M,B25027_017E,B25027_017M,NAME,B25027_001MA,B25027_001EA,B25027_002MA,B25027_002EA,B25027_003MA,B25027_003EA,B25027_004EA,B25027_004MA,B25027_005MA,B25027_005EA,B25027_006MA,B25027_006EA,B25027_007MA,B25027_007EA,B25027_008MA,B25027_008EA,B25027_009MA,B25027_009EA,B25027_010EA,B25027_010MA,B25027_011MA,B25027_011EA,B25027_012MA,B25027_012EA,B25027_013EA,B25027_013MA,B25027_014MA,B25027_014EA,B25027_015EA,B25027_015MA,B25027_016MA,B25027_016EA,B25027_017MA,B25027_017EA,state
0400000US18,1720780,14241,1170188,12303,178208,5625,259921,6063,308513,5849,139656,3810,115215,4183,122750,3273,45925,2815,550592,8158,22532,2053,33639,2711,74329,3923,59459,2987,67155,3077,135809,3557,157669,3652,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,882584,7833,545782,7661,106330,3621,122618,3426,141819,3585,63207,2880,50883,2735,45770,2484,15155,1353,336802,6166,12065,1378,17717,1940,47104,2686,33715,1883,44354,2070,80447,2786,101400,2474,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,739191,7686,461942,6490,79968,3573,103569,3352,122238,3424,57137,2269,42835,2236,42709,2515,13486,1343,277249,4891,12042,1699,17953,1622,40317,2432,30094,1803,34873,1930,63662,2160,78308,2246,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1144309,10967,696216,10218,108249,4454,151447,4857,182442,4619,86229,3653,69412,3427,73478,3053,24959,1956,448093,6959,21953,1901,32533,2532,67529,3073,50319,2609,55186,2987,108904,3274,111669,2773,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130134,10390,626821,10062,104119,4706,142440,5484,166959,5384,73710,3590,60642,2748,57396,2834,21555,1506,503313,7795,28902,2818,37561,3166,79603,3420,60918,3745,61421,3409,121736,3442,113172,3332,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,396014,5199,252865,4954,31332,1968,50897,2181,69912,2450,37358,2294,25606,2113,27654,1773,10106,1033,143149,3603,3102,539,8155,1081,20759,1786,15214,1352,20426,1430,36609,1917,38884,1638,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1433937,10091,1077903,11781,124282,4882,229776,5107,312125,5740,137492,4171,116466,4251,114847,3524,42915,2474,356034,6422,9794,1279,15862,1706,42420,2675,33229,2420,44994,2806,98482,3232,111253,3169,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1570055,10932,1121921,10032,111636,4694,248876,5526,338987,6264,145461,4639,118165,3826,115423,3559,43373,2690,448134,10031,9195,1244,19821,1968,53067,3914,44409,2679,58454,3236,116255,4116,146933,4754,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2713964,15597,1726769,14397,215030,6337,362408,6089,482723,6723,218362,4976,181136,3926,194009,4794,73101,2912,987195,11398,52416,3533,65979,3913,138630,4848,106206,3900,122410,4237,229562,4961,271992,3995,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1508810,9302,1036410,9414,180275,5102,233603,4553,287664,4177,123857,3708,92657,2879,88461,2655,29893,1927,472400,6161,17539,1708,24815,1772,68633,2667,53176,2333,62312,2180,116965,2328,128960,2941,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,743611,9469,393597,7188,55635,3738,89237,4461,103530,4133,49577,2666,40527,2506,40448,2090,14643,1576,350014,7430,19118,2468,32009,2839,56767,3099,36203,2627,41943,2836,82253,3207,81721,2552,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1591686,12609,1021044,11871,164222,4955,215892,5666,272240,5465,124678,4807,99342,3358,106666,4058,38004,2203,570642,9487,23872,2310,34513,2889,77540,3956,59515,3122,69377,3047,143968,3891,161857,3810,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,274196,4635,158858,4324,21924,1809,30995,2036,41764,1552,21615,1688,19317,1785,17473,1484,5770,802,115338,3294,4931,1070,6103,966,18070,1460,15129,1866,15509,1416,28318,1724,27278,1446,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,486642,6333,307101,5479,56099,2651,73293,3202,80862,2791,34652,2040,30003,1876,24843,1820,7349,880,179541,4170,7633,1057,8897,1065,24445,1652,19039,1685,22607,1442,44183,1836,52737,1672,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,552324,7892,395852,7831,51558,3033,79553,3761,97734,4515,46381,2512,41448,2648,56626,2551,22552,1712,156472,4682,7545,1159,11723,1548,21313,2573,16452,1892,18447,1617,40194,2202,40798,1902,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,367863,5474,252163,5199,28682,2394,52245,2233,79887,2734,33256,2386,25913,1848,24819,1796,7361,1237,115700,3323,2192,590,5582,1221,16766,1717,15527,1677,15946,1396,30800,1698,28887,1710,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2081481,13198,1459810,14421,140997,5086,331342,6314,448823,6308,180355,4498,146164,5398,153101,4144,59028,2556,621671,8693,13179,1738,27579,2565,78692,4444,61561,3225,74595,3319,157646,4133,208419,3844,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,518106,7759,302540,7245,41598,3423,57687,2878,77480,3291,39899,2534,34037,2664,37672,2117,14167,1581,215566,5006,13183,1569,15797,1564,32503,2366,23924,2034,26157,2345,53119,2322,50883,2261,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3883893,16541,2500901,16298,248921,6028,552126,9169,745903,9241,327374,6085,263763,7164,264184,6372,98630,4072,1382992,12928,45948,2980,77122,4066,189301,5881,150802,4606,181871,4916,334963,6285,402985,6720,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2441626,15846,1611485,13689,205573,6487,367519,7487,421136,6919,196228,5181,164471,4546,191197,4780,65361,3423,830141,11144,34853,3076,64290,3685,113283,5494,79992,3675,102745,4069,210511,4624,224467,4608,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,189193,3576,101259,2710,25333,1907,23603,1340,24751,1490,10098,1199,9127,1066,6628,732,1719,451,87934,2599,5056,887,5433,835,14680,1267,11430,954,12260,1149,18232,926,20843,1057,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3019382,13908,1990839,13071,257576,5855,425015,6495,539665,8645,249871,5638,209016,5795,222572,4821,87124,3763,1028543,10989,36964,2906,54311,3105,134487,5581,107828,3658,130440,4842,255343,5034,309170,4744,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,960369,7142,554903,7314,99127,3687,121325,3402,141550,3370,63733,2775,51606,2560,56859,2459,20703,1519,405466,5183,20687,1684,26869,1956,59137,2517,45669,2014,50609,2484,100500,3104,101995,2381,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,933775,9126,637990,9224,72978,4041,135196,4989,156094,4490,87345,3874,76248,3360,81962,3648,28167,1926,295785,6552,9708,1511,13065,1556,31927,2096,31960,2791,39244,2439,79488,3711,90393,3271,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3416499,15135,2122249,14023,271798,6078,479998,7539,609874,8061,271296,5167,207136,5439,207928,4470,74219,3327,1294250,11618,37700,3148,65877,3343,181097,5050,144724,3679,162926,4570,323774,5009,378152,5683,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,247790,4277,177131,4385,16850,1703,39027,2112,52325,2501,22155,2053,18476,1637,20654,1479,7644,1089,70659,3143,1612,590,2269,671,9238,1312,6118,1036,9036,1372,17878,1358,24508,1522,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1217692,9732,744020,10190,96681,4144,159414,5441,189318,5583,89506,4374,79063,3691,95956,3992,34082,2023,473672,8709,24603,2299,31945,3036,67099,4022,48418,2786,58851,2976,124945,4252,117811,3287,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,217200,3814,124577,3219,24945,2022,26560,1693,33917,1581,15370,1329,11073,1120,9672,925,3040,768,92623,2355,3626,813,6777,948,14350,1261,11358,1053,11897,1153,22016,1149,22599,1267,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1654001,14531,1023082,12374,149383,5484,232123,5697,268229,6074,121223,4331,102760,3262,109750,3714,39614,2594,630919,9179,24074,2020,40767,2702,90384,4247,64777,3523,82282,3742,165001,4110,163634,3822,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5586856,26359,3412384,24920,523776,11803,871127,12072,926159,11860,390778,9341,296790,6724,306934,6911,96820,4021,2174472,20404,107492,5146,201328,7474,370228,8129,251976,7031,275579,6148,492798,7922,475071,6992,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,623589,6650,454508,6760,98970,4029,115942,3950,105955,2982,45799,2397,35748,2725,37622,2230,14472,1696,169081,4782,8097,1086,12172,1506,22049,1657,18794,1514,18893,1340,41079,2037,47997,2023,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,183563,2872,120388,2868,12253,1092,25448,1321,34323,1558,17683,1419,13606,1162,12798,1178,4277,781,63175,2455,1973,613,2665,516,8252,963,7370,969,8953,1036,16414,1285,17548,1105,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2010442,15164,1436421,14189,178826,5501,313666,6417,406652,6256,177819,5237,144407,4355,161778,4530,53273,2406,574021,9741,18577,2322,29934,2708,75643,3399,57783,2907,71342,3535,157934,5046,162808,4346,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1643637,12066,1163103,11731,137784,5049,262113,6287,317296,6708,150598,4527,122575,4515,128653,3906,44084,2594,480534,8086,16149,1965,24040,2705,56977,3213,50430,2950,69128,3466,126865,3889,136945,3928,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,533758,5867,257959,5912,39897,2835,58113,3427,63546,2966,30488,2155,26852,2154,27506,1761,11557,1493,275799,5302,13124,1867,19850,1947,39943,2653,32914,2450,39626,2807,65423,2323,64919,2483,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1539778,10829,1022766,10042,155029,4780,231218,4590,294022,5412,126160,3457,95637,3209,91393,3196,29307,1980,517012,6625,14565,1339,23557,2046,68085,2767,56862,2421,71346,2980,130034,3034,152563,2910,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,154329,3897,88744,3236,17680,1801,18630,1759,21817,1471,12166,1404,8532,1020,7802,949,2117,605,65585,2695,3996,1077,4646,887,8368,1271,9021,1291,9452,1311,16742,1094,13360,1280,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,877877,8341,373424,7357,47720,3277,96481,4037,92757,4022,39073,2434,34351,2336,41920,2419,21122,2002,504453,7229,16989,2113,41252,3191,87009,4207,54188,2990,65815,3991,130069,4049,109131,3087,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1268565,12217,739941,10765,107521,5261,156603,5077,195367,5596,90436,3796,74697,3384,83920,3408,31397,2424,528624,10012,27569,2773,40256,3279,79959,3969,56146,3090,67427,3389,129265,4120,128002,3457,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159427,3595,103938,3600,17761,1651,21925,1675,29693,2101,14331,1381,10454,1188,7363,942,2411,574,55489,2738,2632,608,4994,927,11101,1431,8102,1123,8880,1266,12098,1073,7682,764,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1496650,13898,990680,12789,132706,5913,197663,6204,244428,6298,114352,4118,101818,3992,141295,3773,58418,2527,505970,8149,20379,2126,30469,2897,59410,3736,45465,3083,62718,3086,138706,3845,148823,3807,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757722,8214,436822,7038,71652,3700,94599,3438,111567,3850,53104,3097,41637,2791,48564,2594,15699,1620,320900,7019,13209,1798,21735,2484,46762,2817,35437,2551,41819,2684,81899,2749,80039,2812,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
