GEO_ID,B25079_001E,B25079_001M,B25079_002E,B25079_002M,B25079_003E,B25079_003M,B25079_004E,B25079_004M,B25079_005E,B25079_005M,NAME,B25079_001MA,B25079_001EA,B25079_002MA,B25079_002EA,B25079_003EA,B25079_003MA,B25079_004EA,B25079_004MA,B25079_005MA,B25079_005EA,state
0400000US06,3066821668200,20753961255,11317748700,1305682388,165579451300,5030889804,1987381139300,16872943804,902543329000,13100414560,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,371211191500,5149637115,1766445300,334959998,29592085100,1692746448,253061023000,4796265887,86791638200,3357097235,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,336672548400,6663970236,1054287000,545127079,15566697800,972650261,223784198300,5403979471,96267365300,4479336329,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,61592510800,1561808791,142200000,84296196,4780574400,413168061,37433274100,1279732635,19236462200,990920901,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,63609928700,2970024065,134565000,93797845,5290192100,564555564,40552694400,2766620422,17632477300,1301205896,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,973833898600,10507734224,3833560200,515151084,49178757400,2540041299,563712391700,8573902113,357109189300,6779823722,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,416643658100,6519208720,2362446500,425857806,31732279100,1400808391,282087816400,5168918732,100461116100,3043423366,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,140576242200,3384718310,427518200,161009971,7253218600,872672749,80319026100,2820026191,52576479300,2376696342,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,76391727900,2147742510,638342000,173835839,6539557300,647697877,46616739500,1287327351,22597089200,1819944363,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,703622225300,7532178132,3164207800,457514767,56966564900,2174435133,471830199700,6821374919,171661252900,3486990925,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,257112987900,3351751619,1598642100,229560514,24801698300,978671431,165964650700,2727049753,64747996800,1527930720,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,136368959100,2214025584,1212487300,230883965,14553456100,1065920364,85007079200,1740864379,35595936500,1579444829,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,116841328000,2331961045,922308400,207289007,10953690200,627513544,76134241200,1886924066,28831088200,1382857768,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,169795350700,2651880241,1070293700,210509440,15943962800,837102213,109446992700,2104478447,43334101500,1344907221,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,186324177500,3904201631,1546418800,328952991,18033628800,1307797875,118315926100,3476085743,48428203800,2438857060,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,82591517800,1687841957,323323000,90874260,5017059900,377396885,51306169500,1458891463,25944965400,971842897,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,483590969500,5339195069,1843146500,460589572,33299340500,1636804067,325209071600,4072562068,123239411000,2703170958,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,604896029700,7297855788,1269026900,337219803,35282829100,1651867818,405833705000,5511310878,162510468600,4312075698,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,400500976400,4001489344,2795696800,491263599,29002231100,1294543531,256062767900,3243347049,112640280700,2464090740,Michigan,null,null,null,null,null,null,null,null,null,null,26
