GEO_ID,C17006_001E,C17006_001M,C17006_002E,C17006_002M,C17006_003E,C17006_003M,C17006_004E,C17006_004M,C17006_005E,C17006_005M,C17006_006E,C17006_006M,C17006_007E,C17006_007M,NAME,C17006_001MA,C17006_001EA,C17006_002MA,C17006_002EA,C17006_003EA,C17006_003MA,C17006_004EA,C17006_004MA,C17006_005MA,C17006_005EA,C17006_006MA,C17006_006EA,C17006_007EA,C17006_007MA,state
0400000US20,705626,2768,131685,6993,46407,4855,85278,5782,573941,7575,447404,9103,126537,6396,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,991126,3813,259926,11084,80391,6451,179535,9658,731200,11310,559617,11041,171583,7783,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1098171,3919,306955,12677,52676,5671,254279,12294,791216,13167,543818,12339,247398,11969,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,257391,2124,52564,4765,19347,3806,33217,4047,204827,4725,155584,5478,49243,4694,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1318970,3491,177847,9027,39356,5492,138491,8258,1141123,9600,822028,12053,319095,12052,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1376544,3362,206664,8621,44492,5732,162172,8733,1169880,8944,903601,9865,266279,11404,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2215702,4863,542499,14804,173826,10063,368673,13240,1673203,14866,1285456,16044,387747,12129,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1254546,2999,177578,8331,54481,4857,123097,7248,1076968,8377,847512,11475,229456,9828,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,735754,2437,254284,12408,58809,5995,195475,10732,481470,12216,336105,12750,145365,8391,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1364554,4687,303214,10981,90143,7745,213071,8610,1061340,10947,807467,13337,253873,11038,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,213882,1914,42340,4020,16285,2599,26055,3344,171542,3986,135101,4828,36441,3027,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,450673,2345,78961,5561,27122,4337,51839,5187,371712,5564,292736,6226,78976,4516,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,649703,3713,153212,9601,60806,7092,92406,8088,496491,10452,342258,9718,154233,9028,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,268416,2166,40536,5556,13551,3793,26985,3951,227880,5762,176147,6194,51733,4248,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2002607,3769,305152,12375,82534,7456,222618,11098,1697455,12316,1323631,14149,373824,11739,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,507989,2385,148102,7513,50628,5045,97474,7185,359887,7936,248690,8048,111197,7078,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4184086,4711,944617,18093,330299,13448,614318,16676,3239469,17998,2361148,19397,878321,19330,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2246030,4897,578223,14514,182343,11100,395880,14361,1667807,14748,1247827,17357,419980,13813,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,150226,1233,19317,1751,5035,1359,14282,1639,130909,1863,104300,2769,26609,2445,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2599245,5547,607927,16134,166025,10725,441902,15126,1991318,16409,1514375,20630,476943,16493,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,913856,2425,217185,7011,77122,4641,140063,6545,696671,7304,523135,8175,173536,7135,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,841802,3528,189970,9888,72659,6397,117311,8805,651832,10265,498427,10479,153405,8035,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2682852,4455,519561,15108,138845,8688,380716,12823,2163291,14708,1645392,13728,517899,12974,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,212784,1199,40399,4321,8205,1856,32194,4303,172385,4433,120740,5610,51645,4772,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1064821,3002,284142,12062,67900,5811,216242,10655,780679,12158,562546,11712,218133,10260,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,197510,1361,33529,2806,8456,1639,25073,2546,163981,2747,123302,3991,40679,3612,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1461342,4567,372407,13569,122900,7973,249507,12475,1088935,14039,819127,15715,269808,12615,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6872538,8785,1754243,29868,700633,25731,1053610,29382,5118295,30290,3864405,34343,1253890,26756,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,869285,3197,128975,9882,70603,9085,58372,5673,740310,10778,634013,11263,106297,6651,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,120670,1172,17984,2409,4996,1520,12988,2047,102686,2488,78389,3229,24297,2428,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1822080,4315,272802,10967,80103,7041,192699,8365,1549278,11708,1199649,13836,349629,11521,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1547746,3895,280156,14444,106138,8692,174018,11266,1267590,14724,986910,16634,280680,12266,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,371773,2750,89809,6000,30975,4226,58834,5718,281964,6559,218604,8341,63360,5386,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1284913,3965,229908,9262,66285,5790,163623,8721,1055005,9221,814344,11246,240661,8625,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,132373,1896,21948,3239,6571,1961,15377,2910,110425,3385,85146,3844,25279,3083,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,840404,1985,472619,10390,142949,9505,329670,9728,367785,10443,248778,9812,119007,7241,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1108644,3237,302593,9348,80277,7447,222316,9296,806051,9502,608425,10385,197626,9260,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,183858,844,24801,2660,6880,1569,17921,2536,159057,2766,117243,4981,41814,4477,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1583917,4069,421401,15206,165958,13124,255443,13917,1162516,15159,842229,16408,320287,13713,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,695406,2915,195616,8366,66904,6759,128712,8209,499790,8502,380368,8086,119422,6505,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
