GEO_ID,C27001G_001E,C27001G_001M,C27001G_002E,C27001G_002M,C27001G_003E,C27001G_003M,C27001G_004E,C27001G_004M,C27001G_005E,C27001G_005M,C27001G_006E,C27001G_006M,C27001G_007E,C27001G_007M,C27001G_008E,C27001G_008M,C27001G_009E,C27001G_009M,C27001G_010E,C27001G_010M,NAME,C27001G_001EA,C27001G_001MA,C27001G_002EA,C27001G_002MA,C27001G_003MA,C27001G_003EA,C27001G_004MA,C27001G_004EA,C27001G_005MA,C27001G_005EA,C27001G_006EA,C27001G_006MA,C27001G_007EA,C27001G_007MA,C27001G_008MA,C27001G_008EA,C27001G_009MA,C27001G_009EA,C27001G_010MA,C27001G_010EA,state
0400000US06,1658338,31817,717246,18431,677141,17902,40105,4927,857385,19497,663231,15510,194154,9899,83707,3690,81962,3555,1745,711,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,168166,8610,76012,5545,68589,5137,7423,1946,86250,4493,66968,3937,19282,2242,5904,1051,5885,1052,19,31,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,91722,6039,45419,4721,44104,4540,1315,720,43445,3690,38373,3230,5072,1458,2858,816,2733,806,125,202,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23689,3650,13272,2628,13160,2625,112,111,9585,1876,8021,1709,1564,756,832,381,832,381,0,182,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,15728,2740,5176,1295,5176,1295,0,197,9808,1919,9415,1841,393,292,744,290,574,243,170,199,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,451997,15393,200517,9671,184821,9538,15696,2637,220101,9097,151250,7854,68851,6564,31379,2937,30733,2908,646,434,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,198280,12244,101965,8162,92048,7074,9917,3385,87909,6883,60862,5950,27047,3825,8406,1506,7617,1305,789,692,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,317883,12323,122926,6004,120511,5958,2415,795,176241,7448,160854,7091,15387,2000,18716,1683,18465,1636,251,223,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,38780,3809,18250,2165,16195,2166,2055,1009,18595,2375,13863,2217,4732,1213,1935,756,1935,756,0,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,279751,11476,147475,7953,144145,7825,3330,1445,121360,7240,96011,6211,25349,3012,10916,1278,10783,1291,133,122,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,137976,7468,78110,5561,72020,5379,6090,1535,55020,3588,38834,2966,16186,2273,4846,852,4821,857,25,45,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,59114,4984,34265,3572,33250,3603,1015,728,23371,2831,18833,2524,4538,1198,1478,456,1390,441,88,119,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,89491,6241,45507,3621,42526,3478,2981,973,40424,3700,31457,3309,8967,1403,3560,852,3518,842,42,64,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,84643,6134,45463,3989,43708,3959,1755,771,34593,3101,24015,2280,10578,1945,4587,1044,4587,1044,0,181,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,77201,6208,38662,4250,37177,4105,1485,816,34546,3584,22897,2706,11649,2267,3993,776,3993,776,0,193,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,25698,2287,11948,1611,11478,1546,470,391,12503,1355,9847,1286,2656,873,1247,423,1247,423,0,155,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,181169,9080,88562,6073,86463,5837,2099,915,85712,5098,72154,4658,13558,1955,6895,896,6565,848,330,351,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,182073,8780,72924,4467,72592,4411,332,267,101071,6907,90154,6197,10917,2022,8078,1224,7668,1150,410,409,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,250102,9974,130487,6854,125048,6860,5439,1642,108353,5515,84479,4164,23874,3256,11262,1321,11182,1328,80,88,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,134473,7271,78927,5210,73744,4949,5183,1479,52664,3502,44990,3132,7674,1383,2882,678,2848,675,34,55,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,31808,3473,17081,2562,16217,2520,864,678,12518,2121,8921,1830,3597,934,2209,671,2209,671,0,198,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
