GEO_ID,B21001_001E,B21001_001M,B21001_002E,B21001_002M,B21001_003E,B21001_003M,B21001_004E,B21001_004M,B21001_005E,B21001_005M,B21001_006E,B21001_006M,B21001_007E,B21001_007M,B21001_008E,B21001_008M,B21001_009E,B21001_009M,B21001_010E,B21001_010M,B21001_011E,B21001_011M,B21001_012E,B21001_012M,B21001_013E,B21001_013M,B21001_014E,B21001_014M,B21001_015E,B21001_015M,B21001_016E,B21001_016M,B21001_017E,B21001_017M,B21001_018E,B21001_018M,B21001_019E,B21001_019M,B21001_020E,B21001_020M,B21001_021E,B21001_021M,B21001_022E,B21001_022M,B21001_023E,B21001_023M,B21001_024E,B21001_024M,B21001_025E,B21001_025M,B21001_026E,B21001_026M,B21001_027E,B21001_027M,B21001_028E,B21001_028M,B21001_029E,B21001_029M,B21001_030E,B21001_030M,B21001_031E,B21001_031M,B21001_032E,B21001_032M,B21001_033E,B21001_033M,B21001_034E,B21001_034M,B21001_035E,B21001_035M,B21001_036E,B21001_036M,B21001_037E,B21001_037M,B21001_038E,B21001_038M,B21001_039E,B21001_039M,NAME,B21001_001EA,B21001_001MA,B21001_002EA,B21001_002MA,B21001_003MA,B21001_003EA,B21001_004MA,B21001_004EA,B21001_005EA,B21001_005MA,B21001_006EA,B21001_006MA,B21001_007MA,B21001_007EA,B21001_008EA,B21001_008MA,B21001_009MA,B21001_009EA,B21001_010EA,B21001_010MA,B21001_011EA,B21001_011MA,B21001_012MA,B21001_012EA,B21001_013EA,B21001_013MA,B21001_014MA,B21001_014EA,B21001_015MA,B21001_015EA,B21001_016EA,B21001_016MA,B21001_017EA,B21001_017MA,B21001_018MA,B21001_018EA,B21001_019MA,B21001_019EA,B21001_020MA,B21001_020EA,B21001_021EA,B21001_021MA,B21001_022EA,B21001_022MA,B21001_023MA,B21001_023EA,B21001_024MA,B21001_024EA,B21001_025MA,B21001_025EA,B21001_026MA,B21001_026EA,B21001_027MA,B21001_027EA,B21001_028EA,B21001_028MA,B21001_029MA,B21001_029EA,B21001_030MA,B21001_030EA,B21001_031MA,B21001_031EA,B21001_032EA,B21001_032MA,B21001_033EA,B21001_033MA,B21001_034MA,B21001_034EA,B21001_035MA,B21001_035EA,B21001_036MA,B21001_036EA,B21001_037EA,B21001_037MA,B21001_038MA,B21001_038EA,B21001_039MA,B21001_039EA,state
0400000US06,28663319,6169,1857748,16017,26805571,18433,14068354,6104,1728402,15184,12339952,17784,4793930,6269,146681,6087,4647249,9537,5178796,4184,361796,9368,4817000,9856,2077171,2170,361792,8271,1715379,8447,1178837,2195,420762,7044,758075,7044,839620,1907,437371,6735,402249,6794,14594965,3220,129346,5140,14465619,5391,4588028,3126,29085,3275,4558943,3902,5200502,3112,46901,3444,5153601,4446,2225499,1967,23874,2207,2201625,3166,1358317,2033,10758,1667,1347559,2607,1222619,1998,18728,1942,1203891,2890,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3923756,2974,406624,7745,3517132,8484,1944190,3638,362158,7326,1582032,8293,638062,3574,35679,3004,602383,4446,717528,3008,92659,4592,624869,5662,314749,1577,81186,3519,233563,3806,171029,1087,81414,3047,89615,3137,102822,921,71220,1918,31602,1932,1979566,2448,44466,2996,1935100,3703,605744,2383,9529,1716,596215,2592,708815,2013,20302,2311,688513,3227,327919,1489,8011,1225,319908,1763,187127,1365,3327,753,183800,1636,149961,1269,3297,877,146664,1452,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2789272,1618,216095,5737,2573177,6007,1336798,1953,205166,5529,1131632,5543,385870,1673,10028,1683,375842,2334,498491,1520,40035,3070,458456,3318,225973,950,40718,2326,185255,2601,130447,650,53893,2116,76554,2161,96017,424,60492,2155,35525,2127,1452474,1406,10929,1326,1441545,2019,379886,1516,1828,696,378058,1633,524750,1261,4667,1002,520083,1555,242278,1059,2003,668,240275,1376,151337,956,522,285,150815,1005,154223,602,1909,544,152314,700,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,709551,813,76387,3980,633164,3888,337478,949,68638,3132,268840,3165,101885,780,4005,1062,97880,1199,118011,681,16206,1713,101805,1854,55228,447,15332,1472,39896,1530,37968,550,16420,1040,21548,1237,24386,322,16675,974,7711,962,372073,515,7749,1700,364324,1765,103568,682,2294,994,101274,1076,127302,800,2949,932,124353,1292,62744,461,865,455,61879,636,43007,478,569,263,42438,522,35452,592,1072,512,34380,650,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,519476,919,31288,2347,488188,2375,241151,767,27230,2067,213921,2145,100969,603,2885,1043,98084,1115,80287,453,6294,1113,73993,1210,30850,171,6369,1034,24481,1063,17638,276,5073,803,12565,854,11407,234,6609,756,4798,766,278325,474,4058,931,274267,1025,118733,373,894,414,117839,580,80166,243,2039,667,78127,700,36570,151,607,386,35963,417,22217,290,46,76,22171,302,20639,269,472,250,20167,410,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15264844,4564,1559672,19500,13705172,20280,7356983,5239,1438695,17789,5918288,18119,2091283,5988,82202,4631,2009081,7969,2533599,5155,303045,8964,2230554,9515,1162396,2882,282355,7210,880041,7561,886138,2776,361930,7690,524208,7769,683567,2934,409163,6588,274404,6469,7907861,3782,120977,6444,7786884,7484,2062400,4441,21634,2794,2040766,5188,2603844,3847,53702,4396,2550142,6234,1302495,2371,22035,2280,1280460,3318,1012944,2742,10539,1514,1002405,3151,926178,2399,13067,1602,913111,2644,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7372727,5187,700992,13335,6671735,14428,3529251,4235,624189,10902,2905062,12126,1156860,4984,48207,4146,1108653,6344,1345679,4791,180116,6785,1165563,8234,537121,2575,146728,5294,390393,5423,316236,2853,140138,4343,176098,4768,173355,2439,109000,2692,64355,3245,3843476,4005,76803,5541,3766673,6127,1173751,4984,17629,2891,1156122,5593,1423334,4323,39116,3792,1384218,5645,596626,2575,11623,1587,585003,2767,367675,2706,4574,1364,363101,2870,282090,2190,3861,940,278229,2340,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1051883,2616,116885,3989,934998,4486,512050,2548,106005,3597,406045,4056,154408,2467,16635,2160,137773,2648,174878,1298,23373,2311,151505,2205,89407,428,21525,1546,67882,1613,53929,572,22333,1577,31596,1475,39428,537,22139,1483,17289,1526,539833,1135,10880,1373,528953,1815,152160,933,4819,1162,147341,1460,178428,665,3561,857,174867,1134,92179,422,1386,439,90793,582,58012,460,493,244,57519,495,59054,326,621,322,58433,463,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1168256,1398,123594,5156,1044662,5126,579113,1900,115473,4778,463640,4678,186561,2149,6882,1374,179679,2471,198730,1699,27384,2641,171346,2761,95708,1184,28683,2546,67025,2672,60248,870,27737,1973,32511,2043,37866,578,24787,1483,13079,1571,589143,1686,8121,1414,581022,2225,180005,1812,1143,568,178862,1956,199375,1567,4322,953,195053,2026,96845,995,1846,736,94999,1234,62767,875,381,230,62386,909,50151,617,429,213,49722,631,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9795470,2577,731089,10361,9064381,10554,4739760,3598,686376,9607,4053384,9357,1524517,4061,55034,4099,1469483,5254,1742129,3279,146492,5658,1595637,6347,750518,1505,147349,3982,603169,4080,428307,1600,163941,3891,264366,4138,294289,1253,173560,3215,120729,3399,5055710,3133,44713,3428,5010997,4547,1497867,3198,10689,1980,1487178,3780,1778915,2805,19331,2244,1759584,3599,805812,1625,7954,1289,797858,1925,497722,1226,2599,577,495123,1354,475394,1428,4140,884,471254,1636,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
