GEO_ID,B10054_001E,B10054_001M,B10054_002E,B10054_002M,B10054_003E,B10054_003M,B10054_004E,B10054_004M,B10054_005E,B10054_005M,B10054_006E,B10054_006M,B10054_007E,B10054_007M,B10054_008E,B10054_008M,B10054_009E,B10054_009M,B10054_010E,B10054_010M,B10054_011E,B10054_011M,B10054_012E,B10054_012M,B10054_013E,B10054_013M,B10054_014E,B10054_014M,B10054_015E,B10054_015M,B10054_016E,B10054_016M,B10054_017E,B10054_017M,NAME,B10054_001EA,B10054_001MA,B10054_002MA,B10054_002EA,B10054_003MA,B10054_003EA,B10054_004MA,B10054_004EA,B10054_005EA,B10054_005MA,B10054_006MA,B10054_006EA,B10054_007EA,B10054_007MA,B10054_008EA,B10054_008MA,B10054_009MA,B10054_009EA,B10054_010EA,B10054_010MA,B10054_011MA,B10054_011EA,B10054_012MA,B10054_012EA,B10054_013EA,B10054_013MA,B10054_014MA,B10054_014EA,B10054_015MA,B10054_015EA,B10054_016EA,B10054_016MA,B10054_017MA,B10054_017EA,state
0400000US06,1111316,19895,351385,9559,128003,5852,71911,4728,56092,3733,223382,8731,759931,17919,175526,8343,50758,4571,32202,3184,18556,2501,124768,6975,584405,15054,115603,6639,77332,5181,38271,3325,468802,13613,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,88294,6236,58785,4646,26472,2945,18676,2542,7796,1405,32313,3258,29509,3393,9433,1874,4296,1329,3035,1144,1261,482,5137,1104,20076,2634,4959,1437,3520,1332,1439,577,15117,2411,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,65405,4403,42618,3951,15257,2486,9809,1891,5448,1474,27361,3084,22787,2547,6430,1180,2257,753,1762,734,495,268,4173,1007,16357,2278,3118,897,2262,774,856,424,13239,2011,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,26483,3422,22978,3180,9258,1793,5578,1264,3680,1168,13720,2713,3505,884,1188,516,466,314,139,118,327,289,722,439,2317,740,447,348,248,305,199,166,1870,709,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,463879,13582,277411,10167,120541,6986,74119,6230,46422,3981,156870,7420,186468,8105,51193,5168,16115,2338,9941,1798,6174,1613,35078,4619,135275,6264,25308,3381,15374,2871,9934,1866,109967,5778,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,265530,12042,221485,10675,113544,7614,74228,6060,39316,3824,107941,7212,44045,5185,12903,2549,4128,1080,2951,862,1177,496,8775,2366,31142,4118,6823,1577,4897,1424,1926,721,24319,3777,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,54874,3546,31741,2792,9439,1792,5749,1588,3690,718,22302,2186,23133,2210,7483,1415,1711,743,1209,641,502,291,5772,1214,15650,1837,4025,905,1915,703,2110,717,11625,1773,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23116,2838,18504,2494,8498,1705,4714,1257,3784,1082,10006,1700,4612,1442,1290,536,469,259,385,243,84,80,821,461,3322,1316,911,714,898,711,13,23,2411,943,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,275433,9970,170912,6987,75197,4168,48554,3687,26643,2156,95715,5066,104521,6416,24366,3107,6562,1348,4693,1189,1869,619,17804,2485,80155,5721,16099,2581,12223,2363,3876,915,64056,5305,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,126036,7073,112112,6549,52628,4343,35221,3719,17407,2075,59484,4867,13924,1991,4980,1045,1905,729,1563,611,342,314,3075,940,8944,1720,2047,744,1542,648,505,408,6897,1478,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,39482,3176,33518,2905,15394,1971,9973,1499,5421,1052,18124,2264,5964,1410,1509,589,485,290,210,183,275,229,1024,507,4455,1120,863,446,390,298,473,315,3592,1036,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,47220,3512,37659,3062,19011,2087,10865,1470,8146,1445,18648,2323,9561,1753,1879,650,765,436,454,337,311,275,1114,435,7682,1626,2983,1050,2687,1057,296,241,4699,1293,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,102902,5492,99514,5386,55888,3867,37141,3322,18747,2182,43626,3643,3388,1029,1143,470,687,382,559,342,128,144,456,261,2245,806,339,222,223,159,116,138,1906,780,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,119416,5520,110383,5195,63313,4367,44111,4566,19202,2173,47070,3450,9033,1590,4519,1059,2658,832,1920,763,738,324,1861,685,4514,1047,2018,667,744,482,1274,619,2496,798,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18412,2425,16966,2344,7469,1586,5547,1375,1922,578,9497,1553,1446,508,672,311,189,168,45,56,144,159,483,264,774,426,161,173,92,139,69,84,613,393,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,141040,6767,107856,6345,41336,4239,24839,3547,16497,1876,66520,4676,33184,3013,10449,1945,2531,909,1884,821,647,353,7918,1678,22735,2460,4757,1187,2914,965,1843,683,17978,2380,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,122541,6382,75710,5475,25609,3810,15750,3475,9859,1579,50101,3836,46831,4276,11312,1696,2611,731,1928,758,683,373,8701,1451,35519,3801,8173,1822,4946,1393,3227,1057,27346,3298,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,184352,6894,158981,6227,70058,4146,46634,3824,23424,1958,88923,4740,25371,3114,9135,1749,2771,922,2040,770,731,472,6364,1364,16236,2310,3304,800,2100,628,1204,507,12932,2172,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,62502,3606,47886,3479,17388,2137,11476,1719,5912,1100,30498,2617,14616,1898,3708,988,1451,577,1057,521,394,264,2257,736,10908,1702,1894,677,1474,555,420,324,9014,1519,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,93428,5146,90531,5087,50971,4018,34601,3339,16370,2068,39560,3522,2897,945,1462,658,1051,625,818,605,233,189,411,255,1435,619,315,258,95,123,220,239,1120,591,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,112192,6245,103395,5770,44317,3560,29147,2787,15170,1754,59078,4146,8797,1637,3117,929,495,284,366,252,129,125,2622,837,5680,1246,1343,489,707,285,636,387,4337,1046,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14972,1860,13455,1788,7231,1391,4532,1138,2699,794,6224,1226,1517,421,973,318,715,292,468,283,247,119,258,146,544,318,289,206,51,69,238,188,255,191,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24365,2437,19253,2211,9552,1552,6095,1292,3457,1010,9701,1522,5112,975,1333,487,851,434,825,434,26,26,482,267,3779,897,1036,444,640,365,396,308,2743,777,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,66279,4691,38805,3320,16633,2229,9140,1519,7493,1631,22172,2743,27474,3109,7594,1539,2831,1042,1776,793,1055,630,4763,1202,19880,2547,4188,995,2515,723,1673,617,15692,2440,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20281,2451,17835,2193,5747,1195,3823,1022,1924,605,12088,1815,2446,781,925,420,623,387,407,309,216,211,302,210,1521,692,436,374,246,316,190,189,1085,550,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,184314,7178,92505,4765,31606,2822,18050,2174,13556,1919,60899,4320,91809,5470,24312,2970,5130,1240,3891,1128,1239,506,19182,2509,67497,4791,11814,1760,5648,1243,6166,1234,55683,4453,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54669,3742,22466,2665,12132,2065,7664,1713,4468,1242,10334,1777,32203,2572,20769,2431,10880,1611,6942,1323,3938,962,9889,1803,11434,1996,6096,1545,4633,1294,1463,577,5338,1100,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,426725,11094,228586,8602,77291,4541,45074,3166,32217,2707,151295,7282,198139,7679,53615,4385,17678,2635,11502,2123,6176,1352,35937,3433,144524,7392,33244,3789,17193,2417,16051,2407,111280,6270,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,201666,8347,177337,7898,93715,5719,61458,4507,32257,2668,83622,5663,24329,2792,6585,1396,2803,1022,2402,943,401,307,3782,1056,17744,2539,4520,1351,3800,1200,720,481,13224,2394,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7263,1314,5669,951,2853,529,1991,516,862,305,2816,696,1594,1008,811,802,699,799,46,45,653,794,112,126,783,631,11,17,11,17,0,141,772,627,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,217143,7828,199214,7551,100089,6201,67816,5092,32273,3024,99125,5103,17929,2249,6931,1282,2254,863,1565,612,689,489,4677,942,10998,1802,2550,1001,2157,968,393,254,8448,1442,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,81153,3814,69866,3204,38074,2353,22574,2058,15500,1627,31792,2350,11287,1870,4406,1065,2247,653,1496,468,751,352,2159,806,6881,1327,2702,908,1456,642,1246,598,4179,974,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,70167,5316,52585,4641,21599,3044,12123,2166,9476,1901,30986,3292,17582,2443,4680,1378,1982,889,1562,848,420,278,2698,1118,12902,2262,3394,1362,2756,1273,638,440,9508,1926,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,242192,9969,197907,8812,79470,4953,54380,3958,25090,2123,118437,6665,44285,3938,16236,2538,5817,1457,4303,1220,1514,666,10419,1774,28049,3117,6277,1392,4095,1096,2182,785,21772,2797,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18371,2391,12854,2298,4737,1172,3268,1105,1469,577,8117,1678,5517,1003,1561,550,211,208,179,202,32,53,1350,546,3956,990,1335,580,963,566,372,264,2621,911,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,123970,5986,114806,5561,57393,4455,35360,3598,22033,2593,57413,4448,9164,2270,3855,1466,1977,903,1739,864,238,216,1878,909,5309,1310,921,609,577,480,344,298,4388,1214,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11217,1351,8510,1314,3700,790,2357,570,1343,500,4810,1228,2707,602,2051,487,1457,415,1100,391,357,157,594,289,656,400,154,192,72,86,82,131,502,332,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
