GEO_ID,B15002H_001E,B15002H_001M,B15002H_002E,B15002H_002M,B15002H_003E,B15002H_003M,B15002H_004E,B15002H_004M,B15002H_005E,B15002H_005M,B15002H_006E,B15002H_006M,B15002H_007E,B15002H_007M,B15002H_008E,B15002H_008M,B15002H_009E,B15002H_009M,B15002H_010E,B15002H_010M,B15002H_011E,B15002H_011M,B15002H_012E,B15002H_012M,B15002H_013E,B15002H_013M,B15002H_014E,B15002H_014M,B15002H_015E,B15002H_015M,B15002H_016E,B15002H_016M,B15002H_017E,B15002H_017M,B15002H_018E,B15002H_018M,B15002H_019E,B15002H_019M,NAME,B15002H_001MA,B15002H_001EA,B15002H_002MA,B15002H_002EA,B15002H_003EA,B15002H_003MA,B15002H_004MA,B15002H_004EA,B15002H_005MA,B15002H_005EA,B15002H_006MA,B15002H_006EA,B15002H_007MA,B15002H_007EA,B15002H_008EA,B15002H_008MA,B15002H_009MA,B15002H_009EA,B15002H_010MA,B15002H_010EA,B15002H_011MA,B15002H_011EA,B15002H_012EA,B15002H_012MA,B15002H_013MA,B15002H_013EA,B15002H_014MA,B15002H_014EA,B15002H_015MA,B15002H_015EA,B15002H_016MA,B15002H_016EA,B15002H_017EA,B15002H_017MA,B15002H_018MA,B15002H_018EA,B15002H_019MA,B15002H_019EA,state
0400000US18,3613880,1533,1741944,1207,58640,3837,133669,4932,533084,9654,103648,4496,363511,8033,129154,5121,272049,6750,148189,5741,1871936,749,52435,2412,143990,5466,585946,8772,83775,3855,383784,8002,171477,6118,292175,7180,158354,5284,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1860750,1163,900678,753,21105,1736,45461,2654,273514,5245,38263,2276,194096,4416,92527,3737,161634,4231,74078,3017,960072,695,19244,1505,38454,2296,268995,5723,31066,2583,217789,4441,121915,4231,186138,4506,76471,3553,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1529790,1258,739378,961,13701,1488,37241,2920,177054,5159,35469,2208,180993,6042,53656,3225,156735,4692,84529,4355,790412,518,14875,1564,33893,2550,185289,4730,25303,2114,199482,4610,71209,3545,169310,4137,91051,4025,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2594384,1260,1247729,966,93894,3974,119392,4363,358119,7584,92321,4186,244709,7212,70842,3783,165189,5215,103263,3867,1346655,758,81282,3644,114664,4486,358565,5555,88831,3549,281463,6067,117498,5110,175737,4997,128615,4655,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1909813,2091,925021,1284,45731,3531,81601,4387,262849,7668,59655,3969,197995,6182,39284,3393,155613,6202,82293,4176,984792,1322,38766,3035,76201,4272,288014,6298,52006,3527,207961,7320,64837,3854,170335,5429,86672,4374,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,907242,364,434994,173,14835,1512,25067,1987,134778,3797,26964,2417,83133,3660,34210,2514,76016,3207,39991,2201,472248,261,10199,1376,22314,1671,136740,4045,20230,2175,95020,3736,48868,2849,89731,3282,49146,3161,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2280772,721,1095392,398,24373,2474,59363,2858,244961,6911,36300,2508,200133,6440,58235,3539,253077,6505,218950,5669,1185380,608,25193,2299,57118,3415,278198,7089,29122,2421,221012,6680,91829,4324,261046,6500,221862,5921,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3610881,2736,1713582,1769,46783,2988,84730,4663,403537,8508,56524,3455,288205,8362,112174,5039,419024,9000,302605,7310,1897299,1681,49374,2784,77260,4008,441976,8563,40323,3163,321097,6593,179291,4937,446487,7312,341491,6927,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5277318,1425,2557565,887,67664,3191,175298,5345,680061,8591,114803,4545,615009,9258,203551,5444,437670,7726,263509,6005,2719753,899,66472,2836,165134,4802,780747,9525,74401,3644,627298,8979,279730,5701,459417,7128,266554,5564,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3117142,934,1521240,574,28779,1899,60546,2938,366215,5291,56683,2968,341707,6998,157379,4423,346930,7129,163001,4199,1595902,574,24822,1902,46189,2753,383351,7007,33815,2335,364463,6009,187319,5726,384579,6999,171364,5057,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1187846,2881,571519,1969,26653,2609,58544,3534,131759,4776,43703,4214,126985,5590,45266,3087,86673,4524,51936,3100,616327,2126,23765,2379,52464,3726,146925,5741,40027,3366,138433,5879,65133,4235,95997,5079,53583,3251,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3364493,1716,1622628,1366,53545,3049,123313,4942,451416,8653,86537,4403,361660,7639,103665,4380,281999,7504,160493,5824,1741865,841,58770,3770,121092,4108,481863,8676,69257,4740,393836,8276,134798,5320,310520,7645,171729,6437,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,618517,837,307421,684,6634,961,15570,1723,79738,2975,17027,1694,74042,3118,21441,1918,62324,3152,30645,2032,311096,401,4344,797,12033,1400,74390,3164,13170,1544,80456,3541,29312,2291,67932,3073,29459,2306,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1035140,1075,502350,728,11100,1224,19532,1661,129089,4015,18968,1728,121617,3868,51500,2793,100906,3706,49638,2464,532790,621,9278,1166,19629,1822,133648,3631,13937,1316,134326,3975,55349,2599,112599,3482,54024,2768,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1094605,999,555554,771,7646,2106,34069,2830,125258,4275,26258,2309,157670,5662,46616,3383,101157,4456,56880,2794,539051,517,7613,1724,32813,2540,142526,5417,18342,1947,157912,5251,46945,3253,84671,4670,48229,3525,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,861199,256,418213,174,8817,1276,27529,2652,108631,4775,20796,2331,74236,3614,36815,2604,89717,3838,51672,2642,442986,183,7580,1328,21438,2345,111696,4407,13968,1722,85555,4104,45814,2664,101031,3660,55904,3386,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3732807,3198,1777106,1837,43458,3590,85907,4757,443209,8723,50984,3731,320218,8568,100138,4449,451053,8739,282139,7300,1955701,1851,50250,2949,87767,3706,565364,9908,34584,2670,316552,7958,143829,5536,474532,7908,282823,7550,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,632587,1603,308603,1368,3219,824,16288,2006,51847,3547,13665,1642,77014,3688,26378,2483,64067,3567,56125,3528,323984,986,4094,942,12738,1562,59596,3128,11501,1666,81532,3266,32480,3139,66501,3575,55542,3295,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8082071,3997,3873805,2050,101425,4735,208145,6671,881259,12666,160593,6224,672689,10487,331362,7804,866274,10891,652058,9067,4208266,2524,111207,4792,196831,6124,1047727,13740,109081,4256,667486,11030,429773,9219,854676,13352,791485,12587,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4484315,2767,2144605,1940,85709,4536,176369,6269,462962,10803,113827,5168,462114,8885,171845,7235,436924,8606,234855,6298,2339710,1779,70524,3784,155945,4978,516150,9003,98866,4729,522126,10405,249790,7702,484637,9449,241672,6326,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,417999,607,209346,461,8965,790,7866,982,53780,2449,8754,1201,47473,2175,27200,2102,37974,2262,17334,1716,208653,318,7219,797,7342,844,50146,2374,5041,896,50423,2443,25260,1842,46292,2477,16930,1858,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6501596,2298,3122227,1350,86462,3713,231061,5890,983789,10990,138315,5282,634282,10728,216157,7176,531832,8227,300329,7104,3379369,1436,88022,3792,235480,6463,1093935,13596,105985,4473,679478,11179,313538,7532,554957,11125,307974,7029,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1831385,715,885290,430,25576,1774,70108,3236,238583,5302,46127,3066,212458,5041,60633,2968,150990,3532,80815,3582,946095,545,24253,1552,71070,3027,255808,5917,43208,2674,232298,5036,71369,3411,168457,4899,79632,3428,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2209365,1693,1069728,1056,17469,2227,62958,4235,215608,7218,55715,3592,289947,7023,86137,4508,213267,6572,128627,5248,1139637,1038,16375,2180,55812,3809,245438,6365,43397,3511,323817,6848,101521,5491,220699,5889,132578,4520,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7206425,2182,3451850,1444,94939,4397,227861,6688,1149212,10501,147278,5286,548333,8923,254963,5718,644435,10603,384829,7841,3754575,1121,97563,3877,235868,6225,1314245,11500,114363,5083,593649,9443,330466,7009,654381,10812,414040,8944,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,574245,954,269912,699,10864,1577,19181,2170,64757,4081,13455,1699,46026,3466,22428,2151,56894,3421,36307,2502,304333,541,11422,1666,19595,1882,70689,3760,10984,1399,57971,3206,31085,2542,59157,3028,43430,2440,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2140856,1393,1027416,760,41127,2854,86043,4476,226611,7603,57618,3199,214457,6411,90834,4531,199483,6193,111243,4364,1113440,1088,37849,2893,83721,4016,270610,6561,48110,3320,241278,6635,113605,5273,202271,5998,115996,5402,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,480012,824,236859,634,9033,1249,11284,1474,71548,2581,12060,1515,47500,2668,21871,2016,43748,2464,19815,2003,243153,494,7583,959,8387,1290,68428,3050,6942,1048,54796,2427,27158,2167,49955,2687,19904,2044,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3409561,1932,1631974,1224,88680,3801,139367,5340,436340,10099,114529,4980,334528,7429,94198,4562,272842,6045,151490,4934,1777587,1292,85522,4398,139458,4985,480224,9155,113890,4844,377494,7669,130672,6070,295745,6949,154582,5451,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8249714,4285,4023048,3538,80430,4349,211927,7171,763035,11578,204750,6429,1014637,13598,272805,8504,951308,15422,524156,10205,4226666,2396,84171,4966,227469,8106,896602,13394,166519,7287,1088972,14305,325217,9372,980420,13916,457296,10221,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1362851,833,672855,515,5232,1220,30499,2417,124421,4679,23867,2011,186581,5072,58937,2999,148800,5146,94518,3504,689996,598,4673,944,29901,2427,143069,4905,17811,1708,205726,5086,83643,3967,148998,4188,56175,3544,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,416186,159,201310,140,5414,793,13150,1429,60722,2715,8452,1287,31499,1666,15331,1432,40619,2186,26123,1900,214876,96,5189,829,9027,1174,54085,2424,6127,996,36532,2191,22236,1700,50031,2464,31649,1868,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3713418,2544,1801522,1677,64785,2981,112522,4792,367743,8020,88708,4590,341697,6844,110764,5364,398108,7785,317195,6717,1911896,1419,58623,3712,101739,4145,416227,8425,61929,3734,387968,7183,162561,4913,431874,7826,290975,6907,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3556359,1636,1744657,1067,25461,2455,84987,3384,337923,7809,81026,3789,450476,10580,167842,5361,380633,8288,216309,5980,1811702,947,22878,2302,74667,3610,378227,7789,55894,3113,497842,9644,194644,6999,384019,7108,203531,6302,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1222457,1555,590185,1325,35313,1965,62733,4255,212931,5641,41623,3155,102918,4350,29053,2562,65902,3785,39712,2869,632272,643,34306,2372,57923,3122,207815,5686,39122,2909,124481,4866,48604,3470,73071,3606,46950,3092,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3353670,614,1638792,413,36135,2081,87695,3421,488776,8115,66076,3797,344930,7029,162779,3874,296399,6125,156002,4451,1714878,406,36369,2257,72814,3432,506754,7439,38493,2392,367148,7787,188050,5972,342911,6783,162339,4928,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,335161,451,169270,398,1905,634,9597,1418,44752,2922,9994,1541,43045,2723,16471,2108,28848,2246,14658,1531,165891,331,2613,916,7488,1274,38590,2659,7402,1259,48038,2943,17677,1682,31057,2657,13026,1649,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17492,2145,8512,1390,376,292,167,183,2063,640,89,119,808,468,811,394,2088,715,2110,836,8980,1422,727,358,880,513,1717,651,270,255,843,430,1495,585,1981,633,1067,497,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,2256486,2407,1081314,1712,50528,2919,106091,5217,260625,7088,72220,3723,229237,7528,72276,4426,185375,5451,104962,4142,1175172,1260,46570,3268,105810,5058,296152,7697,67221,3170,267947,7408,98229,5095,184569,6280,108674,4744,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,319793,657,168938,277,2101,519,5691,959,36387,2588,8940,1337,50655,3269,14347,1643,30621,2389,20196,2111,150855,438,1700,626,4716,1090,28108,2339,5294,1161,40410,2828,15258,1764,33349,2443,22020,2028,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2768669,1677,1349781,1107,23495,2587,68159,4235,240799,7154,63833,4040,366744,8479,117034,5199,285499,7653,184218,6163,1418888,1114,22599,2620,67765,4408,310579,7264,41367,3018,400768,7814,133230,5393,282932,7472,159648,5241,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1524820,1431,735058,965,30750,2220,67126,3480,215688,6873,52435,3150,166626,5174,38792,2742,107114,4297,56527,3193,789762,940,28404,2218,64857,3641,225723,5055,47407,3050,185291,5359,56769,3914,121317,5508,59994,4103,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
