GEO_ID,B22003_001E,B22003_001M,B22003_002E,B22003_002M,B22003_003E,B22003_003M,B22003_004E,B22003_004M,B22003_005E,B22003_005M,B22003_006E,B22003_006M,B22003_007E,B22003_007M,NAME,B22003_001MA,B22003_001EA,B22003_002EA,B22003_002MA,B22003_003MA,B22003_003EA,B22003_004MA,B22003_004EA,B22003_005MA,B22003_005EA,B22003_006MA,B22003_006EA,B22003_007EA,B22003_007MA,state
0400000US06,12552658,18433,1140716,14753,602893,11459,537823,9430,11411942,21154,1277279,17941,10134663,24386,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,186217,7033,95999,5293,90218,4185,1809871,10444,154515,6074,1655356,9552,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,163064,5739,76797,3539,86267,4583,1194748,8138,64831,4074,1129917,8118,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,48378,2973,18407,2178,29971,2485,291930,3801,19133,2178,272797,4063,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,40966,2609,19108,1859,21858,2137,225696,3474,21356,2718,204340,3663,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,1093250,16970,522532,9828,570718,12427,6104693,28076,582630,13740,5522063,25850,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,582724,11277,315406,8462,267318,8845,2950184,16729,299843,7559,2650341,18514,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,50600,3052,20509,2246,30091,2356,397148,4412,29432,2713,367716,5055,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,80755,4839,42298,3733,38457,3051,502351,7035,44869,3078,457482,6903,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,613928,9806,317880,8210,296048,7649,4156266,14755,338386,9026,3817880,16062,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
