GEO_ID,B10059_001E,B10059_001M,B10059_002E,B10059_002M,B10059_003E,B10059_003M,B10059_004E,B10059_004M,B10059_005E,B10059_005M,B10059_006E,B10059_006M,B10059_007E,B10059_007M,B10059_008E,B10059_008M,B10059_009E,B10059_009M,B10059_010E,B10059_010M,B10059_011E,B10059_011M,NAME,B10059_001MA,B10059_001EA,B10059_002MA,B10059_002EA,B10059_003MA,B10059_003EA,B10059_004EA,B10059_004MA,B10059_005MA,B10059_005EA,B10059_006MA,B10059_006EA,B10059_007EA,B10059_007MA,B10059_008EA,B10059_008MA,B10059_009MA,B10059_009EA,B10059_010EA,B10059_010MA,B10059_011MA,B10059_011EA,state
0400000US22,119416,5520,27647,2571,18333,2377,12626,2004,5707,1288,9314,1389,91769,4820,49656,3551,34149,3368,15507,2049,42113,3579,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18412,2425,2887,920,1775,891,1278,757,497,358,1112,505,15525,2220,6044,1480,4406,1388,1638,482,9481,1533,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,141040,6767,13858,2382,6979,1639,4964,1505,2015,619,6879,1610,127182,6311,41645,3970,24673,3215,16972,1911,85537,5202,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,122541,6382,12660,1994,5266,981,3079,871,2187,650,7394,1809,109881,6132,31127,4462,19545,4107,11582,1711,78754,4251,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,184352,6894,33955,2855,17018,1961,12358,1848,4660,911,16937,1954,150397,5983,59115,3943,38416,3356,20699,1909,91282,4672,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,62502,3606,5961,947,2757,690,1745,585,1012,388,3204,796,56541,3455,17976,2219,12262,1788,5714,1144,38565,2679,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,93428,5146,28698,3440,18126,2806,13343,2613,4783,1014,10572,1745,64730,4600,34211,3368,22171,2741,12040,1957,30519,3396,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,112192,6245,19679,2540,9176,1626,6748,1356,2428,704,10503,1833,92513,5530,36979,3389,23472,2610,13507,1767,55534,4306,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14972,1860,2824,720,1705,541,1104,424,601,330,1119,451,12148,1719,6530,1295,3947,1117,2583,741,5618,1158,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24365,2437,4109,1053,2411,838,1831,792,580,306,1698,747,20256,2096,9028,1523,5729,1114,3299,1016,11228,1443,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,66279,4691,8848,1767,4494,1392,2763,888,1731,877,4354,1215,57431,4617,19158,2377,10668,1851,8490,1712,38273,3771,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20281,2451,1669,663,898,548,667,468,231,250,771,389,18612,2306,5908,1246,3809,1036,2099,632,12704,1928,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,184314,7178,18465,2333,8077,1396,5069,1142,3008,938,10388,1856,165849,7558,40473,3278,22520,2518,17953,2073,125376,6650,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54669,3742,10954,1846,5750,1171,3648,929,2102,578,5204,1269,43715,3530,23358,2997,15591,2360,7767,1648,20357,2438,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,426725,11094,65906,3982,30577,3098,18663,2407,11914,1762,35329,2855,360819,11330,97636,6220,55106,4288,42530,3651,263183,9354,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,201666,8347,45531,3737,27582,2959,19784,2584,7798,1189,17949,2083,156135,7712,73456,5404,47876,4013,25580,2630,82679,5927,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7263,1314,803,278,528,272,422,215,106,94,275,142,6460,1299,3035,935,1626,479,1409,913,3425,914,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,217143,7828,37365,3157,22041,2612,16684,2146,5357,1135,15324,1810,179778,6924,82852,5824,54854,4836,27998,2985,96926,4825,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,81153,3814,16532,1711,10060,1289,6393,1035,3667,809,6472,1203,64621,3476,32963,2375,19133,1865,13830,1675,31658,2587,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,70167,5316,8939,1580,4228,1395,3461,1263,767,426,4711,1118,61228,5304,22747,3165,12980,2374,9767,1950,38481,3912,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,242192,9969,38049,3323,18648,2190,14525,1998,4123,844,19401,2247,204143,8734,72916,4787,48253,3897,24663,2195,131227,6844,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18371,2391,3062,1023,1420,615,1059,560,361,281,1642,838,15309,2408,4863,1243,3351,1122,1512,575,10446,1868,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,123970,5986,25959,2750,13017,1752,8179,1462,4838,993,12942,2022,98011,5830,47274,4414,29497,3576,17777,2445,50737,4294,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11217,1351,2582,623,1673,386,1287,345,386,193,909,454,8635,1257,3638,874,2242,661,1396,529,4997,1129,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,153707,7749,29266,3254,16698,2254,11541,1813,5157,1097,12568,2064,124441,7117,61219,4829,38929,3781,22290,2492,63222,4968,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,739851,17490,153245,7817,78860,5272,54717,4581,24143,2613,74385,6269,586606,16689,238508,10720,161650,9134,76858,4221,348098,13609,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,57807,3897,5345,1650,2155,1023,1442,704,713,747,3190,1172,52462,3681,16921,2100,9930,1629,6991,1600,35541,3174,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8895,1435,873,405,699,395,681,388,18,22,174,103,8022,1358,3300,805,2412,722,888,405,4722,1140,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,174297,7404,20003,2593,9166,1630,6003,1173,3163,948,10837,2002,154294,6936,56349,3854,34789,2940,21560,2611,97945,6050,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,129354,5133,15054,2556,7048,1613,5325,1506,1723,536,8006,1873,114300,5350,36588,3382,22780,2870,13808,2095,77712,5070,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,33428,2959,6498,1352,4517,1174,3681,948,836,401,1981,669,26930,2554,14418,1953,8507,1611,5911,1131,12512,1815,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,71600,3948,9258,1536,4904,1119,3432,1024,1472,466,4354,941,62342,3644,22483,2167,14934,1915,7549,1277,39859,3095,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,7733,1391,793,390,494,266,277,207,217,156,299,259,6940,1327,3317,941,1583,571,1734,733,3623,905,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,108183,5625,53974,4429,27528,2766,17259,2199,10269,1544,26446,2882,54209,4533,22259,3109,11933,1982,10326,1920,31950,3125,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,119715,6690,27885,2659,17901,2051,12792,1892,5109,937,9984,1691,91830,5586,51841,4215,33361,3273,18480,1886,39989,3361,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16935,1972,1675,383,985,306,688,200,297,216,690,230,15260,1992,6783,1419,4488,1172,2295,754,8477,1372,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,160720,6106,34974,2710,17487,2213,13246,2011,4241,917,17487,2395,125746,5652,48780,3913,31037,3332,17743,1954,76966,4994,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,72556,4390,16952,2186,10889,1721,7542,1481,3347,817,6063,1476,55604,3904,29624,2922,19986,2380,9638,1741,25980,2514,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
