GEO_ID,C21001A_001E,C21001A_001M,C21001A_002E,C21001A_002M,C21001A_003E,C21001A_003M,C21001A_004E,C21001A_004M,C21001A_005E,C21001A_005M,C21001A_006E,C21001A_006M,C21001A_007E,C21001A_007M,C21001A_008E,C21001A_008M,C21001A_009E,C21001A_009M,C21001A_010E,C21001A_010M,C21001A_011E,C21001A_011M,C21001A_012E,C21001A_012M,C21001A_013E,C21001A_013M,C21001A_014E,C21001A_014M,C21001A_015E,C21001A_015M,NAME,C21001A_001MA,C21001A_001EA,C21001A_002MA,C21001A_002EA,C21001A_003EA,C21001A_003MA,C21001A_004EA,C21001A_004MA,C21001A_005MA,C21001A_005EA,C21001A_006MA,C21001A_006EA,C21001A_007MA,C21001A_007EA,C21001A_008EA,C21001A_008MA,C21001A_009EA,C21001A_009MA,C21001A_010MA,C21001A_010EA,C21001A_011MA,C21001A_011EA,C21001A_012MA,C21001A_012EA,C21001A_013MA,C21001A_013EA,C21001A_014MA,C21001A_014EA,C21001A_015EA,C21001A_015MA,state
0400000US06,18211731,37397,9002269,22634,7506549,21452,623256,9688,6883293,22320,1495720,4468,733040,8133,762680,9771,9209462,20183,7330697,18388,69812,4154,7260885,18567,1878765,5002,24283,2028,1854482,5342,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3374851,9845,1666064,5866,1413817,5730,181468,6369,1232349,8727,252247,1217,142748,3459,109499,3739,1708787,5632,1399179,5524,31459,2414,1367720,6237,309608,1299,6204,1109,303404,1614,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2235773,7420,1070314,5140,865619,4992,76209,3862,789410,6882,204695,638,108222,3010,96473,3095,1165459,4014,891427,3928,6191,1093,885236,4036,274032,919,2431,596,271601,1089,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,512948,2777,245960,1815,193701,1789,25411,2363,168290,2564,52259,372,29074,1247,23185,1313,266988,1613,202181,1626,3103,931,199078,1709,64807,534,1596,607,63211,784,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,220047,3415,107347,2067,95962,1998,5114,1197,90848,2234,11385,304,3983,676,7402,735,112700,1781,99325,1709,1435,687,97890,1805,13375,409,436,259,12939,446,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11988755,16157,5804473,10948,4398145,10509,536540,12020,3861605,16542,1406328,2585,731812,8792,674516,8996,6184282,9551,4471832,9298,65134,4839,4406698,10158,1712450,2691,21933,1948,1690517,3056,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4610326,10568,2244426,7343,1865898,7222,225729,6669,1640169,9829,378528,1211,208753,4797,169775,4727,2365900,5324,1882530,5188,25737,2943,1856793,5891,483370,1511,6858,1564,476512,2140,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,274613,3135,142995,2347,115507,2356,23416,1975,92091,2718,27488,357,15023,1197,12465,1158,131618,1562,104601,1462,4540,961,100061,1649,27017,409,724,326,26293,508,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1078813,4040,533073,2583,437278,2455,58715,3938,378563,4514,95795,701,51554,2490,44241,2442,545740,2952,436658,2913,6745,1308,429913,3173,109082,774,771,296,108311,844,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7304924,14434,3556738,7999,2953435,7905,276003,6493,2677432,9725,603303,1701,303793,4049,299510,4222,3748186,8480,2947524,8177,26306,2501,2921218,8641,800662,1924,5855,980,794807,2235,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4259357,6356,2069763,4492,1714338,4465,203425,6249,1510913,6605,355425,852,182692,3683,172733,3562,2189594,3526,1723647,3647,18390,1600,1705257,3922,465947,1034,3668,858,462279,1353,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2186887,3923,1065850,2607,867356,2512,101145,3234,766211,4078,198494,625,103622,2502,94872,2593,1121037,1966,860722,2091,10817,1508,849905,2659,260315,874,2352,533,257963,968,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1869396,4712,909728,3112,750164,3098,91507,4100,658657,4591,159564,554,88069,2296,71495,2339,959668,2444,753715,2429,9952,1425,743763,2705,205953,781,1458,454,204495,950,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2984618,3931,1441089,2640,1190385,2696,144227,5081,1046158,5170,250704,455,122183,3435,128521,3402,1543529,2443,1218637,2362,15012,1857,1203625,2954,324892,718,2955,762,321937,872,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2257588,5356,1101214,3847,905973,3692,109911,5379,796062,7234,195241,1003,102755,2835,92486,2806,1156374,2909,906602,2679,9810,1567,896792,3245,249772,1136,3080,866,246692,1274,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1020742,1020,492214,759,392791,773,55016,3462,337775,3660,99423,247,55675,1719,43748,1736,528528,734,405471,723,6588,1143,398883,1369,123057,158,2253,625,120804,637,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2708368,8842,1310190,5441,1070897,5348,134264,5550,936633,8082,239293,758,129775,3265,109518,3295,1398178,4554,1089241,4359,20952,1988,1068289,4072,308937,921,3640,713,305297,1229,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
