GEO_ID,B20017A_001E,B20017A_001M,B20017A_002E,B20017A_002M,B20017A_003E,B20017A_003M,B20017A_004E,B20017A_004M,B20017A_005E,B20017A_005M,B20017A_006E,B20017A_006M,B20017A_007E,B20017A_007M,NAME,B20017A_001EA,B20017A_001MA,B20017A_002EA,B20017A_002MA,B20017A_003EA,B20017A_003MA,B20017A_004MA,B20017A_004EA,B20017A_005MA,B20017A_005EA,B20017A_006EA,B20017A_006MA,B20017A_007EA,B20017A_007MA,state
0400000US21,27176,239,32163,336,43631,1145,9475,432,22252,247,32603,709,9143,320,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,32061,303,42091,524,52282,527,11591,379,24011,726,35291,729,9236,418,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,27455,508,32361,751,42624,1237,10800,508,23196,844,35173,695,10494,381,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,41853,320,50658,368,63373,1556,11611,346,34758,789,51135,460,11491,304,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,39285,594,46696,505,61980,361,11547,305,32054,326,50430,362,11987,215,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,27870,391,35408,315,50587,206,10035,248,21797,187,37329,313,9712,184,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,33731,479,40795,286,51615,290,11022,302,27672,541,41124,269,11202,204,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,29813,825,35248,836,45147,1213,10056,646,23788,876,33012,1373,8914,615,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,28281,394,33329,733,45107,558,10109,275,23202,426,33728,603,8834,321,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25340,513,30990,689,42300,1074,10779,782,20499,630,31800,503,9446,537,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,30083,309,36079,503,44648,1006,9600,737,23233,548,34486,855,9030,376,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30997,307,35187,750,46399,958,13705,848,26528,559,37930,1420,11979,426,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,34588,925,40940,638,54261,1943,11369,576,28675,1246,41881,760,11394,453,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,41190,278,50985,306,65343,698,13406,743,32186,350,50135,411,12110,243,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27286,632,32396,975,44950,1914,10181,586,22726,821,35957,1078,9595,665,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,36962,251,43359,863,56881,496,11901,191,31032,229,46738,380,11627,124,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,30149,175,34630,669,45521,344,10943,185,25002,393,36603,319,9985,237,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,31693,422,40425,577,46906,994,11680,910,24374,863,34298,1022,10345,435,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,30150,161,36307,261,48196,692,10056,187,23554,348,36409,289,9712,211,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,29600,513,35581,389,44325,1109,10613,334,22677,519,32166,305,8643,385,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,27697,502,32999,974,49586,1104,11132,322,22760,625,38425,786,10330,289,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,31609,146,39415,489,50598,201,10762,177,25384,193,38324,367,9911,210,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,32886,1181,39598,1632,52527,1399,11293,666,28889,1195,42172,1272,11586,528,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,30295,275,35539,546,46789,741,9834,454,25017,570,36453,506,9104,377,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,28911,682,33373,1218,41308,646,9212,849,23479,720,32095,541,8498,589,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,28678,415,33567,655,43579,988,10370,299,23185,489,33904,572,9003,287,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,30403,142,36004,252,47075,343,10829,144,23969,324,36302,253,9002,141,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,27260,396,36594,607,50371,373,10327,408,20227,465,35128,852,8306,370,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,29343,892,33568,1293,45060,1332,10258,612,25056,918,38328,1296,10542,419,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,36436,290,42618,794,56556,660,10837,325,30011,503,42700,671,10002,234,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,33516,566,41652,365,55677,691,12943,743,26500,361,41865,362,11383,226,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,26895,402,33611,1104,44582,1711,9528,724,21413,476,30850,454,8622,473,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,30797,201,36765,365,48361,546,10053,252,25275,280,37133,306,10303,175,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,30573,784,41573,1178,52526,2487,11281,1167,21590,771,34240,2154,8735,806,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17019,233,16917,272,23267,606,7571,398,17146,371,22286,331,7436,317,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,30285,312,36944,645,48439,1129,10530,488,22524,620,35124,639,8698,349,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40380,1177,50545,1015,63004,2874,20336,2011,31514,1162,46380,1143,13343,2148,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,30370,266,34682,929,46207,601,11148,283,25652,448,36786,421,10529,265,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,26778,383,31847,337,41174,422,10183,510,21629,400,31714,574,8702,470,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
