GEO_ID,C23001_001E,C23001_001M,C23001_002E,C23001_002M,C23001_003E,C23001_003M,C23001_004E,C23001_004M,C23001_005E,C23001_005M,C23001_006E,C23001_006M,C23001_007E,C23001_007M,C23001_008E,C23001_008M,C23001_009E,C23001_009M,C23001_010E,C23001_010M,C23001_011E,C23001_011M,C23001_012E,C23001_012M,C23001_013E,C23001_013M,C23001_014E,C23001_014M,C23001_015E,C23001_015M,C23001_016E,C23001_016M,C23001_017E,C23001_017M,C23001_018E,C23001_018M,C23001_019E,C23001_019M,C23001_020E,C23001_020M,C23001_021E,C23001_021M,C23001_022E,C23001_022M,C23001_023E,C23001_023M,C23001_024E,C23001_024M,C23001_025E,C23001_025M,C23001_026E,C23001_026M,C23001_027E,C23001_027M,C23001_028E,C23001_028M,C23001_029E,C23001_029M,C23001_030E,C23001_030M,C23001_031E,C23001_031M,C23001_032E,C23001_032M,C23001_033E,C23001_033M,C23001_034E,C23001_034M,C23001_035E,C23001_035M,C23001_036E,C23001_036M,C23001_037E,C23001_037M,C23001_038E,C23001_038M,C23001_039E,C23001_039M,C23001_040E,C23001_040M,C23001_041E,C23001_041M,C23001_042E,C23001_042M,C23001_043E,C23001_043M,C23001_044E,C23001_044M,C23001_045E,C23001_045M,C23001_046E,C23001_046M,C23001_047E,C23001_047M,C23001_048E,C23001_048M,C23001_049E,C23001_049M,C23001_050E,C23001_050M,C23001_051E,C23001_051M,C23001_052E,C23001_052M,C23001_053E,C23001_053M,C23001_054E,C23001_054M,C23001_055E,C23001_055M,C23001_056E,C23001_056M,C23001_057E,C23001_057M,C23001_058E,C23001_058M,C23001_059E,C23001_059M,C23001_060E,C23001_060M,C23001_061E,C23001_061M,C23001_062E,C23001_062M,C23001_063E,C23001_063M,C23001_064E,C23001_064M,C23001_065E,C23001_065M,C23001_066E,C23001_066M,C23001_067E,C23001_067M,C23001_068E,C23001_068M,C23001_069E,C23001_069M,C23001_070E,C23001_070M,C23001_071E,C23001_071M,C23001_072E,C23001_072M,C23001_073E,C23001_073M,C23001_074E,C23001_074M,C23001_075E,C23001_075M,C23001_076E,C23001_076M,C23001_077E,C23001_077M,C23001_078E,C23001_078M,C23001_079E,C23001_079M,C23001_080E,C23001_080M,C23001_081E,C23001_081M,C23001_082E,C23001_082M,C23001_083E,C23001_083M,C23001_084E,C23001_084M,C23001_085E,C23001_085M,C23001_086E,C23001_086M,C23001_087E,C23001_087M,C23001_088E,C23001_088M,C23001_089E,C23001_089M,C23001_090E,C23001_090M,C23001_091E,C23001_091M,C23001_092E,C23001_092M,C23001_093E,C23001_093M,NAME,C23001_001EA,C23001_001MA,C23001_002EA,C23001_002MA,C23001_003MA,C23001_003EA,C23001_004MA,C23001_004EA,C23001_005EA,C23001_005MA,C23001_006EA,C23001_006MA,C23001_007EA,C23001_007MA,C23001_008MA,C23001_008EA,C23001_009MA,C23001_009EA,C23001_010EA,C23001_010MA,C23001_011EA,C23001_011MA,C23001_012EA,C23001_012MA,C23001_013EA,C23001_013MA,C23001_014MA,C23001_014EA,C23001_015MA,C23001_015EA,C23001_016EA,C23001_016MA,C23001_017EA,C23001_017MA,C23001_018EA,C23001_018MA,C23001_019MA,C23001_019EA,C23001_020MA,C23001_020EA,C23001_021EA,C23001_021MA,C23001_022EA,C23001_022MA,C23001_023EA,C23001_023MA,C23001_024EA,C23001_024MA,C23001_025MA,C23001_025EA,C23001_026MA,C23001_026EA,C23001_027EA,C23001_027MA,C23001_028EA,C23001_028MA,C23001_029EA,C23001_029MA,C23001_030MA,C23001_030EA,C23001_031MA,C23001_031EA,C23001_032EA,C23001_032MA,C23001_033EA,C23001_033MA,C23001_034EA,C23001_034MA,C23001_035EA,C23001_035MA,C23001_036MA,C23001_036EA,C23001_037MA,C23001_037EA,C23001_038EA,C23001_038MA,C23001_039EA,C23001_039MA,C23001_040EA,C23001_040MA,C23001_041MA,C23001_041EA,C23001_042MA,C23001_042EA,C23001_043EA,C23001_043MA,C23001_044EA,C23001_044MA,C23001_045EA,C23001_045MA,C23001_046EA,C23001_046MA,C23001_047MA,C23001_047EA,C23001_048MA,C23001_048EA,C23001_049EA,C23001_049MA,C23001_050EA,C23001_050MA,C23001_051EA,C23001_051MA,C23001_052MA,C23001_052EA,C23001_053MA,C23001_053EA,C23001_054EA,C23001_054MA,C23001_055EA,C23001_055MA,C23001_056EA,C23001_056MA,C23001_057EA,C23001_057MA,C23001_058MA,C23001_058EA,C23001_059MA,C23001_059EA,C23001_060EA,C23001_060MA,C23001_061EA,C23001_061MA,C23001_062EA,C23001_062MA,C23001_063MA,C23001_063EA,C23001_064MA,C23001_064EA,C23001_065EA,C23001_065MA,C23001_066EA,C23001_066MA,C23001_067EA,C23001_067MA,C23001_068EA,C23001_068MA,C23001_069MA,C23001_069EA,C23001_070MA,C23001_070EA,C23001_071EA,C23001_071MA,C23001_072EA,C23001_072MA,C23001_073EA,C23001_073MA,C23001_074MA,C23001_074EA,C23001_075MA,C23001_075EA,C23001_076EA,C23001_076MA,C23001_077EA,C23001_077MA,C23001_078EA,C23001_078MA,C23001_079EA,C23001_079MA,C23001_080MA,C23001_080EA,C23001_081MA,C23001_081EA,C23001_082EA,C23001_082MA,C23001_083EA,C23001_083MA,C23001_084EA,C23001_084MA,C23001_085MA,C23001_085EA,C23001_086MA,C23001_086EA,C23001_087EA,C23001_087MA,C23001_088EA,C23001_088MA,C23001_089EA,C23001_089MA,C23001_090EA,C23001_090MA,C23001_091MA,C23001_091EA,C23001_092MA,C23001_092EA,C23001_093EA,C23001_093MA,state
0400000US06,29884983,9480,14753029,7078,1130240,7388,328617,6963,8659,1766,319958,7289,198445,6972,121513,4962,801623,8768,1513160,3792,1107112,9648,47054,3251,1060058,10657,844933,10341,215125,6886,406048,10032,5412687,4107,4792955,14123,64586,4678,4728369,13815,4270702,17741,457667,10132,619732,13666,2601021,2505,2227883,9601,3866,960,2224017,9376,2032887,10808,191130,6105,373138,9830,2077464,2193,1466244,10854,293,207,1465951,10905,1328140,11341,137811,5367,611220,11029,1178837,2195,370731,7401,337993,7019,32738,2699,808106,7644,839620,1907,73283,3629,68363,3268,4920,948,766337,4002,15131954,8194,1057565,8849,311451,6780,771,400,310680,6794,208619,5782,102061,5428,746114,9447,1404234,4107,968927,10683,6037,1403,962890,10477,802219,9871,160671,5966,435307,10003,5236819,3710,3851184,17160,7131,1261,3844053,17289,3429502,20299,414551,11413,1385635,16504,2626871,3331,1933535,12260,501,417,1933034,12337,1755195,11068,177839,6207,693336,13072,2225529,1967,1293317,10002,30,65,1293287,9991,1186297,10161,106990,4290,932212,10122,1358317,2033,297035,7177,272660,6913,24375,2339,1061282,7489,1222619,1998,45881,3532,42106,3505,3775,688,1176738,3972,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4085464,3556,2038064,3059,142380,3334,60803,3170,1434,382,59369,3163,42104,2705,17265,2184,81577,3380,188179,2245,152189,3181,9063,1084,143126,3390,123926,3583,19200,2396,35990,2850,757892,3372,684238,5200,15846,2228,668392,5230,629004,6046,39388,3398,73654,3850,360929,2279,319644,3239,2180,757,317464,3245,296785,3445,20679,2279,41285,2847,314833,1573,232802,3840,84,137,232718,3846,215806,4083,16912,2036,82031,3791,171029,1087,60223,3027,56088,2933,4135,948,110806,2937,102822,921,10042,1243,9572,1195,470,228,92780,1330,2047400,3629,133109,3350,56711,2940,289,156,56422,2931,42979,2768,13443,1868,76398,3449,177142,2506,134778,3921,1534,517,133244,3864,118875,3941,14369,1855,42364,3316,707404,2186,551575,5902,1802,679,549773,5895,511302,7435,38471,3904,155829,6025,364738,1670,287393,3868,287,214,287106,3868,270261,4239,16845,1719,77345,3815,327919,1489,202531,3834,0,189,202531,3834,190837,3798,11694,1440,125388,3756,187127,1365,47586,2391,44129,2238,3457,709,139541,2422,149961,1269,7822,1093,7526,1036,296,198,142139,1672,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2893530,2554,1392327,2660,104157,2104,41864,2372,1088,297,40776,2399,30569,2394,10207,1477,62293,2325,119290,1391,90944,2763,2264,461,88680,2824,70716,3388,17964,2134,28346,2831,439102,1876,395242,3498,3946,1004,391296,3609,353280,4561,38016,3410,43860,2777,277341,1492,246939,2986,36,60,246903,2973,227863,3321,19040,2164,30402,2671,225973,950,177245,3026,0,193,177245,3026,163948,3487,13297,1642,48728,3089,130447,650,47944,1821,43712,1905,4232,857,82503,1868,96017,424,9753,1059,8896,1042,857,401,86264,1154,1501203,2421,101000,2459,42897,2550,137,105,42760,2556,32593,2225,10167,1385,58103,3166,111105,1285,84784,2453,295,210,84489,2465,74100,2931,10389,1632,26321,2308,451548,1498,365750,4269,481,470,365269,4306,330654,4924,34615,2891,85798,3992,289712,1236,236573,3366,62,106,236511,3348,219608,3366,16903,2079,53139,3278,242278,1059,168003,3641,0,193,168003,3641,156809,3392,11194,1533,74275,3796,151337,956,41399,2572,38907,2401,2492,604,109938,2722,154223,602,8695,956,8507,958,188,163,145528,1131,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,734481,1457,351612,1207,25081,1200,8071,1276,17,23,8054,1276,5843,1036,2211,835,17010,1348,33514,1251,24530,1480,770,389,23760,1558,19781,1660,3979,1015,8984,1439,110376,1271,98706,2076,1589,693,97117,2092,89066,2497,8051,1442,11670,1920,65016,1008,57047,1448,164,158,56883,1456,53410,1570,3473,771,7969,1239,55271,436,37405,1614,43,73,37362,1605,34462,1609,2900,967,17866,1698,37968,550,11011,1139,9875,1115,1136,347,26957,1240,24386,322,2106,516,1915,489,191,144,22280,624,382869,962,25052,1399,9900,1534,0,182,9900,1534,8364,1436,1536,549,15152,1424,32222,833,22500,1478,0,182,22500,1478,18810,1459,3690,1036,9722,1449,115693,1039,94293,2182,38,46,94255,2195,86302,2484,7953,1454,21400,2315,68699,657,54424,1795,0,182,54424,1795,50913,1902,3511,867,14275,1751,62744,461,37891,1736,0,182,37891,1736,36057,1758,1834,554,24853,1772,43007,478,11331,1286,10913,1290,418,262,31676,1342,35452,592,1537,528,1403,508,134,144,33915,787,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,533647,871,249451,610,15499,1473,3636,925,428,345,3208,887,1809,744,1399,661,11863,1607,28277,1363,17864,2067,796,354,17068,2020,13888,1917,3180,871,10413,1884,107807,692,97022,2018,1362,531,95660,2103,87051,2342,8609,1813,10785,1866,37865,434,30953,1282,207,248,30746,1315,28081,1354,2665,698,6912,1280,30958,98,19691,1199,108,128,19583,1187,17971,1102,1612,563,11267,1195,17638,276,7589,931,7137,965,452,248,10049,936,11407,234,1092,343,1092,343,0,197,10315,416,284196,747,18908,1690,6024,1623,0,197,6024,1623,4665,1546,1359,647,12884,1606,31432,1555,21767,1529,140,259,21627,1558,17600,1572,4027,935,9665,1357,116667,139,100322,2173,354,280,99968,2212,91162,2565,8806,1842,16345,2174,37763,128,29738,1174,0,197,29738,1174,26596,1341,3142,835,8025,1193,36570,151,24192,1173,0,197,24192,1173,22460,1349,1732,634,12378,1185,22217,290,6656,939,6008,791,648,468,15561,949,20639,269,1524,633,1437,629,87,110,19115,698,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15784363,7462,7638913,5694,492425,6681,157885,5553,3316,844,154569,5442,95929,4665,58640,3871,334540,8372,672105,4709,495073,7627,13060,1879,482013,7784,388280,7858,93733,5371,177032,6803,2397382,5158,2077332,10645,25607,2962,2051725,10466,1836989,13880,214736,9396,320050,9227,1344677,4533,1137815,7222,2206,777,1135609,7274,1026428,9277,109181,6297,206862,6115,1162619,2853,768234,6801,223,199,768011,6824,695702,8032,72309,4076,394385,7222,886138,2776,224472,5866,199613,5843,24859,2453,661666,6204,683567,2934,49926,3436,45833,3272,4093,882,633641,4401,8145450,6716,468554,6922,161225,5947,692,419,160533,5911,112959,4771,47574,3748,307329,7512,647532,4265,462128,8785,1700,752,460428,8937,382949,9264,77479,5716,185404,8859,2392439,4063,1856209,10318,4704,1247,1851505,10158,1650999,13040,200506,8264,536230,10354,1395190,3395,1049544,8315,125,170,1049419,8306,951738,9286,97681,5062,345646,7864,1302613,2363,745394,10435,118,133,745276,10449,685447,10270,59829,4402,557219,10163,1012944,2742,189427,5966,172923,5926,16504,2087,823517,6479,926178,2399,35004,3002,31797,2946,3207,864,891174,3356,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7692523,6384,3714070,5597,296744,6164,100173,5160,5560,655,94613,5019,60586,4773,34027,3503,196571,6052,366204,5741,265968,7136,14098,1623,251870,7207,199989,7438,51881,4079,100236,5340,1344173,5096,1156165,8425,23259,2572,1132906,8346,1025180,9979,107726,5387,188008,7062,679816,3681,572138,5328,2343,793,569795,5386,525124,6009,44671,3388,107678,4872,537542,2542,357491,5850,421,322,357070,5857,327968,5963,29102,2728,180051,5358,316236,2853,85521,3686,78947,3549,6574,1109,230715,4131,173355,2439,14480,1618,13644,1568,836,464,158875,2519,3978453,5075,276332,5904,93428,4248,182,164,93246,4244,63339,4302,29907,3239,182904,5416,349405,5535,231187,6227,2345,999,228842,6228,185813,6361,43029,3619,118218,5472,1398288,5415,1047987,11020,2539,728,1045448,10969,937629,12360,107819,5808,350301,10684,708037,3877,518223,6895,724,476,517499,6830,474747,7152,42752,3931,189814,6433,596626,2575,323730,5837,0,208,323730,5837,298362,5724,25368,3040,272896,6226,367675,2706,68365,3527,63343,3496,5022,1065,299310,4160,282090,2190,9136,1330,8872,1308,264,195,272954,2414,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1122846,1678,563029,1476,35630,1421,15076,1521,1467,581,13609,1609,10709,1613,2900,1024,20554,1523,57009,1416,45021,1800,11378,1398,33643,1902,28874,1962,4769,911,11988,1688,194626,950,175149,2203,19072,1992,156077,3088,145404,3388,10673,1779,19477,2191,92918,1051,80556,1866,1817,521,78739,1968,73650,1957,5089,991,12362,1509,89489,417,61956,2307,82,64,61874,2310,58615,2263,3259,800,27533,2254,53929,572,19564,1292,18515,1263,1049,394,34365,1249,39428,537,3448,685,3275,693,173,144,35980,827,559817,1050,31809,1285,10610,1173,139,121,10471,1177,7913,1129,2558,875,21199,1485,46117,790,34504,1653,1287,478,33217,1670,29877,1570,3340,799,11613,1373,179824,809,138990,2825,2152,701,136838,3003,127542,2854,9296,1343,40834,2769,92780,680,73017,1873,113,108,72904,1851,70006,1967,2898,893,19763,1729,92221,415,59492,2252,42,68,59450,2255,56620,2368,2830,740,32729,2184,58012,460,15501,1411,15062,1352,439,241,42511,1403,59054,326,2567,687,2442,659,125,142,56487,762,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1216830,2078,604386,2357,46536,2477,20407,1931,82,168,20325,1942,16056,1903,4269,1007,26129,2396,56663,1720,44898,2392,650,345,44248,2394,38953,2403,5295,1137,11765,1918,207951,2530,183237,3195,1313,587,181924,3249,170901,3573,11023,1942,24714,2457,99356,1333,85942,2122,57,65,85885,2125,79664,2369,6221,1310,13414,1588,95766,1176,64448,2424,58,85,64390,2424,59749,2608,4641,1043,31318,2238,60248,870,16283,1472,15110,1460,1173,447,43965,1649,37866,578,3127,733,3031,711,96,141,34739,959,612444,2468,44567,2615,21799,2582,48,84,21751,2579,16652,2334,5099,1150,22768,1675,56278,2128,42411,2476,213,231,42198,2494,35950,2405,6248,1655,13867,1836,198917,2613,144420,4291,171,176,144249,4288,132647,4010,11602,2245,54497,4248,102919,1733,78218,2813,128,163,78090,2819,74785,2884,3305,856,24701,2634,96845,995,56244,2271,0,187,56244,2271,53971,2300,2273,712,40601,2303,62767,875,11857,1549,11336,1531,521,257,50910,1789,50151,617,1540,572,1442,560,98,139,48611,867,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10169058,5273,4934146,4433,368327,4628,135734,4965,2279,704,133455,4860,86743,4068,46712,3164,232593,5332,453145,3696,343914,5873,4424,944,339490,5936,278900,6303,60590,4193,109231,5240,1740546,4022,1562258,7106,5398,914,1556860,7171,1415319,8188,141541,5907,178288,6011,898891,2564,783544,5599,899,338,782645,5625,715302,5925,67343,3908,115347,5093,750641,1537,537564,5252,123,144,537441,5255,495087,5351,42354,3019,213077,5245,428307,1600,127796,3997,119626,3902,8170,1156,300511,4018,294289,1253,25600,1888,24647,1904,953,348,268689,2125,5234912,4426,349309,4297,141883,4500,343,409,141540,4480,101653,3791,39887,2600,207426,5615,439382,2899,326893,5064,1536,791,325357,4992,276102,5380,49255,3372,112489,4823,1741321,3333,1378345,8672,1510,668,1376835,8704,1246479,9622,130356,5931,362976,8457,925972,2412,726107,7048,222,180,725885,7027,670800,7193,55085,2930,199865,7071,805812,1625,503032,5908,0,179,503032,5908,470507,5963,32525,2421,302780,5959,497722,1226,118360,4370,111328,4276,7032,1228,379362,4229,475394,1428,18813,1806,18098,1739,715,294,456581,1994,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
