GEO_ID,B12005_001E,B12005_001M,B12005_002E,B12005_002M,B12005_003E,B12005_003M,B12005_004E,B12005_004M,B12005_005E,B12005_005M,B12005_006E,B12005_006M,B12005_007E,B12005_007M,B12005_008E,B12005_008M,B12005_009E,B12005_009M,B12005_010E,B12005_010M,B12005_011E,B12005_011M,B12005_012E,B12005_012M,B12005_013E,B12005_013M,B12005_014E,B12005_014M,B12005_015E,B12005_015M,B12005_016E,B12005_016M,NAME,B12005_001MA,B12005_001EA,B12005_002EA,B12005_002MA,B12005_003EA,B12005_003MA,B12005_004EA,B12005_004MA,B12005_005EA,B12005_005MA,B12005_006MA,B12005_006EA,B12005_007MA,B12005_007EA,B12005_008EA,B12005_008MA,B12005_009EA,B12005_009MA,B12005_010EA,B12005_010MA,B12005_011MA,B12005_011EA,B12005_012MA,B12005_012EA,B12005_013EA,B12005_013MA,B12005_014EA,B12005_014MA,B12005_015EA,B12005_015MA,B12005_016MA,B12005_016EA,state
0400000US01,3886060,2566,1137650,14032,1100379,13547,37271,4045,1884668,19982,1788643,19088,96025,5058,95746,5312,92641,5251,3105,968,272824,5580,266946,5618,5878,1415,495172,10882,486831,10917,8341,1404,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,574398,969,195683,4849,183442,5437,12241,2439,274081,7334,248631,6862,25450,2323,11244,1947,9780,1839,1464,630,22100,1920,18993,1776,3107,808,71290,4562,65778,4428,5512,1211,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5203019,1460,1703373,16472,1501558,16416,201815,7933,2458870,25062,1959877,20385,498993,13071,102360,6466,78597,5506,23763,2808,288510,7551,243665,6347,44845,3721,649906,15635,578714,15046,71192,4410,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2353968,2778,634249,11522,602095,10972,32154,3343,1188918,15402,1113690,14997,75228,3258,55281,3997,52128,3911,3153,1209,162967,4695,158837,4794,4130,1126,312553,8905,304694,9164,7859,1606,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30416010,2937,11142349,42922,8684838,38605,2457511,28719,14030742,53313,8103722,43451,5927020,39208,726445,15871,417898,10979,308547,10205,1543335,14688,992028,11695,551307,9837,2973139,32709,2238639,25648,734500,16514,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4152392,2040,1284855,13686,1174770,13890,110085,6988,2099524,21210,1809679,20647,289845,10184,70360,4616,54869,4144,15491,2582,183812,5608,164243,4893,19569,2009,513841,12460,471590,10762,42251,3949,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2945674,1273,996116,13703,886494,12758,109622,6836,1418950,16790,1135763,16088,283187,9485,40838,3461,29717,2913,11121,1948,176625,5196,149589,4682,27036,2610,313145,8965,272283,7853,40862,3138,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,746748,660,244110,5705,225683,5709,18427,2937,353611,8433,308467,8031,45144,2774,14753,2256,13271,2116,1482,736,46078,3024,42455,3005,3623,854,88196,5133,82957,4807,5239,1656,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,539055,396,309752,6135,271614,6287,38138,3561,144080,6186,108076,5017,36004,3774,11255,1751,9167,1609,2088,730,24451,1730,21516,1576,2935,823,49517,3570,42291,3250,7226,1644,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16016557,3446,4985480,32177,4117610,27329,867870,19413,7364000,44054,5436705,37134,1927295,23149,405336,11650,272430,8985,132906,7196,1140505,14892,894263,12688,246242,8405,2121236,26524,1687355,22320,433881,12896,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7830116,4910,2602966,22697,2359833,22908,243133,10802,3687164,34062,3157458,33180,529706,12743,203929,8507,177533,7182,26396,3920,442437,9825,408524,9258,33913,3594,893620,18191,833248,17341,60372,4699,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1137619,763,379863,7555,331230,7595,48633,3546,562731,9916,414388,9178,148343,6763,16538,1924,12655,1736,3883,932,70245,3230,50386,2862,19859,2043,108242,4769,88590,4473,19652,2398,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1239521,1574,322533,7805,302612,7927,19921,2730,681760,12096,624402,11640,57358,4106,15754,2101,14154,1950,1600,752,65008,4071,61262,3833,3746,988,154466,6320,145878,5756,8588,1808,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10344646,2497,3580864,23199,3176669,21827,404195,12837,4928514,34586,3861210,29365,1067304,18377,186498,7996,143358,6513,43140,3772,613825,11021,522358,9105,91467,4647,1034945,16579,919489,14317,115456,5452,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5218923,3385,1570212,17235,1484351,17085,85861,5844,2597085,25477,2437908,23041,159177,6970,74575,4166,68766,3938,5809,1207,313329,6773,301619,6666,11710,1428,663722,13494,643557,13367,20165,2447,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2472319,2240,700698,9481,663537,9106,37161,3225,1303908,13965,1227687,13060,76221,4429,31298,2836,27572,2615,3726,1150,154560,3782,150711,3840,3849,881,281855,8335,274619,8231,7236,1161,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2281272,2255,642262,9521,599491,9274,42771,3688,1191915,12522,1079804,11794,112111,4982,35571,2906,29982,2588,5589,1149,133443,3999,129495,3925,3948,889,278081,7676,265352,7327,12729,1821,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3530921,2571,980794,11820,948985,12068,31809,3261,1769760,18688,1694837,18410,74923,4569,78051,4161,74668,4136,3383,868,237241,5717,234048,5870,3193,739,465075,11351,455963,10905,9112,1712,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3663532,2497,1262964,12294,1212618,12231,50346,4429,1601231,18442,1515388,17759,85843,5406,107723,5738,103321,5350,4402,1294,242784,7180,236187,7125,6597,1247,448830,11916,434969,11744,13861,2107,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
