GEO_ID,B16004_001E,B16004_001M,B16004_002E,B16004_002M,B16004_003E,B16004_003M,B16004_004E,B16004_004M,B16004_005E,B16004_005M,B16004_006E,B16004_006M,B16004_007E,B16004_007M,B16004_008E,B16004_008M,B16004_009E,B16004_009M,B16004_010E,B16004_010M,B16004_011E,B16004_011M,B16004_012E,B16004_012M,B16004_013E,B16004_013M,B16004_014E,B16004_014M,B16004_015E,B16004_015M,B16004_016E,B16004_016M,B16004_017E,B16004_017M,B16004_018E,B16004_018M,B16004_019E,B16004_019M,B16004_020E,B16004_020M,B16004_021E,B16004_021M,B16004_022E,B16004_022M,B16004_023E,B16004_023M,B16004_024E,B16004_024M,B16004_025E,B16004_025M,B16004_026E,B16004_026M,B16004_027E,B16004_027M,B16004_028E,B16004_028M,B16004_029E,B16004_029M,B16004_030E,B16004_030M,B16004_031E,B16004_031M,B16004_032E,B16004_032M,B16004_033E,B16004_033M,B16004_034E,B16004_034M,B16004_035E,B16004_035M,B16004_036E,B16004_036M,B16004_037E,B16004_037M,B16004_038E,B16004_038M,B16004_039E,B16004_039M,B16004_040E,B16004_040M,B16004_041E,B16004_041M,B16004_042E,B16004_042M,B16004_043E,B16004_043M,B16004_044E,B16004_044M,B16004_045E,B16004_045M,B16004_046E,B16004_046M,B16004_047E,B16004_047M,B16004_048E,B16004_048M,B16004_049E,B16004_049M,B16004_050E,B16004_050M,B16004_051E,B16004_051M,B16004_052E,B16004_052M,B16004_053E,B16004_053M,B16004_054E,B16004_054M,B16004_055E,B16004_055M,B16004_056E,B16004_056M,B16004_057E,B16004_057M,B16004_058E,B16004_058M,B16004_059E,B16004_059M,B16004_060E,B16004_060M,B16004_061E,B16004_061M,B16004_062E,B16004_062M,B16004_063E,B16004_063M,B16004_064E,B16004_064M,B16004_065E,B16004_065M,B16004_066E,B16004_066M,B16004_067E,B16004_067M,NAME,B16004_001EA,B16004_001MA,B16004_002EA,B16004_002MA,B16004_003MA,B16004_003EA,B16004_004MA,B16004_004EA,B16004_005EA,B16004_005MA,B16004_006EA,B16004_006MA,B16004_007EA,B16004_007MA,B16004_008MA,B16004_008EA,B16004_009MA,B16004_009EA,B16004_010EA,B16004_010MA,B16004_011EA,B16004_011MA,B16004_012EA,B16004_012MA,B16004_013MA,B16004_013EA,B16004_014MA,B16004_014EA,B16004_015EA,B16004_015MA,B16004_016EA,B16004_016MA,B16004_017EA,B16004_017MA,B16004_018MA,B16004_018EA,B16004_019MA,B16004_019EA,B16004_020MA,B16004_020EA,B16004_021MA,B16004_021EA,B16004_022MA,B16004_022EA,B16004_023MA,B16004_023EA,B16004_024EA,B16004_024MA,B16004_025MA,B16004_025EA,B16004_026MA,B16004_026EA,B16004_027MA,B16004_027EA,B16004_028EA,B16004_028MA,B16004_029MA,B16004_029EA,B16004_030MA,B16004_030EA,B16004_031MA,B16004_031EA,B16004_032MA,B16004_032EA,B16004_033EA,B16004_033MA,B16004_034MA,B16004_034EA,B16004_035MA,B16004_035EA,B16004_036MA,B16004_036EA,B16004_037MA,B16004_037EA,B16004_038MA,B16004_038EA,B16004_039EA,B16004_039MA,B16004_040MA,B16004_040EA,B16004_041MA,B16004_041EA,B16004_042MA,B16004_042EA,B16004_043MA,B16004_043EA,B16004_044EA,B16004_044MA,B16004_045MA,B16004_045EA,B16004_046MA,B16004_046EA,B16004_047MA,B16004_047EA,B16004_048MA,B16004_048EA,B16004_049MA,B16004_049EA,B16004_050EA,B16004_050MA,B16004_051MA,B16004_051EA,B16004_052MA,B16004_052EA,B16004_053EA,B16004_053MA,B16004_054MA,B16004_054EA,B16004_055EA,B16004_055MA,B16004_056MA,B16004_056EA,B16004_057MA,B16004_057EA,B16004_058MA,B16004_058EA,B16004_059MA,B16004_059EA,B16004_060EA,B16004_060MA,B16004_061EA,B16004_061MA,B16004_062MA,B16004_062EA,B16004_063MA,B16004_063EA,B16004_064EA,B16004_064MA,B16004_065EA,B16004_065MA,B16004_066EA,B16004_066MA,B16004_067MA,B16004_067EA,state
0400000US01,4520215,2840,823167,3011,772493,3625,37087,2790,26699,2415,6069,1602,3946,958,373,286,6272,1443,4951,1253,1034,680,287,257,0,184,5253,1172,3773,1071,1168,493,159,265,153,249,2062,1020,1626,773,190,275,246,257,0,184,2996689,2663,2828480,5484,104247,4294,46317,3865,20770,2768,29288,3487,7872,1980,28816,2886,22251,2650,4755,1135,1721,718,89,124,26585,2759,12525,2362,8843,1562,4512,1413,705,470,8561,1907,6255,1508,1155,580,693,482,458,484,700359,1809,687049,2213,5115,909,2301,637,932,389,926,505,956,659,5677,1057,3899,854,768,385,802,497,208,288,2160,728,910,463,583,380,297,263,370,234,358,233,235,186,64,106,59,98,0,184,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,677515,1005,133331,1045,109568,3101,4565,1174,4021,1180,388,330,156,242,0,143,3464,1576,3178,1541,169,188,117,141,0,143,8652,1744,6252,1422,1993,1125,407,309,0,143,7082,1067,5688,1022,1223,283,157,106,14,23,482065,1082,404592,3715,17847,2092,12738,1844,3069,868,1750,624,290,241,9269,1696,8082,1547,438,247,587,395,162,192,27739,1835,15598,1935,9111,1442,2707,791,323,294,22618,1819,18368,1516,3649,539,601,322,0,143,62119,1013,51206,1025,1513,525,435,261,335,234,639,498,104,160,1358,374,1096,353,192,153,30,37,40,51,4131,768,1818,824,790,457,896,447,627,469,3911,445,2425,387,977,260,459,112,50,29,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6115483,1614,1181813,1846,833275,10791,298449,10000,251102,9223,33544,3638,10944,1714,2859,1021,13867,2233,12329,2164,894,362,576,441,68,112,16193,2604,12415,2582,2922,943,765,441,91,152,20029,2285,16428,2017,1860,695,1454,518,287,198,3962584,1837,2815895,15447,868682,12676,512887,11430,122568,7148,144492,8235,88735,6128,88456,6906,69446,5354,12532,1799,5174,1783,1304,935,89069,5326,55607,4484,22382,2708,8563,1513,2517,902,100482,4257,78044,3765,16257,1818,5084,1082,1097,679,971086,1420,809780,3262,102488,2158,51471,2954,16924,1564,15131,1569,18962,2156,27981,2339,18568,1925,4928,1135,3586,1109,899,504,12340,1257,4101,914,3861,849,2872,694,1506,566,18497,1222,9605,1117,3821,692,3052,506,2019,487,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2757475,2338,519973,2600,470668,4434,39128,2944,30994,3116,6220,1405,1825,644,89,89,3386,968,3003,832,196,175,187,294,0,184,5010,1173,3468,1084,1181,785,361,372,0,184,1781,1605,1406,1497,158,253,217,232,0,184,1796395,2427,1665024,4268,95307,3503,39199,3287,25592,2371,22298,2408,8218,1828,14593,1991,12000,1772,1923,794,670,380,0,184,17419,1937,7852,1274,6903,1094,2576,818,88,118,4052,1558,1385,709,1486,788,933,643,248,297,441107,2272,432206,2024,3365,813,2221,669,275,196,168,138,701,463,3878,1002,2693,722,436,325,749,647,0,184,1119,428,329,193,322,337,185,131,283,210,539,365,278,279,226,242,35,58,0,184,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35504620,2553,6702496,2897,3643760,23951,2390180,20825,1927112,20154,352999,9608,95633,5401,14436,2209,205337,9290,178579,9000,19937,2835,5926,1199,895,524,408846,8696,315401,8521,67123,4143,25108,2508,1214,468,54373,6166,41644,5032,8492,2536,3754,1239,483,412,24202731,3400,13133965,38336,7183412,27769,3672750,25976,1268338,19131,1436345,18439,805979,15815,1125461,23354,802240,19849,217317,8221,87323,6080,18581,2701,2518800,18764,1341938,19035,669541,13019,415590,10339,91731,5021,241093,12341,156789,9175,54890,4802,21175,3056,8239,2462,4599393,2464,3003782,13776,728249,7114,246250,6832,116918,5255,170845,5152,194236,6742,292720,9583,135301,5964,57788,3387,60745,4699,38886,3523,537387,6301,142163,5850,126411,5707,165488,6049,103325,4635,37255,3805,15129,1972,8734,1742,7804,1616,5588,1446,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4850587,1857,894312,2284,719915,8443,138188,6999,116803,6623,14411,2168,6426,1203,548,388,15149,1963,12822,1905,1484,590,843,677,0,189,12432,1928,8434,1697,2125,726,1661,698,212,351,8628,2404,6877,2396,960,711,616,343,175,293,3345336,2070,2771187,13019,393489,8773,210274,7908,78736,4421,79029,5271,25450,3168,79632,5490,63270,4346,10870,1675,4554,1448,938,612,68397,3966,37013,3240,17460,2191,11251,2121,2673,1120,32631,4734,22857,4029,6761,1512,2251,891,762,527,610939,1661,533964,2941,46671,2119,29201,2140,7698,1376,5542,1056,4230,1055,18514,2585,13006,2146,2821,675,1955,820,732,562,9691,1087,2264,643,2544,659,3001,801,1882,625,2099,706,1293,504,416,229,317,260,73,121,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3397277,984,599696,1056,470869,5951,76741,3721,64012,3756,8436,1614,3400,919,893,518,33500,3121,29163,3035,3132,1011,1205,664,0,193,11976,1702,9014,1480,1912,713,696,442,354,333,6610,2665,4622,1647,1907,1855,81,115,0,193,2265557,1657,1723843,9715,279965,4955,153217,6285,62428,5091,44874,3939,19446,2906,175135,7882,119334,6382,35143,3287,17785,2679,2873,899,60777,3520,32736,2620,16559,2205,9453,1943,2029,784,25837,4636,17587,3316,5801,1984,2393,1202,56,92,532024,1152,447268,3370,25236,1092,6654,1170,5313,1006,7792,1381,5477,1358,51880,3345,27184,2105,12317,1835,8459,1558,3920,1052,5223,732,1946,526,1293,420,1360,463,624,382,2417,629,1686,534,485,236,178,163,68,83,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,860907,333,148735,513,127218,2050,15404,1755,11156,1733,3228,1061,971,531,49,87,4137,1018,2841,833,882,578,298,247,116,192,1157,591,1080,586,67,108,10,23,0,182,819,579,641,561,178,251,0,182,0,182,571359,665,491795,4252,42520,2763,21679,3042,9134,2162,8369,1881,3338,1030,19042,2719,14891,2488,3333,993,818,427,0,182,13121,1763,7911,1315,3891,1066,1319,718,0,182,4881,1407,3885,1149,651,438,345,306,0,182,140813,562,130499,1356,3061,698,2023,719,428,218,499,277,111,110,5317,1055,3309,847,697,316,917,458,394,324,1643,574,696,385,260,184,490,363,197,273,293,281,293,281,0,182,0,182,0,182,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,593321,267,70450,4,58321,1403,8303,1082,6328,1038,1710,771,265,206,0,197,1803,708,1482,602,197,187,124,150,0,197,614,351,493,329,121,121,0,197,0,197,1409,650,1363,646,46,76,0,197,0,197,450970,316,372560,4591,35985,2858,20206,2125,6587,1387,7064,1655,2128,700,20746,2897,16384,2238,3604,1140,476,215,282,426,8847,1637,5837,1274,2299,830,602,419,109,143,12832,3178,8028,1775,4323,2142,481,356,0,197,71901,147,64006,1167,2904,439,1388,663,553,442,821,431,142,143,3010,903,2170,694,582,605,217,187,41,69,984,357,290,245,378,290,171,153,145,181,997,558,635,489,362,296,0,197,0,197,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18247223,3003,2930628,3674,2086057,13069,649599,9894,533275,10830,81955,5855,28071,2988,6298,1545,141449,6975,118602,6179,16767,2575,5789,1613,291,221,36033,3713,28963,3599,4829,1010,2005,859,236,323,17490,3806,14974,3482,1965,1130,551,385,0,211,11807768,4222,8254806,22482,2620806,15829,1474873,16859,494063,15235,415852,11863,236018,11079,639281,17163,397632,12792,153155,7433,72154,4586,16340,2861,212199,7346,116708,6219,56584,4527,34262,4359,4645,1193,80676,7176,59119,5673,15597,2669,4406,1305,1554,794,3508827,3914,2815886,9695,463071,5123,121679,5914,91208,4712,128348,6608,121836,6037,179366,7786,95903,4896,40897,3334,29588,2814,12978,2214,36013,2564,14528,2109,9831,1454,7907,1606,3747,1177,14491,2082,8706,1519,3201,924,2167,933,417,304,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
