B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,GEO_ID,B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011MA,B17022_012EA,B17022_012MA,B17022_013EA,B17022_013MA,B17022_014EA,B17022_014MA,B17022_015EA,B17022_015MA,B17022_016MA,B17022_016EA,B17022_017MA,B17022_017EA,B17022_018MA,B17022_018EA,B17022_019EA,B17022_019MA,B17022_020EA,B17022_020MA,B17022_021EA,B17022_021MA,B17022_022MA,B17022_022EA,B17022_023MA,B17022_023EA,B17022_024EA,B17022_024MA,B17022_025EA,B17022_025MA,B17022_026EA,B17022_026MA,B17022_027MA,B17022_027EA,B17022_028MA,B17022_028EA,B17022_029MA,B17022_029EA,B17022_030EA,B17022_030MA,B17022_031EA,B17022_031MA,B17022_032EA,B17022_032MA,B17022_033MA,B17022_033EA,B17022_034MA,B17022_034EA,B17022_035EA,B17022_035MA,B17022_036EA,B17022_036MA,B17022_037EA,B17022_037MA,B17022_038MA,B17022_038EA,B17022_039MA,B17022_039EA,B17022_040MA,B17022_040EA,B17022_041EA,B17022_041MA,B17022_042EA,B17022_042MA,B17022_043EA,B17022_043MA,B17022_044MA,B17022_044EA,B17022_045MA,B17022_045EA,B17022_046EA,B17022_046MA,B17022_047EA,B17022_047MA,B17022_048EA,B17022_048MA,B17022_049MA,B17022_049EA,B17022_050MA,B17022_050EA,B17022_051EA,B17022_051MA,B17022_052EA,B17022_052MA,B17022_053EA,B17022_053MA,B17022_054EA,B17022_054MA,B17022_055MA,B17022_055EA,B17022_056EA,B17022_056MA,B17022_057EA,B17022_057MA,B17022_058EA,B17022_058MA,B17022_059EA,B17022_059MA,B17022_060MA,B17022_060EA,B17022_061EA,B17022_061MA,B17022_062EA,B17022_062MA,B17022_063EA,B17022_063MA,B17022_064EA,B17022_064MA,B17022_065EA,B17022_065MA,B17022_066MA,B17022_066EA,B17022_067MA,B17022_067EA,B17022_068MA,B17022_068EA,B17022_069EA,B17022_069MA,B17022_070MA,B17022_070EA,B17022_071MA,B17022_071EA,B17022_072MA,B17022_072EA,B17022_073MA,B17022_073EA,B17022_074EA,B17022_074MA,B17022_075EA,B17022_075MA,B17022_076EA,B17022_076MA,B17022_077MA,B17022_077EA,B17022_078MA,B17022_078EA,B17022_079EA,B17022_079MA,B17022_080EA,B17022_080MA,B17022_081EA,B17022_081MA,NAME,B17022_001EA,B17022_001MA,B17022_002EA,B17022_002MA,B17022_003EA,B17022_003MA,B17022_004EA,B17022_004MA,B17022_005MA,B17022_005EA,B17022_006EA,B17022_006MA,B17022_007EA,B17022_007MA,B17022_008EA,B17022_008MA,B17022_009EA,B17022_009MA,B17022_010EA,B17022_010MA,B17022_011EA,state
1948,2884,1080,3481,1055,6506,1355,3279,926,51716,3703,43883,3133,8841,1491,11306,1692,23736,2509,7833,1490,24980,2760,12372,1845,8764,1787,806,432,3348,1002,4610,1318,3608,745,12608,2160,3227,1136,2356,871,464,299,628,543,1264,514,871,639,9381,1747,7374,1621,1175,644,1538,576,4661,1482,2007,661,43903,3375,26309,2452,15322,2078,2761,838,5673,1175,6888,1518,10987,1435,17594,2381,4308,983,2857,809,850,450,637,348,1370,564,1451,611,13286,2091,9922,1704,1008,525,2083,998,6831,1385,3364,1066,462598,8146,355145,7566,134791,5653,25024,2189,25975,2632,83792,4673,220354,5967,107453,5138,41828,3363,20368,2326,5135,1257,2345,953,12888,1966,21460,2514,65625,3641,33686,3110,4565,1290,3733,1176,25388,2818,31939,2349,0400000US32,650833,9331,119352,5346,51486,3587,36310,3122,4793,1011,14345,2229,17172,2209,15176,1891,67866,3987,16150,2228,12871,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
881,515,320,327,215,2034,754,1203,622,15532,2271,13888,2228,2244,737,3202,999,8442,1628,1644,565,7801,1293,4136,1012,1299,464,158,135,425,255,716,313,2837,886,3665,1099,980,542,792,528,226,276,222,217,344,399,188,168,2685,925,1961,773,396,350,479,368,1086,581,724,422,14210,1939,8275,1452,3424,874,548,305,815,346,2061,730,4851,1113,5935,1212,1494,618,1154,551,178,228,214,210,762,457,340,239,4441,1044,3492,1004,978,721,180,214,2334,720,949,377,287328,5541,243869,5407,90750,3519,15719,1696,12343,1573,62688,2995,153119,4346,43459,3714,15133,1644,8219,1381,1489,624,649,367,6081,1301,6914,1220,28326,2945,15099,2328,1976,803,862,490,12261,2043,13227,1654,0400000US33,341718,5965,32379,3265,12768,1890,7381,1535,650,455,2360,908,4371,1086,5387,1051,19611,2614,4079,1046,2876,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
2213,4561,1245,4268,1165,10485,1292,6575,1394,137541,5903,114809,5501,19911,2323,28090,2908,66808,4168,22732,2092,51861,3419,27907,2639,16943,2336,4170,1131,4215,934,8558,1662,10964,1173,23954,2316,5707,1273,3266,945,903,444,497,342,1866,846,2441,788,18247,2072,12473,1831,1429,590,2157,624,8887,1592,5774,1257,98106,4448,54099,3083,31112,2397,3846,971,8084,1609,19182,1838,22987,2226,44007,3296,10596,1692,6345,1269,1510,663,1186,508,3649,1054,4251,1092,33411,2618,24269,2358,3729,1173,4910,1105,15630,1948,9142,1519,1809279,10195,1455046,10783,650802,9523,121825,4827,109087,4348,419890,8031,804244,8830,354233,7605,111923,4588,44757,3717,8142,1666,4835,1134,31780,3033,67166,3346,242310,6522,112693,4775,15808,2207,9673,1685,87212,4138,129617,5109,0400000US34,2211642,11388,252396,6869,88966,4618,54637,3947,8885,1436,18692,2484,27060,2547,34329,2537,163430,6004,25889,2886,19314,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1459,1910,704,2283,748,5055,1079,3263,914,51902,2992,42493,2793,7360,1426,12683,1784,22450,2267,9409,1442,20630,2036,11514,1591,5520,1286,711,379,1782,650,3027,1012,5994,1027,9116,1346,2530,822,1853,727,189,214,547,514,1117,595,677,378,6586,1127,4226,962,478,288,688,436,3060,853,2360,765,35669,2965,20287,2258,10326,1619,1500,599,3512,1002,5314,1041,9961,1690,15382,1946,4641,1190,3338,1072,871,543,755,450,1712,861,1303,639,10741,1711,7807,1498,1288,677,937,469,5582,1269,2934,857,330285,6446,264845,6095,93713,3494,16167,2164,17967,2043,59579,3576,171132,5600,65440,3777,24019,2636,12806,1868,2310,829,1764,562,8732,1545,11213,1623,41421,2763,21129,2292,3115,901,1753,572,16261,2042,20292,1962,0400000US35,501421,8215,114837,4564,50424,3129,29422,2556,4463,930,10008,1713,14951,2088,21002,2246,64413,3338,12511,1477,9248,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
4073,12874,2313,13714,2149,28987,2570,26572,2379,386918,8406,310203,6966,51570,3476,82571,3769,176062,5651,76715,3526,142747,5647,75182,3950,42899,2781,6679,1310,11252,1505,24968,2290,32283,2878,67565,4168,15841,2370,9888,1756,2706,928,2197,842,4985,1304,5953,1489,51724,3627,34364,3186,4995,1131,7116,1278,22253,2426,17360,2020,236088,7268,129387,5158,69864,3965,11802,1826,17951,2006,40111,2965,59523,3173,106701,5072,25754,2732,15199,2349,3551,1076,3708,1005,7940,1573,10555,1578,80947,4082,53677,3320,8032,1473,10845,1485,34800,3140,27270,2435,3441836,21262,2645222,19012,1084182,13968,214330,7230,177326,6163,692526,13347,1561040,13473,796614,13307,245893,7169,102226,4904,20413,2643,9738,1536,72075,4138,143667,5745,550721,11248,254355,8133,37590,3329,26459,2999,190306,6443,296366,7272,0400000US36,4587857,19910,767186,12818,298121,7778,186890,6202,31674,2960,62460,4043,92756,4505,111231,4592,469065,9813,82147,4744,55575,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
3475,9849,1819,10665,1533,18772,2594,13743,2187,227988,7629,189384,7190,41403,3880,47686,3771,100295,4965,38604,2773,93417,4948,57084,4025,29524,3138,5317,1370,7925,1340,16282,2229,27560,2408,36333,3295,9019,1302,5620,1191,1354,677,825,478,3441,845,3399,884,27314,2842,18105,2454,2769,825,3148,775,12188,2225,9209,1396,168538,6798,102165,5042,51372,3462,10328,1648,12841,1640,28203,2485,50793,3442,66373,4492,18005,2575,10740,2027,2570,984,1513,629,6657,1385,7265,1483,48368,3619,32282,3117,5107,1215,4288,1138,22887,2596,16086,1868,1743743,15297,1451168,13789,546675,9103,106516,5471,85779,4569,354380,7170,904493,10150,292575,8068,91080,4312,43275,3698,8448,1884,3863,1200,30964,2975,47805,3287,201495,7174,104401,5916,14563,2166,9800,1663,80038,5380,97094,4519,0400000US37,2472230,16171,466532,9603,185515,6809,119781,5166,18985,2489,38534,2555,62262,4752,65734,3866,281017,8466,53029,4297,39286,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
437,327,220,252,171,848,387,428,233,9214,1513,8231,1457,2825,1031,1888,556,3518,876,983,385,3632,824,2526,654,1164,351,367,240,515,263,282,131,1362,572,1106,485,140,87,72,63,12,21,39,49,21,32,68,67,966,486,644,399,250,305,43,56,351,199,322,276,8379,1260,5231,843,1936,589,692,489,224,115,1020,389,3295,622,3148,884,742,417,637,400,92,130,20,40,525,385,105,97,2406,699,2066,701,589,447,162,171,1315,545,340,209,145366,3388,125216,3554,47488,2256,10806,1323,9146,1473,27536,1730,77728,2668,20150,2066,9272,1326,5195,1142,2371,963,355,236,2469,554,4077,842,10878,1345,6431,1161,786,411,791,383,4854,925,4447,705,0400000US38,175380,3955,18003,1775,6934,1184,3227,771,966,494,1146,415,1115,340,3707,812,11069,1576,1855,544,1427,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
3336,11682,1819,6824,1462,22541,2430,13730,1750,262760,8183,223821,7482,45802,3102,58302,3947,119717,5461,38939,2907,90817,4378,51063,3088,26854,2412,4217,1012,7705,1435,14932,1891,24209,2105,39754,2964,8021,1442,4862,1189,1754,657,596,367,2512,801,3159,829,31733,2581,21834,2189,4219,964,4090,1229,13525,2003,9899,1265,164714,5544,99896,4026,48709,2858,8897,1294,14108,1754,25704,2247,51187,2763,64818,4329,17513,2059,11910,1778,2541,775,2139,693,7230,1422,5603,1233,47305,3775,31160,2937,4261,959,5634,1461,21265,2298,16145,1966,2179826,14451,1820048,15242,670290,11434,120642,5654,110766,4775,438882,8756,1149758,12469,359778,8658,122705,5273,61503,3624,10555,1546,6155,1292,44793,3011,61202,3677,237073,6933,110895,5428,13247,1804,9308,1578,88340,4784,126178,4488,0400000US39,2913312,14675,477955,10320,160418,6108,97214,5099,16819,2263,30524,2626,49871,3378,63204,3463,317537,9526,54777,3636,41047,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
1372,4533,884,2925,675,7410,994,4231,639,83146,3556,70888,3320,17224,1711,16503,1709,37161,2655,12258,1340,37646,2067,24317,1622,13760,1281,3161,645,4489,906,6110,744,10557,1060,13329,1418,3531,740,2238,549,280,129,268,211,1690,484,1293,540,9798,1187,7121,999,1404,473,1188,499,4529,868,2677,615,64690,2686,42336,2054,21370,1803,3939,683,5546,980,11885,1300,20966,1578,22354,1817,7122,972,4813,880,1124,389,1143,493,2546,574,2309,526,15232,1495,10968,1384,2178,625,1373,476,7417,1173,4264,644,678351,7978,561477,6557,211686,4782,42696,2642,37429,2444,131561,3831,349791,5489,116874,4144,43792,2617,22687,2017,4642,845,1824,526,16221,1786,21105,1849,73082,3189,35499,2827,5346,965,3155,550,26998,2536,37583,2305,0400000US40,957067,7641,176380,3522,74135,2862,46485,2392,7675,989,15639,1566,23171,1733,27650,1697,102245,3694,19099,1571,14868,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
2099,3931,1075,2534,973,7957,1892,4811,1172,71057,4658,59525,4241,13359,1947,14660,2253,31506,3116,11532,1654,31711,2457,19611,1640,11139,1414,2279,763,3829,915,5031,1078,8472,1383,12100,1932,3866,1089,1943,732,624,467,400,388,919,397,1923,797,8234,1387,6172,1204,813,339,1555,807,3804,899,2062,653,60245,3700,38649,3005,19886,2355,2933,831,5966,1405,10987,1850,18763,2137,21596,2623,6794,1460,4873,1271,831,511,1103,688,2939,915,1921,769,14802,2069,9183,1783,1397,685,1403,744,6383,1637,5619,1168,711624,8559,600099,8292,211062,6856,41831,3738,35273,3003,133958,4771,389037,6730,111525,5338,39165,2825,21782,2360,4073,1174,2080,696,15629,1873,17383,1952,72360,4289,35900,3111,5743,1357,3166,905,26991,2583,36460,2757,0400000US41,964892,8222,161312,6260,71022,4478,43903,3642,6688,1200,18301,2298,18914,2551,27119,2544,90290,5247,19233,2397,14422,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
2819,9145,1525,6324,1286,21201,2140,11450,1722,227498,6900,188762,6117,38221,2480,50935,3173,99606,4772,38736,2487,96312,4551,52541,3274,22844,2310,4343,988,6391,1179,12110,1799,29697,2253,43771,3272,10632,1423,6423,1195,1216,531,958,472,4249,1013,4209,881,33139,2866,23987,2548,3700,930,3361,984,16926,2128,9152,1245,177549,5717,107229,3818,47287,2813,7846,1270,12990,1551,26451,2092,59942,2756,70320,4097,17403,2102,10824,1596,2713,927,1468,454,6643,1249,6579,1180,52917,3587,35328,3290,5868,1304,4958,1107,24502,2387,17589,2026,2497958,15806,2071743,14363,760680,9107,144451,5398,124118,4532,492111,7220,1311063,10274,426215,9604,138894,5704,62168,3250,13248,1791,5720,1239,43200,2538,76726,4044,287321,7670,127575,5292,19606,2225,11060,1628,96909,4467,159746,5222,0400000US42,3202089,14021,430270,9480,154652,5212,86595,4008,13759,1769,28300,2551,44536,3201,68057,3399,275618,7905,48120,3334,36670,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
846,246,278,629,460,1461,647,764,368,19770,2318,16622,2160,3367,931,5176,1281,8079,1646,3148,889,6483,1455,3104,918,1351,572,183,199,283,236,885,470,1753,652,3379,991,952,500,474,370,0,200,269,312,205,210,478,302,2427,843,1591,689,42,70,53,92,1496,708,836,384,13794,1846,6833,1145,2650,831,170,185,807,483,1673,630,4183,827,6961,1658,2115,865,1394,684,673,454,94,113,627,537,721,480,4846,1474,2968,1208,121,120,318,392,2529,1095,1878,686,203592,5337,159837,5444,60135,3714,12407,1656,9748,1504,37980,2893,99702,3890,43755,2706,12769,1761,5546,1279,1266,711,323,209,3957,1111,7223,1374,30986,2332,15122,1779,2240,713,1572,790,11310,1680,15864,1776,0400000US44,257419,5346,33550,2759,10680,1528,6428,1316,875,456,1824,700,3729,1107,4252,1123,22870,2474,3100,930,2336,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
2342,4806,1241,3343,1269,8096,1625,8236,1483,133345,5997,111648,5639,22299,2348,28512,2957,60837,3600,21697,2225,47779,3771,25752,2609,11287,2153,2216,898,2638,797,6433,1626,14465,1664,22027,2459,5309,1425,2937,1000,615,547,1056,603,1266,612,2372,771,16718,1913,11802,1718,1897,659,2079,873,7826,1373,4916,1116,86034,4229,50599,3506,24908,2433,5012,1225,6707,1411,13189,1843,25691,2155,35435,2929,8458,1738,5427,1346,1028,589,1073,617,3326,991,3031,971,26977,2628,17281,2040,2581,800,2599,785,12101,1875,9696,1407,832321,11047,682736,9741,248573,6992,48127,3551,39455,3777,160991,5388,434163,7172,149585,6675,48256,3772,21177,2688,4109,1185,1224,576,15844,2398,27079,2909,101329,5304,48504,3793,8139,1454,4980,1013,35385,3557,52825,3715,0400000US45,1204041,11533,237907,7569,80081,4204,44867,3326,6969,1772,13915,1741,23983,2385,35214,2676,157826,6647,24481,2367,16245,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
490,335,158,853,382,761,268,949,517,13750,1606,12366,1657,3365,881,4036,772,4965,977,1384,350,6303,840,3547,599,1894,511,415,343,769,332,710,266,1653,476,2756,652,826,301,636,287,47,57,173,152,416,231,190,111,1930,613,1605,560,318,249,242,163,1045,518,325,214,13148,1491,7662,1139,3461,787,753,422,1266,372,1442,492,4201,738,5486,1183,1509,638,746,390,174,119,0,147,572,363,763,480,3977,915,3022,855,367,240,268,137,2387,809,955,489,160429,3886,138218,3637,49813,2577,10250,1342,10056,1244,29507,2005,88405,2739,22211,2167,8692,1326,5249,1042,1168,470,585,397,3496,820,3443,785,13519,1852,8350,1469,1764,653,914,529,5672,1154,5169,928,0400000US46,206668,3783,26788,2048,10140,1224,5778,1091,852,378,2600,865,2326,571,4362,703,16648,1604,2898,703,1949,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
