GEO_ID,B23003_001E,B23003_001M,B23003_002E,B23003_002M,B23003_003E,B23003_003M,B23003_004E,B23003_004M,B23003_005E,B23003_005M,B23003_006E,B23003_006M,B23003_007E,B23003_007M,B23003_008E,B23003_008M,B23003_009E,B23003_009M,B23003_010E,B23003_010M,B23003_011E,B23003_011M,B23003_012E,B23003_012M,B23003_013E,B23003_013M,B23003_014E,B23003_014M,B23003_015E,B23003_015M,B23003_016E,B23003_016M,B23003_017E,B23003_017M,B23003_018E,B23003_018M,B23003_019E,B23003_019M,B23003_020E,B23003_020M,B23003_021E,B23003_021M,B23003_022E,B23003_022M,B23003_023E,B23003_023M,B23003_024E,B23003_024M,B23003_025E,B23003_025M,B23003_026E,B23003_026M,B23003_027E,B23003_027M,B23003_028E,B23003_028M,B23003_029E,B23003_029M,B23003_030E,B23003_030M,NAME,B23003_001MA,B23003_001EA,B23003_002MA,B23003_002EA,B23003_003EA,B23003_003MA,B23003_004EA,B23003_004MA,B23003_005EA,B23003_005MA,B23003_006MA,B23003_006EA,B23003_007MA,B23003_007EA,B23003_008EA,B23003_008MA,B23003_009EA,B23003_009MA,B23003_010EA,B23003_010MA,B23003_011MA,B23003_011EA,B23003_012MA,B23003_012EA,B23003_013MA,B23003_013EA,B23003_014MA,B23003_014EA,B23003_015MA,B23003_015EA,B23003_016EA,B23003_016MA,B23003_017MA,B23003_017EA,B23003_018MA,B23003_018EA,B23003_019MA,B23003_019EA,B23003_020MA,B23003_020EA,B23003_021EA,B23003_021MA,B23003_022MA,B23003_022EA,B23003_023MA,B23003_023EA,B23003_024MA,B23003_024EA,B23003_025MA,B23003_025EA,B23003_026MA,B23003_026EA,B23003_027EA,B23003_027MA,B23003_028MA,B23003_028EA,B23003_029MA,B23003_029EA,B23003_030EA,B23003_030MA,state
0400000US06,11372723,7466,4154271,22292,939858,12758,615577,10016,2023,736,613554,10033,536562,9730,76992,4488,324281,9081,891898,14734,529830,12668,816,428,529014,12652,455060,11592,73954,4186,362068,8145,2322515,22466,1692786,20593,670,462,1692116,20600,1519666,19286,172450,6591,629729,11628,7218452,23280,5166852,23872,5784,1306,5161068,23921,4631374,25724,529694,11039,2051600,22748,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1563900,3485,572875,8781,142754,5873,98874,4977,412,310,98462,4972,90066,4469,8396,1635,43880,3313,120082,5483,74253,4589,185,159,74068,4569,67388,4196,6680,1582,45829,3615,310039,6961,239997,5129,420,329,239577,5063,222642,5455,16935,2200,70042,4481,991025,9276,759208,8351,1253,484,757955,8352,708880,9334,49075,3562,231817,6299,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1074260,2657,397516,7425,87888,5228,67242,4687,113,159,67129,4691,60866,4080,6263,1337,20646,2274,69952,3503,49039,2813,0,193,49039,2813,41525,2679,7514,1302,20913,1950,239676,6295,194537,6404,0,193,194537,6404,178954,6432,15583,1897,45139,2736,676744,7951,534904,8189,479,449,534425,8277,491991,8146,42434,3448,141840,5458,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,275896,1417,95525,3207,22534,2122,17162,1930,38,46,17124,1934,15276,1724,1848,684,5372,1170,17726,2178,12305,1763,0,182,12305,1763,11536,1733,769,508,5421,1235,55265,3157,45582,3021,0,182,45582,3021,42524,2914,3058,884,9683,1599,180371,3483,133252,3852,0,182,133252,3852,122159,3864,11093,1918,47119,2693,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,213518,1853,48558,2531,16137,1786,12781,1632,0,197,12781,1632,11384,1592,1397,547,3356,768,10398,1436,8520,1306,100,165,8420,1258,7265,1261,1155,531,1878,626,22023,1827,17732,1739,44,74,17688,1734,15333,1686,2355,778,4291,977,164960,3388,133765,3610,210,198,133555,3621,121589,3942,11966,1926,31195,2526,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5679324,6183,1854805,19263,443802,12004,318748,9937,678,351,318070,9930,273690,10029,44380,4317,125054,5268,344242,9521,229420,7304,128,136,229292,7276,197031,7168,32261,3070,114822,6878,1066761,15802,833877,14733,962,572,832915,14809,753854,14339,79061,5437,232884,8238,3824519,18916,2712792,25290,3093,995,2709699,25477,2437248,25924,272451,10084,1111727,16099,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3016510,6082,1153543,13825,267044,9115,182846,7442,1538,781,181308,7314,155696,6542,25612,2741,84198,5495,244326,9133,157101,7972,216,180,156885,7972,133013,7605,23872,2975,87225,5646,642173,12523,492608,10900,532,408,492076,10960,450040,10916,42036,3540,149565,6313,1862967,14717,1278189,16236,2734,921,1275455,16333,1150226,16289,125229,6253,584778,11575,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,401134,1644,138561,4513,36073,2628,24736,2235,721,518,24015,2253,22068,2022,1947,843,11337,1585,29762,2258,20686,2081,69,78,20617,2091,19325,2088,1292,502,9076,1213,72726,3415,59561,3220,236,201,59325,3211,55926,3088,3399,916,13165,1568,262573,4445,197661,4667,2038,578,195623,4643,184310,4519,11313,1563,64912,3413,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,451253,2365,181120,3983,42137,3026,28232,2748,0,187,28232,2748,24746,2424,3486,1386,13905,2095,43896,3287,26732,2785,107,134,26625,2802,23998,2712,2627,838,17164,2206,95087,3996,71994,4073,0,187,71994,4073,66858,3790,5136,1505,23093,2420,270133,4380,193436,5230,364,294,193072,5292,181019,5383,12053,1774,76697,4335,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3865109,4719,1412744,10178,329706,8149,240237,7195,316,372,239921,7202,214141,6736,25780,2313,89469,5232,276657,7006,186964,5445,105,127,186859,5447,163671,5674,23188,2287,89693,5114,806381,10130,632566,9743,337,319,632229,9754,577183,9811,55046,3416,173815,5972,2452365,10549,1859626,14180,982,484,1858644,14170,1698092,13699,160552,6371,592739,10507,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1916367,4049,710558,10233,166264,6949,121803,5634,40,65,121763,5626,109105,5297,12658,1907,44461,3488,143457,5822,94768,4654,0,184,94768,4654,86923,4195,7845,1383,48689,3250,400837,7882,316740,7217,75,127,316665,7207,293981,6864,22684,2262,84097,4565,1205809,10456,881512,10570,110,182,881402,10562,814170,10613,67232,4107,324297,7555,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
