GEO_ID,C17012_001E,C17012_001M,C17012_002E,C17012_002M,C17012_003E,C17012_003M,C17012_004E,C17012_004M,C17012_005E,C17012_005M,C17012_006E,C17012_006M,C17012_007E,C17012_007M,C17012_008E,C17012_008M,C17012_009E,C17012_009M,C17012_010E,C17012_010M,C17012_011E,C17012_011M,NAME,C17012_001EA,C17012_001MA,C17012_002EA,C17012_002MA,C17012_003EA,C17012_003MA,C17012_004MA,C17012_004EA,C17012_005MA,C17012_005EA,C17012_006MA,C17012_006EA,C17012_007EA,C17012_007MA,C17012_008EA,C17012_008MA,C17012_009EA,C17012_009MA,C17012_010MA,C17012_010EA,C17012_011MA,C17012_011EA,state
0400000US06,8585787,27380,1111400,15617,242446,7794,543018,11523,284073,7989,41863,3323,7474387,28093,3842490,24926,2960614,18154,627054,11860,44229,3699,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278264,10500,118607,5656,24226,2587,58976,4364,29198,3167,6207,1268,1159657,11072,621504,10022,439099,9548,93189,4651,5865,1165,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,902369,9154,70924,4265,16180,1739,38125,3513,15347,1992,1272,436,831445,8840,454042,7586,317182,7589,56746,3311,3475,933,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,225593,4537,18399,2121,3981,830,9145,1461,4793,1222,480,375,207194,4348,114097,3925,77836,3525,14670,1786,591,367,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112493,3951,15690,1571,4385,850,7973,1167,2729,818,603,351,96803,3781,54510,2692,36274,2188,5682,1047,337,273,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4598222,24279,580789,12915,163791,6386,294331,9701,107696,5849,14971,2045,4017433,24594,2444614,18989,1340998,18553,219780,8284,12041,2110,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2406226,16700,361820,10541,81301,5530,181784,7439,84337,5185,14398,2477,2044406,15943,1084400,12566,786202,13592,164410,6994,9394,1923,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309165,5759,26514,2112,6402,1385,12360,1843,6359,1058,1393,565,282651,5838,155727,4148,103561,4318,20263,1703,3100,728,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,405908,6386,47558,3550,10238,1805,23852,2657,11874,1937,1594,634,358350,6909,199079,4854,117427,5098,36132,3276,5712,1329,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3121020,16046,339595,8078,75020,3604,174010,6141,76622,4417,13943,1649,2781425,15435,1518407,11368,1017880,12371,228911,6267,16227,1864,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1648172,14329,186201,5877,37590,2675,97287,5116,43264,3019,8060,1387,1461971,13691,821499,11948,519282,10408,111930,4485,9260,1316,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796744,7245,70337,3702,15400,1473,38165,2762,14678,1910,2094,582,726407,7311,412773,5767,246920,6019,61964,2784,4750,1012,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,727171,6574,67828,3618,12128,1685,34548,2587,18007,1824,3145,931,659343,7039,356003,5407,239734,6041,58302,3434,5304,1010,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1140771,10522,169148,5700,43878,2643,91399,4585,29147,3125,4724,1108,971623,10148,561990,8518,346486,8038,59744,3660,3403,768,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1125659,9109,174766,6579,41064,3104,93458,4635,35985,3218,4259,1121,950893,9486,522464,8791,356525,9219,67201,4313,4703,1139,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,346950,5393,34019,2499,7514,1107,18692,2011,6606,1174,1207,643,312931,5166,194489,4427,100987,3693,16694,2133,761,398,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437113,10814,104724,5338,25224,2496,56324,3839,20455,2585,2721,965,1332389,10662,705982,9419,523652,8888,95749,4559,7006,1479,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
