GEO_ID,B24031_001E,B24031_001M,B24031_002E,B24031_002M,B24031_003E,B24031_003M,B24031_004E,B24031_004M,B24031_005E,B24031_005M,B24031_006E,B24031_006M,B24031_007E,B24031_007M,B24031_008E,B24031_008M,B24031_009E,B24031_009M,B24031_010E,B24031_010M,B24031_011E,B24031_011M,B24031_012E,B24031_012M,B24031_013E,B24031_013M,B24031_014E,B24031_014M,B24031_015E,B24031_015M,B24031_016E,B24031_016M,B24031_017E,B24031_017M,B24031_018E,B24031_018M,B24031_019E,B24031_019M,B24031_020E,B24031_020M,B24031_021E,B24031_021M,B24031_022E,B24031_022M,B24031_023E,B24031_023M,B24031_024E,B24031_024M,B24031_025E,B24031_025M,B24031_026E,B24031_026M,B24031_027E,B24031_027M,NAME,B24031_001MA,B24031_001EA,B24031_002EA,B24031_002MA,B24031_003EA,B24031_003MA,B24031_004EA,B24031_004MA,B24031_005MA,B24031_005EA,B24031_006MA,B24031_006EA,B24031_007EA,B24031_007MA,B24031_008MA,B24031_008EA,B24031_009EA,B24031_009MA,B24031_010MA,B24031_010EA,B24031_011EA,B24031_011MA,B24031_012MA,B24031_012EA,B24031_013EA,B24031_013MA,B24031_014EA,B24031_014MA,B24031_015EA,B24031_015MA,B24031_016EA,B24031_016MA,B24031_017MA,B24031_017EA,B24031_018EA,B24031_018MA,B24031_019MA,B24031_019EA,B24031_020EA,B24031_020MA,B24031_021EA,B24031_021MA,B24031_022EA,B24031_022MA,B24031_023EA,B24031_023MA,B24031_024EA,B24031_024MA,B24031_025EA,B24031_025MA,B24031_026EA,B24031_026MA,B24031_027EA,B24031_027MA,state
0400000US06,32873,313,20258,454,19065,589,60753,2454,32330,461,42271,498,37111,608,22172,261,42272,521,39104,1273,75584,1708,55998,1679,46772,699,51909,536,36826,868,42028,382,62082,447,80142,13504,22639,481,36694,297,38383,917,35929,449,17188,194,23840,874,16032,207,20889,323,60909,462,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,35110,358,42288,3170,24904,1982,63193,5440,35165,1420,49094,2663,43735,2974,23662,919,42304,2835,39885,2060,61975,1969,52485,3688,44470,1887,48908,3098,36575,1634,44509,2120,60123,2358,55648,16686,24529,1450,34763,1039,32442,1276,35746,693,15833,514,20843,729,14811,836,23271,1518,51702,1088,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,41061,314,24272,12523,21022,8450,32343,24662,41517,1160,54687,2814,50285,2686,22649,1316,47791,2724,41315,1866,74638,7477,51569,1796,65762,2930,75140,4310,41033,3029,49762,3025,65202,4576,108567,33098,26998,1382,40646,546,42835,2280,38450,1711,18583,1370,25403,2035,16160,1014,25730,1214,62733,2364,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36208,743,34154,9965,27234,9322,41161,6497,37727,4171,47057,5683,50154,10568,21431,1394,44049,5652,40599,5622,67469,7795,46532,7934,47921,2885,49520,2504,33781,4593,41221,2079,52273,3547,44350,27628,25457,3180,36889,1838,37067,4489,36835,1776,16268,1500,24931,3027,14160,2889,22322,2591,47353,3519,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,50891,921,36646,26866,35807,35604,-666666666,-222222222,31659,2836,50755,8062,41276,13565,24614,5757,35608,3658,35209,4975,52261,40036,62127,9988,70767,10731,90985,17813,44750,9066,66046,2862,75344,5092,73188,61127,27410,4104,39029,3589,40943,3506,37004,2729,25085,2737,37500,7683,22101,2069,51413,3802,82497,4725,District of Columbia,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,29680,340,20641,1104,18728,1698,61965,7737,28320,1207,37450,1174,38275,1652,20876,284,39462,1254,36573,788,52111,2468,41174,851,39780,828,42504,1694,31194,835,31341,469,46095,1150,51250,7601,21700,360,32621,528,35038,689,31950,284,17153,247,21575,620,16276,249,20684,402,43649,1293,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,31169,207,24994,3121,21654,1364,39209,4684,28392,1700,35993,886,40235,1479,21283,428,41905,1100,41231,1119,47387,6299,50501,2366,41223,866,45296,2450,32235,2285,40596,879,57495,2551,50998,13322,22921,1088,32944,1210,36170,1113,31482,631,13169,664,16875,2036,12648,587,22017,756,41291,661,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,33135,1088,17221,4423,17083,4267,57243,7045,42005,1841,37347,6120,32865,3533,21753,929,40936,2752,36901,2094,61151,3368,40919,6081,40137,3192,40439,3068,39545,5226,35214,1972,47559,4430,12397,69651,27783,2492,38504,2402,38175,2581,38834,2924,24960,1383,24963,2876,24960,1620,24285,1669,53226,3996,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,26842,445,28260,2799,25420,2070,56753,10377,30547,1699,35664,1461,36785,3197,19901,1278,40389,3974,36429,5461,50132,5984,33313,8436,32841,4831,36534,3013,27118,7345,31388,2191,48281,6189,41546,31171,20439,1629,25995,960,29749,2129,24445,1013,11815,837,13357,2603,11559,894,19947,2456,40129,2451,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,35115,223,40242,2206,36578,2597,56611,5636,40220,757,41089,419,42243,1132,21270,324,42464,1093,41215,473,66381,3945,42145,1716,50544,755,52812,1765,39716,3426,42273,818,60766,881,72145,7509,23971,1164,34926,617,37467,817,32170,371,15226,373,16294,1370,15087,432,22795,1088,57957,1854,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
