GEO_ID,B08014_001E,B08014_001M,B08014_002E,B08014_002M,B08014_003E,B08014_003M,B08014_004E,B08014_004M,B08014_005E,B08014_005M,B08014_006E,B08014_006M,B08014_007E,B08014_007M,B08014_008E,B08014_008M,B08014_009E,B08014_009M,B08014_010E,B08014_010M,B08014_011E,B08014_011M,B08014_012E,B08014_012M,B08014_013E,B08014_013M,B08014_014E,B08014_014M,B08014_015E,B08014_015M,B08014_016E,B08014_016M,B08014_017E,B08014_017M,B08014_018E,B08014_018M,B08014_019E,B08014_019M,B08014_020E,B08014_020M,B08014_021E,B08014_021M,NAME,B08014_001EA,B08014_001MA,B08014_002EA,B08014_002MA,B08014_003EA,B08014_003MA,B08014_004MA,B08014_004EA,B08014_005MA,B08014_005EA,B08014_006MA,B08014_006EA,B08014_007EA,B08014_007MA,B08014_008MA,B08014_008EA,B08014_009MA,B08014_009EA,B08014_010MA,B08014_010EA,B08014_011MA,B08014_011EA,B08014_012EA,B08014_012MA,B08014_013EA,B08014_013MA,B08014_014EA,B08014_014MA,B08014_015MA,B08014_015EA,B08014_016MA,B08014_016EA,B08014_017MA,B08014_017EA,B08014_018EA,B08014_018MA,B08014_019EA,B08014_019MA,B08014_020MA,B08014_020EA,B08014_021MA,B08014_021EA,state
0400000US06,16282218,42401,574012,15965,3349958,31415,6541073,49680,3441373,38961,1587313,32592,788489,25532,8896246,28924,305158,9965,1695758,20452,3637409,28959,1919690,24793,879528,17351,458703,16223,7385972,30547,268854,9963,1654200,18444,2903664,29925,1521683,20298,707785,17673,329786,11765,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2513773,15473,60786,4339,518876,12692,1086556,17915,557052,13706,202249,11414,88254,7648,1362940,9209,32837,3044,247720,8668,598736,10400,315883,8168,115676,6867,52088,5262,1150833,11061,27949,2823,271156,7608,487820,10169,241169,7629,86573,5778,36166,3543,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1701771,12213,59561,4179,341132,11445,739554,15360,360215,13688,147458,10190,53851,6455,877573,7851,28486,2937,150041,6559,399458,8324,192791,8235,77718,5726,29079,3737,824198,7811,31075,2730,191091,7494,340096,8787,167424,6963,69740,5323,24772,3302,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,419382,5513,10848,2070,79398,4480,189036,7859,93631,6943,29426,4449,17043,4041,211465,4071,4987,1338,34583,2912,98916,5201,47042,3870,15977,2362,9960,2702,207917,4070,5861,1181,44815,3368,90120,3879,46589,3832,13449,2558,7083,1699,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,314187,6007,89852,5495,132095,6670,66493,5164,17252,3858,7002,2638,1493,1194,152373,4125,42243,3396,63876,3997,34287,3280,8088,1991,3071,1348,808,623,161814,4276,47609,3411,68219,4216,32206,2677,9164,2095,3931,1630,685,753,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8111003,33073,259209,12005,2061599,29962,3690949,37603,1471928,29840,493377,17012,133941,11091,4235692,22111,147800,9096,971511,20597,1988284,24375,789102,18081,262486,10974,76509,6983,3875311,23130,111409,7036,1090088,18350,1702665,22372,682826,16520,230891,8549,57432,5874,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4170016,24859,117413,6998,946858,20747,1793172,29104,881967,26587,312537,14489,118069,10042,2206515,16898,64517,5119,436079,13763,983267,17500,487018,15313,169966,8121,65668,5856,1963501,15661,52896,3951,510779,12550,809905,16096,394949,14469,142571,8013,52401,5211,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,652905,7364,23815,2933,148595,6616,235795,9570,134224,9103,66577,6023,43899,6077,353065,5298,13093,1831,82467,4962,126660,5314,72225,5576,35007,3288,23613,3555,299840,4922,10722,1821,66128,3804,109135,5739,61999,4473,31570,3289,20286,3166,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,693742,7823,11254,1943,110859,6208,292059,9090,173069,8770,71555,6058,34946,4270,377665,4890,6236,1208,54298,3942,162788,5602,93455,5384,40956,4001,19932,2310,316077,6381,5018,1209,56561,3718,129271,5462,79614,4875,30599,3036,15014,2477,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5883394,22219,292724,9901,1368276,19664,2492899,27021,1138298,22305,419805,12694,171392,11637,3071612,13177,138724,7243,643909,12494,1347356,15785,614484,12813,230427,7906,96712,7036,2811782,16485,154000,6265,724367,11911,1145543,15703,523814,12169,189378,6741,74680,5748,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2927149,15867,83533,5307,574090,12163,1270553,20919,643390,17629,246488,10891,109095,8325,1543452,10834,46260,3465,257520,7298,690731,12648,354244,10256,134012,6315,60685,4866,1383697,11031,37273,3219,316570,8607,579822,11526,289146,9010,112476,5940,48410,4415,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
