GEO_ID,B01001A_001E,B01001A_001M,B01001A_002E,B01001A_002M,B01001A_003E,B01001A_003M,B01001A_004E,B01001A_004M,B01001A_005E,B01001A_005M,B01001A_006E,B01001A_006M,B01001A_007E,B01001A_007M,B01001A_008E,B01001A_008M,B01001A_009E,B01001A_009M,B01001A_010E,B01001A_010M,B01001A_011E,B01001A_011M,B01001A_012E,B01001A_012M,B01001A_013E,B01001A_013M,B01001A_014E,B01001A_014M,B01001A_015E,B01001A_015M,B01001A_016E,B01001A_016M,B01001A_017E,B01001A_017M,B01001A_018E,B01001A_018M,B01001A_019E,B01001A_019M,B01001A_020E,B01001A_020M,B01001A_021E,B01001A_021M,B01001A_022E,B01001A_022M,B01001A_023E,B01001A_023M,B01001A_024E,B01001A_024M,B01001A_025E,B01001A_025M,B01001A_026E,B01001A_026M,B01001A_027E,B01001A_027M,B01001A_028E,B01001A_028M,B01001A_029E,B01001A_029M,B01001A_030E,B01001A_030M,B01001A_031E,B01001A_031M,NAME,B01001A_001MA,B01001A_001EA,B01001A_002MA,B01001A_002EA,B01001A_003EA,B01001A_003MA,B01001A_004EA,B01001A_004MA,B01001A_005EA,B01001A_005MA,B01001A_006EA,B01001A_006MA,B01001A_007MA,B01001A_007EA,B01001A_008MA,B01001A_008EA,B01001A_009EA,B01001A_009MA,B01001A_010EA,B01001A_010MA,B01001A_011EA,B01001A_011MA,B01001A_012MA,B01001A_012EA,B01001A_013MA,B01001A_013EA,B01001A_014EA,B01001A_014MA,B01001A_015EA,B01001A_015MA,B01001A_016MA,B01001A_016EA,B01001A_017EA,B01001A_017MA,B01001A_018EA,B01001A_018MA,B01001A_019MA,B01001A_019EA,B01001A_020EA,B01001A_020MA,B01001A_021EA,B01001A_021MA,B01001A_022MA,B01001A_022EA,B01001A_023EA,B01001A_023MA,B01001A_024MA,B01001A_024EA,B01001A_025EA,B01001A_025MA,B01001A_026EA,B01001A_026MA,B01001A_027MA,B01001A_027EA,B01001A_028EA,B01001A_028MA,B01001A_029EA,B01001A_029MA,B01001A_030MA,B01001A_030EA,B01001A_031EA,B01001A_031MA,state
0400000US22,2891506,6690,1431105,4961,86915,1530,89171,3921,90819,4253,53041,1227,37126,2107,101201,2791,100588,1994,99236,1578,181828,1968,207455,2013,188484,958,118059,879,57488,1785,19694,1690,1460401,3761,83308,1480,79055,3523,89468,3680,50825,1191,37118,2216,96206,2036,97847,1625,94004,1083,177428,1671,208931,1164,196439,1018,131985,689,82967,2216,34820,1997,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1264328,1246,618054,925,30882,390,37260,2060,33589,2115,23217,298,17624,770,37274,844,34700,397,34189,295,74977,391,99553,382,95366,315,59325,183,30226,1161,9872,1152,646274,1041,29748,605,32393,2076,33670,1918,21899,326,16167,780,36316,778,34979,420,35521,523,78123,382,103512,403,100889,371,63821,130,39892,1542,19344,1540,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3417690,12404,1681280,7128,92739,1773,99217,3817,97909,3663,63845,806,45092,1357,110673,1965,114855,1580,106204,1731,208836,2137,267586,1578,235031,1167,140479,691,69636,1530,29178,1542,1736410,6640,87522,1677,93656,3546,93450,3791,60604,1059,40428,1576,103756,2013,110312,1390,105162,1331,211904,2061,274933,1608,245746,1290,157467,638,97067,2579,54403,2539,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5323896,12317,2576633,7424,133632,1760,137918,5034,158212,5126,98348,1217,79924,1739,173964,2196,174022,1881,158121,1854,324906,2120,411171,1833,357157,1137,211614,722,112535,2765,45109,2772,2747263,6934,123913,2059,134569,4107,151155,4530,94148,1169,81268,1370,172495,1850,175844,1705,159940,1988,335869,2207,429357,1533,387150,1171,243828,977,154011,3278,103716,3170,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7840426,8758,3866867,5170,208262,1395,232338,5052,252938,5218,158756,1208,108313,1299,270599,1554,231540,1391,227805,1447,478233,1849,596660,1382,545938,1104,328481,654,167028,2592,59976,2528,3973559,4934,200234,1520,219230,4995,240690,4911,150397,1229,101629,1517,261478,2018,222875,1376,227261,1368,472993,1523,603581,1554,567101,806,359731,817,225395,3481,120964,3378,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4596694,6789,2275855,4401,134635,1284,144229,3343,140900,3347,87554,644,59538,793,145497,1114,152575,1010,154638,1056,282116,1535,353388,986,311610,830,178034,666,94775,2110,36366,2055,2320839,4040,129548,1309,138570,3872,133032,3576,84285,970,59452,1003,139348,1299,148457,1055,148135,1088,278711,1444,357192,1052,314815,674,193652,487,123567,2662,72075,2611,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1768736,4408,871111,4007,49550,1518,56017,2992,57787,2897,34451,1428,28190,2846,58909,2939,50560,1984,53570,1795,113078,2261,123672,1270,115018,634,80038,530,39724,1416,10547,1356,897625,3770,49941,1723,53347,2430,53752,2539,29350,1472,24741,2392,59863,2824,50389,1645,53184,1735,107545,2243,124804,1286,121513,622,89786,456,54810,2013,24600,1927,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4981999,6489,2451915,4613,147329,1571,157065,4793,157905,4709,97424,1526,67829,2183,166812,2664,162740,1612,159405,1215,300686,1414,361162,1186,323133,1049,206556,636,106686,2307,37183,2271,2530084,4567,138562,1365,144427,4283,152267,4418,91325,1524,64903,1723,163913,2338,160524,1385,157465,1123,298871,1560,367172,1336,341972,894,231375,577,145116,3195,72192,3164,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,896467,1819,450598,1427,24694,396,29032,1782,24010,1882,16630,551,12361,1085,31397,1022,28563,688,28072,537,52395,907,63425,496,68840,366,42919,203,21264,865,6996,867,445869,1379,23906,479,25268,1892,24833,1735,15336,538,10028,761,29993,923,26107,418,26342,414,49838,555,64635,365,69393,516,42473,349,23938,1251,13779,1278,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1634952,5242,810916,3143,56814,1165,54578,2174,53702,2247,32261,615,21590,1143,59315,1544,55435,1043,54254,1177,96912,1480,113247,898,105311,690,59983,486,34468,1203,13046,1152,824036,2888,50994,1157,51921,2238,53062,2277,29343,780,22656,1099,55095,1635,53633,1115,52705,969,95282,1180,113611,783,107270,644,65599,403,47109,1591,25756,1635,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1922203,12400,981953,6479,59237,2093,61088,3539,57223,3360,36219,1199,21667,1238,61950,1846,67220,1862,67881,1949,135524,2225,142501,1736,128720,1278,90485,690,41786,1442,10452,1199,940250,7473,55000,1726,55590,2917,56023,3158,33180,1581,19549,936,57753,1523,63324,1549,62653,1533,124045,2225,130859,1654,129516,1242,89806,913,44496,1814,18456,1562,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1241905,2511,611419,1555,30089,477,34652,1851,37748,1848,25054,584,17812,513,41001,589,35486,618,33438,486,77008,759,103976,533,90282,317,51654,252,24364,1145,8855,1178,630486,1917,28769,451,31681,2239,37542,2118,23650,499,19264,880,38391,1129,33601,480,33834,430,79142,716,106751,568,92810,309,55314,315,33947,1635,15790,1552,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6111675,20981,2977573,11444,163026,2548,175543,4739,198736,4990,120790,1635,75917,1508,178972,3043,179400,2898,174535,2469,385688,3119,483299,2867,408984,2241,244406,1075,134990,2903,53287,2667,3134102,11839,154615,2446,173485,5060,183424,5269,115985,1538,71986,1308,171344,2534,171452,2145,174915,2378,390860,3085,499140,3097,435988,1937,285496,1492,192193,3779,113219,3638,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1499853,13369,739960,7836,48476,1996,51243,3564,45651,3111,28340,1777,21767,2093,50181,2334,49581,1894,44197,1852,86991,2353,101145,2102,100105,1533,67205,1138,33527,1450,11551,1167,759893,7619,44037,1847,45645,3162,46091,2830,27342,1664,22595,1949,45751,2124,45703,1756,46831,2067,87176,2126,105237,1909,110593,1741,72820,1242,41260,1716,18812,1587,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12767396,31188,6242867,17113,343854,4092,352434,7206,372992,6706,232906,2175,173896,2150,433909,4254,433808,4545,404978,4206,794563,5683,949066,3913,843186,3147,510059,2183,286228,3777,110988,3881,6524529,17351,328198,3413,333766,6209,351060,6926,224533,2409,168469,3210,416745,4536,430074,3190,403427,3479,786989,4422,965989,4616,887844,2988,598092,2323,390243,6404,239100,6421,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6817441,17870,3350453,10443,192882,3085,208751,6308,209982,6309,125124,2554,93108,2994,233434,2971,215989,2822,210227,2692,458721,3423,488637,2871,432469,1345,297680,1223,141927,2545,41522,2522,3466988,9332,182207,3130,200270,5855,199397,5822,113799,2058,88022,2911,217381,3226,207876,2535,210813,3054,456899,3761,503602,2581,469093,1483,335105,1201,193262,3989,89262,3798,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,626192,1217,318487,925,19909,544,19158,1441,15991,1408,10921,259,11670,933,28720,1033,24212,524,22063,581,35942,504,43856,278,43186,316,23265,128,13761,760,5833,759,307705,930,18104,441,17096,1412,16715,1357,10068,253,9432,809,25862,873,21147,472,19112,392,32870,362,42185,140,40522,195,24671,143,19756,976,10165,966,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9547022,7437,4678933,4729,264812,1759,293821,5397,303936,5519,190019,1565,129384,1609,314683,1910,291763,1616,288382,1712,590249,1867,702873,1584,650010,826,385986,665,200286,2922,72729,2780,4868089,4962,255481,1338,268605,5753,296498,5608,178736,1398,121810,2252,306183,2530,285777,1486,289329,1529,591924,1546,722098,1458,682435,895,438972,867,278347,4336,151894,4182,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2805612,8499,1386134,5010,85096,1386,86182,3233,89469,2990,50959,972,34687,1027,99370,1554,96261,1219,93709,1154,172504,1594,193684,1084,181288,848,120406,395,62568,1461,19951,1388,1419478,4655,81068,1682,82665,3140,83136,3159,46785,854,33647,1021,96178,1444,92211,1162,89457,985,169079,1278,197006,1113,191204,606,135430,601,83436,1981,38176,1984,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3321591,11013,1638908,6564,91402,1954,100612,3682,93407,3726,61821,1772,40964,2013,108307,2545,107996,2071,112242,2010,214623,2188,224022,1725,237063,1071,148071,617,70506,1942,27872,1838,1682683,5982,86707,1606,90643,3787,93425,3906,57073,1273,37836,1621,109075,2376,107193,1320,110473,1456,207439,1860,231485,1624,251051,1009,160708,852,87987,2497,51588,2421,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10456819,12163,5109215,6879,269362,1778,286911,6133,306718,6009,194839,1346,144701,1283,344348,2040,320044,1899,303168,1996,625278,2271,787446,1961,733855,1398,445831,1052,249064,3223,97650,3109,5347604,7277,258173,2414,274394,4806,287860,5079,184034,1479,141756,1290,335540,1639,312521,1785,299405,1822,624792,1982,804753,2141,763801,1376,507268,1311,351615,4345,201692,4388,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,857897,6212,411350,3896,20251,756,21285,1757,24001,1835,15822,586,13030,625,31942,1035,25334,985,23840,903,50227,1204,65123,823,58769,536,34957,466,18430,1056,8339,1081,446547,3457,20175,774,19513,1613,24006,1921,14193,713,14751,728,31498,1050,25258,678,25359,789,52699,908,69603,825,63370,573,40618,444,27204,1546,18300,1627,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3165844,8016,1556315,5200,89941,2298,94845,3823,92268,3822,55392,963,45071,1862,110468,2445,97806,1793,95189,1505,201149,1885,221724,1411,208517,758,154292,525,71522,1647,18131,1537,1609529,4727,81974,1748,86887,3491,91906,3378,52668,906,42323,1946,102539,2245,97666,1431,96051,1841,200882,1901,226212,1370,229438,922,169771,557,90532,2851,40680,2809,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
