GEO_ID,B07003_001E,B07003_001M,B07003_002E,B07003_002M,B07003_003E,B07003_003M,B07003_004E,B07003_004M,B07003_005E,B07003_005M,B07003_006E,B07003_006M,B07003_007E,B07003_007M,B07003_008E,B07003_008M,B07003_009E,B07003_009M,B07003_010E,B07003_010M,B07003_011E,B07003_011M,B07003_012E,B07003_012M,B07003_013E,B07003_013M,B07003_014E,B07003_014M,B07003_015E,B07003_015M,B07003_016E,B07003_016M,B07003_017E,B07003_017M,B07003_018E,B07003_018M,NAME,B07003_001EA,B07003_001MA,B07003_002MA,B07003_002EA,B07003_003EA,B07003_003MA,B07003_004MA,B07003_004EA,B07003_005MA,B07003_005EA,B07003_006MA,B07003_006EA,B07003_007MA,B07003_007EA,B07003_008MA,B07003_008EA,B07003_009MA,B07003_009EA,B07003_010MA,B07003_010EA,B07003_011MA,B07003_011EA,B07003_012EA,B07003_012MA,B07003_013MA,B07003_013EA,B07003_014EA,B07003_014MA,B07003_015MA,B07003_015EA,B07003_016MA,B07003_016EA,B07003_017MA,B07003_017EA,B07003_018MA,B07003_018EA,state
0400000US06,37572738,10274,18681293,8749,18891445,8769,31777868,67939,15761908,38096,16015960,38217,3989910,57306,1982417,29391,2007493,33661,1056708,26852,554972,14330,501736,17619,493641,19652,257232,12641,236409,9790,254611,13204,124764,8236,129847,7468,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5123944,2939,2568059,3958,2555885,3937,4131357,21752,2068059,12923,2063298,12279,492637,16457,243743,9257,248894,9251,259284,10801,130579,6664,128705,6599,205060,11855,106377,6713,98683,6682,35606,4299,19301,2755,16305,2409,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3555319,2447,1732025,2155,1823294,2470,3114940,16188,1515767,8571,1599173,10460,270801,12487,129226,6649,141575,8210,64117,5802,35415,3716,28702,3140,80311,6574,38918,3492,41393,4172,25150,4381,12699,2489,12451,2299,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,906576,1624,438501,1575,468075,1380,782216,9177,379992,5097,402224,5032,78219,7541,37571,3976,40648,4578,7784,2008,3633,1058,4151,1419,34757,4691,15699,2441,19058,2901,3600,1007,1606,645,1994,660,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,624847,948,295431,794,329416,969,500267,6225,234778,3887,265489,4312,61992,5668,29472,3429,32520,3432,0,197,0,197,0,197,53830,5001,27260,2834,26570,3487,8758,1942,3921,1146,4837,1198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19114620,6877,9341840,7973,9772780,8416,16032617,49245,7808689,25629,8223928,31192,1810664,39338,882664,21732,928000,23966,569624,22145,299132,12613,270492,12739,537148,19784,269885,11154,267263,12073,164567,10910,81470,6209,83097,6176,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9796547,5863,4784599,7574,5011948,7907,8231384,34188,3994044,21384,4237340,19262,776217,30392,380636,16501,395581,16679,460085,18753,238644,10924,221441,11173,277466,14075,143775,8494,133691,7534,51395,6804,27500,4496,23895,3543,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1374852,1662,691714,1784,683138,1531,1164145,10466,578635,6143,585510,6237,128363,9721,66861,5109,61502,5837,6464,2446,4126,1790,2338,877,55145,5749,29835,3387,25310,2956,20735,2663,12257,1914,8478,1272,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1573036,2184,786884,3202,786152,3165,1296975,12998,646037,7047,650938,8369,152985,9897,75785,5169,77200,6210,57166,5994,30397,3618,26769,3397,59283,6040,30016,3046,29267,3841,6627,1610,4649,1287,1978,816,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12725119,5939,6241588,6129,6483531,5864,11009321,31714,5385655,17653,5623666,19371,1112540,23723,545375,12046,567165,14835,328651,12905,167630,7122,161021,8805,208755,10844,109592,6644,99163,6297,65852,6243,33336,3552,32516,3668,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6457067,4184,3175499,4545,3281568,4511,5493090,26865,2697437,15427,2795653,14585,576600,18090,277212,9465,299388,11233,228628,11512,117235,6391,111393,7106,134137,9664,69375,5664,64762,5000,24612,3645,14240,2263,10372,1986,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3035469,2721,1503874,3756,1531595,3904,2585979,14093,1271803,8518,1314176,7939,262112,10885,131725,6396,130387,6559,100826,5724,52258,3636,48568,3329,75760,5982,41641,3381,34119,3514,10792,1952,6447,1426,4345,904,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2848708,2507,1414030,3560,1434678,3171,2361899,16878,1169335,10397,1192564,8943,276042,15702,135695,8442,140347,8773,105653,6755,53461,3707,52192,4413,88284,7145,44633,4257,43651,4045,16830,2856,10906,2117,5924,1336,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4328626,2851,2128203,3784,2200423,3941,3676472,15304,1795929,9757,1880543,9933,371555,13279,183253,7828,188302,7786,149956,10142,79504,5465,70452,5915,112787,7854,58199,4212,54588,4537,17856,3275,11318,2175,6538,1592,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4545914,4612,2221011,5183,2324903,4910,3912023,21791,1903540,12653,2008483,12613,376287,15953,183019,8388,193268,9366,152119,9856,80432,4902,71687,6445,91215,6941,46989,3925,44226,4690,14270,2470,7031,1322,7239,1601,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1315586,1384,643715,2099,671871,2106,1132344,9895,556939,5728,575405,6136,113952,8246,54006,4520,59946,5010,37486,3558,18156,2198,19330,2365,27523,3132,12774,1843,14749,1987,4281,1182,1840,750,2441,824,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5816472,3717,2815084,3991,3001388,3465,5068457,21604,2444984,12662,2623473,12513,400455,18131,193556,10188,206899,10042,149518,9114,76542,4931,72976,5449,154983,8958,78231,5082,76752,5250,43059,4885,21771,3044,21288,2769,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6580641,3587,3187530,3539,3393111,3263,5752166,19793,2776730,12972,2975436,11021,465676,15907,230079,9297,235597,9545,160704,9414,83234,5450,77470,5645,142577,7863,69023,4871,73554,4376,59518,6623,28464,3523,31054,4021,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9778980,4263,4797453,4838,4981527,5413,8330990,24803,4078049,15348,4252941,14732,909150,23215,441068,12769,468082,12983,358955,12309,188519,7769,170436,7305,133981,8566,67159,4395,66822,5052,45904,4348,22658,2523,23246,2712,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5315228,2787,2640201,3494,2675027,3372,4536303,18312,2252962,11237,2283341,10811,421099,14757,201550,7529,219549,9921,231913,10983,122577,6584,109336,5866,101042,6534,50847,3673,50195,4243,24871,3235,12265,1880,12606,1907,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2947696,2744,1424657,4237,1523039,4141,2529377,17940,1213258,10071,1316119,11129,228366,14061,106987,7934,121379,8253,111441,8049,63989,5222,47452,4915,73500,7080,38042,3787,35458,4356,5012,1277,2381,741,2631,941,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5951913,3866,2915691,5215,3036222,5015,4965459,21306,2420932,12273,2544527,13929,553570,17732,266019,10106,287551,10879,247523,13104,131058,6759,116465,8303,162930,8034,85390,4735,77540,4951,22431,3287,12292,1924,10139,1990,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,995544,947,499111,2076,496433,2008,829489,8669,416829,5221,412660,5481,91861,7056,44667,3689,47194,4217,34602,4619,16601,2536,18001,2705,37690,4305,20134,2658,17556,2492,1902,524,880,309,1022,364,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1829420,2101,909619,2117,919801,1955,1540361,9074,761397,5680,778964,5180,177284,8537,90333,5203,86951,4575,60653,4706,30485,2801,30168,2628,43266,4512,23187,2296,20079,2738,7856,1718,4217,995,3639,1147,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2725280,3005,1375303,2510,1349977,2855,2105070,21984,1060462,12579,1044608,11967,456342,19080,230107,10714,226235,10467,25154,3585,14643,2169,10511,1938,124285,9956,62908,5713,61377,5425,14429,2285,7183,1482,7246,1299,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1309203,1504,642890,2015,666313,2118,1127376,9730,553694,5836,573682,5936,93476,9213,45886,4962,47590,5102,31642,4682,14734,2708,16908,2850,50484,5282,25733,3065,24751,2932,6225,1675,2843,856,3382,1027,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8772744,4541,4275715,3166,4497029,3701,7929570,23298,3854173,12764,4075397,14930,478028,19287,236695,9737,241333,12871,177437,8293,93836,5116,83601,5190,130223,7649,63696,4375,66527,4863,57486,5907,27315,3318,30171,3563,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2060595,2119,1021650,3495,1038945,3222,1769341,11461,872906,6605,896435,7338,179022,9633,90001,5722,89021,5727,47221,5438,23551,2865,23670,3461,54693,5877,29417,3844,25276,2997,10318,2657,5775,1413,4543,1481,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19352153,6112,9371842,6224,9980311,7041,17202134,34343,8295655,21726,8906479,19109,1266830,29689,617639,17314,649191,15558,456287,13816,245610,9272,210677,7950,270053,11861,133667,6959,136386,6588,156849,9211,79271,6144,77578,4903,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
