GEO_ID,B14006_001E,B14006_001M,B14006_002E,B14006_002M,B14006_003E,B14006_003M,B14006_004E,B14006_004M,B14006_005E,B14006_005M,B14006_006E,B14006_006M,B14006_007E,B14006_007M,B14006_008E,B14006_008M,B14006_009E,B14006_009M,B14006_010E,B14006_010M,B14006_011E,B14006_011M,B14006_012E,B14006_012M,B14006_013E,B14006_013M,B14006_014E,B14006_014M,B14006_015E,B14006_015M,B14006_016E,B14006_016M,B14006_017E,B14006_017M,B14006_018E,B14006_018M,B14006_019E,B14006_019M,B14006_020E,B14006_020M,B14006_021E,B14006_021M,NAME,B14006_001MA,B14006_001EA,B14006_002MA,B14006_002EA,B14006_003MA,B14006_003EA,B14006_004EA,B14006_004MA,B14006_005MA,B14006_005EA,B14006_006MA,B14006_006EA,B14006_007MA,B14006_007EA,B14006_008MA,B14006_008EA,B14006_009MA,B14006_009EA,B14006_010MA,B14006_010EA,B14006_011MA,B14006_011EA,B14006_012EA,B14006_012MA,B14006_013MA,B14006_013EA,B14006_014EA,B14006_014MA,B14006_015EA,B14006_015MA,B14006_016MA,B14006_016EA,B14006_017EA,B14006_017MA,B14006_018EA,B14006_018MA,B14006_019EA,B14006_019MA,B14006_020EA,B14006_020MA,B14006_021MA,B14006_021EA,state
0400000US06,35858130,13838,5966132,61879,2366009,34274,114969,5722,133341,6318,489304,13832,461985,11808,492779,12769,589543,15612,84088,6729,3600123,40068,29891998,63629,7989753,38482,466900,11289,379238,11087,1498376,17568,1552904,17905,1724521,15121,1952041,23265,415773,12609,21902245,45193,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4873689,5209,653909,18627,263689,10292,14137,1624,13574,1804,52571,3654,46812,4085,43475,4002,80960,4685,12160,1938,390220,11798,4219780,19958,1076871,12690,73803,4445,58573,3908,223729,6613,220799,6595,223078,5402,207853,7021,69036,3405,3142909,14638,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3374836,3853,352715,13548,129821,8092,9434,1595,7784,1455,27456,2557,24987,2837,26306,2480,25362,3660,8492,1560,222894,8880,3022121,13920,767239,9750,54484,3592,36841,3215,142124,4503,164313,4427,175602,4142,145621,5277,48254,2609,2254882,10633,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,856765,2171,100063,7273,39630,3997,2293,811,1960,716,7041,1441,6803,1792,7388,1367,12117,1964,2028,880,60433,4890,756702,7601,182571,5226,11687,1610,8815,1529,37001,2803,36546,2784,41015,2105,37757,2309,9750,1627,574131,5460,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,574576,1746,103759,7310,41592,4312,2928,936,1867,691,5790,1134,5252,1210,9018,1752,9790,2171,6947,1814,62167,4291,470817,7380,93085,4840,9771,1522,5881,1158,15594,1710,12924,1968,17580,2066,12520,1939,18815,2075,377732,5440,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18291772,9507,3058123,46638,1065126,27265,65499,4632,62757,4412,237003,11617,204990,8983,200202,8709,258718,11697,35957,3545,1992997,29023,15233649,46437,3481414,30349,215059,8736,167776,6598,641009,14388,686266,13676,723562,10633,864614,18215,183128,8168,11752235,36396,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9277729,7416,1734282,35111,687185,18788,49642,4062,44242,4121,155877,7210,144594,7808,121296,6507,151296,7048,20238,2726,1047097,21837,7543447,35539,2002365,23704,142734,6513,101108,5359,393679,10305,426651,11279,421627,8566,414429,13920,102137,6256,5541082,27967,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1305155,2476,148514,9106,52591,4976,3421,850,3533,928,12425,2082,9366,1681,10160,1869,11194,1970,2492,732,95923,5810,1156641,9122,271414,5859,17856,2051,15277,1812,49828,2915,55685,3124,55437,2672,62335,3388,14996,1993,885227,6732,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1499599,2757,232553,13573,95346,8255,3854,971,5765,1505,18230,3116,17353,2843,16956,2423,30727,3539,2461,753,137207,7357,1267046,12957,346484,8651,16444,2181,17638,2183,75417,4001,79382,4591,74359,3369,69589,4832,13655,2068,920562,9269,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12108780,8462,1742669,30926,686858,19028,47073,3636,39691,3682,141125,6681,134355,6308,124024,5301,162266,7827,38324,3789,1055811,19301,10366111,31128,2654489,20303,185493,5822,126878,5806,523548,10176,548288,11618,592076,8102,521111,9674,157095,7164,7711622,22803,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6097118,6064,922181,19529,358351,10681,19718,2486,21550,2491,83841,4758,66547,3934,60881,3928,91703,4935,14111,2143,563830,13020,5174937,19596,1293553,12898,80606,4077,63978,3397,266090,6869,286483,7269,291333,6253,241139,7834,63924,4394,3881384,16371,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2860398,3571,355113,12368,141659,7551,8991,1176,7787,1316,26305,2822,20987,2162,18658,2107,51301,3795,7630,1531,213454,7774,2505285,12816,611319,9210,44529,2599,34153,2492,131357,3970,138454,4784,137056,3604,98383,4620,27387,2337,1893966,9111,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2686519,3797,365345,11823,153808,7784,9304,1498,9431,1451,30592,2965,26150,2822,24817,2360,47963,3764,5551,1264,211537,7320,2321174,12381,610841,9442,44132,2877,33050,2651,122782,4308,130992,4970,133638,3582,114606,4703,31641,2724,1710333,9611,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4093558,4873,776018,21771,269705,11832,19812,2230,16689,1850,56573,4535,58606,4305,49169,3251,60351,4868,8505,1889,506313,14410,3317540,22150,783458,13593,48828,3460,44624,3159,154445,6245,172867,5574,174026,4926,148081,7045,40587,2885,2534082,16027,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4294505,5088,839111,21454,315068,12449,21352,2556,19029,2230,77102,4221,72614,4985,50949,4116,61407,4497,12615,2446,524043,13667,3455394,22724,850622,14670,61853,4109,43563,3602,171077,7115,187133,7156,184109,4839,162275,6241,40612,3509,2604772,15921,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1257261,2427,180371,9176,55266,3937,3358,821,3570,721,13811,2095,11309,1740,8683,1388,12550,1832,1985,1058,125105,6755,1076890,9095,228898,6338,13087,1596,10620,1508,45055,2720,46303,3055,58160,2164,42474,2929,13199,1898,847992,7420,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5537208,6187,557518,18711,199142,10211,12561,1984,13130,2182,37351,3535,35728,3485,35869,2748,53446,4927,11057,2007,358376,12420,4979690,19133,1314965,13623,87502,4143,64751,3763,246165,6369,247212,6012,275736,5095,289880,8958,103719,5291,3664725,13908,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6210896,5262,728278,17327,263469,10617,15311,2223,14077,2176,47453,3435,42523,3618,50708,3766,68806,5645,24591,3398,464809,12605,5482618,17877,1342228,11437,95835,5042,65382,3646,255229,6734,276464,7080,287638,5562,256458,7086,105222,5248,4140390,14998,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9338443,5558,1588668,28048,626753,14668,36240,3031,35786,2674,122361,4926,119102,5153,117164,5790,173578,6365,22522,3095,961915,19030,7749775,28816,1915162,16603,107176,3871,89894,4211,366069,8015,397480,7636,437331,7206,412558,7942,104654,4952,5834613,19156,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5056968,5205,562891,16229,220293,9004,13926,1686,10880,1466,39299,3043,37042,2842,37539,2471,73909,4404,7698,1262,342598,9941,4494077,17215,1127583,10000,84462,3741,59667,3176,242021,6020,235328,4812,248847,4101,200955,5840,56303,2993,3366494,13877,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2777858,4559,654048,21014,257789,12031,20516,2469,19689,2257,57987,4944,54440,4475,49938,4533,48852,3974,6367,1715,396259,13132,2123810,21030,534534,13668,31527,2785,28340,2922,106779,6035,113494,5302,115748,4518,116193,6332,22453,2555,1589276,13299,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5624768,5539,887836,19095,323643,10578,19036,2128,19455,2480,69848,4152,62852,3954,54349,3668,82404,5596,15699,2286,564193,14182,4736932,20626,1145651,14287,71748,3617,55878,4003,232636,6445,248694,6008,252824,5595,220198,8415,63673,3906,3591281,17612,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,947061,1866,143763,7457,48040,3864,3568,806,2188,598,11260,1685,7795,1560,6923,1021,14776,2041,1530,680,95723,5074,803298,7795,171449,4470,10054,1297,10930,1415,38957,2536,36906,2502,39346,1665,26761,2396,8495,1518,631849,6617,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1722784,3058,217907,10044,90481,6087,6219,1348,5352,956,17652,2177,14931,1931,16183,1941,25619,2849,4525,1200,127426,6100,1504877,10497,390124,7395,28334,2065,20482,1543,83502,3140,81838,3212,83404,2547,69851,3450,22713,2083,1114753,7589,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2617337,4155,417305,17663,141061,7642,5116,1263,9242,1813,34274,3465,30367,3105,32439,3478,27206,2648,2417,961,276244,12928,2200032,17912,525893,9792,24625,2582,29683,2703,109097,4796,110779,5199,118564,4421,108783,4667,24362,2411,1674139,13373,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1243096,2390,121726,10086,45186,5333,2501,1096,3640,1492,8494,1603,8374,1947,9208,1865,10773,1863,2196,1019,76540,6421,1121370,10122,252519,6049,16216,1729,11673,1439,48364,2555,56195,3189,59806,2561,45559,3098,14706,1698,868851,7368,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8385046,5300,876253,20742,315591,10877,25002,2584,17907,2036,67462,3970,62179,3917,68851,4395,58571,4474,15619,2692,560662,14045,7508793,20699,1907304,16447,143153,5646,98388,4603,374970,7597,395028,8524,414009,6973,381022,8467,100734,5298,5601489,15675,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1962843,3928,398207,13124,151280,8208,9315,1814,9304,1562,36913,3302,26680,2468,27616,2987,37202,3646,4250,1158,246927,8077,1564636,13137,406243,8567,21720,2392,19454,2022,81266,3872,79900,4408,87628,3540,94818,4983,21457,2098,1158393,10970,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18392598,7730,2854989,34833,1036217,22480,60351,3604,60340,3518,215244,7518,202538,7066,208221,7316,230947,10860,58576,4985,1818772,22075,15537609,35332,3721942,21610,243488,7276,172717,6567,693736,10065,737446,10486,819274,10331,811335,12113,243946,7168,11815667,28324,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9145883,7124,1608405,30151,604416,17086,32051,2997,40612,3326,132155,6378,121480,6956,108753,5565,150896,7925,18469,2663,1003989,21700,7537478,29681,1828359,20716,111368,5367,95126,5144,365133,8209,389411,9558,397642,7621,373082,11474,96597,5195,5709119,21768,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,648697,1530,70517,3922,28776,2599,1234,387,1056,437,4206,778,3450,610,3650,632,13743,2235,1437,816,41741,2724,578180,4194,134709,3719,9400,1357,8984,1479,28345,2211,27439,1804,29013,1669,25467,2055,6061,1112,443471,4257,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10834875,7614,1711092,26967,660469,16275,39308,3504,39747,2774,143340,7240,119630,5954,124022,5709,172459,8461,21963,2418,1050623,17410,9123783,26571,2197744,18128,139904,6245,107160,5712,428865,9002,477075,10162,498303,7129,430737,9439,115700,4994,6926039,21347,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
