GEO_ID,B27017_001E,B27017_001M,B27017_002E,B27017_002M,B27017_003E,B27017_003M,B27017_004E,B27017_004M,B27017_005E,B27017_005M,B27017_006E,B27017_006M,B27017_007E,B27017_007M,B27017_008E,B27017_008M,B27017_009E,B27017_009M,B27017_010E,B27017_010M,B27017_011E,B27017_011M,B27017_012E,B27017_012M,B27017_013E,B27017_013M,B27017_014E,B27017_014M,B27017_015E,B27017_015M,B27017_016E,B27017_016M,B27017_017E,B27017_017M,B27017_018E,B27017_018M,B27017_019E,B27017_019M,B27017_020E,B27017_020M,B27017_021E,B27017_021M,B27017_022E,B27017_022M,B27017_023E,B27017_023M,B27017_024E,B27017_024M,B27017_025E,B27017_025M,B27017_026E,B27017_026M,B27017_027E,B27017_027M,B27017_028E,B27017_028M,B27017_029E,B27017_029M,B27017_030E,B27017_030M,B27017_031E,B27017_031M,B27017_032E,B27017_032M,B27017_033E,B27017_033M,B27017_034E,B27017_034M,B27017_035E,B27017_035M,B27017_036E,B27017_036M,B27017_037E,B27017_037M,B27017_038E,B27017_038M,B27017_039E,B27017_039M,B27017_040E,B27017_040M,B27017_041E,B27017_041M,B27017_042E,B27017_042M,B27017_043E,B27017_043M,B27017_044E,B27017_044M,B27017_045E,B27017_045M,B27017_046E,B27017_046M,B27017_047E,B27017_047M,B27017_048E,B27017_048M,B27017_049E,B27017_049M,B27017_050E,B27017_050M,B27017_051E,B27017_051M,B27017_052E,B27017_052M,B27017_053E,B27017_053M,B27017_054E,B27017_054M,B27017_055E,B27017_055M,B27017_056E,B27017_056M,B27017_057E,B27017_057M,B27017_058E,B27017_058M,B27017_059E,B27017_059M,B27017_060E,B27017_060M,B27017_061E,B27017_061M,B27017_062E,B27017_062M,B27017_063E,B27017_063M,B27017_064E,B27017_064M,B27017_065E,B27017_065M,B27017_066E,B27017_066M,B27017_067E,B27017_067M,B27017_068E,B27017_068M,B27017_069E,B27017_069M,B27017_070E,B27017_070M,B27017_071E,B27017_071M,B27017_072E,B27017_072M,B27017_073E,B27017_073M,B27017_074E,B27017_074M,B27017_075E,B27017_075M,B27017_076E,B27017_076M,B27017_077E,B27017_077M,B27017_078E,B27017_078M,B27017_079E,B27017_079M,B27017_080E,B27017_080M,B27017_081E,B27017_081M,B27017_082E,B27017_082M,B27017_083E,B27017_083M,B27017_084E,B27017_084M,B27017_085E,B27017_085M,B27017_086E,B27017_086M,B27017_087E,B27017_087M,B27017_088E,B27017_088M,B27017_089E,B27017_089M,B27017_090E,B27017_090M,B27017_091E,B27017_091M,NAME,B27017_001EA,B27017_001MA,B27017_002EA,B27017_002MA,B27017_003EA,B27017_003MA,B27017_004MA,B27017_004EA,B27017_005MA,B27017_005EA,B27017_006EA,B27017_006MA,B27017_007EA,B27017_007MA,B27017_008EA,B27017_008MA,B27017_009MA,B27017_009EA,B27017_010MA,B27017_010EA,B27017_011EA,B27017_011MA,B27017_012EA,B27017_012MA,B27017_013EA,B27017_013MA,B27017_014EA,B27017_014MA,B27017_015MA,B27017_015EA,B27017_016MA,B27017_016EA,B27017_017EA,B27017_017MA,B27017_018EA,B27017_018MA,B27017_019EA,B27017_019MA,B27017_020MA,B27017_020EA,B27017_021MA,B27017_021EA,B27017_022MA,B27017_022EA,B27017_023EA,B27017_023MA,B27017_024EA,B27017_024MA,B27017_025EA,B27017_025MA,B27017_026MA,B27017_026EA,B27017_027MA,B27017_027EA,B27017_028EA,B27017_028MA,B27017_029EA,B27017_029MA,B27017_030EA,B27017_030MA,B27017_031MA,B27017_031EA,B27017_032MA,B27017_032EA,B27017_033EA,B27017_033MA,B27017_034EA,B27017_034MA,B27017_035EA,B27017_035MA,B27017_036EA,B27017_036MA,B27017_037MA,B27017_037EA,B27017_038MA,B27017_038EA,B27017_039EA,B27017_039MA,B27017_040EA,B27017_040MA,B27017_041EA,B27017_041MA,B27017_042MA,B27017_042EA,B27017_043MA,B27017_043EA,B27017_044EA,B27017_044MA,B27017_045EA,B27017_045MA,B27017_046EA,B27017_046MA,B27017_047EA,B27017_047MA,B27017_048MA,B27017_048EA,B27017_049MA,B27017_049EA,B27017_050EA,B27017_050MA,B27017_051EA,B27017_051MA,B27017_052EA,B27017_052MA,B27017_053MA,B27017_053EA,B27017_054MA,B27017_054EA,B27017_055EA,B27017_055MA,B27017_056EA,B27017_056MA,B27017_057EA,B27017_057MA,B27017_058EA,B27017_058MA,B27017_059MA,B27017_059EA,B27017_060MA,B27017_060EA,B27017_061EA,B27017_061MA,B27017_062EA,B27017_062MA,B27017_063EA,B27017_063MA,B27017_064MA,B27017_064EA,B27017_065MA,B27017_065EA,B27017_066EA,B27017_066MA,B27017_067EA,B27017_067MA,B27017_068EA,B27017_068MA,B27017_069EA,B27017_069MA,B27017_070MA,B27017_070EA,B27017_071MA,B27017_071EA,B27017_072MA,B27017_072EA,B27017_073EA,B27017_073MA,B27017_074EA,B27017_074MA,B27017_075MA,B27017_075EA,B27017_076MA,B27017_076EA,B27017_077MA,B27017_077EA,B27017_078EA,B27017_078MA,B27017_079EA,B27017_079MA,B27017_080EA,B27017_080MA,B27017_081MA,B27017_081EA,B27017_082MA,B27017_082EA,B27017_083EA,B27017_083MA,B27017_084EA,B27017_084MA,B27017_085EA,B27017_085MA,B27017_086MA,B27017_086EA,B27017_087MA,B27017_087EA,B27017_088EA,B27017_088MA,B27017_089EA,B27017_089MA,B27017_090EA,B27017_090MA,B27017_091EA,B27017_091MA,state
0400000US06,37219610,9501,2765753,41743,924730,25283,130548,8860,794182,22624,1713673,24736,492108,15971,1221565,20494,127350,6248,45643,3749,81707,5096,3557584,56565,1242642,28492,181191,10132,1061451,27708,1974397,31978,395167,14448,1579230,31320,340545,9118,85694,3975,254851,8633,3116510,51291,939330,24258,226460,12603,712870,20301,1793370,29925,511036,14776,1282334,26119,383810,11506,113972,4805,269838,10353,838325,28495,251239,13056,85145,8207,166094,10817,484862,16999,166819,8846,318043,14908,102224,4928,37201,2677,65023,4347,3582943,59132,973821,23588,428157,16040,545664,14756,2178919,37723,943655,20009,1235264,26277,430203,11323,180979,6511,249224,8745,3097776,57094,781576,24470,467422,17678,314154,13653,1910107,37798,1049096,22880,861011,24399,406093,9471,194207,5992,211886,7261,2786322,55488,648386,18799,457485,16236,190901,9879,1783923,39459,1152117,27223,631806,19583,354013,10699,192204,6947,161809,7041,4343514,58767,953777,20815,778032,19279,175745,9860,2811179,40553,2094739,31658,716440,23874,578558,12790,341240,9082,237318,9249,13130883,73417,2388689,32079,2243402,31978,145287,9471,8962637,48921,8071893,48138,890744,19358,1779557,19828,1241924,16537,537633,12494,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5047369,3540,309748,14513,99390,8088,14943,3094,84447,7578,197739,8279,72316,4292,125423,7886,12619,1732,5967,1045,6652,1303,384489,15715,124580,9228,18958,3095,105622,8566,225930,8646,64802,4537,161128,8215,33979,2680,13612,2194,20367,2010,328459,13618,97970,7311,27169,4190,70801,6682,192098,8047,66486,4772,125612,7519,38391,2778,19150,1943,19241,2180,101437,10146,33814,5109,11360,3565,22454,3398,55878,6245,19600,2667,36278,5097,11745,1511,5650,1061,6095,1078,425837,17818,122573,8269,62699,6208,59874,5844,244823,10981,124092,6648,120731,7980,58441,3800,32253,2683,26188,2548,406989,16102,105787,7644,67860,6015,37927,4406,246673,9828,153245,7289,93428,6259,54529,3302,33837,2443,20692,2300,407935,17679,101241,8528,75433,7372,25808,3803,256249,11197,182979,8824,73270,6237,50445,3969,34341,2894,16104,2446,708966,17828,167926,7558,146527,6761,21399,3076,453161,12453,367477,11637,85684,5764,87879,4250,62756,3435,25123,2346,1973509,26417,359553,9901,336450,9644,23103,3397,1366389,19295,1257625,17821,108764,6112,247567,6534,188020,6219,59547,3479,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3479573,1863,172223,10672,54254,5578,7754,1992,46500,5058,105860,6874,26902,3420,78958,6120,12109,1741,5304,1102,6805,1394,200167,12564,62282,6277,8819,2127,53463,5647,115008,7189,22936,2817,92072,6592,22877,2340,8178,1125,14699,1928,178818,10923,49720,5361,13054,3176,36666,4299,95817,6483,27451,3068,68366,6203,33281,2680,15107,1655,18174,2021,48741,6070,12900,3417,3079,1227,9821,3096,25562,3391,6921,1792,18641,3173,10279,1534,5118,1142,5161,990,228396,12574,57498,5470,23548,4103,33950,4872,127759,8187,56931,5658,70828,5636,43139,3194,26946,2388,16193,1745,229186,12886,52283,5060,31253,4188,21030,3333,126890,8081,76399,5167,50491,5818,50013,3913,31568,3149,18445,2357,240025,12501,55264,4730,37889,3973,17375,2870,144679,8883,100249,6410,44430,4739,40082,2954,25755,2419,14327,1773,456242,17668,104683,6569,85521,6222,19162,3575,283915,12397,221412,9999,62503,6551,67644,4042,45350,3382,22294,2237,1725775,22828,335896,8911,322038,8341,13858,2320,1159668,16416,1079153,14620,80515,4884,230211,5456,180831,5695,49380,3236,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,888425,1535,52029,5562,15814,2880,3456,1596,12358,2447,33307,3740,11960,2076,21347,3012,2908,641,1692,586,1216,457,55278,5539,19061,3466,2031,777,17030,3539,29036,2907,6614,1244,22422,2974,7181,1198,3546,833,3635,873,56131,7023,17938,3658,4364,1797,13574,3190,30563,3754,10706,2135,19857,3025,7630,1111,3846,920,3784,746,20812,4170,5825,1933,2111,1231,3714,1717,11904,2537,4115,1158,7789,1946,3083,753,1780,569,1303,455,75822,6537,22507,3796,10766,2705,11741,2746,39386,3749,20277,2483,19109,2864,13929,1992,8791,1774,5138,1052,71526,6872,17007,2886,12024,2554,4983,1478,40015,4516,26373,3374,13642,2452,14504,1848,10723,1745,3781,923,73319,7655,16211,2993,12604,2755,3607,1163,45064,5172,31672,4113,13392,2571,12044,1589,8350,1500,3694,913,130909,9811,27925,3408,23311,3344,4614,1482,82766,6749,64618,5398,18148,2960,20218,2132,15099,2004,5119,1012,352599,10433,58556,4214,55162,4321,3394,964,238336,7134,221278,6733,17058,2684,55707,2679,48079,2676,7628,1177,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,596222,982,62040,6255,17078,3000,2153,878,14925,2960,42242,4386,17884,3190,24358,3179,2720,803,1270,599,1450,563,46678,5055,11545,2265,1770,761,9775,2153,29552,3332,9125,1503,20427,2875,5581,1072,2448,754,3133,872,38832,5894,10499,2909,2132,946,8367,2566,22837,3231,8240,1668,14597,2776,5496,1101,1996,645,3500,824,12612,3337,3327,1425,520,483,2807,1257,7282,2509,1803,674,5479,2353,2003,696,1013,510,990,520,35052,5022,7648,1895,3704,1485,3944,1191,22466,3379,11726,2383,10740,2357,4938,998,2476,844,2462,766,34090,5361,7195,2158,4309,1753,2886,1198,23119,3423,12415,2158,10704,2303,3776,789,2818,742,958,375,34660,4113,5821,1647,3920,1563,1901,906,24511,2894,19131,2440,5380,1422,4328,1090,2842,739,1486,735,50842,5991,5405,1632,3431,1122,1974,926,38526,4600,29468,3072,9058,2491,6911,1448,4833,1125,2078,824,281416,7675,39359,2946,37147,2840,2212,913,208002,5596,192325,5242,15677,2518,34055,1876,28215,1867,5840,1293,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18875285,6505,1417912,38944,438861,21481,45623,5131,393238,21042,876592,20314,202991,8816,673601,17643,102459,6381,42133,3717,60326,4417,1819848,37862,561875,20407,72861,7935,489014,18579,1008397,22157,213690,10593,794707,19640,249576,9428,65947,3620,183629,8293,1653255,39663,411552,16867,98719,10524,312833,15211,933216,24674,282079,14004,651137,22065,308487,9712,112752,5984,195735,8231,489335,23170,126466,10073,34602,5359,91864,8637,266944,14417,88766,7009,178178,11644,95925,6189,37843,3616,58082,4423,2013957,39951,463190,17675,198947,11712,264243,12804,1170302,27007,521997,14715,648305,20325,380465,10060,179475,6058,200990,8913,1774147,39552,364784,13442,210529,10117,154255,9831,1052359,23874,588343,15659,464016,15936,357004,12756,184062,7355,172942,9577,1621914,35174,300574,14799,216851,12553,83723,7013,1017900,23268,657585,19091,360315,14955,303440,10008,167650,6936,135790,7123,2439491,40670,447581,14739,357512,12627,90069,8971,1509604,27530,1136788,22813,372816,15972,482306,11831,296290,9912,186016,6967,5645426,51794,826757,18301,756717,17879,70040,6811,3657017,38004,3202307,34371,454710,17589,1161652,14770,810508,13694,351144,10535,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9616298,5009,851555,27263,315985,16073,40333,5215,275652,14748,504895,15004,135392,8488,369503,12192,30675,2898,10699,1725,19976,2230,996546,34019,356055,18314,57133,6527,298922,16480,547046,18436,132353,7414,414693,16570,93445,4947,29731,3121,63714,3776,825886,26433,249209,14465,70949,8946,178260,11994,474436,15758,171381,9570,303055,14716,102241,4979,40990,2807,61251,4296,230804,14528,68754,6856,26292,4417,42462,5728,128614,8352,57812,6243,70802,5091,33436,2667,15845,1759,17591,2322,949284,32969,264429,14975,123138,8770,141291,10671,562017,19236,286488,14292,275529,12680,122838,5318,60697,3560,62141,3913,812862,30478,199323,12709,127548,11400,71775,6052,504343,19824,316929,13401,187414,11596,109196,5887,66766,4396,42430,3493,783852,25259,187341,10559,136426,9483,50915,5213,497807,17777,358307,13815,139500,8984,98704,4954,60868,4278,37836,3126,1212728,26917,278667,11964,236569,10993,42098,5602,777257,20127,627333,16268,149924,9290,156804,7620,109324,6526,47480,3727,2952781,40947,547699,15570,516178,15398,31521,4770,2042448,28394,1857266,25413,185182,12098,362634,8816,276214,7476,86420,5058,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1330687,2566,78265,7129,24594,3501,9536,2374,15058,2819,48477,4098,17699,2438,30778,3387,5194,944,2117,563,3077,919,78204,7664,26639,4558,6516,2501,20123,3941,42640,3677,16258,1887,26382,3199,8925,1529,3708,876,5217,1244,74832,7414,21694,3699,9062,2521,12632,2881,41885,4220,20272,2280,21613,3005,11253,1478,5535,1122,5718,1141,15292,3251,3472,1062,1724,773,1748,731,9181,2076,4713,1357,4468,1346,2639,792,1375,618,1264,489,112009,8271,32112,3478,19324,2796,12788,2640,65393,5672,44440,4081,20953,3077,14504,1568,8783,1414,5721,1294,107177,10130,25999,3534,17830,2738,8169,2020,64236,6511,46988,4613,17248,3559,16942,2633,11534,1928,5408,1443,121313,9400,32128,4096,21561,3398,10567,2300,73371,5930,57300,4958,16071,2623,15814,1781,11309,1484,4505,991,202247,10729,47350,4053,39615,3551,7735,1687,125888,7007,107150,6198,18738,2276,29009,2500,21438,2240,7571,1506,541348,13336,85378,4607,80558,4590,4820,1370,354717,8967,332204,8571,22513,2994,101253,3705,84937,3535,16316,1737,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1563253,1841,96009,8867,31827,5354,7011,2434,24816,4377,58600,4293,20610,2265,37990,3740,5582,2016,2008,691,3574,1983,152457,11459,54705,6526,13102,3411,41603,5478,83280,5840,26078,3059,57202,5047,14472,1836,6542,1247,7930,1447,142228,9377,46607,5034,14030,2711,32577,4576,78910,4972,32006,3619,46904,3711,16711,1940,8582,1304,8129,1568,44154,7542,13555,3573,5742,1735,7813,2892,23575,4194,11048,2617,12527,2984,7024,1364,4596,992,2428,997,189898,10313,61226,5326,37195,4336,24031,3758,101574,6344,57886,5189,43688,3792,27098,2385,15282,1927,11816,1995,173037,10936,52229,5255,41319,5029,10910,2386,96096,6165,67268,4741,28828,3473,24712,2483,16537,2446,8175,1455,134831,11159,34240,5089,27892,4748,6348,2251,81309,6356,61367,6045,19942,2454,19282,2750,12487,1956,6795,1638,225513,11543,56591,5272,50017,4947,6574,1723,139665,7061,114883,6036,24782,3052,29257,3005,21871,2313,7386,1477,405126,14572,67937,6694,60864,6061,7073,2330,274530,10212,249152,9666,25378,3254,62659,3267,50128,3360,12531,2005,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12566464,4333,820554,21637,266031,12212,27737,3612,238294,11457,511359,13533,146367,8362,364992,11031,43164,3034,19476,1895,23688,2294,1030008,31122,358241,17110,48688,5508,309553,16033,570860,16285,134926,6923,435934,15691,100907,4519,36034,2615,64873,4115,864999,26497,266739,13249,69890,6317,196849,12363,471523,13924,152079,6175,319444,12147,126737,5686,61728,3433,65009,3891,238347,12338,67366,5925,21356,3047,46010,5135,129971,7003,47356,3826,82615,5944,41010,2882,21095,2216,19915,2060,1113554,30078,303465,13584,145405,8940,158060,9712,630588,17814,318169,12339,312419,12128,179501,6133,100607,4194,78894,4389,1005217,28500,245804,11450,151419,9590,94385,7053,590705,18675,361506,12770,229199,11249,168708,5780,108478,4920,60230,3178,980471,24272,225892,9775,167556,8296,58336,5828,605326,17074,442895,13002,162431,9596,149253,4931,103445,4701,45808,3563,1725217,35313,407802,14036,338733,13633,69069,5866,1082951,22877,879074,19983,203877,9096,234464,7486,170534,6087,63930,3844,4788097,37584,878593,15458,836487,15152,42106,4315,3320437,26932,3080787,25802,239650,9316,589067,8412,457665,7756,131402,4534,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
