GEO_ID,C17001F_001E,C17001F_001M,C17001F_002E,C17001F_002M,C17001F_003E,C17001F_003M,C17001F_004E,C17001F_004M,C17001F_005E,C17001F_005M,C17001F_006E,C17001F_006M,C17001F_007E,C17001F_007M,C17001F_008E,C17001F_008M,C17001F_009E,C17001F_009M,C17001F_010E,C17001F_010M,C17001F_011E,C17001F_011M,C17001F_012E,C17001F_012M,C17001F_013E,C17001F_013M,C17001F_014E,C17001F_014M,C17001F_015E,C17001F_015M,C17001F_016E,C17001F_016M,C17001F_017E,C17001F_017M,C17001F_018E,C17001F_018M,C17001F_019E,C17001F_019M,NAME,C17001F_001MA,C17001F_001EA,C17001F_002MA,C17001F_002EA,C17001F_003EA,C17001F_003MA,C17001F_004EA,C17001F_004MA,C17001F_005EA,C17001F_005MA,C17001F_006MA,C17001F_006EA,C17001F_007MA,C17001F_007EA,C17001F_008EA,C17001F_008MA,C17001F_009EA,C17001F_009MA,C17001F_010EA,C17001F_010MA,C17001F_011MA,C17001F_011EA,C17001F_012MA,C17001F_012EA,C17001F_013MA,C17001F_013EA,C17001F_014EA,C17001F_014MA,C17001F_015EA,C17001F_015MA,C17001F_016EA,C17001F_016MA,C17001F_017EA,C17001F_017MA,C17001F_018MA,C17001F_018EA,C17001F_019MA,C17001F_019EA,state
0400000US06,4826226,56078,1280817,36009,601583,18291,281832,10412,304990,11200,14761,1855,679234,20863,260776,11153,390807,12067,27651,2464,3545409,58031,1848525,31275,494833,15109,1275899,20650,77793,3791,1696884,31972,486524,15422,1112771,18812,97589,4660,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,215479,12865,67869,8310,31784,4504,13522,2973,17543,2310,719,340,36085,4569,13656,2541,20983,2833,1446,577,147610,11002,76748,5743,19168,2924,53274,4209,4306,827,70862,6414,20975,3220,45564,3983,4323,866,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,156008,10796,45943,6165,21616,3381,8044,1957,12779,2102,793,405,24327,3743,9537,2080,13575,2202,1215,511,110065,8726,58846,5932,15543,2822,41369,4494,1934,581,51219,4250,13496,2013,35258,3025,2465,668,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22691,4103,4343,1976,2435,1259,1196,894,1159,617,80,106,1908,1040,696,679,1212,612,0,182,18348,3953,9953,2474,2646,950,7071,1934,236,247,8395,2268,2656,1153,5129,1497,610,425,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,27936,4205,8159,2309,4505,1388,1377,678,3128,966,0,197,3654,1377,1242,618,2365,935,47,83,19777,3763,10973,2054,2193,862,8521,1511,259,273,8804,2094,1769,665,6697,1640,338,437,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,451167,22849,124974,12271,58333,6457,24198,4373,32037,3653,2098,860,66641,7865,25070,4346,38744,4412,2827,965,326193,19012,172951,11345,36734,4296,128107,9204,8110,1490,153242,10359,38102,3689,107047,8047,8093,1383,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,289428,14334,109470,12867,58510,7518,29260,5274,28857,3805,393,329,50960,6398,24507,3626,26027,3478,426,401,179958,11880,101854,6824,27275,3290,72397,5288,2182,710,78104,6566,24726,3322,51549,4394,1829,736,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,13971,2349,1796,645,702,347,182,174,437,308,83,119,1094,514,313,273,781,393,0,177,12175,2477,6357,1430,1087,522,5071,1180,199,162,5818,1331,1271,506,4232,1002,315,256,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,45942,6364,14355,4389,6709,1807,3343,1259,3318,957,48,60,7646,2879,3890,1695,3460,1313,296,302,31587,5431,17005,2829,4463,1379,12159,2208,383,206,14582,3414,5078,1472,8965,2213,539,311,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,722761,24652,163974,13006,80225,7234,39599,4207,39033,4076,1593,638,83749,7016,33586,4162,47515,3713,2648,724,558787,22826,300377,12726,87438,6257,203209,8257,9730,1417,258410,12390,81512,6580,166349,7581,10549,1531,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
